route_id,train_population,test_population,candidate_id,held_out_experiment_name,held_out_partition,held_out_has_keyhole,held_out_value,training_selected_direction,training_selected_threshold,held_out_prediction,held_out_correct,held_out_signed_margin,evaluation_type,leakage_guard
new_to_old_local,new-data,old-data-local,T0_depth,P-101p127472137_VX-0p52394730996_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p56864695376e-06_H-b0e5aed98c,old-data-local,0,50.71019,higher,82.41506749999999,0,True,-31.704877499999995,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-104p101541641_VX-0p916529700054_LS-8p82882842693e-05_ST-394p968412652_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2634634783e-06_H-6014a1f9c3,old-data-local,0,26.660185,higher,82.41506749999999,0,True,-55.754882499999994,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-105p276295276_VX-0p639039009111_LS-7p6636834293e-05_ST-367p44858305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p00822530836e-05_H-bf889bf790,old-data-local,0,34.838854999999995,higher,82.41506749999999,0,True,-47.5762125,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,old-data-local,0,46.715575,higher,82.41506749999999,0,True,-35.69949249999999,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-109p759946449_VX-0p241926176876_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p72873359867e-06_H-fb250c7cf9,old-data-local,0,66.61901499999999,higher,82.41506749999999,0,True,-15.796052500000002,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,old-data-local,0,26.879505,higher,82.41506749999999,0,True,-55.53556249999999,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-110p642328299_VX-0p274154737479_LS-7p4676600105e-05_ST-358p612942181_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p7596342297e-05_H-b40dbd8ddd,old-data-local,0,50.78583,higher,82.41506749999999,0,True,-31.629237499999995,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36,old-data-local,0,38.68263,higher,82.41506749999999,0,True,-43.73243749999999,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-112p904894498_VX-0p537693260466_LS-4p63068354409e-05_ST-322p169166627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p19825809506e-05_H-bf889bf790,old-data-local,0,54.58924,higher,82.41506749999999,0,True,-27.825827499999995,cross_population_transfer,disjoint train/test populations
new_to_old_local,new-data,old-data-local,T0_depth,P-113p286681534_VX-0p56768277259_LS-5p80401726566e-05_ST-302p148970527_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p13495658689e-05_H-bf889bf790,old-data-local,0,46.822900000000004,higher,82.41506749999999,0,True,-35.59216749999999,cross_population_transfer,disjoint train/test populations
