experiment_name,partition,week6_simulation_id,monitor_file,sph_v2_relative_path,remote_exists,remote_size_bytes,remote_git_blob_id,local_path,source_mode,local_git_blob_id,local_blob_matches_pinned_sph_v2,exact_revision
P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,old-data-local,sim_00004,iter.dat,P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4/monitor/iter.dat,True,698090,e4db62b645d6870dd59d758b5ac287688df9f9ad,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00004\monitor\iter.dat,week6_cache_verified_against_current_sph_v2_git_blob,e4db62b645d6870dd59d758b5ac287688df9f9ad,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,old-data-local,sim_00004,kinetic-energy_melt.dat,P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4/monitor/kinetic-energy_melt.dat,True,1502800,2b6d6b2c4941991271f5e8dd9d9b5510876587ce,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00004\monitor\kinetic-energy_melt.dat,week6_cache_verified_against_current_sph_v2_git_blob,2b6d6b2c4941991271f5e8dd9d9b5510876587ce,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,old-data-local,sim_00004,position-bounds_melt.dat,P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4/monitor/position-bounds_melt.dat,True,9277290,69fd7a3626c286cb278972971fc96f1a14dda360,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00004\monitor\position-bounds_melt.dat,week6_cache_verified_against_current_sph_v2_git_blob,69fd7a3626c286cb278972971fc96f1a14dda360,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,old-data-local,sim_00004,time.dat,P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4/monitor/time.dat,True,1502800,0229496c1e473d714d2329877cfb90ea07384d93,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00004\monitor\time.dat,week6_cache_verified_against_current_sph_v2_git_blob,0229496c1e473d714d2329877cfb90ea07384d93,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,old-data-local,sim_00006,iter.dat,P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a/monitor/iter.dat,True,698090,e4db62b645d6870dd59d758b5ac287688df9f9ad,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00006\monitor\iter.dat,week6_cache_verified_against_current_sph_v2_git_blob,e4db62b645d6870dd59d758b5ac287688df9f9ad,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,old-data-local,sim_00006,kinetic-energy_melt.dat,P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a/monitor/kinetic-energy_melt.dat,True,1502800,2488cd490651293b02d681ba9645afd4480ea0a4,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00006\monitor\kinetic-energy_melt.dat,week6_cache_verified_against_current_sph_v2_git_blob,2488cd490651293b02d681ba9645afd4480ea0a4,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,old-data-local,sim_00006,position-bounds_melt.dat,P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a/monitor/position-bounds_melt.dat,True,9271950,4309e91b511767448061f6e540c4c85469bd2eff,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00006\monitor\position-bounds_melt.dat,week6_cache_verified_against_current_sph_v2_git_blob,4309e91b511767448061f6e540c4c85469bd2eff,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,old-data-local,sim_00006,time.dat,P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a/monitor/time.dat,True,1502800,0229496c1e473d714d2329877cfb90ea07384d93,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00006\monitor\time.dat,week6_cache_verified_against_current_sph_v2_git_blob,0229496c1e473d714d2329877cfb90ea07384d93,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36,old-data-local,sim_00008,iter.dat,P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36/monitor/iter.dat,True,698090,e4db62b645d6870dd59d758b5ac287688df9f9ad,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00008\monitor\iter.dat,week6_cache_verified_against_current_sph_v2_git_blob,e4db62b645d6870dd59d758b5ac287688df9f9ad,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36,old-data-local,sim_00008,kinetic-energy_melt.dat,P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36/monitor/kinetic-energy_melt.dat,True,1502800,e9e2ce793e0465702f8f2ab6d80b5049fc54bd5d,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00008\monitor\kinetic-energy_melt.dat,week6_cache_verified_against_current_sph_v2_git_blob,e9e2ce793e0465702f8f2ab6d80b5049fc54bd5d,True,b6dc254a2b607a31cb9f97b40990339c3d5ca1e8
