benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_beta,acquisition_quadrature_nodes,acquisition_alpha,acquisition_selected_normalized_straddle,acquisition_selected_normalized_diversity,acquisition_selected_raw_straddle,acquisition_selected_raw_diversity,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_shortlist_fraction_actual,acquisition_selected_shortlist_position,acquisition_selected_gated_score,acquisition_requested_shortlist_size,acquisition_current_aggregate_uncertainty,acquisition_reference_set,acquisition_fantasy_refit,acquisition_selected_pool_index_check,acquisition_selected_p_plus,acquisition_selected_u_plus,acquisition_selected_u_minus,acquisition_selected_expected_future_uncertainty,acquisition_selected_expected_uncertainty_reduction
branin,random,0,19,24,25,299,18.525120918728774,False,False,False,292,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,20,25,26,1372,9.704889803147427,False,False,True,1350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,21,26,27,646,20.237631716983017,False,False,False,632,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,22,27,28,116,55.780569754672214,False,False,False,113,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,23,28,29,257,17.13466500759828,False,False,False,249,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,24,29,30,1191,10.305729344939472,False,False,True,1167,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,25,30,31,163,25.857195747517846,False,False,False,158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,26,31,32,756,73.5912266725218,False,False,False,737,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,27,32,33,1346,48.679088919579044,False,False,False,1318,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,28,33,34,1012,23.55324020211188,False,False,False,990,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,29,34,35,1084,19.114961481873124,False,False,False,1061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,30,35,36,605,90.68676411480509,False,False,False,588,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,31,36,37,942,0.8067879843526384,True,True,True,920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,32,37,38,181,23.92444595861551,False,False,False,174,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,33,38,39,549,8.663990378349624,False,True,True,533,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,34,39,40,268,4.154283701156505,True,True,True,257,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,35,40,41,1138,22.27216416307368,False,False,False,1107,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,36,41,42,1037,3.963209008809173,True,True,True,1009,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,37,42,43,342,73.352186758807,False,False,False,329,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,38,43,44,114,2.9867752328859822,True,True,True,111,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,39,44,45,273,0.8214646349381098,True,True,True,260,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,40,45,46,802,23.06410404080522,False,False,False,775,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,41,46,47,103,26.76050033054537,False,False,False,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,42,47,48,1106,24.977558142747533,False,False,False,1071,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,43,48,49,1491,1.372230449540087,True,True,True,1444,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,44,49,50,29,44.81570246669716,False,False,False,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,1,6,7,780,14.011109682933835,False,False,False,777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,2,7,8,300,46.9073315671035,False,False,False,299,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,3,8,9,1104,8.53840317077103,False,True,True,1099,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,4,9,10,839,2.188062511494863,True,True,True,834,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,5,10,11,909,43.03896433625238,False,False,False,903,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,6,11,12,110,17.086107357130075,False,False,False,109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,7,12,13,1336,155.3831624944744,False,False,False,1325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,8,13,14,1128,14.875028278304207,False,False,False,1119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,9,14,15,580,21.54136989196222,False,False,False,576,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,10,15,16,1346,19.474253833306488,False,False,False,1332,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,11,16,17,191,167.9488129047466,False,False,False,189,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,12,17,18,1349,5.778262743952908,False,True,True,1333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,13,18,19,1363,76.8421444247113,False,False,False,1346,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,14,19,20,1297,15.003709829789727,False,False,False,1284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,15,20,21,88,63.47190497164256,False,False,False,87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,16,21,22,1002,41.22212920432591,False,False,False,991,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,17,22,23,1049,209.72860092571702,False,False,False,1037,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,18,23,24,525,153.9981113575257,False,False,False,519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,19,24,25,1148,34.22328593228009,False,False,False,1132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,20,25,26,1385,13.787986670776775,False,False,False,1361,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,21,26,27,875,16.23074384910569,False,False,False,864,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,22,27,28,1485,27.303334380652093,False,False,False,1458,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,23,28,29,998,9.301619272101934,False,False,True,985,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,24,29,30,804,84.14796818606207,False,False,False,794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,25,30,31,143,147.432555043744,False,False,False,140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,26,31,32,456,58.33642613561746,False,False,False,450,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,27,32,33,186,4.310809673005636,True,True,True,182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,28,33,34,51,42.46291796126734,False,False,False,51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,29,34,35,541,50.74795656484039,False,False,False,530,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,30,35,36,439,54.73308027357082,False,False,False,431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,31,36,37,268,123.94304504718056,False,False,False,261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,32,37,38,1007,7.856586030763886,False,True,True,984,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,33,38,39,116,94.94251780661266,False,False,False,112,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,34,39,40,533,113.12932003974228,False,False,False,519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,35,40,41,710,27.639716658465524,False,False,False,692,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,36,41,42,1392,12.120541656395783,False,False,True,1353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,37,42,43,1137,27.81834215418801,False,False,False,1107,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,38,43,44,367,7.875538033493157,False,True,True,357,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,39,44,45,785,11.436149944595357,False,False,True,764,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,40,45,46,669,125.05771859957599,False,False,False,650,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,41,46,47,913,74.98274470001648,False,False,False,886,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,42,47,48,1157,11.209954308587932,False,False,True,1121,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,43,48,49,1278,65.4376503275402,False,False,False,1240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,44,49,50,183,8.282354515084087,False,True,True,177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,1,6,7,901,17.2967512740738,False,False,False,898,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,2,7,8,143,27.95927594915137,False,False,False,143,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,3,8,9,705,66.13864237910181,False,False,False,701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,4,9,10,509,4.907615849134718,True,True,True,506,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,5,10,11,1117,8.677038401569646,False,True,True,1109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,6,11,12,1270,59.009957608207785,False,False,False,1261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,7,12,13,1491,12.242787885144217,False,False,True,1479,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,8,13,14,268,11.56159827903042,False,False,True,267,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,9,14,15,1167,11.09304438827655,False,False,True,1157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,10,15,16,569,22.251602120721852,False,False,False,563,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,11,16,17,1431,126.28171844136219,False,False,False,1418,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,12,17,18,1005,6.196576315766073,False,True,True,996,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,13,18,19,140,0.9877177088223839,True,True,True,140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,14,19,20,1146,27.19971610283146,False,False,False,1133,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,15,20,21,1128,24.822318571996956,False,False,False,1115,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,16,21,22,1111,2.2177145747401745,True,True,True,1099,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,17,22,23,1096,45.62194160545425,False,False,False,1084,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,18,23,24,1336,15.519946446691105,False,False,False,1317,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,19,24,25,544,47.60808415448885,False,False,False,537,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,20,25,26,927,96.49080341194399,False,False,False,916,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,21,26,27,681,14.005758686245574,False,False,False,672,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,22,27,28,570,14.676081534307684,False,False,False,561,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,23,28,29,679,135.9418187084169,False,False,False,669,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,24,29,30,666,116.02516928444103,False,False,False,656,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,25,30,31,1094,3.9371304387655393,True,True,True,1076,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,26,31,32,812,102.49834201996958,False,False,False,798,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,27,32,33,68,7.970065105967933,False,True,True,68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,28,33,34,1135,6.469973914385292,False,True,True,1110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,29,34,35,319,22.627959585677644,False,False,False,315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,30,35,36,922,32.28052786694077,False,False,False,904,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,31,36,37,518,12.85973044964404,False,False,True,510,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,32,37,38,981,27.38263107830828,False,False,False,960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,33,38,39,83,87.58507202274133,False,False,False,82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,34,39,40,228,6.108156406748122,False,True,True,224,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,35,40,41,399,18.90473893486641,False,False,False,392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,36,41,42,615,8.0364839221429,False,True,True,599,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,37,42,43,401,52.62769409656437,False,False,False,393,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,38,43,44,1214,134.86943116658728,False,False,False,1177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,39,44,45,167,13.5924521903644,False,False,False,163,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,40,45,46,787,24.29877704565213,False,False,False,764,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,41,46,47,999,3.254250123730131,True,True,True,970,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,42,47,48,295,33.968407429717196,False,False,False,288,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,43,48,49,260,20.280509927011877,False,False,False,254,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,44,49,50,1384,0.9763186353576145,True,True,True,1339,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,1,6,7,1196,18.747211676457102,False,False,False,1191,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,2,7,8,1156,17.29752472158345,False,False,False,1151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,3,8,9,843,26.45117235932606,False,False,False,841,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,4,9,10,1160,38.14561073468934,False,False,False,1153,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,5,10,11,890,120.79901391217928,False,False,False,887,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,6,11,12,496,27.519536355589274,False,False,False,495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,7,12,13,563,26.241120510789386,False,False,False,560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,8,13,14,1035,7.316100829879936,False,True,True,1028,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,9,14,15,1264,171.90362082714378,False,False,False,1250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,10,15,16,1391,21.556527361251405,False,False,False,1376,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,11,16,17,870,44.23277753912001,False,False,False,865,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,12,17,18,748,12.028788511597185,False,False,True,744,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,13,18,19,847,26.451572653599627,False,False,False,841,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,14,19,20,178,12.424166569856645,False,False,False,177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,15,20,21,123,53.78743684479393,False,False,False,122,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,16,21,22,474,20.573730579410977,False,False,False,471,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,17,22,23,136,5.033249717336247,True,True,True,134,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,18,23,24,382,26.552066477301167,False,False,False,378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,19,24,25,59,54.65943568290403,False,False,False,58,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,20,25,26,586,22.14842123015662,False,False,False,576,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,21,26,27,1207,21.514889659626952,False,False,False,1184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,22,27,28,502,11.012630940933548,False,False,True,493,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,23,28,29,1208,97.87950360303277,False,False,False,1183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,24,29,30,508,178.26897729639435,False,False,False,498,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,25,30,31,919,6.323683562577472,False,True,True,900,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,26,31,32,1316,16.095733033305848,False,False,False,1286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,27,32,33,881,83.77458190010124,False,False,False,864,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,28,33,34,222,107.55664543258584,False,False,False,217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,29,34,35,1023,8.475379828736948,False,True,True,1001,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,30,35,36,625,10.526553707979474,False,False,True,611,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,31,36,37,462,35.086215779050576,False,False,False,455,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,32,37,38,372,27.395936981071905,False,False,False,366,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
