benchmark,surrogate_variant,acquisition_rule,method,seed,budget,global_error,classifier_uncertainty_region_fraction_eps005,classifier_uncertainty_region_fraction_eps010,near_boundary_error_q10,near_boundary_test_size_q10,classifier_uncertainty_region_fraction_q10_eps005,classifier_uncertainty_region_fraction_q10_eps010,near_boundary_error_q20,near_boundary_test_size_q20,classifier_uncertainty_region_fraction_q20_eps005,classifier_uncertainty_region_fraction_q20_eps010,near_boundary_error_q30,near_boundary_test_size_q30,classifier_uncertainty_region_fraction_q30_eps005,classifier_uncertainty_region_fraction_q30_eps010
branin,optimized_iso_gpc,random,random,1,8,0.25575,0.71125,1.0,0.365,400,0.63,1.0,0.32125,800,0.645,1.0,0.2966666666666667,1200,0.6708333333333333,1.0
branin,optimized_iso_gpc,random,random,1,9,0.26975,0.1625,0.3175,0.42,400,0.195,0.3475,0.3525,800,0.17,0.29875,0.32166666666666666,1200,0.1375,0.26166666666666666
branin,optimized_iso_gpc,random,random,1,10,0.2285,0.15375,0.338,0.415,400,0.2675,0.4875,0.34375,800,0.235,0.44875,0.30083333333333334,1200,0.1925,0.3858333333333333
branin,optimized_iso_gpc,random,random,1,11,0.2445,0.12525,0.252,0.445,400,0.175,0.345,0.3825,800,0.1575,0.295,0.3325,1200,0.135,0.2525
branin,optimized_iso_gpc,random,random,1,12,0.23075,0.065,0.12825,0.42,400,0.18,0.3075,0.35875,800,0.1575,0.2825,0.3125,1200,0.13166666666666665,0.25
branin,optimized_iso_gpc,random,random,1,13,0.22225,0.057,0.11775,0.4075,400,0.1425,0.32,0.35,800,0.125,0.25875,0.3025,1200,0.10916666666666666,0.23166666666666666
branin,optimized_iso_gpc,random,random,1,14,0.22975,0.053,0.1075,0.41,400,0.13,0.2925,0.3475,800,0.11625,0.22875,0.30416666666666664,1200,0.10416666666666667,0.205
branin,optimized_iso_gpc,random,random,1,15,0.22875,0.04975,0.1035,0.41,400,0.125,0.2975,0.35375,800,0.1125,0.23125,0.30583333333333335,1200,0.09916666666666667,0.20916666666666667
branin,optimized_iso_gpc,random,random,1,16,0.2295,0.04925,0.1015,0.4075,400,0.1225,0.295,0.35125,800,0.11125,0.23125,0.30416666666666664,1200,0.09916666666666667,0.20916666666666667
branin,optimized_iso_gpc,random,random,1,17,0.22875,0.04525,0.10225,0.405,400,0.1175,0.2825,0.3525,800,0.10125,0.23,0.30416666666666664,1200,0.09166666666666666,0.21083333333333334
branin,optimized_iso_gpc,random,random,1,18,0.22775,0.04725,0.0965,0.405,400,0.115,0.2725,0.35125,800,0.1075,0.2175,0.3025,1200,0.09583333333333334,0.19916666666666666
branin,optimized_iso_gpc,random,random,1,19,0.22575,0.048,0.096,0.4075,400,0.125,0.2825,0.34875,800,0.11375,0.2175,0.2991666666666667,1200,0.0975,0.19666666666666666
branin,optimized_iso_gpc,random,random,1,20,0.22,0.04525,0.091,0.44,400,0.095,0.2525,0.3625,800,0.105,0.22625,0.29833333333333334,1200,0.105,0.20333333333333334
branin,optimized_iso_gpc,random,random,1,21,0.222,0.043,0.08475,0.435,400,0.09,0.21,0.36375,800,0.09375,0.195,0.3025,1200,0.09583333333333334,0.1825
branin,optimized_iso_gpc,random,random,1,22,0.165,0.0725,0.142,0.42,400,0.1225,0.2375,0.33375,800,0.11875,0.2175,0.27416666666666667,1200,0.1025,0.19
branin,optimized_iso_gpc,random,random,1,23,0.1725,0.06675,0.13925,0.425,400,0.1,0.2075,0.3425,800,0.1025,0.20625,0.2833333333333333,1200,0.09333333333333334,0.18416666666666667
branin,optimized_iso_gpc,random,random,1,24,0.15675,0.08775,0.173,0.4025,400,0.1975,0.38,0.325,800,0.175,0.325,0.2633333333333333,1200,0.1425,0.2758333333333333
branin,optimized_iso_gpc,random,random,1,25,0.1605,0.09025,0.17825,0.4475,400,0.135,0.285,0.36375,800,0.15125,0.28375,0.2916666666666667,1200,0.13666666666666666,0.2633333333333333
branin,optimized_iso_gpc,random,random,1,26,0.17025,0.0825,0.161,0.4425,400,0.1225,0.25,0.37125,800,0.12625,0.25625,0.3025,1200,0.1225,0.23083333333333333
branin,optimized_iso_gpc,random,random,1,27,0.1705,0.0765,0.1565,0.4375,400,0.125,0.2575,0.37,800,0.11125,0.2475,0.30666666666666664,1200,0.11166666666666666,0.22416666666666665
branin,optimized_iso_gpc,random,random,1,28,0.17075,0.07625,0.15575,0.435,400,0.135,0.2525,0.3675,800,0.1125,0.24375,0.305,1200,0.1125,0.22083333333333333
branin,optimized_iso_gpc,random,random,1,29,0.169,0.07275,0.15075,0.4125,400,0.135,0.26,0.35625,800,0.10375,0.235,0.29583333333333334,1200,0.11,0.2125
branin,optimized_iso_gpc,random,random,1,30,0.15925,0.0865,0.18725,0.4175,400,0.195,0.3575,0.33375,800,0.155,0.32375,0.28,1200,0.13916666666666666,0.31666666666666665
branin,optimized_iso_gpc,random,random,1,31,0.163,0.0905,0.188,0.425,400,0.185,0.3525,0.34,800,0.1575,0.31625,0.2841666666666667,1200,0.14333333333333334,0.3175
branin,optimized_iso_gpc,random,random,1,32,0.164,0.08675,0.16825,0.4075,400,0.2025,0.345,0.3325,800,0.13875,0.30125,0.2816666666666667,1200,0.13,0.27416666666666667
branin,optimized_iso_gpc,random,random,1,33,0.16375,0.08675,0.168,0.4075,400,0.2025,0.345,0.33125,800,0.1425,0.3,0.2808333333333333,1200,0.13166666666666665,0.2725
branin,optimized_iso_gpc,random,random,1,34,0.163,0.0875,0.1655,0.3975,400,0.2125,0.345,0.32625,800,0.1475,0.29375,0.2775,1200,0.135,0.265
branin,optimized_iso_gpc,random,random,1,35,0.164,0.0865,0.1615,0.395,400,0.195,0.3375,0.33125,800,0.1425,0.28875,0.2808333333333333,1200,0.13166666666666665,0.2575
branin,optimized_iso_gpc,random,random,1,36,0.16375,0.0835,0.15175,0.3925,400,0.1925,0.345,0.32875,800,0.14,0.27625,0.2775,1200,0.12666666666666668,0.23666666666666666
branin,optimized_iso_gpc,random,random,1,37,0.16725,0.0785,0.1495,0.395,400,0.1925,0.3275,0.32875,800,0.14125,0.27125,0.2816666666666667,1200,0.1275,0.23583333333333334
branin,optimized_iso_gpc,random,random,1,38,0.16775,0.07175,0.1405,0.385,400,0.1725,0.3325,0.325,800,0.1275,0.24875,0.2791666666666667,1200,0.1125,0.21083333333333334
branin,optimized_iso_gpc,random,random,1,39,0.16875,0.07025,0.138,0.3825,400,0.175,0.3275,0.32375,800,0.12625,0.24,0.2791666666666667,1200,0.11083333333333334,0.20416666666666666
branin,optimized_iso_gpc,random,random,1,40,0.169,0.07025,0.1365,0.3775,400,0.1725,0.3225,0.32125,800,0.125,0.23625,0.27666666666666667,1200,0.11,0.2025
branin,optimized_iso_gpc,random,random,1,41,0.16825,0.07,0.13675,0.375,400,0.175,0.32,0.32,800,0.12625,0.235,0.2758333333333333,1200,0.11083333333333334,0.20166666666666666
branin,optimized_iso_gpc,random,random,1,42,0.16675,0.067,0.13875,0.3925,400,0.1525,0.3025,0.33,800,0.1175,0.245,0.2808333333333333,1200,0.09666666666666666,0.20083333333333334
branin,optimized_iso_gpc,random,random,1,43,0.17075,0.06525,0.13675,0.39,400,0.155,0.3025,0.33,800,0.11875,0.2425,0.2808333333333333,1200,0.09666666666666666,0.19916666666666666
branin,optimized_iso_gpc,random,random,1,44,0.1685,0.0655,0.13875,0.395,400,0.155,0.3075,0.33,800,0.12375,0.25,0.2783333333333333,1200,0.10166666666666667,0.2025
branin,optimized_iso_gpc,random,random,1,45,0.16875,0.06525,0.13975,0.395,400,0.1525,0.31,0.33,800,0.1225,0.25125,0.2783333333333333,1200,0.10083333333333333,0.205
branin,optimized_iso_gpc,random,random,1,46,0.1695,0.06375,0.1375,0.3875,400,0.155,0.3,0.32875,800,0.12125,0.2425,0.2783333333333333,1200,0.09916666666666667,0.19916666666666666
branin,optimized_iso_gpc,random,random,1,47,0.1705,0.06175,0.1325,0.385,400,0.1475,0.2875,0.32625,800,0.1175,0.2325,0.28,1200,0.0925,0.1875
branin,optimized_iso_gpc,random,random,1,48,0.16975,0.061,0.13275,0.38,400,0.1475,0.2875,0.32375,800,0.1175,0.2325,0.27666666666666667,1200,0.0925,0.1875
branin,optimized_iso_gpc,random,random,1,49,0.171,0.061,0.1305,0.38,400,0.15,0.29,0.32375,800,0.11875,0.235,0.2783333333333333,1200,0.09333333333333334,0.18666666666666668
branin,optimized_iso_gpc,random,random,1,50,0.17025,0.05675,0.1245,0.3725,400,0.13,0.2625,0.31875,800,0.10375,0.2175,0.27416666666666667,1200,0.08166666666666667,0.17333333333333334
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,6,0.36025,1.0,1.0,0.475,400,1.0,1.0,0.40125,800,1.0,1.0,0.37833333333333335,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,7,0.2975,1.0,1.0,0.45,400,1.0,1.0,0.3875,800,1.0,1.0,0.375,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,8,0.2775,1.0,1.0,0.465,400,1.0,1.0,0.41,800,1.0,1.0,0.3958333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,9,0.2545,1.0,1.0,0.44,400,1.0,1.0,0.37375,800,1.0,1.0,0.32666666666666666,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,10,0.25425,1.0,1.0,0.44,400,1.0,1.0,0.37375,800,1.0,1.0,0.3258333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,11,0.2205,1.0,1.0,0.425,400,1.0,1.0,0.36,800,1.0,1.0,0.30666666666666664,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,12,0.22,1.0,1.0,0.4075,400,1.0,1.0,0.34625,800,1.0,1.0,0.3,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,13,0.198,1.0,1.0,0.405,400,1.0,1.0,0.34625,800,1.0,1.0,0.2991666666666667,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,14,0.1435,1.0,1.0,0.3875,400,1.0,1.0,0.32875,800,1.0,1.0,0.2791666666666667,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,15,0.1325,1.0,1.0,0.405,400,1.0,1.0,0.33875,800,1.0,1.0,0.2841666666666667,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,16,0.1145,1.0,1.0,0.355,400,1.0,1.0,0.295,800,1.0,1.0,0.23833333333333334,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,17,0.123,0.9585,1.0,0.3525,400,1.0,1.0,0.3125,800,1.0,1.0,0.255,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,18,0.1385,0.81225,1.0,0.3825,400,1.0,1.0,0.31375,800,0.975,1.0,0.25583333333333336,1200,0.9125,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,19,0.1055,0.6965,1.0,0.3875,400,0.95,1.0,0.2875,800,0.8675,1.0,0.2225,1200,0.77,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,20,0.123,0.33025,0.86125,0.42,400,0.635,1.0,0.33,800,0.56375,0.98,0.26166666666666666,1200,0.49666666666666665,0.93
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,21,0.095,0.0685,0.138,0.3575,400,0.2175,0.46,0.29,800,0.18375,0.37625,0.2225,1200,0.1625,0.30833333333333335
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,22,0.101,0.0665,0.13525,0.4075,400,0.1725,0.385,0.32125,800,0.1775,0.345,0.2425,1200,0.16083333333333333,0.30333333333333334
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,23,0.09,0.06425,0.1365,0.4175,400,0.1625,0.43,0.31875,800,0.175,0.3875,0.23083333333333333,1200,0.16083333333333333,0.335
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,24,0.08025,0.062,0.132,0.38,400,0.2125,0.4825,0.28,800,0.1875,0.4,0.2025,1200,0.15583333333333332,0.3233333333333333
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,25,0.0915,0.066,0.12825,0.4575,400,0.155,0.37,0.33875,800,0.1975,0.3525,0.24166666666666667,1200,0.16333333333333333,0.30416666666666664
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,26,0.10025,1.0,1.0,0.425,400,1.0,1.0,0.32125,800,1.0,1.0,0.25083333333333335,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,27,0.08525,0.062,0.11975,0.43,400,0.1875,0.3825,0.29875,800,0.19375,0.34625,0.21916666666666668,1200,0.15416666666666667,0.29583333333333334
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,28,0.069,1.0,1.0,0.32,400,1.0,1.0,0.23,800,1.0,1.0,0.1675,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,29,0.05525,1.0,1.0,0.32,400,1.0,1.0,0.22375,800,1.0,1.0,0.15833333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,30,0.048,1.0,1.0,0.2525,400,1.0,1.0,0.18375,800,1.0,1.0,0.135,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,31,0.06525,1.0,1.0,0.36,400,1.0,1.0,0.26875,800,1.0,1.0,0.19333333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,32,0.04475,1.0,1.0,0.22,400,1.0,1.0,0.1675,800,1.0,1.0,0.12416666666666666,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,33,0.05975,0.829,1.0,0.31,400,1.0,1.0,0.235,800,0.98125,1.0,0.1725,1200,0.9175,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,34,0.06975,0.95675,1.0,0.3625,400,1.0,1.0,0.27125,800,1.0,1.0,0.2025,1200,0.995,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,35,0.0835,0.99475,1.0,0.37,400,0.9875,1.0,0.28,800,0.9825,1.0,0.21083333333333334,1200,0.9866666666666667,1.0
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,36,0.06375,0.0545,0.11875,0.315,400,0.245,0.5225,0.23875,800,0.1825,0.4125,0.1775,1200,0.14416666666666667,0.3175
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,37,0.0595,0.0505,0.1115,0.2825,400,0.245,0.52,0.22125,800,0.17,0.38,0.16583333333333333,1200,0.13583333333333333,0.2916666666666667
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,38,0.05425,0.05425,0.121,0.3125,400,0.2525,0.53,0.2325,800,0.18375,0.40625,0.16916666666666666,1200,0.14666666666666667,0.31666666666666665
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,39,0.05475,0.057,0.1355,0.3125,400,0.25,0.53,0.24125,800,0.19125,0.4275,0.1775,1200,0.15833333333333333,0.3375
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,40,0.052,0.0565,0.12025,0.31,400,0.2875,0.555,0.22375,800,0.19875,0.42,0.16583333333333333,1200,0.16,0.3233333333333333
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,41,0.04675,0.054,0.1175,0.2875,400,0.275,0.5425,0.20625,800,0.19875,0.41125,0.14833333333333334,1200,0.15583333333333332,0.31833333333333336
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,42,0.05075,0.056,0.11425,0.2825,400,0.265,0.505,0.2125,800,0.1825,0.38,0.15916666666666668,1200,0.14916666666666667,0.29583333333333334
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,43,0.04875,0.054,0.112,0.275,400,0.2825,0.5325,0.20125,800,0.1875,0.3875,0.14916666666666667,1200,0.1475,0.2941666666666667
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,44,0.046,0.06225,0.12325,0.255,400,0.3125,0.5425,0.1875,800,0.20625,0.40875,0.1375,1200,0.15833333333333333,0.31
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,45,0.04325,0.05925,0.1215,0.2575,400,0.32,0.5525,0.1775,800,0.2,0.4175,0.12916666666666668,1200,0.15083333333333335,0.31166666666666665
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,46,0.04525,0.05725,0.1225,0.2775,400,0.2925,0.555,0.18875,800,0.19,0.41875,0.13583333333333333,1200,0.14416666666666667,0.31416666666666665
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,47,0.0435,0.0545,0.12,0.265,400,0.3,0.57,0.18375,800,0.19,0.41375,0.13416666666666666,1200,0.145,0.30833333333333335
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,48,0.04125,0.0485,0.10025,0.2725,400,0.3125,0.555,0.18,800,0.19,0.38875,0.13,1200,0.14166666666666666,0.2866666666666667
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,49,0.04525,0.04625,0.098,0.2975,400,0.29,0.515,0.19375,800,0.17625,0.375,0.14166666666666666,1200,0.13166666666666665,0.27666666666666667
branin,optimized_iso_gpc,classifier_margin,classifier_margin,1,50,0.035,0.0465,0.098,0.2675,400,0.325,0.6,0.15875,800,0.20875,0.42125,0.11,1200,0.14333333333333334,0.2975
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,6,0.36025,1.0,1.0,0.475,400,1.0,1.0,0.40125,800,1.0,1.0,0.37833333333333335,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,7,0.2975,1.0,1.0,0.45,400,1.0,1.0,0.3875,800,1.0,1.0,0.375,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,8,0.2775,1.0,1.0,0.465,400,1.0,1.0,0.41,800,1.0,1.0,0.3958333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,9,0.2545,1.0,1.0,0.44,400,1.0,1.0,0.37375,800,1.0,1.0,0.32666666666666666,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,10,0.25425,1.0,1.0,0.44,400,1.0,1.0,0.37375,800,1.0,1.0,0.3258333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,11,0.2205,1.0,1.0,0.425,400,1.0,1.0,0.36,800,1.0,1.0,0.30666666666666664,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,12,0.22,1.0,1.0,0.4075,400,1.0,1.0,0.34625,800,1.0,1.0,0.3,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,13,0.198,1.0,1.0,0.405,400,1.0,1.0,0.34625,800,1.0,1.0,0.2991666666666667,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,14,0.1435,1.0,1.0,0.3875,400,1.0,1.0,0.32875,800,1.0,1.0,0.2791666666666667,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,15,0.1325,1.0,1.0,0.405,400,1.0,1.0,0.33875,800,1.0,1.0,0.2841666666666667,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,16,0.1145,1.0,1.0,0.355,400,1.0,1.0,0.295,800,1.0,1.0,0.23833333333333334,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,17,0.123,0.9585,1.0,0.3525,400,1.0,1.0,0.3125,800,1.0,1.0,0.255,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,18,0.1385,0.81225,1.0,0.3825,400,1.0,1.0,0.31375,800,0.975,1.0,0.25583333333333336,1200,0.9125,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,19,0.1055,0.6965,1.0,0.3875,400,0.95,1.0,0.2875,800,0.8675,1.0,0.2225,1200,0.77,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,20,0.123,0.33025,0.86125,0.42,400,0.635,1.0,0.33,800,0.56375,0.98,0.26166666666666666,1200,0.49666666666666665,0.93
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,21,0.095,0.0685,0.138,0.3575,400,0.2175,0.46,0.29,800,0.18375,0.37625,0.2225,1200,0.1625,0.30833333333333335
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,22,0.101,0.0665,0.13525,0.4075,400,0.1725,0.385,0.32125,800,0.1775,0.345,0.2425,1200,0.16083333333333333,0.30333333333333334
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,23,0.09,0.06425,0.1365,0.4175,400,0.1625,0.43,0.31875,800,0.175,0.3875,0.23083333333333333,1200,0.16083333333333333,0.335
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,24,0.08025,0.062,0.132,0.38,400,0.2125,0.4825,0.28,800,0.1875,0.4,0.2025,1200,0.15583333333333332,0.3233333333333333
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,25,0.0915,0.066,0.12825,0.4575,400,0.155,0.37,0.33875,800,0.1975,0.3525,0.24166666666666667,1200,0.16333333333333333,0.30416666666666664
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,26,0.10025,1.0,1.0,0.425,400,1.0,1.0,0.32125,800,1.0,1.0,0.25083333333333335,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,27,0.08525,0.062,0.11975,0.43,400,0.1875,0.3825,0.29875,800,0.19375,0.34625,0.21916666666666668,1200,0.15416666666666667,0.29583333333333334
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,28,0.069,1.0,1.0,0.32,400,1.0,1.0,0.23,800,1.0,1.0,0.1675,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,29,0.05525,1.0,1.0,0.32,400,1.0,1.0,0.22375,800,1.0,1.0,0.15833333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,30,0.048,1.0,1.0,0.2525,400,1.0,1.0,0.18375,800,1.0,1.0,0.135,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,31,0.06525,1.0,1.0,0.36,400,1.0,1.0,0.26875,800,1.0,1.0,0.19333333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,32,0.04475,1.0,1.0,0.22,400,1.0,1.0,0.1675,800,1.0,1.0,0.12416666666666666,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,33,0.05975,0.829,1.0,0.31,400,1.0,1.0,0.235,800,0.98125,1.0,0.1725,1200,0.9175,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,34,0.06975,0.95675,1.0,0.3625,400,1.0,1.0,0.27125,800,1.0,1.0,0.2025,1200,0.995,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,35,0.0835,0.99475,1.0,0.37,400,0.9875,1.0,0.28,800,0.9825,1.0,0.21083333333333334,1200,0.9866666666666667,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,36,0.08425,0.99575,1.0,0.37,400,0.99,1.0,0.28,800,0.98625,1.0,0.21083333333333334,1200,0.99,1.0
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,37,0.06125,0.05575,0.11625,0.2925,400,0.2575,0.525,0.21625,800,0.19375,0.405,0.16416666666666666,1200,0.14833333333333334,0.3125
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,38,0.058,0.0535,0.11075,0.26,400,0.2825,0.5375,0.19625,800,0.185,0.38375,0.1525,1200,0.14083333333333334,0.2925
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,39,0.0545,0.05925,0.1185,0.29,400,0.275,0.5375,0.2125,800,0.1925,0.39,0.15833333333333333,1200,0.1575,0.30666666666666664
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,40,0.0535,0.05525,0.11475,0.2825,400,0.255,0.525,0.20875,800,0.18125,0.39,0.15583333333333332,1200,0.14583333333333334,0.2991666666666667
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,41,0.0565,0.06175,0.1205,0.2975,400,0.265,0.4925,0.22625,800,0.1975,0.385,0.17166666666666666,1200,0.16416666666666666,0.30666666666666664
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,42,0.04725,0.06275,0.124,0.285,400,0.2975,0.5725,0.19625,800,0.2225,0.435,0.145,1200,0.1725,0.33
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,43,0.049,0.06225,0.1185,0.3,400,0.3075,0.5275,0.1975,800,0.225,0.41,0.14666666666666667,1200,0.17166666666666666,0.31166666666666665
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,44,0.04525,0.0535,0.11025,0.2925,400,0.2975,0.555,0.1825,800,0.215,0.41875,0.13166666666666665,1200,0.15416666666666667,0.31083333333333335
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,45,0.04925,0.05825,0.11125,0.315,400,0.2975,0.5225,0.2025,800,0.21875,0.40625,0.15,1200,0.16666666666666666,0.305
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,46,0.0415,0.0535,0.10125,0.2775,400,0.3,0.535,0.1775,800,0.20875,0.395,0.12833333333333333,1200,0.1575,0.2891666666666667
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,47,0.03675,0.0565,0.10975,0.2525,400,0.325,0.56,0.15625,800,0.22,0.41,0.1125,1200,0.16333333333333333,0.30083333333333334
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,48,0.03525,0.05025,0.09675,0.275,400,0.3225,0.57,0.16375,800,0.2225,0.40625,0.11416666666666667,1200,0.1625,0.2975
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,49,0.04275,0.0525,0.1,0.34,400,0.295,0.5325,0.2025,800,0.23375,0.415,0.13916666666666666,1200,0.16916666666666666,0.30666666666666664
branin,optimized_iso_gpc,classifier_entropy,classifier_entropy,1,50,0.03825,0.0495,0.09625,0.315,400,0.3225,0.5575,0.18,800,0.2175,0.405,0.12416666666666666,1200,0.15916666666666668,0.29583333333333334
branin,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,1,6,0.36025,1.0,1.0,0.475,400,1.0,1.0,0.40125,800,1.0,1.0,0.37833333333333335,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,1,7,0.294,1.0,1.0,0.4525,400,1.0,1.0,0.3825,800,1.0,1.0,0.3591666666666667,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,1,8,0.29375,1.0,1.0,0.445,400,1.0,1.0,0.3775,800,1.0,1.0,0.3591666666666667,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,1,9,0.26725,1.0,1.0,0.4425,400,1.0,1.0,0.375,800,1.0,1.0,0.35583333333333333,1200,1.0,1.0
branin,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,1,10,0.43425,0.0,1.0,0.5175,400,0.0,1.0,0.58625,800,0.0,1.0,0.6358333333333334,1200,0.0,1.0
branin,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,1,11,0.304,0.40875,0.923,0.5025,400,0.63,1.0,0.5375,800,0.62875,1.0,0.555,1200,0.6391666666666667,1.0
branin,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,1,12,0.23725,0.4685,0.9705,0.4225,400,0.74,1.0,0.41625,800,0.72125,1.0,0.39,1200,0.7025,1.0
