benchmark_population,run_id,method,formulation,available_start_budget,common_start_budget,final_budget,common_normalized_aulc__q20_error,warm_relative_normalized_aulc__q20_error,common_normalized_aulc__q30_error,warm_relative_normalized_aulc__q30_error,common_normalized_aulc__balanced_accuracy,warm_relative_normalized_aulc__balanced_accuracy
primary_common,primary_common__r02_f04,max_depth_boundary_proximity,max_depth,12,16,80,0.16819852941176472,0.18209342560553632,0.11437499999999999,0.12382352941176474,0.9628551136363638,0.959012923351159
primary_common,primary_common__r02_f04,max_depth_expected_feasibility,max_depth,12,16,80,0.19715073529411764,0.208477508650519,0.1340625,0.1417647058823529,0.9579190340909091,0.9550467914438502
primary_common,primary_common__r02_f04,max_depth_random,max_depth,12,16,80,0.31020220588235287,0.3196366782006919,0.21093750000000003,0.2173529411764706,0.9259943181818181,0.9242424242424242
primary_common,primary_common__r02_f04,max_depth_randomized_straddle,max_depth,12,16,80,0.1672794117647059,0.17863321799307957,0.11374999999999999,0.12147058823529411,0.9631747159090911,0.9597259358288772
primary_common,primary_common__r02_f04,max_depth_straddle,max_depth,12,16,80,0.17279411764705885,0.18555363321799306,0.1175,0.1261764705882353,0.9542732007575758,0.9512143493761142
primary_common,primary_common__r02_f05,binary_margin,binary,12,16,80,0.14568014705882354,0.15311418685121106,0.09906249999999998,0.10411764705882352,0.9182528409090911,0.9141822638146166
primary_common,primary_common__r02_f05,binary_random,binary,12,16,80,0.23897058823529416,0.24567474048442908,0.1625,0.16705882352941176,0.8671993371212122,0.8647615864527628
primary_common,primary_common__r02_f05,binary_uncertainty_repulsion,binary,12,16,80,0.1438419117647059,0.1513840830449827,0.09781249999999998,0.10294117647058822,0.9192945075757577,0.9151626559714794
primary_common,primary_common__r02_f05,max_depth_boundary_proximity,max_depth,12,16,80,0.20036764705882354,0.20674740484429066,0.13687500000000002,0.14235294117647057,0.9492069128787879,0.9444741532976826
primary_common,primary_common__r02_f05,max_depth_expected_feasibility,max_depth,12,16,80,0.13465073529411764,0.1509515570934256,0.1028125,0.11323529411764707,0.9459753787878787,0.9366087344028521
primary_common,primary_common__r02_f05,max_depth_random,max_depth,12,16,80,0.20863970588235295,0.2205882352941176,0.14500000000000002,0.15294117647058822,0.916891571969697,0.909569964349376
primary_common,primary_common__r02_f05,max_depth_randomized_straddle,max_depth,12,16,80,0.19209558823529413,0.19809688581314877,0.130625,0.13470588235294112,0.9483191287878787,0.943114973262032
primary_common,primary_common__r02_f05,max_depth_straddle,max_depth,12,16,80,0.17325367647058826,0.18036332179930797,0.11781249999999999,0.12264705882352941,0.954888731060606,0.9492981283422459
primary_common,primary_common__r03_f01,binary_margin,binary,12,16,80,0.3745404411764705,0.37456747404844276,0.2571875,0.25705882352941184,0.8494791666666666,0.8457664884135472
primary_common,primary_common__r03_f01,binary_random,binary,12,16,80,0.28630514705882354,0.2936851211072664,0.20343749999999997,0.2079411764705882,0.9068655303030304,0.8981729055258469
primary_common,primary_common__r03_f01,binary_uncertainty_repulsion,binary,12,16,80,0.37270220588235287,0.3728373702422144,0.2559375,0.25588235294117656,0.8510416666666666,0.8472370766488413
primary_common,primary_common__r03_f01,max_depth_boundary_proximity,max_depth,12,16,80,0.2601102941176471,0.26643598615916947,0.21749999999999997,0.22205882352941173,0.9390743371212122,0.934336007130125
primary_common,primary_common__r03_f01,max_depth_expected_feasibility,max_depth,12,16,80,0.3506433823529412,0.3533737024221453,0.2778125,0.28058823529411764,0.9274857954545456,0.9243538324420678
primary_common,primary_common__r03_f01,max_depth_random,max_depth,12,16,80,0.3111213235294118,0.3088235294117646,0.2425,0.2391176470588235,0.9354995265151517,0.9314950980392157
primary_common,primary_common__r03_f01,max_depth_randomized_straddle,max_depth,12,16,80,0.3166360294117647,0.31963667820069197,0.25406249999999997,0.25705882352941173,0.9156605113636364,0.9142602495543671
