repeat,model,subset,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,brier_score,log_loss,false_negative,false_positive,true_negative,true_positive,row_count
5,gpc_4d,full81,0.9929443802607691,0.9693013911043422,0.9654320987654321,0.9308260439016339,0.8767123287671232,0.9849397590361446,0.025487535379770426,0.09109573834090098,9,5,327,64,405
5,gpc_4d,B1_q30,0.9529411764705882,0.8971617638956537,0.888,0.8580882352941177,0.775,0.9411764705882353,0.0804102170626684,0.2663890824817625,9,5,80,31,125
5,gpc_4d,B1_q20,0.9175317185697809,0.8737705675759473,0.8470588235294118,0.8333333333333333,0.7647058823529411,0.9019607843137255,0.11257142790844224,0.36031006914116703,8,5,46,26,85
5,gpc_5d_h_augmented,full81,0.9926142927875887,0.9683224500824502,0.9679012345679012,0.9376753589701271,0.8904109589041096,0.9849397590361446,0.026195434869735426,0.09693642352323509,8,5,327,65,405
5,gpc_5d_h_augmented,B1_q30,0.9523529411764706,0.8933448773798403,0.896,0.8705882352941177,0.8,0.9411764705882353,0.0823194235133647,0.27377112614944943,8,5,80,32,125
5,gpc_5d_h_augmented,B1_q20,0.9152249134948096,0.866275830868184,0.8470588235294118,0.8333333333333333,0.7647058823529411,0.9019607843137255,0.1161319661653321,0.37177902115696837,8,5,46,26,85
5,log_areal_energy,full81,0.9636078560818617,0.8513462278560056,0.8987654320987655,0.8207006106618253,0.6986301369863014,0.9427710843373494,0.062082080715471874,0.1841930553100105,22,19,313,51,405
5,log_areal_energy,B1_q30,0.8132352941176471,0.592467477353495,0.704,0.6367647058823529,0.45,0.8235294117647058,0.17673489405009582,0.4963024118536181,22,15,70,18,125
5,log_areal_energy,B1_q20,0.7410611303344867,0.6139738767037267,0.6352941176470588,0.6029411764705882,0.4411764705882353,0.7647058823529411,0.21758331269622527,0.6087406378621596,19,12,39,15,85
5,log_h_logistic,full81,0.9902624195411784,0.9561983049865166,0.9604938271604938,0.9224707047367553,0.863013698630137,0.9819277108433735,0.02906492763660959,0.10008647472578168,10,6,326,63,405
5,log_h_logistic,B1_q30,0.9379411764705882,0.8326679788826535,0.872,0.8397058823529412,0.75,0.9294117647058824,0.09206555768894278,0.30609023760529064,10,6,79,30,125
5,log_h_logistic,B1_q20,0.895040369088812,0.8029922827002814,0.8117647058823529,0.7941176470588236,0.7058823529411765,0.8823529411764706,0.13120331503237978,0.42850090841445654,10,6,45,24,85
5,log_h_st_logistic,full81,0.9900148539362932,0.9555941367132276,0.9580246913580247,0.9156213896682621,0.8493150684931506,0.9819277108433735,0.029796652658661757,0.1020034922484773,11,6,326,62,405
5,log_h_st_logistic,B1_q30,0.9367647058823529,0.8419371318392893,0.864,0.8272058823529411,0.725,0.9294117647058824,0.09419909274047313,0.310948301564483,11,6,79,29,125
5,log_h_st_logistic,B1_q20,0.8933102652825836,0.8145224475557706,0.8,0.7794117647058824,0.6764705882352942,0.8823529411764706,0.13445913674552923,0.43525862469342097,11,6,45,23,85
5,log_irradiance,full81,0.9745420036309622,0.8867826948892628,0.9358024691358025,0.8700074269681466,0.7671232876712328,0.9728915662650602,0.045247819633589516,0.15557857391181878,17,9,323,56,405
5,log_irradiance,B1_q30,0.9191176470588234,0.7904044407298411,0.832,0.7772058823529412,0.625,0.9294117647058824,0.11651981919311269,0.37870798939122097,15,6,79,25,125
5,log_irradiance,B1_q20,0.8829296424452133,0.7678005896657063,0.7647058823529411,0.7303921568627452,0.5588235294117647,0.9019607843137255,0.16213886999218602,0.5150702234933149,15,5,46,19,85
5,log_king_style,full81,0.9875804588215877,0.9496726432426057,0.9604938271604938,0.9171274137646477,0.8493150684931506,0.9849397590361446,0.032121902969384206,0.10757838368268464,11,5,327,62,405
5,log_king_style,B1_q30,0.9220588235294118,0.8173676060197451,0.872,0.8330882352941176,0.725,0.9411764705882353,0.10151893674338267,0.32680202792601754,11,5,80,29,125
5,log_king_style,B1_q20,0.8667820069204152,0.7848335642542544,0.8117647058823529,0.7892156862745099,0.6764705882352942,0.9019607843137255,0.14502502177599894,0.4572637832488542,11,5,46,23,85
5,log_linear_energy,full81,0.9002310612312262,0.6522930900418094,0.8592592592592593,0.6950816966496121,0.4383561643835616,0.9518072289156626,0.09865014691482096,0.2964083437751166,41,16,316,32,405
5,log_linear_energy,B1_q30,0.6897058823529412,0.4393060031306466,0.664,0.5345588235294118,0.175,0.8941176470588236,0.22862380652439174,0.6404446200467322,33,9,76,7,125
5,log_linear_energy,B1_q20,0.6332179930795847,0.4885835090573869,0.6,0.5343137254901961,0.20588235294117646,0.8627450980392157,0.2709502412712529,0.7490960366263241,27,7,44,7,85
5,log_volumetric_energy,full81,0.9799059250701436,0.90873614092362,0.9432098765432099,0.9065852450899488,0.8493150684931506,0.963855421686747,0.04352942868008285,0.1380257758897146,11,12,320,62,405
5,log_volumetric_energy,B1_q30,0.8761764705882352,0.6860212086011654,0.824,0.7977941176470589,0.725,0.8705882352941177,0.13475742193236884,0.4098934908308576,11,11,74,29,125
5,log_volumetric_energy,B1_q20,0.8171856978085352,0.6919068668776063,0.7647058823529411,0.75,0.6764705882352942,0.8235294117647058,0.17646148385923607,0.5277958842604801,11,9,42,23,85
5,logistic_M1,full81,0.9898910711338504,0.9565162936502487,0.9679012345679012,0.9376753589701271,0.8904109589041096,0.9849397590361446,0.02906929211160079,0.10106659060378728,8,5,327,65,405
5,logistic_M1,B1_q30,0.9329411764705883,0.8313180662881227,0.896,0.8705882352941177,0.8,0.9411764705882353,0.09229782300767204,0.315731559200579,8,5,80,32,125
5,logistic_M1,B1_q20,0.8835063437139561,0.8035326893801187,0.8588235294117647,0.8431372549019607,0.7647058823529411,0.9215686274509803,0.13023883045563941,0.4403322663545507,8,4,47,26,85
5,logistic_M3,full81,0.9928205974583264,0.9693244786435321,0.9654320987654321,0.9361693348737415,0.8904109589041096,0.9819277108433735,0.02392220378255298,0.08697154919252822,8,6,326,65,405
5,logistic_M3,B1_q30,0.9529411764705882,0.8951568088004621,0.888,0.8647058823529412,0.8,0.9294117647058824,0.07740053238404276,0.27767218272757993,8,6,79,32,125
5,logistic_M3,B1_q20,0.916955017301038,0.8684223124271377,0.8352941176470589,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.11246665972942435,0.3972738323866399,8,6,45,26,85
6,gpc_1d_h,full81,0.9891483743191946,0.9349533318811621,0.9604938271604938,0.9224707047367553,0.863013698630137,0.9819277108433735,0.02947175470686065,0.10629757130683082,10,6,326,63,405
6,gpc_1d_h,B1_q30,0.9384436701509872,0.8338918026611097,0.872,0.8423344947735192,0.7560975609756098,0.9285714285714286,0.09186828392289004,0.29707951500178914,10,6,78,31,125
6,gpc_1d_h,B1_q20,0.9106113033448673,0.8175921468636602,0.8470588235294118,0.8284313725490196,0.7352941176470589,0.9215686274509803,0.11739637732395736,0.3790212584079774,9,4,47,25,85
6,gpc_4d,full81,0.9936045552071299,0.9727321208046441,0.9679012345679012,0.9323320679980194,0.8767123287671232,0.9879518072289156,0.024999259836488527,0.08880336104808587,9,4,328,64,405
6,gpc_4d,B1_q30,0.9576074332171893,0.9164357309204824,0.896,0.8664343786295006,0.7804878048780488,0.9523809523809523,0.0790384331028627,0.2597585113736981,9,4,80,32,125
6,gpc_4d,B1_q20,0.9267589388696655,0.8929974813441725,0.8588235294117647,0.8431372549019607,0.7647058823529411,0.9215686274509803,0.10799942928291677,0.340964983411276,8,4,47,26,85
6,gpc_5d_h_augmented,full81,0.9931506849315068,0.9704906678837016,0.9629629629629629,0.9239767288331409,0.863013698630137,0.9849397590361446,0.025822741435574746,0.09471258065679379,10,5,327,63,405
6,gpc_5d_h_augmented,B1_q30,0.9544134727061557,0.9082911399836169,0.88,0.8482868757259001,0.7560975609756098,0.9404761904761905,0.08134093323028133,0.26754723435584143,10,5,79,31,125
6,gpc_5d_h_augmented,B1_q20,0.9221453287197232,0.8823316386290757,0.8352941176470589,0.8186274509803921,0.7352941176470589,0.9019607843137255,0.11073578501090199,0.3499438291653076,9,5,46,25,85
6,log_areal_energy,full81,0.9641029872916322,0.8502090301206833,0.9012345679012346,0.8275499257303185,0.7123287671232876,0.9427710843373494,0.06148596813311205,0.18315534623246954,21,19,313,52,405
6,log_areal_energy,B1_q30,0.8150406504065041,0.6008237230435862,0.72,0.660569105691057,0.4878048780487805,0.8333333333333334,0.1752814487299342,0.4951753814846386,21,14,70,20,125
6,log_areal_energy,B1_q20,0.7722029988465975,0.6453651536529275,0.6588235294117647,0.6274509803921569,0.47058823529411764,0.7843137254901961,0.202816573614665,0.5686486987006418,18,11,40,16,85
6,log_h_logistic,full81,0.9902624195411783,0.9545496016320579,0.9629629629629629,0.9239767288331409,0.863013698630137,0.9849397590361446,0.028865178950131236,0.09984036892432067,10,5,327,63,405
6,log_h_logistic,B1_q30,0.9390243902439024,0.8360824135892981,0.88,0.8482868757259001,0.7560975609756098,0.9404761904761905,0.09122524887225442,0.30460808691976843,10,5,79,31,125
6,log_h_logistic,B1_q20,0.9117647058823528,0.8205096934659791,0.8470588235294118,0.8284313725490196,0.7352941176470589,0.9215686274509803,0.11915917227790097,0.39807938656522845,9,4,47,25,85
6,log_h_st_logistic,full81,0.9899735930021455,0.9544164636702547,0.9604938271604938,0.9171274137646477,0.8493150684931506,0.9849397590361446,0.02964018523879528,0.10195606324685245,11,5,327,62,405
6,log_h_st_logistic,B1_q30,0.937862950058072,0.8514446962187232,0.872,0.8360917537746806,0.7317073170731707,0.9404761904761905,0.09344270292800512,0.30980456441468207,11,5,79,30,125
6,log_h_st_logistic,B1_q20,0.9094579008073818,0.8390839296443355,0.8352941176470589,0.8137254901960784,0.7058823529411765,0.9215686274509803,0.12320126489109227,0.40696558434328434,10,4,47,24,85
6,log_irradiance,full81,0.9746245254992574,0.872275189000019,0.9432098765432099,0.8852120812015184,0.7945205479452054,0.9759036144578314,0.04446464370513622,0.1557674211695136,15,8,324,58,405
6,log_irradiance,B1_q30,0.9210220673635309,0.799817765153482,0.848,0.8057491289198606,0.6829268292682927,0.9285714285714286,0.11451063090782432,0.3783725409432377,13,6,78,28,125
6,log_irradiance,B1_q20,0.8990772779700116,0.7960641924950426,0.8,0.7696078431372548,0.6176470588235294,0.9215686274509803,0.14946418850634738,0.4892338286405078,13,4,47,21,85
6,log_king_style,full81,0.9879930681630632,0.9502400829378911,0.9580246913580247,0.9209646806403697,0.863013698630137,0.9789156626506024,0.032092684658434296,0.1068680735282405,10,7,325,63,405
6,log_king_style,B1_q30,0.9253774680603949,0.8244155471229061,0.864,0.8363821138211383,0.7560975609756098,0.9166666666666666,0.10124731347078218,0.3244710269736392,10,7,77,31,125
6,log_king_style,B1_q20,0.8898500576701269,0.8056527455546503,0.8235294117647058,0.8088235294117647,0.7352941176470589,0.8823529411764706,0.1310226194595135,0.4170293734288918,9,6,45,25,85
6,log_linear_energy,full81,0.9010562799141772,0.6469224919504071,0.8518518518518519,0.6852203333883479,0.4246575342465753,0.9457831325301205,0.09866066736099897,0.2956779732025567,42,18,314,31,405
6,log_linear_energy,B1_q30,0.6922183507549362,0.4414642175289761,0.648,0.525842044134727,0.17073170731707318,0.8809523809523809,0.2318503238543464,0.6440464943876012,34,10,74,7,125
6,log_linear_energy,B1_q20,0.6591695501730104,0.5028893304493169,0.6,0.5343137254901961,0.20588235294117646,0.8627450980392157,0.2638233231893237,0.7277379341250781,27,7,44,7,85
6,log_volumetric_energy,full81,0.9803597953457667,0.9120048006752365,0.9432098765432099,0.9065852450899488,0.8493150684931506,0.963855421686747,0.043155539691419095,0.13625850906485568,11,12,320,62,405
6,log_volumetric_energy,B1_q30,0.8806620209059234,0.7138171885943486,0.824,0.8003774680603949,0.7317073170731707,0.8690476190476191,0.1327958134295484,0.4039587713068072,11,11,73,30,125
6,log_volumetric_energy,B1_q20,0.8477508650519031,0.7511807850886811,0.788235294117647,0.7745098039215687,0.7058823529411765,0.8431372549019608,0.1600957081688124,0.48116692734079697,10,8,43,24,85
6,logistic_M1,full81,0.9908813335533917,0.9592595668956105,0.9679012345679012,0.9323320679980194,0.8767123287671232,0.9879518072289156,0.0278892160942455,0.09795616940908929,9,4,328,64,405
6,logistic_M1,B1_q30,0.9407665505226481,0.8477094065911194,0.896,0.8664343786295006,0.7804878048780488,0.9523809523809523,0.08971241768687654,0.3090688332187084,9,4,80,32,125
6,logistic_M1,B1_q20,0.9146482122260668,0.8328706803212962,0.8588235294117647,0.8431372549019607,0.7647058823529411,0.9215686274509803,0.114327571474112,0.3954386507758527,8,4,47,26,85
6,logistic_M3,full81,0.9937695989437201,0.9725689087995011,0.9629629629629629,0.934663310777356,0.8904109589041096,0.9789156626506024,0.023563992668808743,0.08230441572637584,8,7,325,65,405
6,logistic_M3,B1_q30,0.9576074332171892,0.9089124919710898,0.88,0.8607723577235773,0.8048780487804879,0.9166666666666666,0.07622097228254061,0.26261343384726643,8,7,77,33,125
6,logistic_M3,B1_q20,0.9290657439446368,0.8838354830285989,0.8352941176470589,0.8284313725490196,0.7941176470588235,0.8627450980392157,0.10489947322414747,0.3596827075343098,7,7,44,27,85
7,gpc_1d_h,full81,0.9886532431094239,0.9295604737628475,0.9604938271604938,0.9224707047367553,0.863013698630137,0.9819277108433735,0.029245816658166834,0.10625162086477974,10,6,326,63,405
7,gpc_1d_h,B1_q30,0.9368904188181297,0.8366679483727884,0.872,0.8448078026391279,0.7619047619047619,0.927710843373494,0.09134216109035492,0.298784278412382,10,6,77,32,125
7,gpc_1d_h,B1_q20,0.9031141868512111,0.8094456129721853,0.8352941176470589,0.8186274509803921,0.7352941176470589,0.9019607843137255,0.1213587584100494,0.392802727378327,9,5,46,25,85
7,gpc_4d,full81,0.992490509985146,0.968752422197011,0.9654320987654321,0.9308260439016339,0.8767123287671232,0.9849397590361446,0.02648857348019857,0.0951998998173882,9,5,327,64,405
7,gpc_4d,B1_q30,0.9535283993115318,0.9072683484919456,0.888,0.862736660929432,0.7857142857142857,0.9397590361445783,0.0834896358765762,0.27719058156582155,9,5,78,33,125
7,gpc_4d,B1_q20,0.9215686274509804,0.8735025120611047,0.8470588235294118,0.8333333333333333,0.7647058823529411,0.9019607843137255,0.11319288059838765,0.36428172994075736,8,5,46,26,85
7,gpc_5d_h_augmented,full81,0.9919953787753755,0.9650719373297514,0.9629629629629629,0.9293200198052484,0.8767123287671232,0.9819277108433735,0.026865414736816848,0.09984519600493619,9,6,326,64,405
7,gpc_5d_h_augmented,B1_q30,0.9509466437177281,0.891070830426309,0.88,0.8567125645438898,0.7857142857142857,0.927710843373494,0.08421732819271574,0.2806821579575691,9,6,77,33,125
7,gpc_5d_h_augmented,B1_q20,0.9158016147635524,0.8581845150018452,0.8352941176470589,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.1150457771688113,0.36938634935411263,8,6,45,26,85
7,log_areal_energy,full81,0.9629476811355009,0.8470928987177195,0.8938271604938272,0.8123452714969467,0.684931506849315,0.9397590361445783,0.06249115059229313,0.1856370953284425,23,20,312,50,405
7,log_areal_energy,B1_q30,0.8126792885829031,0.6094408021247104,0.696,0.6358290304073436,0.4523809523809524,0.8192771084337349,0.17924420237516347,0.5046285325057615,23,15,68,19,125
7,log_areal_energy,B1_q20,0.7572087658592849,0.6255059026625838,0.6352941176470588,0.5980392156862745,0.4117647058823529,0.7843137254901961,0.20917490769397432,0.5887314038686249,20,11,40,14,85
7,log_h_logistic,full81,0.9898085492655553,0.9510843335371816,0.9604938271604938,0.9171274137646477,0.8493150684931506,0.9849397590361446,0.029303743850154603,0.10356513015843526,11,5,327,62,405
7,log_h_logistic,B1_q30,0.9386115892139988,0.8528179460436395,0.872,0.8389271371199083,0.7380952380952381,0.9397590361445783,0.09247460873612552,0.31687510039735906,11,5,78,31,125
7,log_h_logistic,B1_q20,0.9042675893886967,0.813255736343151,0.8235294117647058,0.803921568627451,0.7058823529411765,0.9019607843137255,0.12428433217430532,0.42521210073427806,10,5,46,24,85
7,log_h_st_logistic,full81,0.989478461792375,0.9505956819454469,0.9604938271604938,0.9171274137646477,0.8493150684931506,0.9849397590361446,0.030084234597513908,0.10569914803442337,11,5,327,62,405
7,log_h_st_logistic,B1_q30,0.9366035570854848,0.8475285105453566,0.872,0.8389271371199083,0.7380952380952381,0.9397590361445783,0.09472662787481247,0.32226138354267214,11,5,78,31,125
7,log_h_st_logistic,B1_q20,0.8990772779700115,0.8065054120668212,0.8235294117647058,0.803921568627451,0.7058823529411765,0.9019607843137255,0.1285445405674094,0.43487495328204395,10,5,46,24,85
7,log_irradiance,full81,0.9730153490675029,0.867451847837059,0.9358024691358025,0.8700074269681466,0.7671232876712328,0.9728915662650602,0.045389937883908556,0.15926248917679672,17,9,323,56,405
7,log_irradiance,B1_q30,0.9148020654044751,0.7965495484892702,0.824,0.7792598967297762,0.6428571428571429,0.9156626506024096,0.1179718921382624,0.39159381221029654,15,7,76,27,125
7,log_irradiance,B1_q20,0.8794694348327566,0.7681093136795543,0.7647058823529411,0.7352941176470589,0.5882352941176471,0.8823529411764706,0.15933375528438115,0.519105804662723,14,6,45,20,85
7,log_king_style,full81,0.9876217197557352,0.9494534505493043,0.9555555555555556,0.9141153655718766,0.8493150684931506,0.9789156626506024,0.03243409712964337,0.10931305464986361,11,7,325,62,405
7,log_king_style,B1_q30,0.9248422260470455,0.8409658361388347,0.856,0.8268789443488238,0.7380952380952381,0.9156626506024096,0.10238865687077713,0.33322795262795385,11,7,76,31,125
7,log_king_style,B1_q20,0.8846597462514417,0.8026030238536906,0.8117647058823529,0.7941176470588236,0.7058823529411765,0.8823529411764706,0.13605757374013783,0.4388103104676031,10,6,45,24,85
7,log_linear_energy,full81,0.9014688892556527,0.6468400948703045,0.8567901234567902,0.6935756725532266,0.4383561643835616,0.9487951807228916,0.0980537926945483,0.2945890189881965,41,17,315,32,405
7,log_linear_energy,B1_q30,0.7111302352266208,0.46140192287446025,0.64,0.5230923694779116,0.16666666666666666,0.8795180722891566,0.23366513912929512,0.6487342844786494,35,10,73,7,125
7,log_linear_energy,B1_q20,0.6470588235294118,0.49795826753573075,0.6,0.5343137254901961,0.20588235294117646,0.8627450980392157,0.2679970295924946,0.7386748216669762,27,7,44,7,85
7,log_volumetric_energy,full81,0.980236012543324,0.9116261548506887,0.9407407407407408,0.9050792209935632,0.8493150684931506,0.9608433734939759,0.043437332504921246,0.13818918963280685,11,13,319,62,405
7,log_volumetric_energy,B1_q30,0.8820998278829604,0.7259293764535751,0.816,0.796758462421113,0.7380952380952381,0.8554216867469879,0.13401330270951348,0.40962977133213524,11,12,71,31,125
7,log_volumetric_energy,B1_q20,0.8414071510957324,0.7455503541459634,0.7764705882352941,0.7647058823529411,0.7058823529411765,0.8235294117647058,0.16255610747095228,0.4940988123592091,10,9,42,24,85
7,logistic_M1,full81,0.9895197227265224,0.9522311466810728,0.9629629629629629,0.9293200198052484,0.8767123287671232,0.9819277108433735,0.029191322928335896,0.10533859086577786,9,6,326,64,405
7,logistic_M1,B1_q30,0.9343086632243258,0.8535353987066464,0.88,0.8567125645438898,0.7857142857142857,0.927710843373494,0.09352763732839597,0.3313161883640703,9,6,77,33,125
7,logistic_M1,B1_q20,0.8973471741637832,0.8154543678282992,0.8352941176470589,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.12245976778107613,0.43759735456129867,8,6,45,26,85
7,logistic_M3,full81,0.993315728668097,0.9703707002591603,0.9679012345679012,0.9376753589701271,0.8904109589041096,0.9849397590361446,0.02464249207505941,0.08641774497757468,8,5,327,65,405
7,logistic_M3,B1_q30,0.955249569707401,0.9066599773293961,0.896,0.8746414228341939,0.8095238095238095,0.9397590361445783,0.07960228833997611,0.2749216414883322,8,5,78,34,125
7,logistic_M3,B1_q20,0.9204152249134948,0.8682054225674728,0.8470588235294118,0.8333333333333333,0.7647058823529411,0.9019607843137255,0.1125605170881004,0.38233415615364447,8,5,46,26,85
8,gpc_1d_h,full81,0.9886945040435715,0.9310290452827575,0.9629629629629629,0.9239767288331409,0.863013698630137,0.9849397590361446,0.030260772857238126,0.10783022423119452,10,5,327,63,405
8,gpc_1d_h,B1_q30,0.9355882352941176,0.8236637136431162,0.88,0.8455882352941176,0.75,0.9411764705882353,0.09460632879367714,0.3040604092276979,10,5,80,30,125
8,gpc_1d_h,B1_q20,0.90442054958184,0.7890619723893623,0.8352941176470589,0.8016726403823178,0.6774193548387096,0.9259259259259259,0.12335849676795937,0.39277774974259416,10,4,50,21,85
8,gpc_4d,full81,0.9926142927875887,0.9676520105341849,0.9604938271604938,0.9117841227925401,0.8356164383561644,0.9879518072289156,0.026989036996594926,0.0950213448785511,12,4,328,61,405
8,gpc_4d,B1_q30,0.9538235294117647,0.8942654588351264,0.88,0.838970588235294,0.725,0.9529411764705882,0.08198246219058578,0.2707577086507878,11,4,81,29,125
8,gpc_4d,B1_q20,0.9145758661887694,0.8341631975130992,0.8235294117647058,0.7855436081242533,0.6451612903225806,0.9259259259259259,0.11627280150060457,0.3688324229610123,11,4,50,20,85
8,gpc_5d_h_augmented,full81,0.9926555537217363,0.9678907821740992,0.9654320987654321,0.9254827529295263,0.863013698630137,0.9879518072289156,0.027156374340329945,0.0987758631296895,10,4,328,63,405
8,gpc_5d_h_augmented,B1_q30,0.9544117647058823,0.8941862793212897,0.896,0.8639705882352942,0.775,0.9529411764705882,0.08248263210837416,0.2737989267000979,9,4,81,31,125
8,gpc_5d_h_augmented,B1_q20,0.9175627240143369,0.8386986034550051,0.8470588235294118,0.8178016726403823,0.7096774193548387,0.9259259259259259,0.11625157301839191,0.3700697066941273,9,4,50,22,85
8,log_areal_energy,full81,0.9640617263574848,0.8526718107925269,0.8987654320987655,0.8153573196897177,0.684931506849315,0.9457831325301205,0.0616874085753326,0.18322212276948638,23,18,314,50,405
8,log_areal_energy,B1_q30,0.8123529411764706,0.6119803523605583,0.704,0.6301470588235294,0.425,0.8352941176470589,0.1757675171343716,0.493413214048389,23,14,71,17,125
8,log_areal_energy,B1_q20,0.7604540023894863,0.6060660111596938,0.6470588235294118,0.5848267622461171,0.3548387096774194,0.8148148148148148,0.20827843684813405,0.5795652888860562,20,10,44,11,85
8,log_h_logistic,full81,0.9896435055289652,0.9503195662342327,0.9629629629629629,0.9239767288331409,0.863013698630137,0.9849397590361446,0.030354097580449022,0.10500628564286195,10,5,327,63,405
8,log_h_logistic,B1_q30,0.9355882352941176,0.8232837365937623,0.88,0.8455882352941176,0.75,0.9411764705882353,0.09576627848412855,0.3219036120397576,10,5,80,30,125
8,log_h_logistic,B1_q20,0.9050179211469533,0.789167396888495,0.8352941176470589,0.8016726403823178,0.6774193548387096,0.9259259259259259,0.12646560149774377,0.4243860865048325,10,4,50,21,85
8,log_h_st_logistic,full81,0.9892308961874897,0.9496244146061739,0.9580246913580247,0.9102780986961545,0.8356164383561644,0.9849397590361446,0.03125615411500747,0.10757024859833884,12,5,327,61,405
8,log_h_st_logistic,B1_q30,0.933235294117647,0.8381119945836644,0.864,0.8205882352941176,0.7,0.9411764705882353,0.09836926644679865,0.32884904973364903,12,5,80,28,125
8,log_h_st_logistic,B1_q20,0.9020310633213859,0.8099781923441055,0.8235294117647058,0.7855436081242533,0.6451612903225806,0.9259259259259259,0.1290120402741333,0.4315054136047566,11,4,50,20,85
8,log_irradiance,full81,0.9728090443967652,0.8696107317087007,0.9358024691358025,0.8593208450239314,0.7397260273972602,0.9789156626506024,0.04547597803819354,0.1589966542812004,19,7,325,54,405
8,log_irradiance,B1_q30,0.9108823529411765,0.7849863732554113,0.824,0.7580882352941176,0.575,0.9411764705882353,0.12084741860740143,0.39511226195841576,17,5,80,23,125
8,log_irradiance,B1_q20,0.8739545997610514,0.7554475161339281,0.7764705882352941,0.7210274790919953,0.5161290322580645,0.9259259259259259,0.15382249987433852,0.5034166427751282,15,4,50,16,85
8,log_king_style,full81,0.9880755900313583,0.9499497992000184,0.9580246913580247,0.9209646806403697,0.863013698630137,0.9789156626506024,0.03225031872228222,0.10825979903071964,10,7,325,63,405
8,log_king_style,B1_q30,0.9255882352941176,0.8175575662123311,0.864,0.8338235294117646,0.75,0.9176470588235294,0.10212552132037545,0.329636519719242,10,7,78,30,125
8,log_king_style,B1_q20,0.8835125448028673,0.7747158716532312,0.8235294117647058,0.7924133811230585,0.6774193548387096,0.9074074074074074,0.1373364081830372,0.4374618054893647,10,5,49,21,85
8,log_linear_energy,full81,0.9021290642020134,0.6514632908112583,0.854320987654321,0.692069648456841,0.4383561643835616,0.9457831325301205,0.09785342319787878,0.2940967792722374,41,18,314,32,405
8,log_linear_energy,B1_q30,0.7023529411764706,0.44898362783300255,0.656,0.5352941176470588,0.2,0.8705882352941177,0.22600128901089453,0.6301222732694975,32,11,74,8,125
8,log_linear_energy,B1_q20,0.6505376344086021,0.47046395742809255,0.6235294117647059,0.5319593787335722,0.1935483870967742,0.8703703703703703,0.2588364252515028,0.7210552836807773,25,7,47,6,85
8,log_volumetric_energy,full81,0.979410793860373,0.9071731653875057,0.9432098765432099,0.9065852450899488,0.8493150684931506,0.963855421686747,0.044393473846251766,0.1406679836727452,11,12,320,62,405
8,log_volumetric_energy,B1_q30,0.8764705882352941,0.6910722934991345,0.824,0.7977941176470589,0.725,0.8705882352941177,0.13587516623442994,0.4147043745771831,11,11,74,29,125
8,log_volumetric_energy,B1_q20,0.8387096774193548,0.7092638356480432,0.788235294117647,0.7646356033452808,0.6774193548387096,0.8518518518518519,0.1631578116826152,0.4924711333263556,10,8,46,21,85
8,logistic_M1,full81,0.9896847664631128,0.9547753716581366,0.9580246913580247,0.9156213896682621,0.8493150684931506,0.9819277108433735,0.030867910551807303,0.10503331409424835,11,6,326,62,405
8,logistic_M1,B1_q30,0.9341176470588235,0.8306303556885168,0.872,0.8397058823529412,0.75,0.9294117647058824,0.09601210844290341,0.32373078292055885,10,6,79,30,125
8,logistic_M1,B1_q20,0.8954599761051374,0.7893702696340669,0.8235294117647058,0.7924133811230585,0.6774193548387096,0.9074074074074074,0.12854076951137589,0.4332060507521302,10,5,49,21,85
8,logistic_M3,full81,0.994512295758376,0.9753718148850488,0.9654320987654321,0.9308260439016339,0.8767123287671232,0.9849397590361446,0.02292864603882558,0.07921592521941755,9,5,327,64,405
8,logistic_M3,B1_q30,0.9620588235294117,0.9158820166256826,0.888,0.8580882352941177,0.775,0.9411764705882353,0.07414835602249426,0.25229809061570496,9,5,80,31,125
8,logistic_M3,B1_q20,0.9313022700119474,0.8705969389105249,0.8352941176470589,0.8085424133811231,0.7096774193548387,0.9074074074074074,0.10647934708336695,0.3551134984564456,9,5,49,22,85
9,gpc_1d_h,full81,0.988281894702096,0.9200838424335434,0.9629629629629629,0.934663310777356,0.8904109589041096,0.9789156626506024,0.03068896655865275,0.1097095249263166,8,7,325,65,405
9,gpc_1d_h,B1_q30,0.9367647058823529,0.8285270748038763,0.888,0.8647058823529412,0.8,0.9294117647058824,0.09389858478912784,0.3037408207412035,8,6,79,32,125
9,gpc_1d_h,B1_q20,0.9021226415094339,0.7998463985865588,0.8588235294117647,0.8434551886792453,0.78125,0.9056603773584906,0.12155990763729625,0.3910232606603892,7,5,48,25,85
9,gpc_4d,full81,0.9918715959729327,0.9643143048582089,0.9629629629629629,0.9293200198052484,0.8767123287671232,0.9819277108433735,0.02809601055446015,0.09877305359239413,9,6,326,64,405
9,gpc_4d,B1_q30,0.9479411764705883,0.8810305836293152,0.88,0.8522058823529413,0.775,0.9294117647058824,0.08698403615859229,0.28420180383485905,9,6,79,31,125
9,gpc_4d,B1_q20,0.9115566037735849,0.8467319932146649,0.8235294117647058,0.8027712264150944,0.71875,0.8867924528301887,0.1176103469141253,0.37322230925497546,9,6,47,23,85
