population_row_index,experiment_name,truth,gpc_4d,log_h_logistic,h_prediction,gpc4_prediction,h_wrong_gpc4_correct,P,VX,LS,ST,LS_um,log_h
79,P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,0,0.1282125627332448,0.027097200319742297,0,0,False,263.723264659,0.501861307944,7.03164616445e-05,399.080626763,70.3164616445,20.2633729873063
80,P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,1,0.9641947364651742,0.9188732021655419,1,1,False,264.370573209,0.395776293281,4.78236029631e-05,378.311267492,47.8236029631,20.96279175870226
81,P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,0,0.09756757435072813,0.1268876750100674,0,0,False,265.432977562,0.293015283246,7.41925746724e-05,326.902943993,74.1925746724,20.45839735218944
82,P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,0,0.025192867632188153,0.010529258314017147,0,0,False,267.46239641,0.483361678819,7.67845272617e-05,366.829607628,76.7845272617,20.164235135429752
83,P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,0,0.008200060059488123,0.004371271203236772,0,0,False,267.660345133,0.739236683111,7.20061497304e-05,322.433694738,72.0061497304,20.048925919555792
84,P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,1,0.9427231639272066,0.8907352673237003,1,1,False,270.660461155,0.506275452772,4.55363433165e-05,392.157982605,45.536343316499995,20.936702011785304
85,P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,0,0.11770203038220473,0.2561362536560784,0,0,False,273.06384474,0.951903552318,4.77154604482e-05,314.535783501,47.7154604482,20.559734052577472
86,P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,0,0.05148241333550345,0.031109016921405164,0,0,False,273.444240295,0.704920639812,6.35261824567e-05,347.093922324,63.526182456700006,20.28202037388559
87,P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,1,0.9817080665321498,0.9851946624749193,1,1,False,277.972333632,0.331196372511,4.5620211888e-05,324.411035281,45.620211888,21.172783038710023
88,P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,0,0.00495798177045117,0.0006992530212045733,0,0,False,279.19481345,0.961152667742,7.84955743249e-05,372.579911887,78.4955743249,19.83042327304219
89,P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,1,0.8361653084410477,0.5956512965714621,1,1,False,282.804328276,0.543976889672,5.22197252327e-05,303.777238342,52.2197252327,20.739254881256468
90,P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,0,0.4269627684183016,0.30711278778710305,0,0,False,287.102038097,0.362628106341,6.67475186474e-05,334.763632341,66.7475186474,20.588916573963807
91,P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,0,0.3073581634416257,0.11252273766161358,0,0,False,292.980726174,0.558994342483,6.4603431573e-05,342.453415035,64.603431573,20.44177933159951
92,P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,0,0.005017533792312179,0.004303926802372045,0,0,False,293.577290228,0.952339824621,7.01980103413e-05,347.682708595,70.19801034129999,20.052843504090035
93,P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,1,0.938087467123637,0.8152559986977215,1,1,False,293.648784497,0.426690912013,5.33940457289e-05,351.677261216,53.394045728900004,20.86494911845737
94,P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,0,0.007820246656450536,0.0018457969329254721,0,0,False,307.26373251,0.980958450675,7.64412572662e-05,372.845922747,76.4412572662,19.955801015999114
95,P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,0,0.07472899475996542,0.062457710803623265,0,0,False,307.533441342,0.76958695679,6.29715413405e-05,358.843506265,62.9715413405,20.368775985148883
96,P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,0,0.18941932085684812,0.14119913147011226,0,0,False,308.624203673,0.258745269308,8.46230110859e-05,352.536460601,84.6230110859,20.47403647066787
97,P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,0,0.037640921572267415,0.015943986474403548,0,0,False,310.791038761,0.793031296086,6.97064070297e-05,311.244290057,69.7064070297,20.21189456381736
98,P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,0,0.03159907787897396,0.027360726268451978,0,0,False,311.847977036,0.831533579891,6.59632228328e-05,369.023839283,65.9632228328,20.274377415779092
99,P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,0,0.047267016645088235,0.04871079305534018,0,0,False,319.96920879,0.866402209965,6.35942162539e-05,320.061265262,63.5942162539,20.334409831646198
100,P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,0,0.019579728586086274,0.015807624168531063,0,0,False,323.763442528,0.850556183123,6.97450047543e-05,350.102665969,69.7450047543,20.21694267305077
101,P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,0,0.14251730848799865,0.024897102824339608,0,0,False,324.489523844,0.639524903021,7.4699050731e-05,392.096101418,74.699050731,20.258832870779123
102,P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,1,0.8365482195718655,0.9009858410718365,1,1,False,326.931045044,0.255856443683,6.48737236991e-05,399.817710522,64.8737236991,20.935920491417882
103,P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,0,0.4933515363542472,0.27888030529040464,0,0,False,328.176471421,0.746856862244,5.78341655667e-05,308.284457774,57.8341655667,20.576388636556285
104,P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,0,0.2847969832431687,0.07816274404473841,0,0,False,335.17845091,0.53366627312,7.35439468085e-05,327.916348879,73.5439468085,20.40509649732251
105,P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,0,0.36264175627940604,0.582418977316777,1,0,True,336.384535968,0.857000372961,5.14827567032e-05,367.720955238,51.482756703199996,20.706808861943262
106,P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,1,0.7664628169887493,0.7074910291512284,1,1,False,339.704237738,0.701398887747,5.24684299583e-05,300.218383071,52.4684299583,20.788362968602943
107,P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,1,0.9703292334855746,0.9394969346365676,1,1,False,340.203296502,0.374609743194,5.54750053524e-05,307.813155606,55.475005352400004,21.019845598660854
108,P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,1,0.5145438114083738,0.4545410248037195,0,1,True,341.923576441,0.300981342968,7.54559898543e-05,360.882535069,75.4559898543,20.672882232479186
109,P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,1,0.9310815430375442,0.7609425133418201,1,1,False,342.674555398,0.462731136977,5.8783513777e-05,328.309527448,58.783513776999996,20.834559404764153
110,P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,0,0.4095369798259192,0.5283676888374131,1,0,True,347.783460623,0.850325890926,5.3362114496e-05,354.131736173,53.362114496,20.69026214269118
111,P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,0,0.047352447892194505,0.01113351129694782,0,0,False,348.497115387,0.94790268949,7.31988762132e-05,305.038657876,73.19887621320001,20.16387740213794
112,P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,0,0.0345977925049624,0.012885425507353299,0,0,False,352.513614722,0.929202686833,7.33895545023e-05,314.010655484,73.3895545023,20.181396850654306
113,P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,1,0.8651874496149674,0.9726234866327204,1,1,False,353.971838789,0.831374608218,4.0859447809e-05,397.346534493,40.859447809,21.119613479665734
114,P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,1,0.9879976490930972,0.9801930347781124,1,1,False,354.619445985,0.364015239092,5.30095356481e-05,318.142674345,53.0095356481,21.14388311870201
115,P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,1,0.49792368680473287,0.9674776519147368,1,0,False,355.313197397,0.977425276438,4.00293473664e-05,317.253821106,40.0293473664,21.07326289656434
116,P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,1,0.992141135649905,0.9971912290939544,1,1,False,358.08766286,0.398145183006,4.39068251559e-05,301.093308231,43.906825155899995,21.39140827331414
117,P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,1,0.9966622165224294,0.9999349830754507,1,1,False,360.567405001,0.20359066256,4.0817768449e-05,337.353350673,40.817768449,21.84309044942947
118,P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,1,0.9947891938237433,0.9987261637189915,1,1,False,363.673556898,0.448546579177,4.04529881073e-05,391.93586396,40.4529881073,21.470183085589326
119,P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,0,0.7509510437514024,0.9595900044950223,1,1,False,364.483174853,0.95103094401,4.26115279421e-05,393.929813999,42.6115279421,21.018663328636627
120,P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,1,0.9802497089894302,0.9812880693556968,1,1,False,367.938083726,0.695829187084,4.35800266683e-05,364.389584597,43.5800266683,21.15060763284449
121,P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,1,0.9789294279613386,0.9356859815686287,1,1,False,369.066732517,0.471239257303,5.48020687799e-05,388.757421411,54.802068779900004,21.004846062843377
122,P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,1,0.9794786776575165,0.9820017185378426,1,1,False,370.938359136,0.662619902131,4.40125404953e-05,395.513826563,44.012540495299994,21.168366707592114
123,P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,1,0.9727099146705995,0.9737736182688117,1,1,False,372.630059968,0.727703112845,4.39975555357e-05,362.949632289,43.9975555357,21.126581916544882
124,P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,1,0.9977342450909532,0.9996371268818779,1,1,False,373.935133861,0.314504521571,4.29297292387e-05,349.298273812,42.9297292387,21.586379730647366
125,P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,1,0.8996461978099604,0.9732363485989997,1,1,False,374.135097027,0.852003077267,4.24872306812e-05,324.485874926,42.4872306812,21.104159996967834
126,P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,1,0.4697757349927535,0.1996164004937174,0,0,False,375.190327887,0.471971299611,7.58652830639e-05,330.289975384,75.86528306390001,20.53267906158613
127,P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,1,0.9532963702741938,0.9776257507947212,1,1,False,377.008330657,0.791215989527,4.31405408456e-05,371.11107289,43.1405408456,21.125930499414125
128,P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,1,0.9609467756318224,0.9801561167659898,1,1,False,377.125910628,0.77115452106,4.31707402483e-05,313.190582012,43.17074024830001,21.138033768562334
129,P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,1,0.9718982736404029,0.977575045174615,1,1,False,378.283018896,0.735158781064,4.42419225112e-05,367.022862863,44.241922511199995,21.128233647861514
130,P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,1,0.9977424117917508,0.9998103531854803,1,1,False,378.699667122,0.273966982762,4.19552514454e-05,349.537322979,41.955251445399995,21.70247772043275
131,P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,1,0.9943000870435696,0.9962036736520338,1,1,False,378.895448518,0.547210222693,4.25171421559e-05,392.752580943,42.5171421559,21.337126248875027
132,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,1,0.9905289399816297,0.9969034850077525,1,1,False,379.421209359,0.229921993373,5.57538994548e-05,334.989783011,55.7538994548,21.3654993587639
133,P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,1,0.9900728729917603,0.993697243709787,1,1,False,383.924442814,0.598551929363,4.34843261877e-05,301.171019532,43.4843261877,21.271731769155178
134,P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,1,0.8137111465294453,0.9786621759203307,1,1,False,385.522203,0.931994182449,4.05647861864e-05,365.262393292,40.5647861864,21.158728444367096
135,P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,1,0.9976481695135249,0.998333633568959,1,1,False,385.792960663,0.466570238049,4.25767555058e-05,363.826454642,42.576755505799994,21.43277735581915
136,P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,1,0.9949749840226616,0.9998619872139809,1,1,False,387.363679816,0.298546823055,4.09005526538e-05,395.436254411,40.9005526538,21.720328715557145
137,P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,1,0.8433174980252545,0.9698738765036088,1,1,False,389.770210211,0.908238681403,4.3221586392e-05,323.581279452,43.221586392,21.087437149631313
138,P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,1,0.958673154038405,0.9905510200564163,1,1,False,391.91054261,0.798138981731,4.10405950637e-05,398.591592241,41.0405950637,21.235193159589013
139,P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,1,0.6762737483357171,0.9745210185207144,1,1,False,394.301389958,0.965504599187,4.1845661123e-05,386.588977515,41.845661123,21.1169514377136
140,P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,1,0.9951820621411287,0.9963819267164528,1,1,False,399.256835613,0.656366203199,4.10009761764e-05,341.515144691,41.0009761764,21.352995136232696
141,P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,1,0.9358928624226792,0.9892040980758366,1,1,False,400.342090514,0.84724542505,4.08786684736e-05,395.5494372,40.8786684736,21.23255511830873
142,P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,1,0.9966783942394102,0.9957745606054113,1,1,False,404.674556304,0.544519129004,4.43635630435e-05,368.185027338,44.3635630435,21.341647398775045
143,P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,1,0.9972873771974037,0.998036656404334,1,1,False,406.350963493,0.484226878203,4.36170368492e-05,370.554621114,43.6170368492,21.42991218679498
144,P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,1,0.612816816471241,0.6087195279034104,1,1,False,408.574656479,0.243547442248,8.65536608509e-05,318.028622224,86.5536608509,20.751015385137514
145,P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,1,0.9959343406513881,0.9977253818553138,1,1,False,409.380479822,0.571506017722,4.19025576691e-05,383.379922389,41.9025576691,21.414630661193208
146,P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,1,0.9966788197123776,0.9999599667533194,1,1,False,413.007329362,0.214914258115,4.25156575745e-05,342.625619244,42.515657574500004,21.89068060891919
147,P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,1,0.9954771291899192,0.9993381664368272,1,1,False,413.458184039,0.35207482727,4.49853708666e-05,303.358380963,44.9853708666,21.56027197608303
148,P-420p548248194_VX-0p890019823061_LS-4p2728397196e-05_ST-342p58191385_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p42023950256e-06_H-39de960155,1,0.9272393566589017,0.9889226684445818,1,1,False,420.548248194,0.890019823061,4.2728397196e-05,342.58191385,42.728397196,21.19078521316628
149,P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,1,0.9950155134499539,0.998436471730676,1,1,False,422.617573631,0.52186874631,4.33544604908e-05,334.849986924,43.354460490799994,21.44078871995577
150,P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,1,0.685739489874581,0.9753563398445146,1,1,False,423.354289604,0.98992750487,4.35270321082e-05,379.923005206,43.527032108200004,21.116463753182078
151,P-426p513929333_VX-0p671876042338_LS-4p21074124626e-05_ST-335p829973615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p18007533983e-06_H-ff013f97fe,1,0.9946945666658052,0.9964750548727082,1,1,False,426.513929333,0.671876042338,4.21074124626e-05,335.829973615,42.107412462599996,21.36741588133883
152,P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,1,0.6029728957129047,0.9653018192896397,1,1,False,429.223744451,0.993777087019,4.49939505126e-05,337.477091824,44.9939505126,21.078573275235584
153,P-433p517899565_VX-0p4209966739_LS-4p21798941345e-05_ST-396p810205947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1458809302e-05_H-204261a8b1,1,0.9946450238955947,0.9995992640651743,1,1,False,433.517899565,0.4209966739,4.21798941345e-05,396.810205947,42.179894134499996,21.614848598229703
154,P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,1,0.9957630368124967,0.9984123640886942,1,1,False,435.358668153,0.616312825798,4.12302442682e-05,330.720611029,41.230244268199996,21.462678251083055
155,P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,1,0.9927688057323791,0.9999760352360543,1,1,False,438.134561959,0.25154969533,4.05773405909e-05,340.985774893,40.5773405909,21.94103457991376
156,P-440p884222701_VX-0p405879510898_LS-4p4918885946e-05_ST-386p365641032_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18855977537e-05_H-410a3c6302,1,0.9964017827887858,0.999254084277091,1,1,False,440.884222701,0.405879510898,4.4918885946e-05,386.365641032,44.918885945999996,21.555610118598786
157,P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,0,0.9363191184338348,0.9969593782249527,1,1,False,441.843471056,0.982124766198,4.09875344609e-05,327.495507906,40.9875344609,21.253338006787104
158,P-445p244311553_VX-0p680564934933_LS-4p06442633709e-05_ST-341p721757622_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0884060512e-06_H-c87ffcf9e3,1,0.994154701337095,0.9986542738003121,1,1,False,445.244311553,0.680564934933,4.06442633709e-05,341.721757622,40.6442633709,21.457018447392034
