name,hash,P,VX,LS,ST,LS_micrometres,observed_conduction,first_observed_conduction_timestep,initial_emptiness_frame_count,screenshot_bug_frame_count,preconduction_screenshot_bug_frame_count,screenshot_bug_any,screenshot_bug_before_first_observed_conduction,first_label,first_non_initial_emptiness_label,first_non_empty_like_label,initial_empty_like_block_stored_frames,initial_empty_like_block_timestep_width,begins_initial_emptiness_then_bug,all_preconduction_bug_in_initial_empty_like_block,all_bug_frames_in_initial_empty_like_block,initial_empty_like_block_contains_bug,screenshot_bug_after_physical_regime,screenshot_bug_block_count,screenshot_bug_block_structure,stored_frame_count,label_sequence_rle,sequence_pattern_category
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,fb250c7cf9,140.119887795,0.222892199661,4.5e-05,300.0,45.0,True,31376.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,151,Initial Emptiness × 1 → Forming Phase × 67 → Conduction × 73 → Keyhole × 10,no_bug
P-140p314676599_VX-0p596196399995_LS-8p19973378232e-05_ST-342p525649343_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p09149569346e-06_H-95fb07b078,95fb07b078,140.314676599,0.596196399995,8.19973378232e-05,342.525649343,81.9973378232,True,15578.0,31,0,0,False,False,Initial Emptiness,Conduction,Conduction,31,15133.0,False,,False,False,False,0,none,257,Initial Emptiness × 31 → Conduction × 226,no_bug
P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,dd169576f0,140.320645521,0.612281673664,8.56006119926e-05,348.910931315,85.6006119926,True,40313.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,14736.0,False,True,True,True,False,1,one_contiguous_block,265,Screenshot Bug × 33 → Forming Phase × 58 → Conduction × 174,initial_empty_like_block_bug_only
P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,fb250c7cf9,140.539865228,0.255658736827,4.5e-05,300.0,45.0,True,30169.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,172,Initial Emptiness × 1 → Forming Phase × 74 → Conduction × 67 → Keyhole × 30,no_bug
P-140p573028588_VX-0p551169304036_LS-6p78791919712e-05_ST-377p8442615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p16896078445e-05_H-bf889bf790,bf889bf790,140.573028588,0.551169304036,6.78791919712e-05,377.8442615,67.8791919712,True,41161.0,0,23,23,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,23,16717.0,False,True,True,True,False,1,one_contiguous_block,104,Screenshot Bug × 23 → Forming Phase × 37 → Conduction × 44,initial_empty_like_block_bug_only
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,b0e5aed98c,140.974625597,0.98622838083,4.5e-05,300.0,45.0,True,8656.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,659,Initial Emptiness × 1 → Forming Phase × 81 → Conduction × 577,no_bug
P-141p451666054_VX-0p378275685755_LS-6p85388508408e-05_ST-315p145948826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27529227616e-05_H-8bf1b39107,8bf1b39107,141.451666054,0.378275685755,6.85388508408e-05,315.145948826,68.5388508408,True,24547.0,33,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,23846.0,False,,False,False,False,0,none,164,Initial Emptiness × 33 → Conduction × 131,no_bug
P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,bf889bf790,143.879945116,0.336279357485,6.76007351295e-05,398.207663754,67.6007351295,True,64320.0,0,26,26,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,26,26341.0,False,True,True,True,False,1,one_contiguous_block,67,Screenshot Bug × 26 → Forming Phase × 35 → Conduction × 6,initial_empty_like_block_bug_only
P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,cf6d926251,143.909481867,0.917293492006,5.50242100517e-05,352.206869428,55.0242100517,True,25740.0,0,109,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,10125.0,False,True,False,True,True,2,multiple_separated_blocks,395,Screenshot Bug × 35 → Forming Phase × 53 → Conduction × 233 → Screenshot Bug × 74,multiple_separated_bug_blocks
P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,73ae961aa0,144.684844876,0.221020126644,8.32765690701e-05,337.418493583,83.2765690701,True,81692.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,38425.0,False,True,True,True,False,1,one_contiguous_block,98,Screenshot Bug × 33 → Forming Phase × 35 → Conduction × 30,initial_empty_like_block_bug_only
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,24e0a43587,144.999955433,0.569412101686,7.52189895652e-05,349.795043891,75.2189895652,True,39619.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,15844.0,False,True,True,True,False,1,one_contiguous_block,246,Screenshot Bug × 33 → Forming Phase × 50 → Conduction × 163,initial_empty_like_block_bug_only
P-145p199982561_VX-0p253198682602_LS-7p7513591008e-05_ST-398p693210886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p90527081478e-05_H-2d34966482,2d34966482,145.199982561,0.253198682602,7.7513591008e-05,398.693210886,77.513591008,True,35635.0,34,0,0,False,False,Initial Emptiness,Conduction,Conduction,34,34586.0,False,,False,False,False,0,none,112,Initial Emptiness × 34 → Conduction × 78,no_bug
P-145p249113956_VX-0p501139719932_LS-7p51242767898e-05_ST-325p186450026_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62629863717e-06_H-30d8d23b36,30d8d23b36,145.249113956,0.501139719932,7.51242767898e-05,325.186450026,75.1242767898,True,42370.0,0,35,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,18002.0,False,True,True,True,False,1,one_contiguous_block,220,Screenshot Bug × 35 → Forming Phase × 45 → Conduction × 140,initial_empty_like_block_bug_only
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,f404b6f8f4,145.536707456,0.311971481812,7.55813970315e-05,356.422554756,75.58139703149999,True,72340.0,0,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,28064.0,False,True,True,True,False,1,one_contiguous_block,137,Screenshot Bug × 34 → Forming Phase × 51 → Conduction × 52,initial_empty_like_block_bug_only
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,c321cc4e90,146.427721311,0.978546391515,4.61745657385e-05,377.807319924,46.1745657385,True,22504.0,0,137,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,9763.0,False,True,False,True,True,2,multiple_separated_blocks,416,Screenshot Bug × 35 → Forming Phase × 46 → Conduction × 233 → Screenshot Bug × 102,multiple_separated_bug_blocks
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,b40dbd8ddd,149.217972816,0.206404715799,4.87379527164e-05,365.118947745,48.737952716399995,True,93913.0,1,35,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,36,45009.0,False,True,True,True,False,1,one_contiguous_block,91,Screenshot Bug × 35 → Initial Emptiness × 1 → Forming Phase × 37 → Conduction × 18,initial_empty_like_block_bug_only
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,306f9d252b,149.254341218,0.887957223036,4.5e-05,300.0,45.0,True,8108.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,595,Initial Emptiness × 1 → Forming Phase × 69 → Conduction × 525,no_bug
P-149p381043177_VX-0p292260061908_LS-7p79529508561e-05_ST-384p444199936_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p65062601148e-05_H-6464f5e6a2,6464f5e6a2,149.381043177,0.292260061908,7.79529508561e-05,384.444199936,77.95295085609999,True,30868.0,34,0,0,False,False,Initial Emptiness,Conduction,Conduction,34,29959.0,False,,False,False,False,0,none,129,Initial Emptiness × 34 → Conduction × 95,no_bug
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,95ed9fb76f,149.73987868,0.504680707931,6.9723584777e-05,320.536129041,69.723584777,True,48389.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,17876.0,False,True,True,True,False,1,one_contiguous_block,219,Screenshot Bug × 33 → Forming Phase × 57 → Conduction × 129,initial_empty_like_block_bug_only
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,6af407d4ba,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,48.4927831067,True,84449.0,1,35,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,36,36927.0,False,True,True,True,False,1,one_contiguous_block,111,Screenshot Bug × 35 → Initial Emptiness × 1 → Forming Phase × 44 → Conduction × 31,initial_empty_like_block_bug_only
P-150p755371566_VX-0p566215971452_LS-6p88880703989e-05_ST-365p237346809_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p51993028498e-06_H-3a501d5f99,3a501d5f99,150.755371566,0.566215971452,6.88880703989e-05,365.237346809,68.8880703989,True,16402.0,35,0,0,False,False,Initial Emptiness,Conduction,Conduction,35,15934.0,False,,False,False,False,0,none,248,Initial Emptiness × 35 → Conduction × 213,no_bug
P-150p924001842_VX-0p859014749555_LS-8p54585725094e-05_ST-302p841995718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p6158763345e-06_H-9bd689b964,9bd689b964,150.924001842,0.859014749555,8.54585725094e-05,302.841995718,85.4585725094,True,66450.0,1,61,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,10812.0,False,True,False,True,True,2,multiple_separated_blocks,370,Screenshot Bug × 32 → Initial Emptiness × 1 → Forming Phase × 179 → Conduction × 129 → Screenshot Bug × 29,multiple_separated_bug_blocks
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,73846c96ef,151.505871803,0.995509859725,6.72580848008e-05,301.996554082,67.25808480079999,True,23719.0,0,134,36,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,36,9329.0,False,True,False,True,True,2,multiple_separated_blocks,422,Screenshot Bug × 36 → Forming Phase × 52 → Conduction × 236 → Screenshot Bug × 98,multiple_separated_bug_blocks
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,bf889bf790,151.630328889,0.596649793105,5.54888002616e-05,323.086654154,55.488800261600005,True,35047.0,0,26,26,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,26,15444.0,False,True,True,True,False,1,one_contiguous_block,116,Screenshot Bug × 26 → Forming Phase × 32 → Conduction × 58,initial_empty_like_block_bug_only
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,8daf8adcd4,153.721476211,0.579411174254,7.49286492013e-05,383.484527945,74.9286492013,True,46270.0,0,29,29,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,29,15571.0,False,True,True,True,False,1,one_contiguous_block,247,Screenshot Bug × 29 → Forming Phase × 65 → Conduction × 153,initial_empty_like_block_bug_only
P-155p08939981_VX-0p967429278716_LS-6p89242148544e-05_ST-322p599938314_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p98653566638e-06_H-765072ed36,765072ed36,155.08939981,0.967429278716,6.89242148544e-05,322.599938314,68.92421485439999,True,9875.0,113,0,0,False,False,Initial Emptiness,Conduction,Conduction,32,9600.0,False,,False,False,False,0,none,413,Initial Emptiness × 32 → Conduction × 300 → Initial Emptiness × 81,no_bug
P-155p56408626_VX-0p882684317254_LS-6p13538276829e-05_ST-315p150952839_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46528414374e-06_H-cda596b3bb,cda596b3bb,155.56408626,0.882684317254,6.13538276829e-05,315.150952839,61.3538276829,True,27953.0,0,90,36,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,36,10522.0,False,True,False,True,True,2,multiple_separated_blocks,379,Screenshot Bug × 36 → Forming Phase × 56 → Conduction × 233 → Screenshot Bug × 54,multiple_separated_bug_blocks
P-156p536166657_VX-0p9922713524_LS-8p48527663575e-05_ST-399p457924021_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p86169492987e-06_H-17f36d0008,17f36d0008,156.536166657,0.9922713524,8.48527663575e-05,399.457924021,84.8527663575,True,9360.0,108,0,0,False,False,Initial Emptiness,Conduction,Conduction,30,9092.0,False,,False,False,False,0,none,422,Initial Emptiness × 30 → Conduction × 314 → Initial Emptiness × 78,no_bug
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,fa25be35ef,158.404299584,0.530960738208,8.44011119013e-05,377.174397227,84.4011119013,True,47493.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,16492.0,False,True,True,True,False,1,one_contiguous_block,231,Screenshot Bug × 32 → Forming Phase × 61 → Conduction × 138,initial_empty_like_block_bug_only
P-158p77294915_VX-0p755822601012_LS-5p98686493415e-05_ST-315p3922311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p38260961839e-06_H-0d7d85a8f4,0d7d85a8f4,158.77294915,0.755822601012,5.98686493415e-05,315.3922311,59.8686493415,True,31948.0,0,36,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,11938.0,False,True,False,True,True,2,multiple_separated_blocks,326,Screenshot Bug × 33 → Forming Phase × 56 → Conduction × 234 → Screenshot Bug × 3,multiple_separated_bug_blocks
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,312d3c9a86,159.365045029,0.465685970522,5.71815338387e-05,335.270795676,57.1815338387,True,44458.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,19372.0,False,True,True,True,False,1,one_contiguous_block,201,Screenshot Bug × 32 → Forming Phase × 43 → Conduction × 126,initial_empty_like_block_bug_only
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,0590129dfb,160.556282667,0.957190479289,5.53708249108e-05,363.791890923,55.3708249108,True,23005.0,0,114,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,9703.0,False,True,False,True,True,2,multiple_separated_blocks,406,Screenshot Bug × 34 → Forming Phase × 47 → Conduction × 245 → Screenshot Bug × 80,multiple_separated_bug_blocks
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,bf889bf790,161.701140241,0.559592851831,7.43216837725e-05,378.872335114,74.3216837725,True,41809.0,0,25,25,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,25,15833.0,False,True,True,True,False,1,one_contiguous_block,109,Screenshot Bug × 25 → Forming Phase × 40 → Conduction × 44,initial_empty_like_block_bug_only
P-162p201106716_VX-0p908426857038_LS-8p56302518524e-05_ST-395p218711567_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31041169208e-06_H-b41981edcb,b41981edcb,162.201106716,0.908426857038,8.56302518524e-05,395.218711567,85.6302518524,True,10224.0,72,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,9932.0,False,,False,False,False,0,none,390,Initial Emptiness × 33 → Conduction × 318 → Initial Emptiness × 39,no_bug
P-163p117472792_VX-0p458171151631_LS-7p76324682791e-05_ST-309p146066051_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p05290797682e-05_H-45d75eceb5,45d75eceb5,163.117472792,0.458171151631,7.76324682791e-05,309.146066051,77.63246827910001,True,53304.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,19110.0,False,True,True,True,False,1,one_contiguous_block,197,Screenshot Bug × 32 → Forming Phase × 58 → Conduction × 107,initial_empty_like_block_bug_only
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,b40dbd8ddd,163.341658752,0.941874162971,5.45765866009e-05,310.281913475,54.5765866009,True,23661.0,0,112,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,9861.0,False,True,False,True,True,2,multiple_separated_blocks,404,Screenshot Bug × 35 → Forming Phase × 48 → Conduction × 244 → Screenshot Bug × 77,multiple_separated_bug_blocks
P-165p961555057_VX-0p261983014715_LS-5p47380727674e-05_ST-307p441799119_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p84138678161e-05_H-b41981edcb,b41981edcb,165.961555057,0.261983014715,5.47380727674e-05,307.441799119,54.7380727674,True,35453.0,35,0,0,False,False,Initial Emptiness,Conduction,Conduction,35,34439.0,False,,False,False,False,0,none,116,Initial Emptiness × 35 → Conduction × 81,no_bug
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,bf889bf790,166.164223082,0.514604075971,6.70362084208e-05,302.957496397,67.0362084208,True,39951.0,0,24,24,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,24,17216.0,False,True,True,True,False,1,one_contiguous_block,99,Screenshot Bug × 24 → Forming Phase × 32 → Conduction × 43,initial_empty_like_block_bug_only
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,0744488b5e,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,56.7575778907,True,23633.0,0,103,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,9968.0,False,True,False,True,True,2,multiple_separated_blocks,402,Screenshot Bug × 35 → Forming Phase × 47 → Conduction × 252 → Screenshot Bug × 68,multiple_separated_bug_blocks
P-167p36850481_VX-0p484912828283_LS-7p82623244153e-05_ST-326p173250025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p94842850435e-06_H-31e40e99ef,31e40e99ef,167.36850481,0.484912828283,7.82623244153e-05,326.173250025,78.2623244153,True,50363.0,0,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,18057.0,False,True,True,True,False,1,one_contiguous_block,213,Screenshot Bug × 34 → Forming Phase × 58 → Conduction × 121,initial_empty_like_block_bug_only
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,73ae961aa0,167.779770961,0.390580196452,6.45833025222e-05,394.852870083,64.5833025222,True,60495.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,22416.0,False,True,True,True,False,1,one_contiguous_block,170,Screenshot Bug × 32 → Forming Phase × 55 → Conduction × 83,initial_empty_like_block_bug_only
P-171p239447318_VX-0p969583751496_LS-7p40725617215e-05_ST-384p912438459_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p97545528746e-06_H-7931c20f4a,7931c20f4a,171.239447318,0.969583751496,7.40725617215e-05,384.912438459,74.0725617215,True,23532.0,0,102,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,9305.0,False,True,False,True,True,2,multiple_separated_blocks,418,Screenshot Bug × 32 → Forming Phase × 51 → Conduction × 265 → Screenshot Bug × 70,multiple_separated_bug_blocks
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,ba17ade68b,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,61.862901360100004,True,87522.0,0,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,37490.0,False,True,True,True,False,1,one_contiguous_block,103,Screenshot Bug × 34 → Forming Phase × 43 → Conduction × 26,initial_empty_like_block_bug_only
P-171p793878697_VX-0p802872637148_LS-7p56304072004e-05_ST-389p149112673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p00857518342e-06_H-b41981edcb,b41981edcb,171.793878697,0.802872637148,7.56304072004e-05,389.149112673,75.6304072004,True,11568.0,35,0,0,False,False,Initial Emptiness,Conduction,Conduction,35,11238.0,False,,False,False,False,0,none,348,Initial Emptiness × 35 → Conduction × 313,no_bug
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,30d8d23b36,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,66.6389080354,True,26909.0,0,89,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,9840.0,False,True,False,True,True,2,multiple_separated_blocks,390,Screenshot Bug × 33 → Forming Phase × 57 → Conduction × 244 → Screenshot Bug × 56,multiple_separated_bug_blocks
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,eb41f0639c,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,62.373010809200004,True,89809.0,0,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,37976.0,False,True,True,True,False,1,one_contiguous_block,102,Screenshot Bug × 34 → Forming Phase × 44 → Conduction × 24,initial_empty_like_block_bug_only
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,6705b84f8a,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,74.0414236536,True,23478.0,0,108,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,9073.0,False,True,False,True,True,2,multiple_separated_blocks,425,Screenshot Bug × 32 → Forming Phase × 53 → Conduction × 264 → Screenshot Bug × 76,multiple_separated_bug_blocks
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,568de84222,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,58.0825678862,True,38557.0,0,35,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,15604.0,False,True,True,True,False,1,one_contiguous_block,253,Screenshot Bug × 35 → Forming Phase × 49 → Conduction × 169,initial_empty_like_block_bug_only
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,5731c00627,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,65.7722012124,True,27721.0,0,35,35,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,11639.0,False,True,True,True,False,1,one_contiguous_block,337,Screenshot Bug × 35 → Forming Phase × 46 → Conduction × 256,initial_empty_like_block_bug_only
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,fa25be35ef,177.868754925,0.784825891065,5.3694165939e-05,378.775948175,53.694165939,True,29412.0,1,38,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,11835.0,False,True,False,True,True,2,multiple_separated_blocks,339,Screenshot Bug × 34 → Initial Emptiness × 1 → Forming Phase × 51 → Conduction × 249 → Screenshot Bug × 4,multiple_separated_bug_blocks
P-178p179131994_VX-0p674364285322_LS-6p39772031663e-05_ST-392p701744041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15358257846e-06_H-b41981edcb,b41981edcb,178.179131994,0.674364285322,6.39772031663e-05,392.701744041,63.9772031663,True,13773.0,33,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,13380.0,False,,False,False,False,0,none,293,Initial Emptiness × 33 → Conduction × 260,no_bug
P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,f77f7c89dc,179.651163568,0.66389382017,6.65035978508e-05,326.14019277,66.5035978508,True,34375.0,1,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,35,13591.0,False,True,True,True,False,1,one_contiguous_block,290,Screenshot Bug × 34 → Initial Emptiness × 1 → Forming Phase × 51 → Conduction × 204,initial_empty_like_block_bug_only
