name,hash,P,VX,LS,ST,LS_micrometres,observed_conduction,first_observed_conduction_timestep,initial_emptiness_frame_count,screenshot_bug_frame_count,preconduction_screenshot_bug_frame_count,screenshot_bug_any,screenshot_bug_before_first_observed_conduction,first_label,first_non_initial_emptiness_label,first_non_empty_like_label,initial_empty_like_block_stored_frames,initial_empty_like_block_timestep_width,begins_initial_emptiness_then_bug,all_preconduction_bug_in_initial_empty_like_block,all_bug_frames_in_initial_empty_like_block,initial_empty_like_block_contains_bug,screenshot_bug_after_physical_regime,screenshot_bug_block_count,screenshot_bug_block_structure,stored_frame_count,label_sequence_rle,sequence_pattern_category
P-180p4231768_VX-0p853402947533_LS-8p92029044014e-05_ST-332p421625378_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p65280518067e-06_H-0b12abf205,0b12abf205,180.4231768,0.853402947533,8.92029044014e-05,332.421625378,89.2029044014,True,10572.0,37,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,10261.0,False,,False,False,False,0,none,371,Initial Emptiness × 33 → Conduction × 334 → Initial Emptiness × 4,no_bug
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,6014a1f9c3,181.197687991,0.643443519749,5.49477846524e-05,320.630170488,54.9477846524,True,33818.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,14022.0,False,True,True,True,False,1,one_contiguous_block,280,Screenshot Bug × 33 → Forming Phase × 47 → Conduction × 200,initial_empty_like_block_bug_only
P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,e6df4d4a2d,181.214517461,0.293157847988,6.39704529171e-05,391.855294349,63.9704529171,True,71548.0,0,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,29867.0,False,True,True,True,False,1,one_contiguous_block,129,Screenshot Bug × 34 → Forming Phase × 45 → Conduction × 50,initial_empty_like_block_bug_only
P-181p628478787_VX-0p952936233186_LS-6p91719476824e-05_ST-399p362560559_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06237504149e-06_H-2ecbc85805,2ecbc85805,181.628478787,0.952936233186,6.91719476824e-05,399.362560559,69.17194768239999,True,9746.0,88,0,0,False,False,Initial Emptiness,Conduction,Conduction,32,9468.0,False,,False,False,False,0,none,409,Initial Emptiness × 32 → Conduction × 321 → Initial Emptiness × 56,no_bug
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,d9be003c20,182.701235644,0.787372384637,5.07019733104e-05,389.154544132,50.7019733104,True,27967.0,0,44,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,11459.0,False,True,False,True,True,2,multiple_separated_blocks,339,Screenshot Bug × 34 → Forming Phase × 48 → Conduction × 247 → Screenshot Bug × 10,multiple_separated_bug_blocks
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,95ed9fb76f,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,47.7447546287,True,22306.0,0,105,36,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,36,10011.0,False,True,False,True,True,2,multiple_separated_blocks,401,Screenshot Bug × 36 → Forming Phase × 42 → Conduction × 254 → Screenshot Bug × 69,multiple_separated_bug_blocks
P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,0011cc30ec,184.554601264,0.855768445974,6.11854963854e-05,316.977306706,61.18549638540001,True,30385.0,0,60,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,10543.0,False,True,False,True,True,2,multiple_separated_blocks,365,Screenshot Bug × 34 → Forming Phase × 63 → Conduction × 242 → Screenshot Bug × 26,multiple_separated_bug_blocks
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,b40dbd8ddd,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,65.3069178085,True,49373.0,0,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,18096.0,False,True,True,True,False,1,one_contiguous_block,211,Screenshot Bug × 34 → Forming Phase × 56 → Conduction × 121,initial_empty_like_block_bug_only
P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,f404b6f8f4,186.850960621,0.845582390035,8.39602076571e-05,354.289806443,83.9602076571,True,29495.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,10356.0,False,True,True,True,False,1,one_contiguous_block,364,Screenshot Bug × 32 → Forming Phase × 60 → Conduction × 272,initial_empty_like_block_bug_only
P-188p623199531_VX-0p253450423389_LS-5p98563054886e-05_ST-373p9812389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p90337839587e-05_H-b41981edcb,b41981edcb,188.623199531,0.253450423389,5.98563054886e-05,373.9812389,59.8563054886,True,35600.0,34,0,0,False,False,Initial Emptiness,Conduction,Conduction,34,34552.0,False,,False,False,False,0,none,112,Initial Emptiness × 34 → Conduction × 78,no_bug
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,cedd8dc36d,188.702615393,0.897654681927,7.37418626284e-05,361.378936642,73.7418626284,True,24531.0,1,56,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,10051.0,False,True,False,True,True,2,multiple_separated_blocks,387,Screenshot Bug × 32 → Initial Emptiness × 1 → Forming Phase × 48 → Conduction × 282 → Screenshot Bug × 24,multiple_separated_bug_blocks
P-189p966894809_VX-0p644468304217_LS-6p74843907822e-05_ST-388p1301819_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p48542724514e-06_H-851e5d4577,851e5d4577,189.966894809,0.644468304217,6.74843907822e-05,388.1301819,67.4843907822,True,14000.0,31,0,0,False,False,Initial Emptiness,Conduction,Conduction,31,13589.0,False,,False,False,False,0,none,278,Initial Emptiness × 31 → Conduction × 247,no_bug
P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,30d8d23b36,190.553348142,0.571798591092,6.21059581714e-05,350.091118048,62.1059581714,True,37595.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,15314.0,False,True,True,True,False,1,one_contiguous_block,249,Screenshot Bug × 33 → Forming Phase × 47 → Conduction × 169,initial_empty_like_block_bug_only
P-191p425479448_VX-0p407642571095_LS-6p68635438353e-05_ST-376p486404344_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18341923663e-05_H-9a0fcdd2aa,9a0fcdd2aa,191.425479448,0.407642571095,6.68635438353e-05,376.486404344,66.86354383529999,True,22129.0,31,0,0,False,False,Initial Emptiness,Conduction,Conduction,31,21478.0,False,,False,False,False,0,none,176,Initial Emptiness × 31 → Conduction × 145,no_bug
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,4852b0403a,193.028200221,0.93446669696,8.62901752671e-05,365.941151844,86.2901752671,True,24700.0,0,60,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,9371.0,False,True,False,True,True,2,multiple_separated_blocks,406,Screenshot Bug × 32 → Forming Phase × 53 → Conduction × 293 → Screenshot Bug × 28,multiple_separated_bug_blocks
P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,5731c00627,193.440626378,0.303697281962,7.07136561297e-05,354.067159473,70.7136561297,True,76936.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,27955.0,False,True,True,True,False,1,one_contiguous_block,134,Screenshot Bug × 33 → Forming Phase × 55 → Conduction × 46,initial_empty_like_block_bug_only
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,ff88caf608,193.81397439,0.717380412454,5.49903358659e-05,340.433066031,54.9903358659,True,31069.0,0,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,12577.0,False,True,True,True,False,1,one_contiguous_block,311,Screenshot Bug × 34 → Forming Phase × 49 → Conduction × 228,initial_empty_like_block_bug_only
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,7931c20f4a,194.036512211,0.298398024189,7.09068727373e-05,343.727832606,70.9068727373,True,73852.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,28452.0,False,True,True,True,False,1,one_contiguous_block,131,Screenshot Bug × 33 → Forming Phase × 50 → Conduction × 48,initial_empty_like_block_bug_only
P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,7f5e3f5579,194.089464462,0.388567055088,7.6021762795e-05,395.140888584,76.021762795,True,56706.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,21850.0,False,True,True,True,False,1,one_contiguous_block,171,Screenshot Bug × 33 → Forming Phase × 50 → Conduction × 88,initial_empty_like_block_bug_only
P-194p299416559_VX-0p806548050335_LS-7p3474496565e-05_ST-381p946978961_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p98119430208e-06_H-b41981edcb,b41981edcb,194.299416559,0.806548050335,7.3474496565e-05,381.946978961,73.474496565,True,11187.0,33,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,10858.0,False,,False,False,False,0,none,351,Initial Emptiness × 33 → Conduction × 318,no_bug
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,cca0c4e3bb,195.080816167,0.844140965531,6.21634030137e-05,331.625980857,62.163403013700005,True,26714.0,0,46,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,10688.0,False,True,False,True,True,2,multiple_separated_blocks,368,Screenshot Bug × 34 → Forming Phase × 50 → Conduction × 272 → Screenshot Bug × 12,multiple_separated_bug_blocks
P-196p499083559_VX-0p373706074139_LS-6p49065899682e-05_ST-353p001345311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p290886324e-05_H-b789300819,b789300819,196.499083559,0.373706074139,6.49065899682e-05,353.001345311,64.90658996820001,True,24137.0,33,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,23428.0,False,,False,False,False,0,none,163,Initial Emptiness × 33 → Conduction × 130,no_bug
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,f575443233,196.954129245,0.972458485112,5.85340423111e-05,310.387913302,58.5340423111,True,22644.0,0,103,31,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,31,9278.0,False,True,False,True,True,2,multiple_separated_blocks,414,Screenshot Bug × 31 → Forming Phase × 48 → Conduction × 263 → Screenshot Bug × 72,multiple_separated_bug_blocks
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,054022a1b4,197.742114875,0.874617254357,7.7301896977e-05,350.888533369,77.301896977,True,26389.0,0,41,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,10012.0,False,True,False,True,True,2,multiple_separated_blocks,378,Screenshot Bug × 33 → Forming Phase × 53 → Conduction × 284 → Screenshot Bug × 8,multiple_separated_bug_blocks
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,bf3689621a,198.603717725,0.869799932432,5.56307183941e-05,326.836247823,55.6307183941,True,24706.0,0,63,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,10373.0,False,True,False,True,True,2,multiple_separated_blocks,374,Screenshot Bug × 32 → Forming Phase × 46 → Conduction × 265 → Screenshot Bug × 31,multiple_separated_bug_blocks
P-199p092557979_VX-0p316505824784_LS-5p93128195415e-05_ST-330p512210532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p52418067071e-05_H-8bf1b39107,8bf1b39107,199.092557979,0.316505824784,5.93128195415e-05,330.512210532,59.312819541500005,True,28501.0,34,0,0,False,False,Initial Emptiness,Conduction,Conduction,34,27661.0,False,,False,False,False,0,none,139,Initial Emptiness × 34 → Conduction × 105,no_bug
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,0011cc30ec,202.397397496,0.555230188132,4.52196790327e-05,397.348654616,45.2196790327,True,35369.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,16249.0,False,True,True,True,False,1,one_contiguous_block,241,Screenshot Bug × 33 → Forming Phase × 39 → Conduction × 3 → Keyhole × 166,initial_empty_like_block_bug_only
P-202p623346674_VX-0p47308497906_LS-5p69403778977e-05_ST-355p073751689_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01971544575e-05_H-b41981edcb,b41981edcb,202.623346674,0.47308497906,5.69403778977e-05,355.073751689,56.940377897699996,True,19069.0,32,0,0,False,False,Initial Emptiness,Conduction,Conduction,32,18508.0,False,,False,False,False,0,none,205,Initial Emptiness × 32 → Conduction × 173,no_bug
P-202p894942483_VX-0p693798608043_LS-7p43333938026e-05_ST-353p442501329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95320017522e-06_H-4852b0403a,4852b0403a,202.894942483,0.693798608043,7.43333938026e-05,353.442501329,74.3333938026,True,33275.0,0,31,31,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,31,12622.0,False,True,True,True,False,1,one_contiguous_block,299,Screenshot Bug × 31 → Forming Phase × 53 → Conduction × 215,initial_empty_like_block_bug_only
P-203p020934762_VX-0p232834869492_LS-7p55576098976e-05_ST-395p193912826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p07190641743e-05_H-b40dbd8ddd,b40dbd8ddd,203.020934762,0.232834869492,7.55576098976e-05,395.193912826,75.5576098976,True,95798.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,35332.0,False,True,True,True,False,1,one_contiguous_block,103,Screenshot Bug × 32 → Forming Phase × 52 → Conduction × 19,initial_empty_like_block_bug_only
P-203p421420958_VX-0p245041839826_LS-7p55920229368e-05_ST-393p123734832_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p96869261447e-05_H-4852b0403a,4852b0403a,203.421420958,0.245041839826,7.55920229368e-05,393.123734832,75.5920229368,True,85604.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,33571.0,False,True,True,True,False,1,one_contiguous_block,108,Screenshot Bug × 32 → Forming Phase × 47 → Conduction × 29,initial_empty_like_block_bug_only
P-205p507001181_VX-0p303336340291_LS-4p80706805647e-05_ST-333p622908766_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p59035366431e-05_H-89a38ff0e6,89a38ff0e6,205.507001181,0.303336340291,4.80706805647e-05,333.622908766,48.0706805647,True,30615.0,35,0,0,False,False,Initial Emptiness,Conduction,Conduction,35,29740.0,False,,False,False,False,0,none,134,Initial Emptiness × 35 → Conduction × 99,no_bug
P-206p272219756_VX-0p781444456167_LS-4p98713368602e-05_ST-399p182507166_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p17333780404e-06_H-16cfaf1a76,16cfaf1a76,206.272219756,0.781444456167,4.98713368602e-05,399.182507166,49.8713368602,True,26480.0,0,34,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,11546.0,False,True,True,True,False,1,one_contiguous_block,337,Screenshot Bug × 34 → Forming Phase × 43 → Conduction × 260,initial_empty_like_block_bug_only
P-207p687789994_VX-0p40901295179_LS-7p09627718894e-05_ST-395p011679_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17945424024e-05_H-d9444347fb,d9444347fb,207.687789994,0.40901295179,7.09627718894e-05,395.011679,70.9627718894,True,62313.0,0,31,31,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,31,20758.0,False,True,True,True,False,1,one_contiguous_block,178,Screenshot Bug × 31 → Forming Phase × 63 → Conduction × 84,initial_empty_like_block_bug_only
P-207p940614893_VX-0p318461267696_LS-7p4904937331e-05_ST-370p987623474_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p51482176715e-05_H-0b12abf205,0b12abf205,207.940614893,0.318461267696,7.4904937331e-05,370.987623474,74.904937331,True,26658.0,32,0,0,False,False,Initial Emptiness,Conduction,Conduction,32,25825.0,False,,False,False,False,0,none,140,Initial Emptiness × 32 → Conduction × 108,no_bug
P-208p39901443_VX-0p201684842681_LS-6p50424237325e-05_ST-372p154003234_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-3p19456481434e-05_H-bf889bf790,bf889bf790,208.39901443,0.201684842681,6.50424237325e-05,372.154003234,65.0424237325,False,,1,25,0,True,False,Screenshot Bug,Screenshot Bug,Forming Phase,26,43942.0,False,,True,True,False,1,one_contiguous_block,41,Screenshot Bug × 25 → Initial Emptiness × 1 → Forming Phase × 15,initial_empty_like_block_bug_only
P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,b40dbd8ddd,209.697266982,0.34452106985,7.55711119508e-05,302.470939697,75.5711119508,True,68587.0,1,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,24642.0,False,True,True,True,False,1,one_contiguous_block,151,Screenshot Bug × 32 → Initial Emptiness × 1 → Forming Phase × 56 → Conduction × 62,initial_empty_like_block_bug_only
P-209p90265043_VX-0p477857533217_LS-8p77962223972e-05_ST-386p665335025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00953114007e-05_H-0011cc30ec,0011cc30ec,209.90265043,0.477857533217,8.77962223972e-05,386.665335025,87.79622239720001,True,48883.0,0,31,31,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,31,17213.0,False,True,True,True,False,1,one_contiguous_block,209,Screenshot Bug × 31 → Forming Phase × 56 → Conduction × 122,initial_empty_like_block_bug_only
P-210p093044543_VX-0p812610384047_LS-5p18819698292e-05_ST-390p525668596_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p93657267704e-06_H-d9be003c20,d9be003c20,210.093044543,0.812610384047,5.18819698292e-05,390.525668596,51.8819698292,True,26118.0,0,41,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,11103.0,False,True,False,True,True,2,multiple_separated_blocks,350,Screenshot Bug × 33 → Forming Phase × 45 → Conduction × 264 → Screenshot Bug × 8,multiple_separated_bug_blocks
P-210p464738138_VX-0p237113609615_LS-6p46217439158e-05_ST-306p057190902_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p03451864735e-05_H-12faed80a6,12faed80a6,210.464738138,0.237113609615,6.46217439158e-05,306.057190902,64.62174391580001,True,36935.0,33,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,35815.0,False,,False,False,False,0,none,105,Initial Emptiness × 33 → Conduction × 72,no_bug
P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,5a4acb0e81,211.816522505,0.520710876808,4.80782604054e-05,318.660442183,48.078260405399995,False,,0,35,0,True,False,Screenshot Bug,Screenshot Bug,Forming Phase,35,17325.0,False,,True,True,False,1,one_contiguous_block,228,Screenshot Bug × 35 → Forming Phase × 44 → Keyhole × 149,initial_empty_like_block_bug_only
P-212p092538093_VX-0p79096361392_LS-7p95278191784e-05_ST-347p757246585_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09904238086e-06_H-b40dbd8ddd,b40dbd8ddd,212.092538093,0.79096361392,7.95278191784e-05,347.757246585,79.5278191784,True,30527.0,1,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,11072.0,False,True,True,True,False,1,one_contiguous_block,344,Screenshot Bug × 33 → Initial Emptiness × 1 → Forming Phase × 57 → Conduction × 253,initial_empty_like_block_bug_only
P-212p375773305_VX-0p288263650586_LS-8p35116649465e-05_ST-312p800399692_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67350985572e-05_H-bf3689621a,bf3689621a,212.375773305,0.288263650586,8.35116649465e-05,312.800399692,83.51166494649999,True,80136.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,28532.0,False,True,True,True,False,1,one_contiguous_block,127,Screenshot Bug × 32 → Forming Phase × 55 → Conduction × 40,initial_empty_like_block_bug_only
P-213p87237204_VX-0p329966780459_LS-7p13970627017e-05_ST-390p008507958_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p46200190101e-05_H-765072ed36,765072ed36,213.87237204,0.329966780459,7.13970627017e-05,390.008507958,71.3970627017,True,26532.0,33,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,25728.0,False,,False,False,False,0,none,145,Initial Emptiness × 33 → Conduction × 112,no_bug
P-218p135837307_VX-0p411781802704_LS-5p72773552436e-05_ST-307p427986374_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17152350379e-05_H-b40dbd8ddd,b40dbd8ddd,218.135837307,0.411781802704,5.72773552436e-05,307.427986374,57.2773552436,True,55443.0,0,31,31,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,31,21262.0,False,True,True,True,False,1,one_contiguous_block,178,Screenshot Bug × 31 → Forming Phase × 52 → Conduction × 95,initial_empty_like_block_bug_only
P-218p170294814_VX-0p856055229722_LS-8p4878396046e-05_ST-374p889107005_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63529131711e-06_H-73846c96ef,73846c96ef,218.170294814,0.856055229722,8.4878396046e-05,374.889107005,84.878396046,True,29134.0,0,31,31,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,31,9919.0,False,True,True,True,False,1,one_contiguous_block,372,Screenshot Bug × 31 → Forming Phase × 61 → Conduction × 280,initial_empty_like_block_bug_only
P-218p315594294_VX-0p70315782783_LS-8p24115302242e-05_ST-319p105471156_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p86065121098e-06_H-6c8dbbeedf,6c8dbbeedf,218.315594294,0.70315782783,8.24115302242e-05,319.105471156,82.4115302242,True,34343.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,12077.0,False,True,True,True,False,1,one_contiguous_block,305,Screenshot Bug × 32 → Forming Phase × 57 → Conduction × 216,initial_empty_like_block_bug_only
P-218p352277735_VX-0p662592791038_LS-5p96508880483e-05_ST-307p55260089_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28067173121e-06_H-b41981edcb,b41981edcb,218.352277735,0.662592791038,5.96508880483e-05,307.55260089,59.650888048300004,True,13617.0,31,0,0,False,False,Initial Emptiness,Conduction,Conduction,31,13217.0,False,,False,False,False,0,none,285,Initial Emptiness × 31 → Conduction × 254,no_bug
P-218p361623288_VX-0p747470791734_LS-7p1375293786e-05_ST-300p016423613_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45392523208e-06_H-a55a682ac9,a55a682ac9,218.361623288,0.747470791734,7.1375293786e-05,300.016423613,71.375293786,True,31950.0,1,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,11716.0,False,True,True,True,False,1,one_contiguous_block,322,Screenshot Bug × 32 → Initial Emptiness × 1 → Forming Phase × 55 → Conduction × 234,initial_empty_like_block_bug_only
P-218p521967876_VX-0p920050491887_LS-7p11545742791e-05_ST-300p883630406_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p24332158458e-06_H-7931c20f4a,7931c20f4a,218.521967876,0.920050491887,7.11545742791e-05,300.883630406,71.1545742791,True,24798.0,0,58,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,9518.0,False,True,False,True,True,2,multiple_separated_blocks,397,Screenshot Bug × 33 → Forming Phase × 51 → Conduction × 288 → Screenshot Bug × 25,multiple_separated_bug_blocks
P-218p623352015_VX-0p878480487228_LS-8p13012329394e-05_ST-381p006435488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49143740032e-06_H-90ad187ad0,90ad187ad0,218.623352015,0.878480487228,8.13012329394e-05,381.006435488,81.3012329394,True,9968.0,32,0,0,False,False,Initial Emptiness,Conduction,Conduction,32,9666.0,False,,False,False,False,0,none,382,Initial Emptiness × 32 → Conduction × 350,no_bug
P-218p846041052_VX-0p877499363134_LS-5p6186595533e-05_ST-332p098243358_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49757732676e-06_H-27d926f040,27d926f040,218.846041052,0.877499363134,5.6186595533e-05,332.098243358,56.186595533,True,23885.0,0,60,34,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,10282.0,False,True,False,True,True,2,multiple_separated_blocks,379,Screenshot Bug × 34 → Forming Phase × 44 → Conduction × 275 → Screenshot Bug × 26,multiple_separated_bug_blocks
