summary_type,LS_group,n,LS_min_micrometres,LS_median_micrometres,LS_max_micrometres,bug_probability,preconduction_bug_probability,mean_initial_empty_like_timestep_width,median_initial_empty_like_timestep_width,mean_screenshot_bug_frame_count,median_first_observed_conduction_timestep
quantile_bin,"(44.999, 49.871]",49,45.0,45.0,49.8713368602,0.3469387755102041,0.32653061224489793,8761.367346938776,192.0,21.79591836734694,21327.0
quantile_bin,"(49.871, 59.856]",48,50.4400481913,55.70534527245,59.8563054886,0.7083333333333334,0.7083333333333334,16558.3125,13044.5,38.604166666666664,28234.0
quantile_bin,"(59.856, 68.82]",48,59.8686493415,64.602523219,68.8203473429,0.7291666666666666,0.7083333333333334,18112.791666666668,15004.5,33.25,31948.0
quantile_bin,"(68.82, 77.7]",48,68.8880703989,74.32753878755,77.69973149,0.6666666666666666,0.6666666666666666,18543.604166666668,15889.0,27.3125,35947.0
quantile_bin,"(77.7, 89.704]",48,77.95295085609999,84.11113903165,89.7039861056,0.6666666666666666,0.6458333333333334,15842.625,13030.0,34.1875,34343.0
exact_design_value_n_ge_5,45 µm,27,45.0,45.0,45.0,0.0,0.0,52.96296296296296,0.0,0.0,10329.0
