feature,meaning,units,raw_roc_auc,empirical_direction,direction_adjusted_roc_auc,direction_adjusted_auc_ci_lower,direction_adjusted_auc_ci_upper,bootstrap_direction_fixed_before_resampling,point_biserial_correlation,point_biserial_p_value,spearman_correlation,spearman_p_value,standardized_logistic_coefficient,standardized_logistic_se,standardized_logistic_ci_lower,standardized_logistic_ci_upper,odds_ratio_per_1sd,odds_ratio_ci_lower,odds_ratio_ci_upper
P,Laser power P,W,0.9313005446443308,positive,0.9313005446443308,0.892307930351543,0.9631539858062386,True,0.6970082683590135,3.501642085514032e-60,0.5743113538651333,6.509256575659632e-37,2.4334078294624026,0.25364938542162196,1.9362550340360236,2.9305606248887814,11.397657245062963,6.932739421683691,18.738132616036935
VX,Scan velocity VX,m/s,0.38644990922594485,negative,0.6135500907740552,0.5416725119656708,0.6840650272322165,True,-0.15204929570221573,0.0021525563452771735,-0.15120115095933004,0.0022806627004115544,-0.40014685395983074,0.13255634836061556,-0.6599572967466372,-0.14033641117302426,0.6702216141102609,0.5168734061964504,0.8690658227632536
LS,Spot radius LS,m (displayed as µm),0.1028635088298399,negative,0.89713649117016,0.8490675028882655,0.93776149117016,True,-0.4995832391165416,5.8976936222359005e-27,-0.5288974236643799,1.4385808736471724e-30,-2.371923256233428,0.30735293771809424,-2.974335014160893,-1.7695114983059632,0.09330111166636451,0.05108139111413722,0.17041621710592392
ST,Substrate temperature ST,K,0.5283462617593663,positive,0.5283462617593663,0.4537464928205974,0.6037882695164217,True,0.034477431031691784,0.48899629936300365,0.037750912213758855,0.4486638940425976,0.08987392902178959,0.12962021623420028,-0.16418169479724298,0.34392955284082216,1.0940363487779092,0.848587823879541,1.4104792677501392
