feature,PLS1_weight,PLS2_weight,PLS1_loading,PLS2_loading
P,0.7996750484037074,0.3514752002340128,0.7672261665442232,0.267475541767639
VX,-0.1744456033307637,-0.6386311056791806,-0.11548592342680973,-0.7600255572440224
LS,-0.5731700312002975,0.6845494009667263,-0.63636897844938,0.6150546636706664
ST,0.03955583108650086,-0.0027590062600895966,0.03981054797157163,0.15305624757793757
