target,target_label,gp_configuration,gp_configuration_label,kernel_family,matern_nu,fold_count,nugget_variance_normalized_min,nugget_variance_normalized_q25,nugget_variance_normalized_median,nugget_variance_normalized_q75,nugget_variance_normalized_q95,nugget_variance_normalized_max,nugget_variance_um2_min,nugget_variance_um2_q25,nugget_variance_um2_median,nugget_variance_um2_q75,nugget_variance_um2_q95,nugget_variance_um2_max,nugget_std_um_min,nugget_std_um_q25,nugget_std_um_median,nugget_std_um_q75,nugget_std_um_q95,nugget_std_um_max,nugget_fraction_training_target_std_min,nugget_fraction_training_target_std_q25,nugget_fraction_training_target_std_median,nugget_fraction_training_target_std_q75,nugget_fraction_training_target_std_q95,nugget_fraction_training_target_std_max,nugget_fraction_dataset_target_median_min,nugget_fraction_dataset_target_median_q25,nugget_fraction_dataset_target_median_median,nugget_fraction_dataset_target_median_q75,nugget_fraction_dataset_target_median_q95,nugget_fraction_dataset_target_median_max,nugget_bound_hit_folds,warning_folds
depth,Penetration depth below original surface,matern32_learned_nugget,Matérn 3/2 + learned nugget,Matern,1.5,230,0.0104328655182228,0.013105686830907575,0.01318010665605765,0.01325648321721315,0.013412166857243014,0.0147879079627073,2.5064219846576954,3.1419541312991375,3.1568429552567627,3.170353302359433,3.1932966579557553,3.4463609812895992,1.5831683374353136,1.7725558178478285,1.7767506721323791,1.7805485946646051,1.7869797586866345,1.8564377127416904,0.1021413996292532,0.11448007175043479,0.1148046456205218,0.11513680211980128,0.11581090686242816,0.1216055424835041,0.0289309433049496,0.03239182508796822,0.03246848218665395,0.032537885723130947,0.03265540932267912,0.0339246894638547,0,1
depth,Penetration depth below original surface,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,230,0.0129567211989854,0.017220939257432174,0.017302240671216752,0.017376940849710178,0.017569635223538868,0.0189835353508447,3.11276042094996,4.127942133104752,4.1466357908191585,4.158565837793892,4.1755117009610085,4.424163017857007,1.7643016808216103,2.0317337751416606,2.0363289986685773,2.039256197147187,2.043406885443049,2.1033694439772126,0.1138275941895701,0.13122857623394235,0.13153798179417736,0.13182162505955053,0.13255049858552848,0.1377807510171312,0.0322409883356847,0.03712806356056645,0.037212037038425544,0.03726552889473955,0.03734137890065788,0.0384371394337303,0,0
depth,Penetration depth below original surface,rbf_learned_nugget,RBF + learned nugget,RBF,,230,0.0158412106311058,0.021899566477406172,0.021984679470450852,0.022082743466759626,0.022263885249561254,0.023355770323223,3.805738559559278,5.249540829301845,5.271508311412287,5.281915044687809,5.292690917670155,5.443123918062386,1.9508302231509735,2.291187646010216,2.2959765484992203,2.298241728865576,2.3005849058171606,2.3330503462339567,0.1258618712363115,0.14798502088108606,0.14827231525274753,0.14860263612511898,0.14921087435790237,0.1528259478073768,0.0356496256582501,0.04186934409963272,0.04195685688215005,0.041998250967166126,0.04204107036794416,0.0426343463916361,0,0
length,Melt-pool length,matern32_learned_nugget,Matérn 3/2 + learned nugget,Matern,1.5,241,0.0213373212147706,0.0318117555078821,0.03190824070753,0.0320196966364024,0.0322192261448641,0.0324061122360129,173.7553908598846,260.9523489289358,261.50111868814577,261.7710136401188,262.3503832719145,262.81910845078664,13.181630811848912,16.15401959045908,16.17099621817239,16.179339097754234,16.197233815436338,16.211696655525806,0.1460729996089989,0.1783585027630646,0.1786287790573794,0.1789404835033215,0.1794971480131764,0.1800169776327026,0.0386132436761028,0.047320328091289,0.0473700581036106,0.0473944970859226,0.047446916479565,0.0474892827980118,0,1
length,Melt-pool length,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,241,0.02482968981291,0.0335064781482792,0.0336040784165719,0.033712512895891,0.0339193413370894,0.0341752517204426,202.19466234521195,274.93840792707886,275.43254230515004,275.66709017828373,276.0740151488848,276.53875666569473,14.219516951894391,16.581266776910585,16.59616046876958,16.603225294450585,16.615475170722167,16.629454490923468,0.1575743945344865,0.1830477482742666,0.183314152253916,0.1836096753874672,0.1841720427673251,0.1848654962951244,0.0416535465798681,0.0485718727564265,0.0486155011785236,0.0486361963291802,0.0486720801636031,0.0487130300965108,0,1
length,Melt-pool length,rbf_learned_nugget,RBF + learned nugget,RBF,,241,0.0277012269314117,0.0350339594434203,0.0351313182690023,0.0352343392727039,0.0354497827125875,0.0357801255511382,225.57834061352915,287.5163118768071,287.93355978538654,288.173888728617,288.3827721612021,288.5683443013492,15.01926564827752,16.95630596199559,16.96860512197118,16.97568522118082,16.981836536758976,16.987299499960233,0.1664368556883112,0.1871736077640765,0.1874335035926136,0.187708122553884,0.1882811268093207,0.1891563521300257,0.0439962681849466,0.0496704833645128,0.0497065115667836,0.0497272514585265,0.0497452706437653,0.0497612734231099,0,2
width,Melt-pool width,matern32_learned_nugget,Matérn 3/2 + learned nugget,Matern,1.5,241,0.0124518962589271,0.0271879353377864,0.0272338734676224,0.0273419745576593,0.027554906306407,0.0279554014485846,17.519409925564315,38.20169060660872,38.25237600456338,38.27559131078001,38.29221530971008,38.328718567903614,4.185619419579893,6.180751621494648,6.184850524027512,6.18672702733683,6.188070402775818,6.191019186523623,0.1115880650380101,0.1648876445880238,0.1650268871051697,0.165354088421361,0.1659967057095022,0.1671986885372748,0.0263237862227409,0.0388713755529198,0.0388971539678226,0.0389089554879822,0.0389174041127443,0.0389359493136365,0,5
width,Melt-pool width,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,241,0.0141606351409045,0.0295669712230146,0.0296130425528974,0.0297230927875939,0.0299537096932453,0.0303234211270754,19.923549528610693,41.55196122705896,41.59801533365634,41.61248651318963,41.62200939957751,41.643246787138615,4.463580348622695,6.446081075123005,6.449652342076768,6.45077410185705,6.451512179293898,6.453157892624247,0.1189984669687158,0.1719504906158009,0.1720844053158142,0.1724038653499216,0.1730714005641756,0.1741362142894908,0.0280719107751474,0.0405400594717771,0.0405625195328604,0.0405695743942057,0.0405742162382712,0.0405845662967809,0,3
width,Melt-pool width,rbf_learned_nugget,RBF + learned nugget,RBF,,241,0.015197080055007,0.0303238883234453,0.0303726506852264,0.0304811589647528,0.0307353642078837,0.0310808618356172,21.381793553283647,42.6201917427089,42.66087946000066,42.6760022871017,42.682365792584285,42.68498580512512,4.624045150437401,6.528414182840186,6.531529641668992,6.532687217914363,6.533174250897054,6.533374763866307,0.1232764375499513,0.1741375557524722,0.1742775105549378,0.174588541905684,0.1753150427313176,0.1762976512481582,0.029081090233625,0.0410578607597925,0.0410774541972206,0.0410847343119575,0.0410877973119187,0.0410890583583753,0,0
