simulation_id,P,VX,LS,ST,selected_width_target_um,selected_length_target_um,selected_depth_target_um,width_target_summary_uncertainty_um,length_target_summary_uncertainty_um,depth_target_summary_uncertainty_um,phase1_unstable_window_flag
sim_00012,115.281467344,0.424433079834,5.4086019252e-05,352.652659088,157.77781,294.68050000000005,54.700129999999994,0.0156627664397024,0.1111579221156012,0.004561034671316,False
sim_00013,116.440418649,0.621036488786,7.33150072515e-05,327.034160515,151.41887,298.77639999999997,38.69279,0.0333888911286304,0.4191887084143427,0.0349205837971111,False
sim_00014,116.693370328,0.231004403842,8.2871053211e-05,317.198938228,217.4983,246.45340000000002,50.81113,0.0252165281675676,0.3237815745220851,0.0034780455170739,False
sim_00015,118.4900546,0.535113778256,4.79907961621e-05,385.412174328,135.91084,288.6902,46.77987,0.0233386252687107,0.1751786065464127,0.0269961887156304,False
sim_00016,119.65849417,0.305673131798,5.10692886867e-05,393.327897391,170.73953,259.6157499999,54.776695,0.0281995035942172,0.2695198765339093,0.0024665042705281,False
sim_00017,122.148440758,0.768953415756,4.5e-05,300.0,112.61138,298.90819999990003,50.5307,0.0215986322247396,0.1076619813988078,0.0059056267293601,False
sim_00018,122.399838052,0.958262341264,8.77032416896e-05,376.830559352,128.57057,337.0178,30.58443,0.1923293795056611,0.2188608540668889,0.0041798608685169,True
sim_00019,123.578555013,0.413960648538,5.40122226787e-05,380.745973079,165.79511,300.40250000000003,54.767900000000004,0.0161876313871252,0.1880998992033783,0.0050077607401772,False
sim_00020,124.939831153,0.895565001264,4.79284796095e-05,395.904294171,111.25722999999999,315.0097,42.80561,0.0166897357935142,0.130738017592159,0.0093795128327413,False
sim_00021,126.228008246,0.201684842681,4.5e-05,300.0,178.12134,237.46728,74.79356,0.0207583024711228,0.2786982923034444,1.14950285801716,False
sim_00022,126.429096271,0.381791494837,8.54596605095e-05,336.470624887,205.0187,330.92805,50.78823,0.0420670895976223,0.2834752732137427,0.0033081172761747,False
sim_00023,129.840936159,0.750604494449,8.84568803437e-05,319.185657099,157.41665999990002,326.9422499999,34.760245000000005,0.0451758090108187,0.3578314123093034,0.0095546348493393,False
sim_00024,133.003569327,0.736244453131,4.5e-05,300.0,118.38922,315.0021999999,54.76636,0.0154780815799603,0.111639676248125,0.0077412248491005,False
sim_00025,133.058435031,0.81650327798,4.78587303962e-05,362.382821566,116.672535,325.39555,46.692315,0.036222944813921,0.229712277002013,0.0186976667166706,False
sim_00026,133.757797566,0.645163458122,4.5e-05,300.0,126.32101,313.16880000000003,62.056760000000004,0.0128933737624548,0.1474930292247779,0.0266745432123509,False
sim_00027,134.442185153,0.806363522352,4.5e-05,300.0,112.75596,319.57300000000004,50.8492,0.0173818136188307,0.1611337512528872,0.005228815272383,False
sim_00028,135.171981101,0.652238458987,5.89001447273e-05,362.997098414,143.341645,340.38794999989994,49.30793,0.0187043211263392,0.2681080088923582,0.5909397176643217,False
sim_00029,135.208661893,0.295797438033,4.5e-05,300.0,167.08695,272.4107,119.1028,0.0193165326782383,0.409456762208706,0.0875815272977559,True
sim_00030,136.115095044,0.8200930762,6.39666133344e-05,362.502989524,135.32405500000002,347.8147999999,42.780620000000006,0.0178001993805999,0.1924723468484587,0.002773659776218,False
sim_00031,136.984349172,0.357723834949,5.17808569448e-05,373.061688931,171.66867,297.74080000000004,58.804159999999996,0.032000462998316,0.2345219408369017,0.0044628349762958,False
sim_00032,137.340072051,0.708357837186,8.48461574474e-05,331.337392673,160.39622,341.3759,38.749285,0.4014456085809255,0.481227784300755,0.0049378627988677,False
sim_00033,137.601432421,0.461948695475,6.48780591522e-05,397.490087405,175.24007,345.4248,58.25875,0.0272988037112569,0.1750795527648845,0.2099502921780672,False
sim_00034,138.247900083,0.876957934743,4.5e-05,300.0,110.64032,210.193359,46.733375,0.0473028922052799,1.050150001829572,0.0062918731823427,False
sim_00035,139.278080234,0.813607985113,8.25985701782e-05,356.830860854,151.05829,355.46340000000004,38.79481,0.034870088608514,0.2549706513281827,0.0037085446210087,False
sim_00036,140.119887795,0.222892199661,4.5e-05,300.0,180.1840599999,253.19306,86.1642,0.0271339231019067,0.3909120696974537,0.0222784582391387,True
sim_00037,140.320645521,0.612281673664,8.56006119926e-05,348.910931315,173.99099,351.3479,42.74968,0.0613258968394295,0.2784215033066176,0.0074787874293111,False
sim_00038,140.539865228,0.255658736827,4.5e-05,300.0,175.08367,262.18217,122.20049999999999,0.0171366299679291,0.3703225995745675,1.9971250538741585,True
sim_00039,140.573028588,0.551169304036,6.78791919712e-05,377.8442615,149.31158,318.0508999999,58.32933,0.0331295417244154,0.2111321265299676,0.0063834615147438,False
sim_00040,140.974625597,0.98622838083,4.5e-05,300.0,104.20475,331.3465499999,46.84275,0.0156333928532042,0.0899086659479211,0.0059893733050773,False
sim_00041,143.879945116,0.336279357485,6.76007351295e-05,398.207663754,175.03381999989998,210.0625,58.74863,0.0255502454752924,0.7009081898571723,0.0037434587050684,False
sim_00042,143.909481867,0.917293492006,5.50242100517e-05,352.206869428,119.34365000000001,353.673,46.50832,0.0286294334602158,0.1532868340006971,0.0351724808395485,False
sim_00043,144.684844876,0.221020126644,8.32765690701e-05,337.418493583,233.5733,255.24229999999997,58.73507,0.0975430071663468,0.4831013495653923,0.0020036383323177,False
sim_00044,144.999955433,0.569412101686,7.52189895652e-05,349.795043891,171.50607,361.6798,49.850550000000005,0.1773564208175869,0.3217029090608816,0.6234681554765539,False
sim_00045,145.249113956,0.501139719932,7.51242767898e-05,325.186450026,181.20564,361.2748999999,53.35957,0.0404897232796432,0.4590686265061556,0.3794301140199084,False
sim_00046,145.536707456,0.311971481812,7.55813970315e-05,356.422554756,219.07139999999998,314.6128,62.49203,0.0415857436932071,0.520459416660919,0.0111100649681805,False
sim_00047,146.427721311,0.978546391515,4.61745657385e-05,377.807319924,107.70817000000001,348.32504999990005,46.563705000000006,0.0435876461095153,0.1362869468876026,0.031237580709324,False
sim_00048,149.217972816,0.206404715799,4.87379527164e-05,365.118947745,186.0660249999,206.787,62.73913,0.0294708203096533,0.6789368477940971,0.0041054475654337,False
sim_00049,149.254341218,0.887957223036,4.5e-05,300.0,112.30330000000001,341.9964,54.44253,0.0181001507987715,0.1217353337013572,0.0087547179392593,False
sim_00050,149.73987868,0.504680707931,6.9723584777e-05,320.536129041,175.6206,361.6657,54.75336,0.0172602728454034,0.1589126392461748,0.0472785084378749,False
sim_00051,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,185.73009999989998,240.4737499999,62.751915,0.0433434025652007,0.4673536020962555,0.0023454855440339,False
sim_00052,150.924001842,0.859014749555,8.54585725094e-05,302.841995718,151.56012,366.6239999999,38.800575,0.0236795887382262,0.1836020760809734,0.0060409298181021,False
sim_00053,151.505871803,0.995509859725,6.72580848008e-05,301.996554082,127.03549999999998,375.06440000000003,42.39804,0.0354161454564096,0.1352573597022284,0.0118752707924786,False
sim_00054,151.630328889,0.596649793105,5.54888002616e-05,323.086654154,141.63121999999998,327.3556,60.221,0.0221688439379838,0.2523029955015976,0.303858199178192,False
sim_00055,153.721476211,0.579411174254,7.49286492013e-05,383.484527945,173.01361,381.79805,52.22291,0.0319270132569745,0.1827986881778645,0.3435573674900203,False
sim_00056,155.56408626,0.882684317254,6.13538276829e-05,315.150952839,131.7857899999,374.78355,46.782705,0.0428986704198982,0.1363566547368394,0.0115206332617355,False
sim_00057,158.404299584,0.530960738208,8.44011119013e-05,377.174397227,190.14991,388.2283,52.191539999999996,0.0201524666447968,0.1747350994876126,0.3110755170600425,False
sim_00058,158.77294915,0.755822601012,5.98686493415e-05,315.3922311,140.2139349999,374.7926,51.035355,0.0625135586401557,0.1685067623831361,0.4303036106434336,False
sim_00059,159.365045029,0.465685970522,5.71815338387e-05,335.270795676,167.93076,358.57309999999995,66.02616,0.0406028592734158,0.0672574243728215,0.450445158229494,False
sim_00060,160.556282667,0.957190479289,5.53708249108e-05,363.791890923,122.50959,382.4964,46.845589999999994,0.1061397608400401,0.1028439821931638,0.0051554533719685,False
sim_00061,161.701140241,0.559592851831,7.43216837725e-05,378.872335114,150.99865,336.6283,62.67888000000001,0.0197554806766416,0.4430281487623935,0.004913887130558,False
sim_00062,163.117472792,0.458171151631,7.76324682791e-05,309.146066051,197.12752,390.0072999999,62.675819999999995,0.0322887225838018,0.0951356943134663,0.0096414984712515,False
sim_00063,163.341658752,0.941874162971,5.45765866009e-05,310.281913475,119.666035,373.13910000000004,46.81844,0.1333873278988391,0.1902378123434945,0.0052075475094544,False
sim_00064,166.164223082,0.514604075971,6.70362084208e-05,302.957496397,158.71867999999998,322.9517,66.67379000000001,0.0134351782012067,0.9512403191731538,0.0042624810417952,False
sim_00065,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,127.16725,392.21,50.62764,0.0139748607759582,0.1362875690086716,0.027072963531841,False
sim_00066,167.36850481,0.484912828283,7.82623244153e-05,326.173250025,192.46097,398.4615,62.36748,0.3066286371126501,0.1465788934576012,0.1884897500631673,False
sim_00067,167.779770961,0.390580196452,6.45833025222e-05,394.852870083,197.0053949999,358.5394,66.76979,0.1044459152031831,0.3980023095684816,0.005846091742765,False
sim_00068,171.239447318,0.969583751496,7.40725617215e-05,384.912438459,141.05757,431.28729999990003,46.63597,0.0997954978791188,0.1596972384385224,0.007464958853904,False
sim_00069,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,217.8064,250.33599999999998,66.73917,0.0846223264112646,0.5528166813289511,0.0075116752145616,False
sim_00070,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,139.50626499999998,413.70025,46.827484999999996,0.0540460405702814,0.2119005001709419,0.0061682958919235,False
sim_00071,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,218.06499999989998,247.96189999999999,66.733,0.0309166579636167,0.8132325308480121,0.0041960679444912,False
sim_00072,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,138.6717599999,438.3516,46.3826,0.0977159372690415,0.1497392570933631,0.0036527252087311,False
sim_00073,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,159.804935,394.40055,61.26925,0.0258184753963814,0.1503897872730072,0.6756210244681956,False
sim_00074,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,149.77721,412.83230000000003,54.756665,0.0292026307564879,0.110187415020304,0.0064689900135949,False
sim_00075,177.868754925,0.784825891065,5.3694165939e-05,378.775948175,135.46609,396.6682,55.72084,0.0195762728744194,0.1340756773727653,0.252281960953753,False
sim_00076,179.651163568,0.66389382017,6.65035978508e-05,326.14019277,159.62537500000002,411.51464999999996,58.802625,0.0178034489966064,0.1441295461279357,0.0611484340945542,False
sim_00077,181.197687991,0.643443519749,5.49477846524e-05,320.630170488,148.44292,393.0847,59.87088,0.0272619767803709,0.1342176609297425,0.779853090722812,False
sim_00078,181.214517461,0.293157847988,6.39704529171e-05,391.855294349,218.88739999999999,307.38899999999995,70.74839999999999,0.0768013571805184,0.5667237278306018,0.0039995592173967,False
sim_00079,182.701235644,0.787372384637,5.07019733104e-05,389.154544132,131.92373999999998,399.46635000000003,58.488870000000006,0.0299164605701138,0.1824307682592338,0.053286680332839,False
sim_00080,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,119.10249999999999,392.5472,54.55737,0.01816096994183,0.1213890171371506,0.0141095703474903,False
sim_00081,184.554601264,0.855768445974,6.11854963854e-05,316.977306706,139.88122,414.91020000000003,54.731820000000006,0.0337154896035549,0.1265111411414243,0.0111902943959188,False
sim_00082,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,183.60647,410.71819999999997,68.17873999999999,0.0186114540964648,0.2412491889087676,0.6350314065288597,False
sim_00083,186.850960621,0.845582390035,8.39602076571e-05,354.289806443,167.11939999999998,437.5597999999,50.688269999999996,0.0256343879681296,0.1116233296843451,0.00600144207787,False
sim_00084,188.702615393,0.897654681927,7.37418626284e-05,361.378936642,155.04631,441.89229999990005,50.83965,0.1785850071921439,0.1424943628735613,0.0020400401685697,False
sim_00085,190.553348142,0.571798591092,6.21059581714e-05,350.091118048,169.61128,413.7765,63.07431,0.0391971862940738,0.0938736425282575,0.2137499102936409,False
sim_00086,193.028200221,0.93446669696,8.62901752671e-05,365.941151844,161.4233999999,453.4492999999,46.80242,0.06569810535427,0.147440543295432,0.003436769747451,False
sim_00087,193.440626378,0.303697281962,7.07136561297e-05,354.067159473,226.01739999999998,331.5219,74.67366,0.03700305163985,0.723373536038221,0.0044158358804468,False
sim_00088,193.81397439,0.717380412454,5.49903358659e-05,340.433066031,143.44961500000002,408.1570499999,61.98689000000001,0.0158950903136688,0.1157767934953482,0.346973933282992,False
sim_00089,194.036512211,0.298398024189,7.09068727373e-05,343.727832606,228.18175,326.83205,74.66601,0.0246223791065311,0.7326871779348727,0.0086691906472602,False
sim_00090,194.089464462,0.388567055088,7.6021762795e-05,395.140888584,218.6967,409.1049,78.70538,0.0332704947616258,0.6521169808986692,0.0034825120723796,False
sim_00091,195.080816167,0.844140965531,6.21634030137e-05,331.625980857,143.340925,430.1089499999,55.936285,0.0209175338327368,0.221864952580793,0.1520547782593499,False
sim_00092,196.954129245,0.972458485112,5.85340423111e-05,310.387913302,131.11235,430.33209999999997,50.99379,0.0601944403636896,0.1294877695053194,0.0653257674504661,False
sim_00093,197.742114875,0.874617254357,7.7301896977e-05,350.888533369,159.81514,451.3157,50.82025,0.0743582309876437,0.153119386166478,0.0040991188559482,False
sim_00094,198.603717725,0.869799932432,5.56307183941e-05,326.836247823,135.31509999989999,415.0811999999,55.03649,0.0204717811429959,0.2298614093835598,0.178948331443405,False
sim_00095,202.397397496,0.555230188132,4.52196790327e-05,397.348654616,146.943905,419.96755,70.55308500000001,0.0394303673589429,0.0863788144517031,0.0172180546802433,True
sim_00096,202.894942483,0.693798608043,7.43333938026e-05,353.442501329,171.39184,459.1949,62.61278,0.0399589454582657,0.1271753370615323,0.075406781702881,False
sim_00097,203.020934762,0.232834869492,7.55576098976e-05,395.193912826,248.84560000000002,275.4801,70.70868,0.0515314140409133,0.4770932032506074,0.002748513509412,False
sim_00098,203.421420958,0.245041839826,7.55920229368e-05,393.123734832,246.7974,286.58029999999997,70.71442,0.0230890754134261,0.5314343893823528,0.0014978938420074,False
sim_00099,206.272219756,0.781444456167,4.98713368602e-05,399.182507166,135.28140499999998,415.71909999999997,62.61258,0.0117836126719566,0.1233465145852137,0.0194211741073969,False
sim_00100,207.687789994,0.40901295179,7.09627718894e-05,395.011679,212.25650000000002,413.5561,82.71335,0.026777090386731,0.2924310224177759,0.0029660029831055,False
sim_00101,208.39901443,0.201684842681,6.50424237325e-05,372.154003234,169.625425,116.1617,50.290025,0.1554884216233745,1.313558869386022,0.2886670391389394,False
sim_00102,209.697266982,0.34452106985,7.55711119508e-05,302.470939697,234.6763,374.84299999999996,78.57048999999999,0.0224744652353552,0.3264843065192651,0.0038855907175164,False
sim_00103,209.90265043,0.477857533217,8.77962223972e-05,386.665335025,219.1649,466.7717,74.29782,0.0359075299704268,0.1152473097110384,0.3250162744530288,False
sim_00104,210.093044543,0.812610384047,5.18819698292e-05,390.525668596,135.20257999999998,426.32539999989996,62.57318,0.0141821893329265,0.1111762056755753,0.028345438879441,False
sim_00105,211.816522505,0.520710876808,4.80782604054e-05,318.660442183,154.72028999999998,433.2871,78.62832,0.1155967812515185,0.3067133162980535,0.4002796372584096,True
sim_00106,212.092538093,0.79096361392,7.95278191784e-05,347.757246585,175.27590999999998,470.7033,58.7098,0.013827102665643,0.177837591279179,0.0088166330973193,False
sim_00107,212.375773305,0.288263650586,8.35116649465e-05,312.800399692,256.76705,334.06415000000004,74.637395,0.0771674552498624,0.8915758267159095,0.0046415840974135,False
sim_00108,218.135837307,0.411781802704,5.72773552436e-05,307.427986374,191.5584,378.9652499999,78.713215,0.0233956207461587,0.0783741642461522,0.0049511541137921,False
sim_00109,218.170294814,0.856055229722,8.4878396046e-05,374.889107005,175.15818000000002,487.6310499999,54.82408,0.0160101115698968,0.2574205369045009,0.0062784225828914,False
sim_00110,218.315594294,0.70315782783,8.24115302242e-05,319.105471156,183.61817,472.567,62.72201,0.0435292199168916,0.1024811851133875,0.0189734080350612,False
sim_00111,218.361623288,0.747470791734,7.1375293786e-05,300.016423613,167.20978,460.00354999999996,62.762150000000005,0.0203898122071193,0.1536792580469682,0.0080891153558894,False
sim_00112,218.521967876,0.920050491887,7.11545742791e-05,300.883630406,151.10872999999998,470.0986999999,54.79062,0.0245205512975194,0.145433977237473,0.0052999285591285,False
sim_00113,218.846041052,0.877499363134,5.6186595533e-05,332.098243358,139.288005,441.61675,58.775855,0.0246978493880583,0.143772173301445,0.0058286941456285,False
sim_00114,219.728507107,0.99152217595,6.49667790705e-05,393.045172137,142.81567,486.5575,54.84091,0.0176980097896178,0.257689670212658,0.0049723979157008,False
sim_00115,220.072225453,0.425314653287,7.24382024748e-05,381.760927113,215.19369999999998,439.386,86.262795,0.0130991488181302,0.2740718842098514,0.2793891940326899,False
sim_00116,220.256246323,0.736244453131,5.8651582992e-05,358.758060614,143.29097,422.3486499999,66.77531,0.016674789925683,0.2990646916062326,0.0048988570618688,False
sim_00117,220.462707704,0.946752122114,8.2300511791e-05,313.968629329,163.45689,487.1152,50.79587,0.0352810067264207,0.1870406253252099,0.0052700085097641,False
sim_00118,221.576145741,0.645163458122,7.3903246332e-05,318.590626589,155.22697499999998,406.52935,70.738735,0.0797955589580222,0.3498236948417498,0.0030223285124015,False
sim_00119,223.185978023,0.49812515056,8.14092862216e-05,313.14559396,211.69135,469.08405,74.557235,0.0447080651557401,0.1158136502545402,0.1692377665132182,False
sim_00120,225.435545826,0.86531734725,6.64530039846e-05,364.26873014,155.399235,480.6835,58.85444,0.0312340204039609,0.232102357507806,0.0159913490593185,False
sim_00121,226.380431899,0.944850720806,5.28066961668e-05,329.382817534,131.18576,443.7372999999,58.636089999999996,0.056416819499974,0.1253632432979491,0.0098383864827912,False
sim_00122,227.786589532,0.30483440954,7.3391662288e-05,359.259536614,242.10655,347.3506499999,78.729635,0.0306958659457968,0.8599029191162281,0.0018399882536434,False
sim_00123,228.027925635,0.505215249994,8.46696228038e-05,384.613421136,218.61185,481.4822,73.32628,0.4928162518220758,0.0784892380468078,0.6084689422933247,False
sim_00124,228.959503311,0.480404321045,6.0796636822e-05,336.115873803,188.76015,437.4680999999,86.54001,0.0428966798993872,0.4207965988922449,0.857045687917488,True
sim_00125,229.384485496,0.374546448601,5.61892687884e-05,346.005476369,199.27132,373.1881999999,82.6434,0.0124324945708774,0.2561231468194014,0.0060160347154417,False
sim_00126,229.39632192,0.478464286668,6.73160020334e-05,313.601802213,198.7218,449.63565,83.136455,0.1328866389884103,0.0903498116660818,0.4629321531571131,False
sim_00127,229.433825146,0.876957934743,6.77377719261e-05,358.900225798,139.47870999999998,456.4598999999,58.81311,0.0647643944773945,0.1434766521070244,0.0059143959106891,False
sim_00128,232.272231119,0.829414389208,6.88203473429e-05,337.761722106,159.3032399999,482.0928999999,62.66116,0.0197029424991779,0.1635401361391626,0.0197761392932567,False
sim_00129,234.126702838,0.687075747958,6.17120592739e-05,378.601004081,167.1710399999,469.1128,70.65697999999999,0.0101218801492368,0.1078626089912407,0.0279477048435042,False
sim_00130,236.763849841,0.800191513041,6.78517796151e-05,355.994293515,163.26638,491.7927,63.872535000000006,0.1425028382969005,0.3791725598332506,0.3241565788740668,False
sim_00131,237.061390501,0.937687434899,4.7428723532e-05,371.522412287,124.967325,448.45585,62.077234999999995,0.100156400719408,0.1154077436635208,0.0579596972431625,False
sim_00132,237.334710533,0.878374904385,5.83506544001e-05,382.29609677,147.02188999999998,476.46375,62.641830000000006,0.0422260604855493,0.1287714157549745,0.0090229248824571,False
sim_00133,238.319282705,0.253960262605,5.92121677448e-05,384.128817665,226.0442,283.1735,78.62241999999999,0.0332422988740078,0.7188924511473385,0.0032981419135268,False
sim_00134,238.568860016,0.692328357435,6.05159821767e-05,343.889085336,164.321395,462.59619999999995,70.65929,0.0448672573288976,0.1422519245455556,0.0173553663817416,False
sim_00135,240.150803131,0.464417169926,7.86781365033e-05,312.042470117,219.447,474.16519999999997,82.71558999999999,0.0225665575140742,0.1062136373875521,0.0048213583929744,False
sim_00137,243.936893462,0.545516283598,5.6904291389e-05,360.082453969,173.80563,487.7185,79.28099,0.1063231585050623,0.2959083623099089,0.62888699328258,False
sim_00138,244.346847818,0.692297386822,7.87344285445e-05,312.797130588,185.77884999999998,505.97169999989995,69.79165,0.1059586001996651,0.1007926808218471,0.5368122869627506,False
sim_00139,244.476502118,0.49526990633,8.73976519147e-05,336.403249939,227.0067,496.04299999989996,78.25226,0.088147934792464,0.0999269221807246,0.3355365515421652,False
sim_00140,246.351544569,0.710899222357,7.68583817855e-05,368.835081824,183.102185,515.46625,69.76327500000001,0.0109608126251984,0.1751301095336842,0.4188431345821216,False
sim_00141,247.324665735,0.977977830338,8.14476523525e-05,343.514293063,159.94629,543.72645,54.84386,0.1612980949501581,1.1048353866449994,0.0036055293566662,False
sim_00142,248.695097131,0.887957223036,5.04400481913e-05,333.269518536,130.51316999999997,444.9035999999,62.75744,0.0493502385625643,0.1221419891251815,0.0117766905065121,False
sim_00143,52.5445860993,0.633129978235,4.5e-05,300.0,94.39849,162.3146,22.84292,0.021175453195303,0.1274947125745555,0.0044591742055665,False
sim_00144,53.4525830151,0.394191978834,4.5e-05,300.0,111.94405,174.86675,30.79568,0.0250437810681615,0.1869865939233443,0.0038323865136333,False
sim_00145,55.2363598851,0.252312006514,4.5e-05,300.0,132.29475,173.65035,38.651335,0.0379848591011257,0.1206282362772706,0.0039628037520241,False
sim_00146,59.3859586774,0.222677981218,4.5e-05,300.0,138.9932,178.49470000000002,38.8958,0.0193535681930637,0.3437505728688966,0.0060138618450196,False
sim_00147,63.4364244112,0.87794698955,4.5e-05,300.0,86.30895,180.8454499999,22.88304,0.0241836673288181,0.1084269512711876,0.0051587195930851,False
sim_00148,67.3007401579,0.639039009111,4.5e-05,300.0,102.77328,198.3827,30.81749,0.0230348162905782,0.0963128290234977,0.0061454539496193,False
sim_00149,71.6599397131,0.537693260466,4.5e-05,300.0,111.90635999999999,208.45039999990001,34.812685,0.0262603376485679,0.1361264685961734,0.0043373704944368,False
sim_00150,71.8781037338,0.56768277259,4.5e-05,300.0,110.2117699999,209.8610999999,34.85407,0.0150249913621261,0.1267424630762842,0.0053389455149891,False
sim_00151,72.876222127,0.956216556443,4.5e-05,300.0,88.51039,201.0758499999,26.83881,0.0184475073580288,0.1157810914631174,0.0050902767012896,False
sim_00152,74.5163352518,0.201002332148,4.5e-05,300.0,154.67672999989998,194.41685,50.746759999999995,0.0268171352091764,0.1815953585441294,0.0085027069925289,False
sim_00153,76.2867092863,0.693142102976,5.97726511316e-05,352.808802476,112.644275,209.6054499999,26.6876,0.071538030988387,0.6934816733803546,0.0793585125997784,False
sim_00154,77.1412079225,0.963213148682,8.58459875102e-05,347.110895162,96.9738,278.4372999999,15.102659999999998,0.1422161962565056,3.2622031953197057,0.0946198747555582,True
sim_00155,77.2146242418,0.855104240805,5.17451748821e-05,369.375740917,97.38725,216.4451999999,26.80431,0.682613924266246,0.4239470267123924,0.0109487531110612,False
sim_00156,77.6071708937,0.433253784538,7.48831675656e-05,344.207921637,153.15903,239.4717499999,30.78383,0.520959457708711,0.0988774060675679,0.0049281870777851,False
sim_00157,78.18378444,0.804643363326,4.5e-05,300.0,96.69903000000001,217.60660000000001,30.818129999999996,0.0166874940359784,0.0920048534051341,0.008845712512019,False
sim_00158,78.3109819881,0.819836919071,8.42620704062e-05,359.367913591,98.36163499999999,219.0712,18.77861,0.4841834378923833,0.6076851252709236,0.0025557095924502,False
sim_00159,79.1315856604,0.738156089448,4.61026192486e-05,370.648100327,101.41693000000001,219.6081499999,30.97721,0.0249368374631857,0.3492857467056189,0.0251171597362525,False
sim_00160,82.6239965333,0.567384090403,6.29636633496e-05,368.216750002,133.74093,224.02679999990002,29.70513,0.1473477331560289,0.3795421797262887,0.3676286260807916,False
sim_00161,83.4130417347,0.322492976823,7.74299080266e-05,371.281013063,178.4476,244.6236,38.774775,0.1619858636789685,0.1766746927799463,0.0042607204055946,False
sim_00162,85.9171141482,0.437191097118,7.49853263212e-05,320.146293033,159.08109000000002,255.64244999999997,34.748655,0.0274380213953055,0.2072227317338861,0.00370794095566,False
sim_00163,88.5362444224,0.501389667448,5.57799721508e-05,306.707884961,134.812955,240.3246,35.046245,0.070558715489943,0.3858673749622161,0.4507780333040296,False
sim_00164,89.9091669401,0.254822282222,4.87644701271e-05,380.329545658,160.34294,211.0517999999,46.795790000000004,0.1080044654589257,0.3537987094699574,0.0023810688961422,False
sim_00165,90.076179662,0.77719101666,5.40074605054e-05,384.823624425,111.6275,249.1196,31.75458,0.0233518660428621,0.3964353435899698,0.1701868402928314,False
sim_00166,90.3577538021,0.606625134218,7.79676391387e-05,345.062824899,142.11724,242.30215,26.793985,0.0193365186867491,0.5866534304256427,0.003872745694249,False
sim_00167,91.2790923782,0.717805590808,4.80270969425e-05,305.576577078,109.30343500000001,237.6539,34.791975,0.0373052026816011,0.4352869843430655,0.0168476652267632,False
sim_00168,92.0306358058,0.635786516528,6.85874395416e-05,348.651765165,134.64367,250.06079999999997,30.767740000000003,0.0715951311735726,0.627930965145867,0.0205388716772157,False
sim_00169,93.2349412886,0.318136092994,6.37701091846e-05,373.005608841,171.91662,255.39639999989998,42.82515,0.1145300096130436,0.4102000232779036,0.0022341406757673,False
sim_00170,93.7887593651,0.596649793105,4.5e-05,300.0,118.39426,250.5664,46.08216,0.0114362864269644,0.1062611218969731,0.0110056657848869,False
sim_00171,95.3163706926,0.805137875644,4.85393429372e-05,366.295455669,105.71771,253.2688999999,34.8804,0.2647174405739756,0.4197236429363064,0.0092096370297007,False
