simulation_id,P,VX,LS,ST,selected_width_target_um,selected_length_target_um,selected_depth_target_um,width_target_summary_uncertainty_um,length_target_summary_uncertainty_um,depth_target_summary_uncertainty_um,phase1_unstable_window_flag
sim_00172,96.3048792257,0.802808589305,5.4654094879e-05,371.269771919,111.75426,262.3758499999,34.68289,0.0174816885997464,0.304738434760026,0.0344765536056702,False
sim_00173,97.6596954152,0.666705631564,4.5e-05,300.0,112.84435,257.63030000000003,42.79696,0.0215116042718041,0.1589120123079123,0.0044256967874573,False
sim_00174,98.2720448178,0.404108184606,6.2082238115e-05,312.013044035,159.919655,271.6671999999,42.82524,0.0184652562112465,0.0818516286818694,0.0066488339210809,False
sim_00175,98.5137427197,0.87794698955,7.93698578539e-05,325.506902574,108.88113,233.0592,26.81054,0.2919241503544542,0.3498336238157544,0.0045191886384061,False
sim_00176,98.6430415843,0.873233253177,7.66258838728e-05,323.115187787,118.00088000000001,265.9048499999,26.82025,0.0139463042151105,0.5384612651963193,0.0053638023570364,False
sim_00177,99.0936052974,0.300439480401,4.95355776339e-05,340.036700638,159.27292500000001,234.5134,50.67512,0.0155067231196312,0.2984057572428884,0.0054141059671888,False
sim_00178,99.5435087092,0.559592851831,4.5e-05,300.0,120.42431499999999,259.8294,50.253045,0.01848912254538,0.1139258490533448,0.0082291061921109,False
sim_00179,99.7580068976,0.617169232141,5.71058654975e-05,337.763092798,127.81916999999999,265.44239999999996,38.26238,0.0236830910421891,0.6289016583558699,0.2299451587166211,False
sim_00180,100.408926704,0.564694322144,6.38706769001e-05,381.633419878,143.24009,269.25374999999997,35.697935,0.0589015202491651,0.4582178894887194,0.2699628323994631,False
sim_00181,102.025474754,0.424029390103,7.94734719352e-05,354.238131711,175.93614,289.88505,38.81103,0.0149552652749735,0.1318005842656862,0.0033513678406293,False
sim_00182,102.449509144,0.918837420936,5.51471704636e-05,339.471112188,108.36396999990001,272.8486,34.705600000000004,0.08371276270356,0.2053515158481264,0.0135789287137989,False
sim_00183,110.110895975,0.451651242475,8.6859144947e-05,349.969995372,182.68797999999998,303.4945999999,38.797700000000006,0.017273867040228,0.2484226544398026,0.0039454950986088,False
sim_00184,110.131967455,0.225166085115,5.63312318207e-05,326.092691949,183.0830599999,215.1016,54.712819999999994,0.0281972040349901,0.3411859579686595,0.0071688925050871,False
sim_00185,118.139890353,0.847347819728,5.08934239386e-05,372.913421628,113.871955,304.289,42.579249999999995,0.2296261915032387,0.2468124893216084,0.1878831181823484,False
sim_00186,121.661876009,0.281641526906,7.16631028882e-05,330.429005364,201.9856,273.8307,54.80547,0.046961498042085,0.4297020791505335,0.0050621630635688,False
sim_00187,126.512169142,0.57236868357,7.44940442576e-05,386.738254947,164.75191,328.1825,42.799980000000005,0.3089907657099641,0.2881990768666962,0.0271511729417685,False
sim_00188,128.682231034,0.601925389683,8.082715257e-05,394.322355105,167.303,330.7109,41.970749999999995,0.0464816809039199,0.2679202371265123,0.4678147264309786,False
sim_00189,129.569646497,0.287154347682,6.5197985882e-05,393.701994752,199.20185,276.6939999999,58.732130000000005,0.0446930585907695,0.6950437823886464,0.0025684555667553,False
sim_00190,131.049819122,0.780196421599,5.30845028915e-05,389.742843455,124.58859,334.5659999999,46.768860000000004,0.0410047964875034,0.2035368026452673,0.0070330985737078,False
sim_00191,132.12166853,0.788188085218,6.42596953306e-05,382.443068729,135.41631,345.95029999999997,42.746210000000005,0.026735256060823,0.1407097430550642,0.0060067466350656,False
sim_00192,134.93654729,0.343298656719,5.9412954069e-05,389.435734624,188.14419,299.89680000000004,58.78432,0.0251465738365259,0.3582577353384854,0.0028720362321248,False
sim_00193,137.056736091,0.84145784316,6.02926393206e-05,342.992007776,127.56222,343.9081,42.83726,0.025789796742713,0.16855348498908,0.0044247759032055,False
sim_00194,139.185905374,0.93275027917,8.26285474625e-05,371.150203889,135.709645,363.30854999999997,34.844680000000004,0.0362596970243854,0.3871604606002712,0.0040676714572057,False
sim_00195,140.314676599,0.596196399995,8.19973378232e-05,342.525649343,173.04619,348.6468999999,44.544525,0.031880518311459,0.3351184249447898,0.3240737196806635,False
sim_00196,141.451666054,0.378275685755,6.85388508408e-05,315.145948826,191.54032,334.7715,62.305429999999994,0.0128431903398105,0.2553981773953712,0.0107532585734511,False
sim_00197,145.199982561,0.253198682602,7.7513591008e-05,398.693210886,227.3124,274.92519999999996,58.84488,0.3908964882402967,0.7019087715837833,0.0052046750536829,False
sim_00198,149.381043177,0.292260061908,7.79529508561e-05,384.444199936,226.0234,306.52430000000004,62.710519999999995,0.0584522258598926,0.5741027008783982,0.0021130997379687,False
sim_00199,150.755371566,0.566215971452,6.88880703989e-05,365.237346809,167.63282999999998,368.42744999999996,52.424895,0.0174066192148305,0.2571385769939396,0.4798624965762077,False
sim_00200,155.08939981,0.967429278716,6.89242148544e-05,322.599938314,135.0750499999,378.0697999999,42.7637,0.0164364915211285,0.1395093608449511,0.0079564897698997,False
sim_00201,156.536166657,0.9922713524,8.48527663575e-05,399.457924021,141.259585,407.9838,38.79092,0.1589857745358274,0.1605000403111384,0.0045468303317509,False
sim_00202,162.201106716,0.908426857038,8.56302518524e-05,395.218711567,151.491825,411.7458499999,42.755205000000004,0.0223946011821173,0.1594533560927731,0.0061286368046464,False
sim_00203,165.961555057,0.261983014715,5.47380727674e-05,307.441799119,200.75570999989998,260.29440000000005,66.72152,0.0535602224921116,0.802145553470856,0.0027875268888228,False
sim_00204,171.793878697,0.802872637148,7.56304072004e-05,389.149112673,159.232705,419.05935,50.749825,0.0118076286393697,0.1338382026119507,0.007624775609399,False
sim_00205,178.179131994,0.674364285322,6.39772031663e-05,392.701744041,159.315025,416.34369999999996,58.966555,0.0144843709082447,0.1084047471271899,0.2105391145320704,False
sim_00206,180.4231768,0.853402947533,8.92029044014e-05,332.421625378,167.258645,423.92789999999997,46.819025,0.0161901067251776,0.140198261008403,0.0023717928930357,False
sim_00207,181.628478787,0.952936233186,6.91719476824e-05,399.362560559,143.159445,438.48655,50.385920000000006,0.0213003564303637,0.139449441342634,0.0147979435044816,False
sim_00208,188.623199531,0.253450423389,5.98563054886e-05,373.9812389,214.82080000000002,271.544,70.71277500000001,0.0148379393072548,0.6163079875402964,0.0027349376921533,False
sim_00209,189.966894809,0.644468304217,6.74843907822e-05,388.1301819,167.59313999999998,431.6813,62.75649,0.0201566815142003,0.1133757489743799,0.1852398468962935,False
sim_00210,191.425479448,0.407642571095,6.68635438353e-05,376.486404344,204.195,390.5658,74.73629500000001,0.0424577493840123,0.2836392258154745,0.0055748650112969,False
sim_00211,194.299416559,0.806548050335,7.3474496565e-05,381.946978961,161.6160599999,452.0165999999,54.766270000000006,0.4259311473616197,0.1238677686550558,0.002593516399607,False
sim_00212,196.499083559,0.373706074139,6.49065899682e-05,353.001345311,207.4467,370.77355,74.72211,0.0199053349942295,0.46134512982324,0.0050121409301125,False
sim_00213,199.092557979,0.316505824784,5.93128195415e-05,330.512210532,208.8789,326.3569999999,74.78072999999999,0.0706793872979777,0.6744702600495762,0.0037423485387085,False
sim_00214,202.623346674,0.47308497906,5.69403778977e-05,355.073751689,181.36524,402.6010999999,78.71352,0.0276074708086224,0.2514366184686967,0.4341462272644533,False
sim_00215,205.507001181,0.303336340291,4.80706805647e-05,333.622908766,186.88279,299.9695,74.74495499999999,0.1460539404493282,0.8738660748859126,0.0036280919111058,False
sim_00216,207.940614893,0.318461267696,7.4904937331e-05,370.987623474,233.70905000000002,354.9286,74.78965,0.0446244443804348,0.6913308367623694,0.0015614068388903,False
sim_00217,210.464738138,0.237113609615,6.46217439158e-05,306.057190902,229.6666,265.17940000000004,70.85820000000001,0.5287252335119476,0.7240865480578422,0.0068233259968225,False
sim_00218,213.87237204,0.329966780459,7.13970627017e-05,390.008507958,231.23449999989998,360.6214,78.72033,0.0477998566268462,0.7166896725259623,0.001775930124079,False
sim_00219,218.352277735,0.662592791038,5.96508880483e-05,307.55260089,159.469165,435.58509999999995,66.73003,0.014573881931008,0.0982174850236446,0.0568614043744304,False
sim_00220,218.623352015,0.878480487228,8.13012329394e-05,381.006435488,171.45637,492.01249999999993,54.88171,0.0397196478281309,0.176152155000679,0.004830027210618,False
sim_00221,222.052357041,0.997941039436,5.29599486117e-05,383.923575745,126.77582499999998,450.88829999999996,57.83656,0.0174494295099396,0.1639343921918963,0.2150630336203062,False
sim_00222,223.161294482,0.578452940205,4.86833733719e-05,359.100984903,151.72511,430.2324,82.64709,0.0151588553955839,0.0997148369008105,0.3725045489288526,True
sim_00223,225.511353261,0.242923031869,6.38341457094e-05,340.774386379,232.3887,275.9694,74.68625,0.0355601569812204,0.6616117709613316,0.0027118693664922,False
sim_00224,226.648480029,0.577602942666,6.93800013331e-05,342.653362063,187.67103,461.3197,70.60906,0.0931629048682305,0.0745644396497457,0.0460119956305901,False
sim_00225,227.690023792,0.392329282459,7.92871102354e-05,391.94840599,235.17109999989998,439.83770000000004,86.77511,0.024366410681489,0.4950772405777043,0.0034545132556798,False
sim_00226,228.907235932,0.414638318501,7.95917332413e-05,340.25610662,228.77005,450.1215,82.768745,0.0245753918000146,0.2193897751013674,0.0035093829837957,False
sim_00227,234.345987256,0.872091919433,7.00578367301e-05,333.182550298,159.00522,486.5945,58.83496,0.027296323488881,0.3188438324440656,0.0135535861708914,False
sim_00228,235.890696826,0.62852965691,7.09715556056e-05,349.581827429,183.330905,481.3407999999,70.88499999999999,0.0167040462847317,0.0836848890200686,0.1545477855043876,False
sim_00229,236.206080041,0.584146530445,8.43378292301e-05,319.849522294,204.8244,496.0947,70.73367999999999,0.0211388259675557,0.1770586001841214,0.0549526784633887,False
sim_00230,240.318887809,0.361018894241,4.85509578057e-05,398.513006139,190.84322,377.2146499999,94.365085,0.012952441804978,0.8084384216523869,0.1226907401607643,False
sim_00231,243.325077963,0.998321353283,5.70160449472e-05,337.156153016,131.2863399999,520.7354999999001,58.81433,0.0509695239836975,0.9565031096553764,0.0040284172050516,False
sim_00232,246.298220115,0.718479932945,4.8795144948e-05,311.768373355,143.21159,429.25925,70.584725,0.0123797643103079,0.1709227436030721,0.0332285202619248,False
sim_00233,246.882256304,0.912145169038,8.52944569156e-05,321.903093968,174.98355,524.9916999999999,58.66828,0.0202609747735685,0.3602543622839955,0.0078252470599655,False
sim_00234,76.6986127633,0.686212461643,6.4052091323e-05,393.159111444,118.72939,219.76449999989998,26.57544,0.0610058619734025,0.4434515529240411,0.0900769988328423,False
sim_00235,78.6311637963,0.75889512334,7.24228839444e-05,395.823418581,117.789355,222.5017999999,22.797204999999998,0.0453887929652106,0.7646202115771357,0.0057019404307436,False
sim_00236,80.5741190929,0.403249617425,8.97039861056e-05,397.637850573,174.28882000000002,251.34715000000003,26.91556,0.0198024694876178,0.1219376180682179,0.008386621519953,False
sim_00237,91.4898167395,0.477122889388,7.769973149e-05,351.010780102,159.37014999989998,259.0113,33.61417,0.0467126902930983,0.2837270954938847,0.5329905820283577,False
sim_00238,92.2921456709,0.425581954559,4.53091383738e-05,356.588229582,135.7975599999,243.2096499999,46.218185000000005,0.0133801456301222,0.1016815080676699,0.0291817463663412,False
sim_00239,92.9578294978,0.909619863772,6.47386544357e-05,309.507384821,109.40482,248.2754,26.821479999999998,0.0371050711102478,0.4615382694504703,0.0028235119986309,False
sim_00240,93.7392388905,0.76284290369,5.63100861802e-05,349.958485388,116.53727999990001,255.3211,33.256665,0.1577928856474508,0.4034235984463576,0.6516151717681422,False
sim_00241,97.5646849269,0.800614374072,8.74302358335e-05,345.052442693,125.20532999999999,264.7064,22.85191,0.0472876104873275,0.7485679474842395,0.0042021117496698,False
sim_00242,97.9405338961,0.913267755474,7.48831340213e-05,390.809181728,113.81926,280.1191999999,26.84932,0.0601951089840465,0.415797011178497,0.002831048539263,False
