seq,model,to_n,mean_delta_q20,lo,hi,frac_runs_decrease
MARGIN,M3,20,0.005882352941176472,-0.01608890359186009,0.02785360947421304,0.2
MARGIN,M3,24,-1.1102230246251566e-17,-0.018703175612723198,0.018703175612723177,0.15
MARGIN,M3,28,0.01764705882352941,-0.006158197326333572,0.0414523149733924,0.1
MARGIN,M3,32,0.002941176470588225,-0.0166302468785297,0.02251259981970615,0.2
MARGIN,M3,36,0.005882352941176472,-0.0229715010759365,0.03473620695828944,0.2
MARGIN,M3,40,-0.011764705882352932,-0.02234481972673648,-0.0011845920379693863,0.2
MARGIN,M3,44,0.002941176470588236,-0.0166302468785297,0.022512599819706172,0.15
MARGIN,M3,48,0.005882352941176466,-0.012632846286494748,0.024397552168847682,0.15
MARGIN,M3,52,5.551115123125783e-18,-0.01672862882606614,0.016728628826066155,0.1
MARGIN,M3,56,0.008823529411764697,-0.006313337819939436,0.02396039664346883,0.05
MARGIN,M3,60,-0.005882352941176461,-0.020126267123739158,0.008361561241386237,0.2
MARGIN,M3,64,0.0,-0.008364314413033078,0.008364314413033078,0.05
MARGIN,M3,68,0.0029411764705882305,-0.00721724808788083,0.01309960102905729,0.05
MARGIN,M3,72,0.002941176470588236,-0.007217248087880831,0.013099601029057304,0.05
MARGIN,M3,76,0.005882352941176472,-0.0020527324421111947,0.01381743832446414,0.0
MARGIN,M3,80,0.0029411764705882305,-0.0028235294117647,0.00870588235294116,0.0
MARGIN,M3,84,0.002941176470588236,-0.0028235294117647065,0.008705882352941178,0.0
MARGIN,M3,88,-0.002941176470588236,-0.008705882352941178,0.0028235294117647056,0.05
MARGIN,M3,92,0.0,0.0,0.0,0.0
MARGIN,M3,96,0.0,0.0,0.0,0.0
MARGIN,M3,100,-0.002941176470588236,-0.008705882352941178,0.0028235294117647065,0.05
MARGIN,M3,104,-0.0029411764705882305,-0.00870588235294116,0.0028235294117647,0.05
MARGIN,M3,108,-0.005882352941176472,-0.01381743832446414,0.0020527324421111947,0.1
MARGIN,M3,112,0.0,0.0,0.0,0.0
MARGIN,M3,116,0.0,0.0,0.0,0.0
MARGIN,M3,120,0.0,0.0,0.0,0.0
MARGIN,M3,160,0.002941176470588236,-0.0028235294117647065,0.008705882352941178,0.0
MARGIN,M3,200,-0.002941176470588236,-0.008705882352941178,0.0028235294117647065,0.05
MARGIN,M3,260,0.0,0.0,0.0,0.0
MARGIN,M3,324,-0.005882352941176472,-0.017411764705882356,0.005647058823529413,0.05
