simulation_id,numeric_simulation_id,target_definition,target_definition_label,aggregation,window_fraction,cutoff_fraction_of_positive_x_domain,source_bounds_path,source_time_path,source_iteration_path,bounds_sha256,time_sha256,iteration_sha256,experiment_details_sha256,finite_row_count,sentinel_row_count,non_finite_row_count,unordered_row_count_after_sentinel_filter,valid_melt_row_count,invalid_or_no_melt_row_count,window_observation_count,window_start_row_index,window_end_row_index,window_start_time_s,window_end_time_s,first_valid_time_s,final_recorded_time_s,laser_exit_time_s,requested_cutoff_time_s,applied_cutoff_time_s,nominal_window_start_time_s,recording_ended_before_requested_cutoff,minimum_50_row_fallback_used,fewer_than_50_valid_rows,selected_rows_after_90pct_cutoff,selected_rows_after_full_domain_exit,selected_row_indices_sha256,controlled_cutoff_respected,window_start_iteration,window_end_iteration,valid_row_indices_sha256,sentinel_rows_excluded,aligned_bounds_time_iteration,t5_exact_final_50_rule
sim_00001,1,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00001/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00001/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00001/monitor/iter.dat,8068D4BD0D5FC19533F15AE748B3620812005881B037F6731D5D61B81EE6333F,8A32FF6247783B90B198B8A7B6E161F79A07D6C3B5E46671B7A3AD95E054EEAD,5C2AFFC0ED7B52FA47AF4E077F2FBFDE4E3DD3E31B47D16688F08D58EEC95088,B3078E1E6700108F2B1C91E480B0B16D9B0155BDE584E8E43214783B1C3DC0E4,68796,111,0,0,68685,111,13744,55052,68795,0.001000422,0.001250006,2.018181e-06,0.001250006,0.002313209700594757,0.002081888730535281,0.001250006,0.0010004084361999999,True,False,False,0,0,1B1D2470D637D4E4AECA3AE6B9669E69466A26BE817A10C296B88873649FED63,True,55052.0,68795.0,BEFFDDE85B6DC87F67C837A974F9CD2071585278F1F3686CC11FD7D20B0D12CA,True,True,True
sim_00002,2,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00002/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00002/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00002/monitor/iter.dat,78721E44C1C3D0211120526B4C9D63B457055C4B6C70894F38BDF74B4FA39098,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,392F04987334245DC767899C1D7AB716CD6741367DCC3BBA41D32B11453AE07B,115600,36791,0,0,78809,36791,10906,54593,65498,0.0009920863,0.00119013,0.0001997951,0.002100003,0.0013223794056303811,0.001190141465067343,0.001190141465067343,0.0009920721920538744,False,False,False,0,0,CBB3C9B01A59DA1DC5ADCE3F6F2F56D9B0F8477AA6467B86F198F7430135C87C,True,54593.0,65498.0,DC3C4695FC353AE2B3292696C16E8FE7591DA8DDD6AAAFFE7319F34E1B655CF2,True,True,True
sim_00003,3,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00003/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00003/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00003/monitor/iter.dat,6E3E1F14202F1C189C0DAF9FD8ECF009AE1EFFB0F535B053BE0AD59EEA1654C0,8A32FF6247783B90B198B8A7B6E161F79A07D6C3B5E46671B7A3AD95E054EEAD,5C2AFFC0ED7B52FA47AF4E077F2FBFDE4E3DD3E31B47D16688F08D58EEC95088,2309130AB30B3C435BD0A5709F44653DE852192CD98041EE00277BDE38511C95,68796,15158,0,0,53638,15158,10732,58064,68795,0.001055122,0.001250006,0.0002755751,0.001250006,0.0018965978331840422,0.001706938049865638,0.001250006,0.00105511982,True,False,False,0,0,FB24A5439057310DBB7753BD3A4CBED25BB31F934769156EAC9B2B93EBBA0E3B,True,58064.0,68795.0,CA28BB5426ECB68CCF325F328507B0E9D7573DC2AD2E16F56F5C3C76FDCB1B34,True,True,True
sim_00004,4,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00004/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00004/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00004/monitor/iter.dat,535F7B6C7F8EB634AC927B8912AA6DA77E0C9CBEAC6563707BEC133970552F3F,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,ED093CA10254ECED8440D4817016D9492AE738AFF16C19146BC34F65FD28CF59,115600,29173,0,0,86427,29173,17286,98314,115599,0.001786094,0.002100003,0.0005304389,0.002100003,0.003778619457200953,0.0034007575114808576,0.002100003,0.0017860901799999999,True,False,False,0,0,5B255675134446C6D0AF98DC39667BBB3C91423CA1F0ACC2F6E02EEB68BFC881,True,98314.0,115599.0,EA993B824939C1DBD2BCAAE29D71C0A45E6C933CAAC0504D1800AA9EA828DE2A,True,True,True
sim_00005,5,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00005/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00005/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00005/monitor/iter.dat,6C183B36CF6AA854C4B1830CEE396E6511CEAFDAEB9898454A8E53350E7B8E9C,8A32FF6247783B90B198B8A7B6E161F79A07D6C3B5E46671B7A3AD95E054EEAD,5C2AFFC0ED7B52FA47AF4E077F2FBFDE4E3DD3E31B47D16688F08D58EEC95088,401936561877BBCDC69D4CF2372D85B11316D802DF657E4D3F0AA35A2250B8AB,68796,101,0,0,68695,101,13746,55050,68795,0.001000386,0.001250006,1.836364e-06,0.001250006,0.005009792721278005,0.004508813449150204,0.001250006,0.0010003720728,True,False,False,0,0,4B0A7D3621D0D152A6AE78C1381D3178736E2B8B1ED90051A9CFB62BBB6FD880,True,55050.0,68795.0,AD35A7B036F61D3F7AFE8DCC9FE7167319330692E6332F462180F6AC4DED42A3,True,True,True
sim_00006,6,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00006/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00006/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00006/monitor/iter.dat,A41D40E0D48E7413DD9C86AFA21F16673E426164122DA1A798FBAD1E4797FA8F,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,6EF7F09CD918556F5ACDE6E259ED4A3E607D9CB0F51489CF922D754091614EE6,115600,30778,0,0,84822,30778,11594,57682,69275,0.001048185,0.001258723,0.0002059565,0.002100003,0.0013985866508345656,0.001258727985751109,0.001258727985751109,0.0010481736886008874,False,False,False,0,0,72ADA036EFF6051416CE58924DC4275CEA4FA9FCCD7DD47D466777DFF1910B23,True,57682.0,69275.0,098FEEBDD7C5881FE8DB435C66333758B81E0744B82862E82F9EF07F7AB79EB5,True,True,True
sim_00007,7,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00007/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00007/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00007/monitor/iter.dat,D4FBF46B8EA1C1F0D88A9CF5109E4ECA630AF4D767911666B610C7A9B2348C5C,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,83AD693A2DE43A6B0B62EB969F8FE219BE5C8829BF5AF0B1CD91A5DBEDE4A25B,115600,33764,0,0,81836,33764,16368,99232,115599,0.001802766,0.002100003,0.0006138151,0.002100003,0.004420861047833755,0.00397877494305038,0.002100003,0.00180276542,True,False,False,0,0,F36B6DE7C87EDF04CF49C70763B6B5161E0629CFF2C36E4C5DBB00777C14AF92,True,99232.0,115599.0,150D97825AC4CBCC58E9CAFF740DF42F7966971C8531C593BCCCF40D35D5E27A,True,True,True
sim_00008,8,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00008/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00008/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00008/monitor/iter.dat,47AC853081C0EBF6883A6D3BC577A9BDEB0AEDF89081A8A17B99974ACA7740F2,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,795B0F46C69A4032021DD0587153C5FDE7C1B397BDDDF8955DB75E204F78625B,115600,16276,0,0,99324,16276,14311,70867,85177,0.001287635,0.001547516,0.0002480356,0.002100003,0.0017194766093204892,0.0015475289483884403,0.0015475289483884403,0.0012876302787107523,False,False,False,0,0,10AA08B37D902FE8FAB5B483473ECCA21951EA9EF0A1BEB5628E530CF3EED276,True,70867.0,85177.0,C59CBFE8B15A49FD157473CDC4D651459D4EBDCC1E752E271243AD19AEE0B580,True,True,True
sim_00009,9,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00009/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00009/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00009/monitor/iter.dat,F91E8E16454EDA46AAE6C266AAAF23C13F96E32C0435465B171442977BF7C153,8A32FF6247783B90B198B8A7B6E161F79A07D6C3B5E46671B7A3AD95E054EEAD,5C2AFFC0ED7B52FA47AF4E077F2FBFDE4E3DD3E31B47D16688F08D58EEC95088,25D534652A4063A499012E0E7711B1314942D49844AB9545C6EF6FF123BC976C,68796,17933,0,0,50863,17933,10176,58620,68795,0.00106522,0.001250006,0.000326052,0.001250006,0.0022540732590726575,0.002028665933165392,0.001250006,0.0010652151999999999,True,False,False,0,0,C896B2FCB091FDC32AEA10490DA9E1F5D7D39FEEC9B1537A15929D020756976C,True,58620.0,68795.0,B094825A9AB7BA2C819DA911A4490A26F07F5D1A9F94C341A09C8F69F3D73A1D,True,True,True
sim_00010,10,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00010/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00010/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00010/monitor/iter.dat,D85A85084DE34F31A93F7A0568AC08D9AB04D8F14D6A0DA7B42A2C6DEA8F6768,8A32FF6247783B90B198B8A7B6E161F79A07D6C3B5E46671B7A3AD95E054EEAD,5C2AFFC0ED7B52FA47AF4E077F2FBFDE4E3DD3E31B47D16688F08D58EEC95088,21538E1C8E28EDD67E63AE7FDDA5CD38D4757850DBA70E0C50982A0F61342C3D,68796,16792,0,0,52004,16792,10404,58392,68795,0.001061079,0.001250006,0.0003052974,0.001250006,0.00213499520950823,0.0019214956885574071,0.001250006,0.00106106428,True,False,False,0,0,26816F39A8D73E24AEBAB951D611E3E43B0E3B8D0C598135E39599CFCBCAEE34,True,58392.0,68795.0,46DC1C97E4450FA8D01D32271F3086DD74253BBB0018E62F437F9162BC08E7EE,True,True,True
