simulation_id,numeric_simulation_id,target_definition,target_definition_label,aggregation,window_fraction,cutoff_fraction_of_positive_x_domain,source_bounds_path,source_time_path,source_iteration_path,bounds_sha256,time_sha256,iteration_sha256,experiment_details_sha256,finite_row_count,sentinel_row_count,non_finite_row_count,unordered_row_count_after_sentinel_filter,valid_melt_row_count,invalid_or_no_melt_row_count,window_observation_count,window_start_row_index,window_end_row_index,window_start_time_s,window_end_time_s,first_valid_time_s,final_recorded_time_s,laser_exit_time_s,requested_cutoff_time_s,applied_cutoff_time_s,nominal_window_start_time_s,recording_ended_before_requested_cutoff,minimum_50_row_fallback_used,fewer_than_50_valid_rows,selected_rows_after_90pct_cutoff,selected_rows_after_full_domain_exit,selected_row_indices_sha256,controlled_cutoff_respected,window_start_iteration,window_end_iteration,valid_row_indices_sha256,sentinel_rows_excluded,aligned_bounds_time_iteration,t5_exact_final_50_rule
sim_00011,11,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00011/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00011/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00011/monitor/iter.dat,817BC90D402C98B3A46C816BF5A83065676FDA4AC4A446E8F743F8C0519737EF,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,24A03ADE193C48937A784C3812336CB3562EA365F084EF74167FA39F3CA703F9,115600,39327,0,0,76273,39327,10623,52688,63310,0.0009574899,0.001150394,0.0001857819,0.002100003,0.0012782253492752327,0.0011504028143477095,0.0011504028143477095,0.0009574786314781676,False,False,False,0,0,8942D5D89DFFD1C1D8CDB31B5E8965D8BB7C03D1E87EB44AF736845B6CE83978,True,52688.0,63310.0,04D4E70C80A8A3B9720A88831605585BE572996FFE22BCA5CA32898A981735F5,True,True,True
sim_00012,12,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00012/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00012/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00012/monitor/iter.dat,FE020DF2DCCBE8213E7D5D592BBC39FF8997FC45FEE74E2430D8A530465E82E4,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,75A32C89D6DB1A9D53873A0B74861B9AB3D1842FD8DAFEA583B578BE875262E0,115600,22303,0,0,93297,22303,18661,96939,115599,0.001761123,0.002100003,0.0004055419,0.002100003,0.002855573840931591,0.002570016456838432,0.002100003,0.0017611107800000001,True,False,False,0,0,8FCFA9AB5EED89B46EBC46A98F5BADCA7ABF58C18E5500993133DE0BF72BCBD0,True,96939.0,115599.0,DE9325446EE520CFB1CD1AF98F2D49D3A846C1EB64AF939FEE2DD17971F2D371,True,True,True
sim_00013,13,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00013/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00013/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00013/monitor/iter.dat,4FCE78A2A77E33A2898B19F02C940E536B747A45F81BE4F4A1AF62D7355F79F3,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,F34F35E8C5CE7FB65970F331FA3EBEDD6A95BB81E2C66FEEAA107160D608CB36,115600,15284,0,0,100316,15284,16282,80398,96679,0.001460725,0.001756401,0.000277867,0.002100003,0.0019515761503308981,0.0017564185352978083,0.0017564185352978083,0.0014607082282382467,False,False,False,0,0,E5A18A206D2155DC7809311B81A5CE87D46C7D2808C699EAE6969D5F26BD2662,True,80398.0,96679.0,517EE54E4E42BAC6AA7C6E59303D318714A92B808A142542DB5E78B61E577345,True,True,True
sim_00014,14,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00014/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00014/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00014/monitor/iter.dat,15E6FA4F065FA127101EEE26093698E4397D2451AD14165A683229BE8AD0579F,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,7ADBFFCDE3BCB23F06786C75D3BA8A9407F70E384060D96B115135BEFAF2DE55,115600,39365,0,0,76235,39365,15247,100353,115599,0.001823124,0.002100003,0.0007155337,0.002100003,0.0052466532232388575,0.0047219879009149715,0.002100003,0.0018231091400000001,True,False,False,0,0,4F8EA39EA9AF4E3DB0D738EA75BAE772A53608BCB30E53BC36F60B85867F85AF,True,100353.0,115599.0,AA9669280CFEE3C9E58CBB522225CD2BCDC5D2991F8FC7440D6A5CF9A04256B4,True,True,True
sim_00015,15,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00015/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00015/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00015/monitor/iter.dat,54DDADF354635CE751A7F71F33DDD41B645D5D08526EE4EC6D6D2313D1B49B70,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,4EFA7FBF8D852A3032552259234F548CE27C1492D2AE6CC6D5CEF00FB0151E6C,115600,17887,0,0,97713,17887,18867,93343,112209,0.001695817,0.002038438,0.0003252153,0.002100003,0.0022649388770179927,0.0020384449893161936,0.0020384449893161936,0.0016957990514529552,False,False,False,0,0,EB5752E696DA2D20F1499A97ADE4BE2427D8942F4F23CA9CD119EC7E7267405D,True,93343.0,112209.0,930AA561AA6A10A65FF66619F6476DF62DA68259D851C9E9B6BB2D29A994F7ED,True,True,True
sim_00016,16,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00016/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00016/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00016/monitor/iter.dat,23D0AE3D67D4BB526BD809F865FB56CF4414431F211D98AE39FCA65862D8C4FC,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,A742C04A57A218A2B932DFF1F3285D72075717060B6EDCDA7DDCB9B0510B205F,115600,30773,0,0,84827,30773,16966,98634,115599,0.001791906,0.002100003,0.0005594962,0.002100003,0.003965019734874618,0.0035685177613871562,0.002100003,0.0017919016399999999,True,False,False,0,0,9A461763427C3D904D76BEB4B562173442F4573E168DE636E13C866E77CCD132,True,98634.0,115599.0,EFB3FE98D67DE08E8642FFA5633AA7DC1C3D0A8A8D2B5D76D18E3FDB632BF1CD,True,True,True
sim_00017,17,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00017/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00017/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00017/monitor/iter.dat,693277288007B6114269DF167A285F6F1F98AB7B3C3C889229FC7CF0D149462E,8A32FF6247783B90B198B8A7B6E161F79A07D6C3B5E46671B7A3AD95E054EEAD,5C2AFFC0ED7B52FA47AF4E077F2FBFDE4E3DD3E31B47D16688F08D58EEC95088,782DEC03B28399AE63E2A33B463372D883648B72FA75983262DE339D6C31CB9C,68796,88,0,0,68708,88,13749,55047,68795,0.001000331,0.001250006,1.6e-06,0.001250006,0.001576168302482169,0.0014185514722339521,0.001250006,0.0010003248,True,False,False,0,0,98177A58492E3F587117F95F7BB4A40A1C36FF7356572407EA449F7201C667BC,True,55047.0,68795.0,C0214D8D110C7AF0513F83E7C966F028DB3662B67B0971E5CEC7B9ADE1C14049,True,True,True
sim_00018,18,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00018/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00018/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00018/monitor/iter.dat,C0B799A9D45C312A57833FBCEFF67A4DBC5CDB2B73DBC6BC973C0A17DEF81E09,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,6654D3D687C15BD7A13611EC84878D0AB2604D7F2FD279DB12DDD64C98E11DEC,115600,35007,0,0,80593,35007,10497,52148,62644,0.0009476831,0.001138299,0.0001851458,0.002100003,0.00126478934610047,0.0011383104114904231,0.0011383104114904231,0.0009476774891923385,False,False,False,0,0,288C0151C22F8C8D95BD51F523E29D2ED2ACE773213C0FCEA510B2FEBFDC39C7,True,52148.0,62644.0,0C86CA6CAE01CB274F77F1E3F0433D324B069603A875256B39FE856A7B259993,True,True,True
sim_00019,19,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00019/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00019/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00019/monitor/iter.dat,D242AB5788163C5A55E96A60B45A67A1483B1F629EED36C63EF0D6D1E367DEFE,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,68D93DBE6D7483A200A70DD1FBA37F8D5876E5AC4BC064EFB14FC4D30E8089F0,115600,22702,0,0,92898,22702,18581,97019,115599,0.001762576,0.002100003,0.0004127997,0.002100003,0.0029278145260436344,0.002635033073439271,0.002100003,0.00176256234,True,False,False,0,0,A3DF45D28D45DDE23498B03BD3EAB64FCD24A10AA5EFEF0CAA6CC7A1A4694B13,True,97019.0,115599.0,0F4460061D1695D6DE20BAE63671244B664740018C551BEA4B6E61FCB13DC188,True,True,True
sim_00020,20,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00020/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00020/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00020/monitor/iter.dat,E70F261B43B994DCC784CD2F370117393A16411BECC68557B72FB9FDC081C077,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,2D152D664AD5A9B618FB1DF089F78CEDC2BE2391AF9F21BCE7CBA5E8B8972699,115600,33547,0,0,82053,33547,11253,55780,67032,0.001013643,0.001217988,0.00019616,0.002100003,0.0013533356018707564,0.0012180020416836807,0.0012180020416836807,0.0010136336333469447,False,False,False,0,0,6557F9FDE719CF442AD2753D1BDB00DF439B5B5D82C5D0CA378600EFE6964794,True,55780.0,67032.0,3D54268097ACDA0934ACDF33AD9BD192FFCDC68634A2783F228E5AC68B73D0A5,True,True,True
sim_00021,21,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00021/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00021/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00021/monitor/iter.dat,205F507D1B0FF7750160DC0A0407A1163B26AEFAEA80E98B20C8A941CF159B0C,8A32FF6247783B90B198B8A7B6E161F79A07D6C3B5E46671B7A3AD95E054EEAD,5C2AFFC0ED7B52FA47AF4E077F2FBFDE4E3DD3E31B47D16688F08D58EEC95088,6382677BEC136D6332366982199157977591614577EC28A830B66B3352948219,68796,85,0,0,68711,85,13749,55047,68795,0.001000331,0.001250006,1.545455e-06,0.001250006,0.006009375736366023,0.005408438162729421,0.001250006,0.001000313891,True,False,False,0,0,98177A58492E3F587117F95F7BB4A40A1C36FF7356572407EA449F7201C667BC,True,55047.0,68795.0,9DBC322EC78F33BAA8F9EF4436BED22A7A1D5D979C5BA4BA63C04A29A8574164,True,True,True
sim_00022,22,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00022/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00022/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00022/monitor/iter.dat,B12123D8DB6102ECC6C8D37695A25AA06046850A5D8D388B3CD0BC5F999739B7,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,8D0401D85B335F904A9CCE38424252F7FFB26456D32E99C5419B4A9607008BF4,115600,23964,0,0,91636,23964,18328,97272,115599,0.001767171,0.002100003,0.0004357553,0.002100003,0.0031745075948259264,0.0028570568353433337,0.002100003,0.0017671534600000002,True,False,False,0,0,359E9692AC1432F95CEC3CC0FE8DF90F12A2A81EEC60D521891EBE197E731B6C,True,97272.0,115599.0,09F5D1B594890EE1FC6E700BB1E8CDDD729F1EF72D7862131CEC17034485510D,True,True,True
sim_00023,23,T0,Current: median over final 20% before 90% +X cutoff,median,0.2,0.9,data/raw/huggingface/sph_dataset/final_data_processed/sim_00023/monitor/position-bounds_melt.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00023/monitor/time.dat,data/raw/huggingface/sph_dataset/final_data_processed/sim_00023/monitor/iter.dat,E673F2E49930FCFFA6AABA89D88CB689A013E539CCC4C650AB8741439A10AAF3,003FB61C38ABB7EF5473CF5A729A1534C5462FE32C36B460A58FEC91EDBE0271,6B810EA6F092AF61DFE2521900DA3F3347F5C65DC4AA6AF758DCD84A2F9F553F,B7B34804E335D60859989C3ED2F3DFBA359C3422D3CB847941E0C6FBE29D80F0,115600,12641,0,0,102959,12641,13474,66512,79985,0.001208545,0.001453225,0.0002298026,0.002100003,0.0016146985649076067,0.001453228708416846,0.001453228708416846,0.001208543486733477,False,False,False,0,0,A38726EA56B0E147F3814EE2267D1ED3648CC22CD0DCBC80F45A2687ED7616AF,True,66512.0,79985.0,E48CC287D78527E4BD1B5C65B4C35F4BEB2573BB99BD15EA346252C78E0205E2,True,True,True
