simulation_id,numeric_simulation_id,target,target_label,target_definition,target_definition_label,aggregation,available,target_value_m,target_value_um,window_observation_count,within_window_cv,within_window_relative_trend,within_window_absolute_relative_trend,window_unstable,instability_cv_threshold,in_target_modelling_population,minimum_50_row_fallback_used,fewer_than_50_valid_rows,selected_rows_after_90pct_cutoff,selected_rows_after_full_domain_exit,sentinel_rows_excluded,P,VX,LS,ST
sim_00020,20,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.280561e-05,42.80561,11253,0.023660975903678248,-0.05629782358563457,0.05629782358563457,False,0.15,True,False,False,0,0,True,124.939831153,0.895565001264,4.79284796095e-05,395.904294171
sim_00021,21,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,7.479356e-05,74.79356,13749,0.025106876926278367,0.07690600842914208,0.07690600842914208,False,0.15,True,False,False,0,0,True,126.228008246,0.201684842681,4.5e-05,300.0
sim_00022,22,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.078823e-05,50.78823,18328,0.0013293954549584148,-0.0016968351384389273,0.0016968351384389273,False,0.15,True,False,False,0,0,True,126.429096271,0.381791494837,8.54596605095e-05,336.470624887
sim_00023,23,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,3.4760244999999996e-05,34.760245,13474,0.02845286712806971,-0.06380884186543531,0.06380884186543531,False,0.15,True,False,False,0,0,True,129.840936159,0.750604494449,8.84568803437e-05,319.185657099
sim_00024,24,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.4766359999999995e-05,54.76635999999999,13750,0.0023598915063014125,-0.0011296788801097397,0.0011296788801097397,False,0.15,True,False,False,0,0,True,133.003569327,0.736244453131,4.5e-05,300.0
sim_00025,25,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.6692314999999994e-05,46.692314999999994,12360,0.03526808813047582,-0.10270343047570649,0.10270343047570649,False,0.15,True,False,False,0,0,True,133.058435031,0.81650327798,4.78587303962e-05,362.382821566
sim_00026,26,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.205676e-05,62.056760000000004,13751,0.026831836141225234,0.06398041124941381,0.06398041124941381,False,0.15,True,False,False,0,0,True,133.757797566,0.645163458122,4.5e-05,300.0
sim_00027,27,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.08492e-05,50.8492,13751,0.020174613319019482,0.039114289821413004,0.039114289821413004,False,0.15,True,False,False,0,0,True,134.442185153,0.806363522352,4.5e-05,300.0
sim_00028,28,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.930793e-05,49.30793,15540,0.05792200030119953,-0.18851233662506434,0.18851233662506434,False,0.15,True,False,False,0,0,True,135.171981101,0.652238458987,5.89001447273e-05,362.997098414
sim_00029,29,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,0.0001191028,119.1028,13751,0.19786997777929016,0.608732060437075,0.608732060437075,True,0.15,False,False,False,0,0,True,135.208661893,0.295797438033,4.5e-05,300.0
sim_00030,30,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.278062e-05,42.780620000000006,12348,0.01371010144459353,-0.025456295796961965,0.025456295796961965,False,0.15,True,False,False,0,0,True,136.115095044,0.8200930762,6.39666133344e-05,362.502989524
sim_00031,31,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.880416e-05,58.804159999999996,17916,0.0012326521746226324,-0.0004260339016890956,0.0004260339016890956,False,0.15,True,False,False,0,0,True,136.984349172,0.357723834949,5.17808569448e-05,373.061688931
sim_00032,32,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,3.8749285e-05,38.749285,14324,0.014709479704405027,-0.02808554712684486,0.02808554712684486,False,0.15,True,False,False,0,0,True,137.340072051,0.708357837186,8.48461574474e-05,331.337392673
sim_00033,33,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.825875e-05,58.25875,19137,0.03820856885020991,-0.12155425003113306,0.12155425003113306,False,0.15,True,False,False,0,0,True,137.601432421,0.461948695475,6.48780591522e-05,397.490087405
sim_00034,34,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.6733375e-05,46.733375,2234,0.0013925192512224257,0.0009734542073189898,0.0009734542073189898,False,0.15,True,False,False,0,0,True,138.247900083,0.876957934743,4.5e-05,300.0
sim_00035,35,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,3.879481e-05,38.79481,12461,0.014395313967716088,-0.029917778511187185,0.029917778511187185,False,0.15,True,False,False,0,0,True,139.278080234,0.813607985113,8.25985701782e-05,356.830860854
sim_00036,36,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,8.61642e-05,86.1642,13751,0.3571923135715003,1.0249545195624936,1.0249545195624936,True,0.15,False,False,False,0,0,True,140.119887795,0.222892199661,4.5e-05,300.0
sim_00037,37,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.274968e-05,42.74968,16610,0.032897262114561655,-0.08930579615797368,0.08930579615797368,False,0.15,True,False,False,0,0,True,140.320645521,0.612281673664,8.56006119926e-05,348.910931315
sim_00038,38,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,0.0001222005,122.20049999999999,13751,0.19829407831128731,0.6560193610561166,0.6560193610561166,True,0.15,False,False,False,0,0,True,140.539865228,0.255658736827,4.5e-05,300.0
sim_00039,39,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.832933e-05,58.32933,10403,0.007219287870433572,-0.013939157034364363,0.013939157034364363,False,0.15,True,False,False,0,0,True,140.573028588,0.551169304036,6.78791919712e-05,377.8442615
sim_00040,40,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.684275e-05,46.84275,12166,0.002035011752560631,0.003456477342899384,0.003456477342899384,False,0.15,True,False,False,0,0,True,140.974625597,0.98622838083,4.5e-05,300.0
sim_00041,41,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.874863e-05,58.74863,8339,0.02606270652571361,0.07301334159179085,0.07301334159179085,False,0.15,True,False,False,0,0,True,143.879945116,0.336279357485,6.76007351295e-05,398.207663754
sim_00042,42,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.650832e-05,46.50832,11031,0.03623339860169143,-0.11104754327691743,0.11104754327691743,False,0.15,True,False,False,0,0,True,143.909481867,0.917293492006,5.50242100517e-05,352.206869428
sim_00043,43,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.873507e-05,58.73507,15211,0.0014325014380956837,0.001624893494281796,0.001624893494281796,False,0.15,True,False,False,0,0,True,144.684844876,0.221020126644,8.32765690701e-05,337.418493583
sim_00044,44,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.985055e-05,49.850550000000005,17887,0.05163734072222105,-0.16764093871812513,0.16764093871812513,False,0.15,True,False,False,0,0,True,144.999955433,0.569412101686,7.52189895652e-05,349.795043891
sim_00045,45,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.335957e-05,53.35957,19501,0.051398524744251814,-0.16701306799502438,0.16701306799502438,False,0.15,True,False,False,0,0,True,145.249113956,0.501139719932,7.51242767898e-05,325.186450026
sim_00046,46,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.249203e-05,62.49203,17415,0.00647700067224745,-0.012957959034714053,0.012957959034714053,False,0.15,True,False,False,0,0,True,145.536707456,0.311971481812,7.55813970315e-05,356.422554756
sim_00047,47,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.6563704999999996e-05,46.563705,10312,0.03567598836162725,-0.10722572731581823,0.10722572731581823,False,0.15,True,False,False,0,0,True,146.427721311,0.978546391515,4.61745657385e-05,377.807319924
sim_00048,48,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.273913e-05,62.73913,14186,0.0011597034367615206,-0.0022834892336439662,0.0022834892336439662,False,0.15,True,False,False,0,0,True,149.217972816,0.206404715799,4.87379527164e-05,365.118947745
sim_00049,49,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.444253e-05,54.44253,13515,0.0031333691266973314,0.004801115349399287,0.004801115349399287,False,0.15,True,False,False,0,0,True,149.254341218,0.887957223036,4.5e-05,300.0
sim_00050,50,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.475336e-05,54.75336,19523,0.05945748623506024,-0.20168694889339975,0.20168694889339975,False,0.15,True,False,False,0,0,True,149.73987868,0.504680707931,6.9723584777e-05,320.536129041
sim_00051,51,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.2751915e-05,62.751915,15766,0.0008958278410330698,-0.00044718696886408046,0.00044718696886408046,False,0.15,True,False,False,0,0,True,149.779509657,0.251536582152,4.84927831067e-05,381.35096431
sim_00052,52,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,3.8800575e-05,38.800575,11824,0.002982932942667301,-0.0001348730727454766,0.0001348730727454766,False,0.15,True,False,False,0,0,True,150.924001842,0.859014749555,8.54585725094e-05,302.841995718
sim_00053,53,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.239804e-05,42.39804,10184,0.027605886162641365,-0.06859983348664236,0.06859983348664236,False,0.15,True,False,False,0,0,True,151.505871803,0.995509859725,6.72580848008e-05,301.996554082
sim_00054,54,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.0221e-05,60.221,10647,0.02392441134006924,-0.04407060376025705,0.04407060376025705,False,0.15,True,False,False,0,0,True,151.630328889,0.596649793105,5.54888002616e-05,323.086654154
sim_00055,55,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.222291e-05,52.22291,17604,0.05400425310994595,-0.18022144176693364,0.18022144176693364,False,0.15,True,False,False,0,0,True,153.721476211,0.579411174254,7.49286492013e-05,383.484527945
sim_00056,56,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.6782705e-05,46.782705,11498,0.017627742274443293,-0.03865856071614963,0.03865856071614963,False,0.15,True,False,False,0,0,True,155.56408626,0.882684317254,6.13538276829e-05,315.150952839
sim_00057,57,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.219154e-05,52.191539999999996,19262,0.056455913776245696,-0.1888396213818124,0.1888396213818124,False,0.15,True,False,False,0,0,True,158.404299584,0.530960738208,8.44011119013e-05,377.174397227
sim_00058,58,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.1035355e-05,51.035355,13444,0.052670815569341625,-0.17507692277004627,0.17507692277004627,False,0.15,True,False,False,0,0,True,158.77294915,0.755822601012,5.98686493415e-05,315.3922311
sim_00059,59,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.602616e-05,66.02616,19195,0.06537975225133288,-0.22293706909913738,0.22293706909913738,False,0.15,True,False,False,0,0,True,159.365045029,0.465685970522,5.71815338387e-05,335.270795676
sim_00060,60,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.684559e-05,46.845589999999994,10591,0.004799173015646641,-0.005507396602387764,0.005507396602387764,False,0.15,True,False,False,0,0,True,160.556282667,0.957190479289,5.53708249108e-05,363.791890923
sim_00061,61,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.267888e-05,62.67888000000001,10508,0.0016303920312688359,-0.0005164423804772193,0.0005164423804772193,False,0.15,True,False,False,0,0,True,161.701140241,0.559592851831,7.43216837725e-05,378.872335114
sim_00062,62,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.267582e-05,62.675819999999995,19255,0.023015122473991893,-0.0619348857549691,0.0619348857549691,False,0.15,True,False,False,0,0,True,163.117472792,0.458171151631,7.76324682791e-05,309.146066051
sim_00063,63,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.681844e-05,46.81844,10764,0.01763524362874214,-0.039259718609326665,0.039259718609326665,False,0.15,True,False,False,0,0,True,163.341658752,0.941874162971,5.45765866009e-05,310.281913475
sim_00064,64,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.667379e-05,66.67379000000001,10235,0.0016642563370210578,-0.002710424938543142,0.002710424938543142,False,0.15,True,False,False,0,0,True,166.164223082,0.514604075971,6.70362084208e-05,302.957496397
sim_00065,65,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.062764e-05,50.62764,10893,0.03320449568193286,-0.10113727132526368,0.10113727132526368,False,0.15,True,False,False,0,0,True,166.614725594,0.931765035172,5.67575778907e-05,364.064697506
sim_00066,66,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.236748e-05,62.36748,19476,0.0430238050235307,-0.1365210463217274,0.1365210463217274,False,0.15,True,False,False,0,0,True,167.36850481,0.484912828283,7.82623244153e-05,326.173250025
sim_00067,67,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.676979e-05,66.76979,18540,0.0016058298890322435,0.00043296683840750733,0.00043296683840750733,False,0.15,True,False,False,0,0,True,167.779770961,0.390580196452,6.45833025222e-05,394.852870083
sim_00068,68,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.663597e-05,46.63597,10500,0.011113297501921639,-0.01966127850786607,0.01966127850786607,False,0.15,True,False,False,0,0,True,171.239447318,0.969583751496,7.40725617215e-05,384.912438459
sim_00069,69,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.673917e-05,66.73917,15533,0.0011521328963034715,0.0008074334446656445,0.0008074334446656445,False,0.15,True,False,False,0,0,True,171.382540224,0.233605939402,6.18629013601e-05,355.188153249
sim_00070,70,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.6827485e-05,46.827484999999996,11100,0.002461431087958616,-0.001020070619114837,0.001020070619114837,False,0.15,True,False,False,0,0,True,171.875575389,0.916897438596,6.66389080354e-05,338.337187717
sim_00071,71,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.6733e-05,66.733,15459,0.0010763754989939298,0.0025995438002934567,0.0025995438002934567,False,0.15,True,False,False,0,0,True,173.720948038,0.230617607979,6.23730108092e-05,383.499521736
sim_00072,72,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.63826e-05,46.3826,10239,0.015807042824485466,-0.02884642219208925,0.02884642219208925,False,0.15,True,False,False,0,0,True,174.128102602,0.994422815088,7.40414236536e-05,367.557277174
sim_00073,73,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.126925e-05,61.26925,17630,0.060809014153863764,-0.20705441411753708,0.20705441411753708,False,0.15,True,False,False,0,0,True,176.31832051,0.578189015568,5.80825678862e-05,392.957182722
sim_00074,74,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.4756665e-05,54.756665,13152,0.029144687796424335,-0.08331697978318485,0.08331697978318485,False,0.15,True,False,False,0,0,True,176.64993117,0.775213670345,6.57722012124e-05,360.022077993
sim_00075,75,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.572084e-05,55.72084,12949,0.04413804972828089,-0.14492567148932958,0.14492567148932958,False,0.15,True,False,False,0,0,True,177.868754925,0.784825891065,5.3694165939e-05,378.775948175
sim_00076,76,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.8802625e-05,58.802625,15380,0.05841671092586005,-0.1984940577477159,0.1984940577477159,False,0.15,True,False,False,0,0,True,179.651163568,0.66389382017,6.65035978508e-05,326.14019277
sim_00077,77,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.987088e-05,59.87088,15821,0.06313215837334893,-0.21613347054443155,0.21613347054443155,False,0.15,True,False,False,0,0,True,181.197687991,0.643443519749,5.49477846524e-05,320.630170488
sim_00078,78,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,7.07484e-05,70.74839999999999,17109,0.0011421664927476049,0.0005469974440228022,0.0005469974440228022,False,0.15,True,False,False,0,0,True,181.214517461,0.293157847988,6.39704529171e-05,391.855294349
sim_00079,79,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.8488870000000006e-05,58.488870000000006,12896,0.033874193223041915,-0.10485398556269279,0.10485398556269279,False,0.15,True,False,False,0,0,True,182.701235644,0.787372384637,5.07019733104e-05,389.154544132
sim_00080,80,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.455737e-05,54.55737,10923,0.03072911507037796,-0.08958299289442317,0.08958299289442317,False,0.15,True,False,False,0,0,True,183.86712976,0.92773562332,4.77447546287e-05,393.876492884
sim_00081,81,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.4731820000000005e-05,54.731820000000006,11904,0.03010304591976153,-0.08927710441935602,0.08927710441935602,False,0.15,True,False,False,0,0,True,184.554601264,0.855768445974,6.11854963854e-05,316.977306706
sim_00082,82,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.817874e-05,68.17873999999999,19455,0.060492804489116585,-0.20717958756129456,0.20717958756129456,False,0.15,True,False,False,0,0,True,186.021611878,0.483877556354,6.53069178085e-05,388.836932905
sim_00083,83,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.068827e-05,50.688269999999996,12101,0.016871936756364506,-0.039614179466269356,0.039614179466269356,False,0.15,True,False,False,0,0,True,186.850960621,0.845582390035,8.39602076571e-05,354.289806443
sim_00084,84,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.083965e-05,50.83965,11377,0.008743744697361664,-0.016980088387491495,0.016980088387491495,False,0.15,True,False,False,0,0,True,188.702615393,0.897654681927,7.37418626284e-05,361.378936642
sim_00085,85,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.307431e-05,63.07431,17877,0.06372207559870714,-0.21778763131622533,0.21778763131622533,False,0.15,True,False,False,0,0,True,190.553348142,0.571798591092,6.21059581714e-05,350.091118048
sim_00086,86,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,4.680242e-05,46.80242,10951,0.0017772715531345067,-0.0007765025894528596,0.0007765025894528596,False,0.15,True,False,False,0,0,True,193.028200221,0.93446669696,8.62901752671e-05,365.941151844
sim_00087,87,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,7.467366e-05,74.67366,17447,0.001159741080587527,0.0013721635497540414,0.0013721635497540414,False,0.15,True,False,False,0,0,True,193.440626378,0.303697281962,7.07136561297e-05,354.067159473
sim_00088,88,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.198689000000001e-05,61.98689000000001,14200,0.04080622771375637,-0.12917391918010815,0.12917391918010815,False,0.15,True,False,False,0,0,True,193.81397439,0.717380412454,5.49903358659e-05,340.433066031
sim_00089,89,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,7.466601e-05,74.66601,17352,0.001237146636463957,0.0005413861379867543,0.0005413861379867543,False,0.15,True,False,False,0,0,True,194.036512211,0.298398024189,7.09068727373e-05,343.727832606
sim_00090,90,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,7.870538e-05,78.70538,18703,0.001011563153798551,-0.00019412546853273633,0.00019412546853273633,False,0.15,True,False,False,0,0,True,194.089464462,0.388567055088,7.6021762795e-05,395.140888584
sim_00091,91,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.5936285e-05,55.936285,12086,0.03598848230818174,-0.11831452691012438,0.11831452691012438,False,0.15,True,False,False,0,0,True,195.080816167,0.844140965531,6.21634030137e-05,331.625980857
sim_00092,92,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.099379e-05,50.99379,10471,0.028361385851690325,-0.08394401686569387,0.08394401686569387,False,0.15,True,False,False,0,0,True,196.954129245,0.972458485112,5.85340423111e-05,310.387913302
sim_00093,93,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.082025e-05,50.82025,11703,0.0013412019533035665,-0.0013737496530194882,0.0013737496530194882,False,0.15,True,False,False,0,0,True,197.742114875,0.874617254357,7.7301896977e-05,350.888533369
sim_00094,94,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,5.503649e-05,55.03649,11706,0.03046877414231845,-0.09638040051131987,0.09638040051131987,False,0.15,True,False,False,0,0,True,198.603717725,0.869799932432,5.56307183941e-05,326.836247823
sim_00095,95,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,7.055308500000001e-05,70.55308500000001,18292,0.23322302537013545,-0.5029308466480901,0.5029308466480901,True,0.15,False,False,False,0,0,True,202.397397496,0.555230188132,4.52196790327e-05,397.348654616
sim_00096,96,depth,Penetration depth below original surface,T0,Current: median over final 20% before 90% +X cutoff,median,True,6.261278e-05,62.61278,14781,0.03542402578803864,-0.11059932252134534,0.11059932252134534,False,0.15,True,False,False,0,0,True,202.894942483,0.693798608043,7.43333938026e-05,353.442501329
