comparison_type,target,target_definition,reference_model,candidate_model,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,reference_predicted_mean_um,candidate_predicted_mean_um,reference_residual_um,candidate_residual_um,reference_absolute_error_um,candidate_absolute_error_um,candidate_minus_reference_absolute_error_um
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00205,205,159.315025,157.93985487606935,160.17289159123774,1.3751701239306442,-0.8578665912377517,1.3751701239306442,0.8578665912377517,-0.5173035326928925
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00206,206,167.258645,166.2091348379786,164.46149616371076,1.0495101620213916,2.7971488362892387,1.0495101620213916,2.7971488362892387,1.7476386742678471
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00207,207,143.159445,141.79542036119346,134.26858225517918,1.364024638806541,8.890862744820822,1.364024638806541,8.890862744820822,7.5268381060142815
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00208,208,214.8208,208.45742722371864,207.7253491428248,6.3633727762813805,7.095450857175251,6.3633727762813805,7.095450857175251,0.7320780808938707
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00209,209,167.59313999999998,168.54720214808614,171.14648144265584,-0.954062148086166,-3.553341442655864,0.954062148086166,3.553341442655864,2.599279294569698
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00210,210,204.195,199.33381861158392,197.99713023664964,4.861181388416071,6.197869763350354,4.861181388416071,6.197869763350354,1.3366883749342833
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00211,211,161.6160599999,160.17517436493574,159.75745339027085,1.4408856349642465,1.8586066096291631,1.4408856349642465,1.8586066096291631,0.41772097466491664
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00212,212,207.4467,203.2712558216006,201.05065704593864,4.1754441783994025,6.3960429540613575,4.1754441783994025,6.3960429540613575,2.220598775661955
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00213,213,208.8789,204.3962716082611,202.03193435986148,4.482628391738899,6.846965640138507,4.482628391738899,6.846965640138507,2.3643372483996075
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00214,214,181.36524,177.3052157966955,183.37262251383208,4.060024203304465,-2.007382513832084,4.060024203304465,2.007382513832084,-2.052641689472381
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00215,215,186.88279,188.93126988254863,194.20615938124917,-2.048479882548662,-7.323369381249137,2.048479882548662,7.323369381249137,5.274889498700475
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00216,216,233.70905,230.36624552794603,222.15030361164716,3.3428044720539845,11.558746388352889,3.3428044720539845,11.558746388352889,8.215941916298904
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00217,217,229.6666,229.91278989151996,219.7244181305537,-0.2461898915199469,9.9421818694463,0.2461898915199469,9.9421818694463,9.695991977926353
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00218,218,231.2344999999,224.75871848860905,219.703211675489,6.475781511290961,11.53128832441098,6.475781511290961,11.53128832441098,5.055506813120019
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00219,219,159.469165,158.80626730504758,168.0899690364138,0.6628976949524201,-8.620804036413801,0.6628976949524201,8.620804036413801,7.957906341461381
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00220,220,171.45637,168.7633520770089,167.5874749364397,2.693017922991089,3.868895063560302,2.693017922991089,3.868895063560302,1.175877140569213
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00221,221,126.77582499999998,126.94604429754276,125.37668752050102,-0.1702192975427721,1.399137479498961,0.1702192975427721,1.399137479498961,1.228918181956189
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00222,222,151.72511,155.44358962862592,169.85159751735483,-3.7184796286259134,-18.126487517354832,3.7184796286259134,18.126487517354832,14.408007888728918
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00223,223,232.3887,227.3991614687261,224.4313215050358,4.989538531273894,7.957378494964189,4.989538531273894,7.957378494964189,2.9678399636902952
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00224,224,187.67103,185.2744430209895,191.88230706181605,2.396586979010493,-4.211277061816048,2.396586979010493,4.211277061816048,1.8146900828055554
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00225,225,235.1710999999,231.66703007436,225.37476269481024,3.5040699255399943,9.796337305089764,3.5040699255399943,9.796337305089764,6.29226737954977
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00226,226,228.77005,227.2372501150219,222.02469717286297,1.5327998849780895,6.745352827137026,1.5327998849780895,6.745352827137026,5.212552942158936
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00227,227,159.00522,155.29403373727558,160.541033778233,3.711186262724425,-1.535813778233006,3.711186262724425,1.535813778233006,-2.175372484491419
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00228,228,183.330905,183.2563277907765,190.97084707502103,0.0745772092234915,-7.639942075021025,0.0745772092234915,7.639942075021025,7.565364865797534
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00229,229,204.8244,207.4536730971864,209.31099533348123,-2.6292730971864278,-4.486595333481233,2.6292730971864278,4.486595333481233,1.8573222362948054
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00230,230,190.84322,186.42637875886015,202.10306748027003,4.416841241139821,-11.259847480270023,4.416841241139821,11.259847480270023,6.843006239130203
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00231,231,131.2863399999,133.19403214851442,135.55197529083895,-1.907692148614416,-4.2656352909389454,1.907692148614416,4.2656352909389454,2.3579431423245296
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00232,232,143.21159,144.63494283779795,160.12442615060584,-1.4233528377979496,-16.91283615060584,1.4233528377979496,16.91283615060584,15.489483312807891
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00233,233,174.98355,172.78993789193552,175.6252189635768,2.1936121080644853,-0.6416689635767909,2.1936121080644853,0.6416689635767909,-1.5519431444876943
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00234,234,118.72939,118.81617887050912,124.96228434152836,-0.0867888705091388,-6.23289434152835,0.0867888705091388,6.23289434152835,6.146105471019212
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00235,235,117.789355,115.70935338659056,126.02854139328944,2.0800016134094506,-8.23918639328943,2.0800016134094506,8.23918639328943,6.159184779879979
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00236,236,174.28882000000002,176.61450806368228,186.49148017213747,-2.3256880636822643,-12.202660172137456,2.3256880636822643,12.202660172137456,9.876972108455192
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00237,237,159.37014999989998,158.71784416472846,167.24257996438854,0.6523058351715179,-7.87242996448856,0.6523058351715179,7.87242996448856,7.220124129317042
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00238,238,135.7975599999,135.84562157228513,139.91792018064103,-0.0480615723851372,-4.120360180741045,0.0480615723851372,4.120360180741045,4.072298608355908
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00239,239,109.40482,107.40840165068856,102.46623768012768,1.996418349311455,6.938582319872324,1.996418349311455,6.938582319872324,4.94216397056087
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00240,240,116.5372799999,113.90206975958006,112.35310629782654,2.635210240319949,4.1841737020734655,2.635210240319949,4.1841737020734655,1.5489634617535164
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00241,241,125.20533,126.7099898021882,141.88935070534671,-1.5046598021882005,-16.684020705346725,1.5046598021882005,16.684020705346725,15.179360903158525
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00242,242,113.81926,113.82614927960488,116.8023277680287,-0.0068892796048771,-2.983067768028704,0.0068892796048771,2.983067768028704,2.9761784884238267
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00001,1,126.26144,125.76849616246058,125.91854550514893,0.4929438375394142,0.3428944948510661,0.4929438375394142,0.3428944948510661,-0.15004934268834808
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00002,2,126.328725,122.15738953030402,122.56030011874428,4.171335469695976,3.7684248812557257,4.171335469695976,3.7684248812557257,-0.4029105884402506
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00003,3,127.9412249999,143.78961759783655,145.09714718801698,-15.848392597936568,-17.15592218811699,15.848392597936568,17.15592218811699,1.3075295901804207
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00004,4,203.32255,202.8541111924763,203.0197986879433,0.4684388075237109,0.3027513120566709,0.4684388075237109,0.3027513120566709,-0.16568749546704004
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00005,5,166.993245,163.64680625864597,164.8539016720212,3.346438741354035,2.139343327978793,3.346438741354035,2.139343327978793,-1.2070954133752423
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00006,6,128.06481,123.77760115542571,126.30573671633748,4.28720884457428,1.7590732836625025,4.28720884457428,1.7590732836625025,-2.528135560911778
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00007,7,202.28875,200.07072846033256,198.76213193837003,2.2180215396674328,3.5266180616299607,2.2180215396674328,3.5266180616299607,1.308596521962528
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00008,8,133.3735999999,129.60615899989898,129.616359298538,3.767441000001014,3.75724070136198,3.767441000001014,3.75724070136198,-0.010200298639034155
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00009,9,127.16849,131.151646498782,130.94591675443328,-3.9831564987820087,-3.777426754433279,3.9831564987820087,3.777426754433279,-0.2057297443487296
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00010,10,133.94807,139.97918748530506,139.76467724581076,-6.03111748530506,-5.816607245810758,6.03111748530506,5.816607245810758,-0.21451023949430237
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00011,11,115.63943,112.9426062605164,112.55406498064916,2.696823739483591,3.0853650193508457,2.696823739483591,3.0853650193508457,0.38854127986725473
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00012,12,157.77781,155.94769769415697,154.21504551689318,1.8301123058430164,3.562764483106804,1.8301123058430164,3.562764483106804,1.7326521772637875
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00013,13,151.41887,149.05207007365487,148.9742611636724,2.366799926345124,2.4446088363276037,2.366799926345124,2.4446088363276037,0.07780890998247969
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00014,14,217.4983,219.50843453579665,219.5903561237351,-2.010134535796652,-2.092056123735091,2.010134535796652,2.092056123735091,0.08192158793843918
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00015,15,135.91084,138.60944967344125,136.7492015481707,-2.69860967344124,-0.8383615481706954,2.69860967344124,0.8383615481706954,-1.8602481252705445
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00016,16,170.73953,170.99186372704852,169.7437617376059,-0.2523337270485228,0.9957682623941366,0.2523337270485228,0.9957682623941366,0.7434345353456138
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00017,17,112.61138,112.80864712338024,112.88436533661036,-0.197267123380243,-0.2729853366103612,0.197267123380243,0.2729853366103612,0.07571821323011818
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00018,18,128.57057,128.0449693496667,129.07457555295804,0.5256006503333026,-0.5040055529580343,0.5256006503333026,0.5040055529580343,-0.021595097375268324
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00019,19,165.79511,161.23805473739804,159.41651063346345,4.557055262601949,6.378599366536548,4.557055262601949,6.378599366536548,1.821544103934599
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00020,20,111.25723,109.2278467745455,112.28633254219376,2.0293832254544952,-1.0291025421937547,2.0293832254544952,1.0291025421937547,-1.0002806832607405
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00021,21,178.12134,176.49173539673583,177.30637394108624,1.6296046032641698,0.8149660589137682,1.6296046032641698,0.8149660589137682,-0.8146385443504016
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00022,22,205.0187,201.91224911726164,200.07461155157807,3.1064508827383577,4.9440884484219225,3.1064508827383577,4.9440884484219225,1.8376375656835648
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00023,23,157.41665999990002,152.98649117020523,151.31617503476653,4.430168829694793,6.100484965133489,4.430168829694793,6.100484965133489,1.6703161354386964
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00024,24,118.38922,117.869294497693,118.27098883045028,0.5199255023069895,0.1182311695497162,0.5199255023069895,0.1182311695497162,-0.40169433275727334
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00025,25,116.672535,116.40592520687436,117.39608640756283,0.2666097931256246,-0.7235514075628515,0.2666097931256246,0.7235514075628515,0.4569416144372269
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00026,26,126.32101,125.13244111456277,125.57298401994991,1.1885688854372347,0.7480259800500733,1.1885688854372347,0.7480259800500733,-0.44054290538716145
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00027,27,112.75596,113.7312117151312,114.21156627005652,-0.9752517151312076,-1.4556062700565209,0.9752517151312076,1.4556062700565209,0.4803545549253133
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00028,28,143.341645,141.29459663655672,141.3221235673076,2.047048363443281,2.019521432692386,2.047048363443281,2.019521432692386,-0.027526930750894962
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00029,29,167.08695,167.16806559731913,166.0897259161898,-0.0811155973191262,0.9972240838102095,0.0811155973191262,0.9972240838102095,0.9161084864910833
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00030,30,135.32405500000002,131.50464097525605,131.3953201564453,3.8194140247439634,3.9287348435547074,3.8194140247439634,3.9287348435547074,0.10932081881074396
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00031,31,171.66867,170.40572190928737,168.92502250978288,1.2629480907126265,2.743647490217114,1.2629480907126265,2.743647490217114,1.4806993995044877
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00032,32,160.39622,158.97065100030775,158.15048879759334,1.4255689996922456,2.24573120240666,1.4255689996922456,2.24573120240666,0.8201622027144144
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00033,33,175.24007,171.8438073576802,171.9325212969121,3.396262642319812,3.307548703087889,3.396262642319812,3.307548703087889,-0.08871393923192317
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00034,34,110.64032,110.28124204403332,111.40611249859414,0.3590779559666686,-0.7657924985941378,0.3590779559666686,0.7657924985941378,0.4067145426274692
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00035,35,151.05829,145.50980984566468,146.58217443422882,5.548480154335323,4.476115565771181,5.548480154335323,4.476115565771181,-1.0723645885641417
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00036,36,180.1840599999,178.95796986521503,178.49018817444238,1.2260901346849664,1.6938718254576202,1.2260901346849664,1.6938718254576202,0.46778169077265375
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00037,37,173.99099,172.63954786085478,172.7033900057643,1.3514421391452345,1.2875999942357057,1.3514421391452345,1.2875999942357057,-0.06384214490952878
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00038,38,175.08367,174.64965403676788,173.61944862442036,0.4340159632321274,1.4642213755796547,0.4340159632321274,1.4642213755796547,1.0302054123475273
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00039,39,149.31158,164.0384799200026,164.6896692748059,-14.726899920002609,-15.378089274805916,14.726899920002609,15.378089274805916,0.6511893548033072
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00040,40,104.20475,105.55832953055751,108.21279230479968,-1.353579530557511,-4.008042304799687,1.353579530557511,4.008042304799687,2.6544627742421767
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00041,41,175.03381999989998,200.2452244689584,197.85414833780897,-25.211404469058408,-22.82032833790899,25.211404469058408,22.82032833790899,-2.3910761311494184
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00042,42,119.34365,120.65904128139503,120.54740579279216,-1.315391281395037,-1.203755792792137,1.315391281395037,1.203755792792137,-0.11163548860290007
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00043,43,233.5733,237.72494453366892,237.6114379284725,-4.151644533668957,-4.0381379284725085,4.151644533668957,4.0381379284725085,-0.11350660519644862
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00044,44,171.50607,169.98259013593955,170.78242134456056,1.5234798640604197,0.7236486554394332,1.5234798640604197,0.7236486554394332,-0.7998312086209864
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00045,45,181.20564,180.33573834549085,179.70120727140238,0.8699016545091354,1.504432728597607,0.8699016545091354,1.504432728597607,0.6345310740884715
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00046,46,219.0714,211.52620960468985,210.556182367228,7.545190395310158,8.515217632771964,7.545190395310158,8.515217632771964,0.9700272374618066
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00047,47,107.70817,108.0752422538506,113.03780307827958,-0.3670722538505941,-5.329633078279571,0.3670722538505941,5.329633078279571,4.9625608244289765
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00048,48,186.0660249999,190.07876314779887,191.6462857917201,-4.012738147898915,-5.580260791820109,4.012738147898915,5.580260791820109,1.567522643921194
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00049,49,112.3033,112.09632930621132,113.54465822144768,0.2069706937886906,-1.2413582214476833,0.2069706937886906,1.2413582214476833,1.0343875276589927
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00050,50,175.6206,174.56269137315556,174.92081885839204,1.057908626844437,0.6997811416079571,1.057908626844437,0.6997811416079571,-0.35812748523647997
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00051,51,185.7300999999,182.49470022940352,184.00636852885805,3.235399770496457,1.7237314710419298,3.235399770496457,1.7237314710419298,-1.5116682994545272
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00052,52,151.56012,150.28982690280492,148.12905766432024,1.2702930971950934,3.431062335679769,1.2702930971950934,3.431062335679769,2.1607692384846757
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00053,53,127.03549999999998,126.91916874950996,126.37883061673072,0.1163312504900204,0.6566693832692749,0.1163312504900204,0.6566693832692749,0.5403381327792546
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00054,54,141.63121999999998,147.36770175574435,148.01126854162317,-5.736481755744364,-6.380048541623182,5.736481755744364,6.380048541623182,0.6435667858788179
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00055,55,173.01361,170.590119930211,173.57848268427043,2.423490069789011,-0.5648726842704548,2.423490069789011,0.5648726842704548,-1.8586173855185564
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00056,56,131.7857899999,130.4652869713879,130.11104120434968,1.320503028512093,1.6747487955503289,1.320503028512093,1.6747487955503289,0.35424576703823596
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00057,57,190.14991,191.13968350833056,192.1954181816404,-0.9897735083305575,-2.0455081816404004,0.9897735083305575,2.0455081816404004,1.0557346733098427
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00058,58,140.2139349999,138.10655172337073,139.2883800936759,2.1073832765292764,0.9255549062241072,2.1073832765292764,0.9255549062241072,-1.181828370305169
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00059,59,167.93076,168.68483749213092,168.00973383055063,-0.7540774921309321,-0.0789738305506375,0.7540774921309321,0.0789738305506375,-0.6751036615802946
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00060,60,122.50959,122.22611219857602,123.53235102904212,0.2834778014239845,-1.0227610290421154,0.2834778014239845,1.0227610290421154,0.7392832276181309
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00061,61,150.99865,178.82583445786557,179.12862747847555,-27.82718445786557,-28.129977478475556,27.82718445786557,28.129977478475556,0.30279302060998603
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00062,62,197.12752,196.3182452984166,196.30593703117216,0.809274701583405,0.8215829688278404,0.809274701583405,0.8215829688278404,0.012308267244435456
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00063,63,119.666035,122.5706241705985,123.01470246720928,-2.9045891705985127,-3.3486674672092818,2.9045891705985127,3.3486674672092818,0.44407829661076903
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00064,64,158.71867999999998,177.06873189477272,177.01410413116517,-18.350051894772747,-18.29542413116519,18.350051894772747,18.29542413116519,-0.054627763607555835
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00065,65,127.16725,126.35860083065164,127.36997281350054,0.8086491693483566,-0.202722813500543,0.8086491693483566,0.202722813500543,-0.6059263558478136
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00066,66,192.46097,195.78973647148493,194.7640145829545,-3.3287664714849257,-2.3030445829544988,3.3287664714849257,2.3030445829544988,-1.025721888530427
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00067,67,197.0053949999,192.43525483906495,192.49049766302792,4.570140160835024,4.514897336872082,4.570140160835024,4.514897336872082,-0.05524282396294211
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00068,68,141.05757,141.51068421354145,140.9602491822191,-0.4531142135414541,0.0973208177809112,0.4531142135414541,0.0973208177809112,-0.3557933957605429
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00069,69,217.8064,212.245430165448,214.2171521184511,5.560969834551997,3.5892478815488857,5.560969834551997,3.5892478815488857,-1.9717219530031116
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00070,70,139.50626499999998,138.21019050644043,137.40188120428047,1.2960744935595585,2.1043837957195137,1.2960744935595585,2.1043837957195137,0.8083093021599552
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00071,71,218.0649999999,212.93201467925283,216.9285294826243,5.132985320647151,1.1364705172756828,5.132985320647151,1.1364705172756828,-3.9965148033714684
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00072,72,138.6717599999,140.68873905896197,139.76672736976147,-2.016979059061981,-1.0949673698614788,2.016979059061981,1.0949673698614788,-0.9220116892005024
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00073,73,159.804935,161.64936316062645,161.459750016817,-1.8444281606264497,-1.6548150168169968,1.8444281606264497,1.6548150168169968,-0.18961314380945282
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00074,74,149.77721,148.77682186383623,149.51100453900295,1.000388136163764,0.2662054609970425,1.000388136163764,0.2662054609970425,-0.7341826751667215
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00075,75,135.46609,134.89070314475538,136.53501242630747,0.5753868552446306,-1.0689224263074664,0.5753868552446306,1.0689224263074664,0.49353557106283574
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00076,76,159.62537500000002,159.3159547472824,161.6069534504213,0.3094202527176151,-1.9815784504212672,0.3094202527176151,1.9815784504212672,1.6721581977036521
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00077,77,148.44292,147.8562892744277,149.78466309623573,0.5866307255722916,-1.3417430962357455,0.5866307255722916,1.3417430962357455,0.7551123706634539
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00078,78,218.8874,208.6975415608686,210.88230620407467,10.18985843913137,8.005093795925319,10.18985843913137,8.005093795925319,-2.1847646432060515
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00079,79,131.92373999999998,132.4538219743217,134.2136625843803,-0.5300819743217176,-2.289922584380321,0.5300819743217176,2.289922584380321,1.7598406100586033
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00080,80,119.1025,119.7656534844669,123.42752958434632,-0.6631534844669034,-4.325029584346339,0.6631534844669034,4.325029584346339,3.6618760998794357
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00081,81,139.88122,138.4315718681998,139.1820025688546,1.4496481318002168,0.6992174311454278,1.4496481318002168,0.6992174311454278,-0.750430700654789
