comparison_type,target,target_definition,reference_model,candidate_model,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,reference_predicted_mean_um,candidate_predicted_mean_um,reference_residual_um,candidate_residual_um,reference_absolute_error_um,candidate_absolute_error_um,candidate_minus_reference_absolute_error_um,kernel_family_comparison
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00198,198,306.52430000000004,290.0051844626556,293.93699764239915,16.51911553734442,12.58730235760089,16.51911553734442,12.58730235760089,-3.9318131797435285,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00199,199,368.42745,327.6004222522588,360.4061236289277,40.82702774774117,8.021326371072234,40.82702774774117,8.021326371072234,-32.805701376668935,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00200,200,378.0697999999,389.63165777150704,384.8196957054543,-11.561857771607038,-6.749895705554252,11.561857771607038,6.749895705554252,-4.811962066052786,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00201,201,407.9838,399.5778907502969,408.0415289304729,8.405909249703086,-0.0577289304728765,8.405909249703086,0.0577289304728765,-8.34818031923021,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00202,202,411.7458499999,409.9520932861865,411.1088013366282,1.793756713713492,0.6370486632717984,1.793756713713492,0.6370486632717984,-1.1567080504416936,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00203,203,260.29440000000005,265.95700259071987,272.3860064543948,-5.662602590719814,-12.091606454394707,5.662602590719814,12.091606454394707,6.429003863674893,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00204,204,419.05935,428.23331611100696,417.5087297498893,-9.173966111006962,1.5506202501106827,9.173966111006962,1.5506202501106827,-7.623345860896279,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00205,205,416.3437,415.3562813939699,414.03068231607176,0.9874186060300758,2.3130176839281944,0.9874186060300758,2.3130176839281944,1.3255990778981186,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00206,206,423.9279,421.6685117870992,426.998921460273,2.259388212900774,-3.071021460273016,2.259388212900774,3.071021460273016,0.8116332473722423,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00207,207,438.48655,439.8588676558885,440.0253280411288,-1.3723176558884802,-1.5387780411287508,1.3723176558884802,1.5387780411287508,0.16646038524027063,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00208,208,271.544,229.36492592216547,248.92620227334103,42.179074077834514,22.61779772665892,42.179074077834514,22.61779772665892,-19.561276351175593,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00209,209,431.6813,424.50679053086895,434.9780596500217,7.174509469131067,-3.29675965002167,7.174509469131067,3.29675965002167,-3.877749819109397,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00210,210,390.5658,382.9607386633281,378.1070651872272,7.605061336671895,12.458734812772889,7.605061336671895,12.458734812772889,4.853673476100994,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00211,211,452.0165999999,457.5149989302143,449.5036987474747,-5.498398930314295,2.5129012524253085,5.498398930314295,2.5129012524253085,-2.9854976778889863,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00212,212,370.77355,370.6536197420635,361.0139031624184,0.1199302579365166,9.759646837581611,0.1199302579365166,9.759646837581611,9.639716579645095,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00213,213,326.3569999999,310.178741118854,319.13358959949335,16.17825888104602,7.223410400406635,16.17825888104602,7.223410400406635,-8.954848480639384,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00214,214,402.6010999999,410.48453687630433,404.87106008772383,-7.883436876404346,-2.269960087823847,7.883436876404346,2.269960087823847,-5.613476788580499,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00215,215,299.9695,327.9938712624717,316.0881443675666,-28.02437126247173,-16.118644367566617,28.02437126247173,16.118644367566617,-11.905726894905111,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00216,216,354.9286,353.7522543538482,348.652022290823,1.1763456461518444,6.276577709176991,1.1763456461518444,6.276577709176991,5.100232063025147,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00217,217,265.17940000000004,315.1193786055428,292.3838794844142,-49.93997860554276,-27.20447948441415,49.93997860554276,27.20447948441415,-22.735499121128612,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00218,218,360.6214,350.2233963801865,356.4723513311352,10.398003619813494,4.149048668864793,10.398003619813494,4.149048668864793,-6.248954950948701,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00219,219,435.5851,436.5112970097169,432.9846407621397,-0.9261970097169296,2.600459237860264,0.9261970097169296,2.600459237860264,1.6742622281433341,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00220,220,492.01249999999993,485.6374292629898,494.5213232199628,6.375070737010105,-2.508823219962892,6.375070737010105,2.508823219962892,-3.8662475170472135,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00221,221,450.8883,452.9119570727103,453.7506778520925,-2.023657072710307,-2.86237785209255,2.023657072710307,2.86237785209255,0.8387207793822427,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00222,222,430.2324,433.4110176819719,432.4925758765749,-3.1786176819719003,-2.2601758765748627,3.1786176819719003,2.2601758765748627,-0.9184418053970376,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00223,223,275.9694,270.14067184121416,274.33041627350224,5.82872815878585,1.63898372649777,5.82872815878585,1.63898372649777,-4.18974443228808,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00224,224,461.3197,455.39787432341336,465.3644332962826,5.92182567658665,-4.0447332962826295,5.92182567658665,4.0447332962826295,-1.8770923803040205,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00225,225,439.8377,439.1798231799063,429.8405888174906,0.6578768200937475,9.9971111825094,0.6578768200937475,9.9971111825094,9.339234362415652,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00226,226,450.1215,448.3503559385112,437.6936377069092,1.771144061488826,12.427862293090811,1.771144061488826,12.427862293090811,10.656718231601985,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00227,227,486.5945,492.8945609901368,489.36445203841294,-6.300060990136842,-2.769952038412953,6.300060990136842,2.769952038412953,-3.5301089517238893,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00228,228,481.3407999999,491.0319664888666,484.4316933933933,-9.691166488966587,-3.0908933934932747,9.691166488966587,3.0908933934932747,-6.600273095473312,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00229,229,496.0947,502.2272951759672,494.5375485998227,-6.1325951759672535,1.557151400177304,6.1325951759672535,1.557151400177304,-4.5754437757899495,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00230,230,377.2146499999,386.2679157652036,363.087003152296,-9.053265765303593,14.127646847604067,9.053265765303593,14.127646847604067,5.074381082300475,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00231,231,520.7354999999001,446.2432060596016,470.8472010056241,74.49229394029851,49.88829899427594,74.49229394029851,49.88829899427594,-24.603994946022567,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00232,232,429.25925,444.4251205636095,458.66275658612665,-15.165870563609474,-29.40350658612664,15.165870563609474,29.40350658612664,14.237636022517165,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00233,233,524.9916999999999,521.6011018985744,533.2698879369046,3.390598101425553,-8.278187936904715,3.390598101425553,8.278187936904715,4.887589835479162,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00234,234,219.7644999999,233.73951478025364,222.2624141568823,-13.97501478035366,-2.4979141569823184,13.97501478035366,2.4979141569823184,-11.477100623371342,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00235,235,222.5017999999,232.601999875568,229.6428101406553,-10.100199875667982,-7.141010140755356,10.100199875667982,7.141010140755356,-2.959189734912626,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00236,236,251.34715000000003,273.9740224216003,260.4149797033659,-22.626872421600268,-9.067829703365843,22.626872421600268,9.067829703365843,-13.559042718234425,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00237,237,259.0113,263.59377118714167,262.933213099753,-4.582471187141664,-3.921913099752999,4.582471187141664,3.921913099752999,-0.6605580873886647,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00238,238,243.2096499999,241.77354446299483,239.24486447397172,1.43610553690516,3.9647855259282494,1.43610553690516,3.9647855259282494,2.5286799890230895,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00239,239,248.2754,285.01980355341306,251.29027113214744,-36.744403553413065,-3.014871132147448,36.744403553413065,3.014871132147448,-33.72953242126562,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00240,240,255.3211,249.02391487499224,249.3533694605729,6.297185125007786,5.967730539427066,6.297185125007786,5.967730539427066,-0.32945458558072005,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00241,241,264.7064,254.1721256203593,269.3907495604434,10.534274379640635,-4.684349560443422,10.534274379640635,4.684349560443422,-5.849924819197213,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern32_no_nugget,matern32_learned_nugget,sim_00242,242,280.1191999999,278.5174010426346,277.0767814780145,1.6017989572653732,3.0424185218855087,1.6017989572653732,3.0424185218855087,1.4406195646201354,Matérn 3/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00001,1,262.5708499999,262.8938949805097,261.0245623550026,-0.3230449806096658,1.5462876448974043,0.3230449806096658,1.5462876448974043,1.2232426642877385,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00002,2,297.7007,319.2962370947903,305.9778667673841,-21.595537094790306,-8.27716676738413,21.595537094790306,8.27716676738413,-13.318370327406175,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00003,3,261.8447,269.2829748716588,275.9179708984388,-7.438274871658791,-14.073270898438809,7.438274871658791,14.073270898438809,6.634996026780017,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00004,4,288.07835,282.93294764445164,275.884721233299,5.145402355548356,12.19362876670101,5.145402355548356,12.19362876670101,7.048226411152655,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00005,5,236.3840299999,230.06137155287905,234.7224813872612,6.322658447020928,1.6615486126387964,6.322658447020928,1.6615486126387964,-4.661109834382132,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00006,6,292.1034,267.0303641019291,289.6488713341943,25.07303589807094,2.4545286658056966,25.07303589807094,2.4545286658056966,-22.618507232265245,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00007,7,262.4155,276.622715927684,262.1253212507708,-14.20721592768399,0.2901787492291987,14.20721592768399,0.2901787492291987,-13.917037178454791,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00008,8,291.7725,287.1132640845566,280.9575932827469,4.659235915443389,10.814906717253052,4.659235915443389,10.814906717253052,6.155670801809663,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00009,9,264.21325,277.0396507130266,285.66850998300225,-12.8264007130266,-21.45525998300224,12.8264007130266,21.45525998300224,8.62885926997564,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00010,10,277.71595,278.25725032834845,286.5903962226073,-0.5413003283484841,-8.874446222607332,0.5413003283484841,8.874446222607332,8.333145894258848,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00011,11,304.21659999990004,315.7466779871353,311.2091555178852,-11.530077987235243,-6.992555517985181,11.530077987235243,6.992555517985181,-4.537522469250062,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00012,12,294.68050000000005,279.3471962011531,286.0200025338194,15.33330379884694,8.66049746618063,15.33330379884694,8.66049746618063,-6.67280633266631,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00013,13,298.7764,308.181536417042,301.97683392558866,-9.405136417042002,-3.200433925588697,9.405136417042002,3.200433925588697,-6.204702491453304,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00014,14,246.4534,294.0130290703469,259.80375924864467,-47.55962907034686,-13.35035924864465,47.55962907034686,13.35035924864465,-34.20926982170221,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00015,15,288.6902,304.8760632586352,304.9272290801882,-16.185863258635152,-16.237029080188222,16.185863258635152,16.237029080188222,0.051165821553070145,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00016,16,259.6157499999,262.3869833040753,254.08169939145392,-2.7712333041752686,5.53405060844608,2.7712333041752686,5.53405060844608,2.7628173042708113,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00017,17,298.90819999990003,282.2209362634516,282.7736830780694,16.68726373644847,16.134516921830652,16.68726373644847,16.134516921830652,-0.5527468146178194,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00018,18,337.0178,330.739034382897,340.236321813771,6.2787656171030335,-3.2185218137709626,6.2787656171030335,3.2185218137709626,-3.060243803332071,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00019,19,300.40250000000003,299.6070814512,296.2505672638929,0.7954185488000576,4.151932736107142,0.7954185488000576,4.151932736107142,3.3565141873070843,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00020,20,315.0097,326.170647306482,316.84945262387475,-11.160947306482,-1.8397526238747448,11.160947306482,1.8397526238747448,-9.321194682607256,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00021,21,237.46728,243.8343515853694,231.30666994496343,-6.367071585369416,6.160610055036528,6.367071585369416,6.160610055036528,-0.20646153033288783,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00022,22,330.92805,295.4103525288315,316.6648902141278,35.5176974711685,14.263159785872176,35.5176974711685,14.263159785872176,-21.254537685296327,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00023,23,326.9422499999,327.6560784344431,328.63596418935447,-0.7138284345430748,-1.6937141894544538,0.7138284345430748,1.6937141894544538,0.9798857549113791,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00024,24,315.0021999999,375.3766338867388,301.5622801613821,-60.3744338868388,13.43991983851788,60.3744338868388,13.43991983851788,-46.93451404832092,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00025,25,325.39555,327.9946903842512,320.0337732725132,-2.599140384251143,5.361776727486813,2.599140384251143,5.361776727486813,2.7626363432356698,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00026,26,313.16880000000003,257.5115243109109,309.2688460741952,55.65727568908915,3.899953925804823,55.65727568908915,3.899953925804823,-51.757321763284324,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00027,27,319.57300000000004,249.041766966097,297.8567734505163,70.53123303390305,21.716226549483736,70.53123303390305,21.716226549483736,-48.815006484419314,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00028,28,340.38794999989994,346.2151790561658,336.826903476516,-5.827229056265878,3.5610465233839363,5.827229056265878,3.5610465233839363,-2.266182532881942,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00029,29,272.4107,269.94850972166364,272.4455419020068,2.4621902783363794,-0.0348419020067467,2.4621902783363794,0.0348419020067467,-2.4273483763296326,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00030,30,347.8147999999,351.8532692535962,342.0804247740916,-4.038469253696178,5.734375225808378,4.038469253696178,5.734375225808378,1.6959059721122003,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00031,31,297.74080000000004,276.5589890846743,292.9955308989207,21.18181091532574,4.745269101079316,21.18181091532574,4.745269101079316,-16.436541814246425,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00032,32,341.3759,339.1574807432447,341.99479771397847,2.2184192567552827,-0.6188977139784697,2.2184192567552827,0.6188977139784697,-1.599521542776813,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00033,33,345.4248,276.52755366934343,319.0425525651135,68.89724633065657,26.38224743488649,68.89724633065657,26.38224743488649,-42.51499889577008,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00034,34,210.193359,326.5948975091706,324.2363207627578,-116.40153850917062,-114.04296176275784,116.40153850917062,114.04296176275784,-2.35857674641278,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00035,35,355.46340000000004,356.3750803967636,345.5476804679535,-0.911680396763586,9.915719532046523,0.911680396763586,9.915719532046523,9.004039135282937,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00036,36,253.19306,252.18345772832475,247.2472790643461,1.0096022716752486,5.945780935653886,1.0096022716752486,5.945780935653886,4.936178663978637,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00037,37,351.3479,348.7340669766693,355.1670182097308,2.613833023330699,-3.8191182097308456,2.613833023330699,3.8191182097308456,1.2052851864001468,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00038,38,262.18217,263.0178054426767,262.1490009620013,-0.8356354426767325,0.0331690379986753,0.8356354426767325,0.0331690379986753,-0.8024664046780572,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00039,39,318.0508999999,362.6373692030889,347.9469074563357,-44.58646920318887,-29.89600745643565,44.58646920318887,29.89600745643565,-14.690461746753218,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00040,40,331.3465499999,155.85329762787654,295.44355332189554,175.49325237202345,35.902996678004456,175.49325237202345,35.902996678004456,-139.590255694019,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00041,41,210.0625,306.81380294903767,313.3679318271734,-96.75130294903768,-103.30543182717338,96.75130294903768,103.30543182717338,6.5541288781357,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00042,42,353.673,348.17794740897847,353.2113129326734,5.495052591021533,0.4616870673265794,5.495052591021533,0.4616870673265794,-5.033365523694954,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00043,43,255.2423,303.9096383241663,278.443801819994,-48.66733832416631,-23.20150181999404,48.66733832416631,23.20150181999404,-25.46583650417227,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00044,44,361.6798,366.0280718436933,359.10337857683874,-4.34827184369334,2.576421423161264,4.34827184369334,2.576421423161264,-1.7718504205320755,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00045,45,361.2748999999,368.74384902815393,357.3265412937062,-7.468949028253917,3.948358706193801,7.468949028253917,3.948358706193801,-3.520590322060116,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00046,46,314.6128,306.4925358813385,307.02261425542025,8.12026411866151,7.590185744579742,8.12026411866151,7.590185744579742,-0.5300783740817678,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00047,47,348.32504999990005,345.8747562404216,344.95427561483416,2.450293759478484,3.370774385065886,2.450293759478484,3.370774385065886,0.9204806255874018,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00048,48,206.787,248.12236577840943,219.64636364854624,-41.335365778409454,-12.859363648546235,41.335365778409454,12.859363648546235,-28.476002129863218,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00049,49,341.9964,217.53908777107196,313.18133284074014,124.45731222892806,28.81506715925985,124.45731222892806,28.81506715925985,-95.6422450696682,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00050,50,361.6657,355.28735746776465,356.4219755599861,6.378342532235365,5.243724440013864,6.378342532235365,5.243724440013864,-1.1346180922215012,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00051,51,240.4737499999,256.6758991927713,247.94337364037864,-16.202149192871275,-7.4696236404786305,16.202149192871275,7.4696236404786305,-8.732525552392644,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00052,52,366.6239999999,357.3244911655212,362.4352810296176,9.299508834378798,4.188718970282366,9.299508834378798,4.188718970282366,-5.110789864096432,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00053,53,375.0644,359.90028620240025,371.271336423,15.164113797599782,3.793063577000055,15.164113797599782,3.793063577000055,-11.371050220599727,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00054,54,327.3556,345.7166148474643,356.0983156395382,-18.36101484746433,-28.742715639538236,18.36101484746433,28.742715639538236,10.381700792073907,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00055,55,381.79805,331.5466733407355,369.8625970915441,50.25137665926451,11.935452908455945,50.25137665926451,11.935452908455945,-38.315923750808565,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00056,56,374.78355,359.21106727474427,365.8462688211205,15.572482725255725,8.937281178879516,15.572482725255725,8.937281178879516,-6.635201546376209,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00057,57,388.2283,370.760456597964,386.9516447519626,17.467843402035953,1.2766552480374005,17.467843402035953,1.2766552480374005,-16.191188153998553,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00058,58,374.7926,369.92186677476434,362.73881843943366,4.870733225235654,12.053781560566335,4.870733225235654,12.053781560566335,7.183048335330682,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00059,59,358.57309999999995,342.8891011051016,352.98706655080133,15.683998894898425,5.586033449198624,15.683998894898425,5.586033449198624,-10.097965445699801,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00060,60,382.4964,381.60524623999424,384.9202347182159,0.89115376000575,-2.4238347182159146,0.89115376000575,2.4238347182159146,1.5326809582101646,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00061,61,336.6283,395.38623114763215,392.57728836444096,-58.75793114763212,-55.948988364440936,58.75793114763212,55.948988364440936,-2.808942783191185,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00062,62,390.0072999999,364.033613616354,363.6111416983671,25.97368638354601,26.39615830153292,25.97368638354601,26.39615830153292,0.4224719179869112,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00063,63,373.1391,415.6613937708656,369.7829555895457,-42.52229377086559,3.3561444104543625,42.52229377086559,3.3561444104543625,-39.166149360411225,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00064,64,322.9517,372.68309157343583,378.3875140299625,-49.731391573435815,-55.4358140299625,49.731391573435815,55.4358140299625,5.704422456526686,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00065,65,392.21,393.4631865360177,392.97811274589134,-1.253186536017722,-0.7681127458913579,1.253186536017722,0.7681127458913579,-0.485073790126364,Matérn 5/2
within-kernel learned nugget minus no nugget,length,T0,matern52_no_nugget,matern52_learned_nugget,sim_00066,66,398.4615,392.4443283550303,389.5430943615156,6.0171716449697215,8.918405638484387,6.0171716449697215,8.918405638484387,2.9012339935146656,Matérn 5/2
