comparison_type,target,target_definition,reference_model,candidate_model,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,reference_predicted_mean_um,candidate_predicted_mean_um,reference_residual_um,candidate_residual_um,reference_absolute_error_um,candidate_absolute_error_um,candidate_minus_reference_absolute_error_um,kernel_family_comparison
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00033,33,175.24007,156.68435223227405,171.8438073576802,18.55571776772595,3.396262642319812,18.55571776772595,3.396262642319812,-15.15945512540614,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00034,34,110.64032,109.14584640706452,110.28124204403332,1.494473592935492,0.3590779559666686,1.494473592935492,0.3590779559666686,-1.1353956369688234,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00035,35,151.05829,149.95836881732558,145.50980984566468,1.0999211826744215,5.548480154335323,1.0999211826744215,5.548480154335323,4.448558971660901,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00036,36,180.1840599999,179.64767189260232,178.95796986521503,0.5363881072976824,1.2260901346849664,0.5363881072976824,1.2260901346849664,0.689702027387284,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00037,37,173.99099,173.95834193493516,172.63954786085478,0.0326480650648477,1.3514421391452345,0.0326480650648477,1.3514421391452345,1.3187940740803867,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00038,38,175.08367,175.3718806205836,174.64965403676788,-0.2882106205835839,0.4340159632321274,0.2882106205835839,0.4340159632321274,0.1458053426485435,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00039,39,149.31158,167.94287683702566,164.0384799200026,-18.631296837025676,-14.726899920002609,18.631296837025676,14.726899920002609,-3.9043969170230675,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00040,40,104.20475,108.78058062571114,105.55832953055751,-4.575830625711134,-1.353579530557511,4.575830625711134,1.353579530557511,-3.2222510951536236,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00041,41,175.03381999989998,202.12489068383252,200.2452244689584,-27.09107068393257,-25.211404469058408,27.09107068393257,25.211404469058408,-1.8796662148741632,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00042,42,119.34365,119.473042940135,120.65904128139503,-0.1293929401349913,-1.315391281395037,0.1293929401349913,1.315391281395037,1.1859983412600457,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00043,43,233.5733,235.93205176007308,237.72494453366892,-2.3587517600730905,-4.151644533668957,2.3587517600730905,4.151644533668957,1.7928927735958666,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00044,44,171.50607,173.34493870294168,169.98259013593955,-1.8388687029416813,1.5234798640604197,1.8388687029416813,1.5234798640604197,-0.31538883888126157,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00045,45,181.20564,182.33902629553336,180.33573834549085,-1.13338629553337,0.8699016545091354,1.13338629553337,0.8699016545091354,-0.26348464102423463,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00046,46,219.0714,216.8576681663129,211.52620960468985,2.2137318336870635,7.545190395310158,2.2137318336870635,7.545190395310158,5.331458561623094,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00047,47,107.70817,110.6921163570722,108.0752422538506,-2.983946357072199,-0.3670722538505941,2.983946357072199,0.3670722538505941,-2.6168741032216047,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00048,48,186.0660249999,190.72093695738613,190.07876314779887,-4.654911957486121,-4.012738147898915,4.654911957486121,4.012738147898915,-0.6421738095872058,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00049,49,112.3033,112.84029313800644,112.09632930621132,-0.5369931380064372,0.2069706937886906,0.5369931380064372,0.2069706937886906,-0.3300224442177466,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00050,50,175.6206,171.90276544640002,174.56269137315556,3.717834553599971,1.057908626844437,3.717834553599971,1.057908626844437,-2.659925926755534,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00051,51,185.7300999999,182.5680490882482,182.49470022940352,3.1620509116517894,3.235399770496457,3.1620509116517894,3.235399770496457,0.07334885884466757,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00052,52,151.56012,152.3526643110287,150.28982690280492,-0.7925443110286778,1.2702930971950934,0.7925443110286778,1.2702930971950934,0.4777487861664156,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00053,53,127.03549999999998,127.88874089944366,126.91916874950996,-0.8532408994436764,0.1163312504900204,0.8532408994436764,0.1163312504900204,-0.7369096489536561,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00054,54,141.63121999999998,144.59677795617944,147.36770175574435,-2.9655579561794525,-5.736481755744364,2.9655579561794525,5.736481755744364,2.770923799564912,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00055,55,173.01361,151.4099808407202,170.590119930211,21.60362915927979,2.423490069789011,21.60362915927979,2.423490069789011,-19.18013908949078,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00056,56,131.7857899999,131.41467504216467,130.4652869713879,0.3711149577353296,1.320503028512093,0.3711149577353296,1.320503028512093,0.9493880707767632,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00057,57,190.14991,183.462559169416,191.13968350833056,6.687350830584023,-0.9897735083305575,6.687350830584023,0.9897735083305575,-5.697577322253466,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00058,58,140.2139349999,139.00338278917752,138.10655172337073,1.2105522107224829,2.1073832765292764,1.2105522107224829,2.1073832765292764,0.8968310658067935,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00059,59,167.93076,171.21945383399208,168.68483749213092,-3.2886938339920846,-0.7540774921309321,3.2886938339920846,0.7540774921309321,-2.5346163418611525,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00060,60,122.50959,122.46464859974633,122.22611219857602,0.0449414002536912,0.2834778014239845,0.0449414002536912,0.2834778014239845,0.2385364011702933,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00061,61,150.99865,176.6255643792499,178.82583445786557,-25.62691437924991,-27.82718445786557,25.62691437924991,27.82718445786557,2.2002700786156595,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00062,62,197.12752,192.83946860317036,196.3182452984166,4.2880513968296725,0.809274701583405,4.2880513968296725,0.809274701583405,-3.4787766952462675,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00063,63,119.666035,120.04177423185024,122.5706241705985,-0.3757392318502468,-2.9045891705985127,0.3757392318502468,2.9045891705985127,2.528849938748266,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00064,64,158.71867999999998,173.91021671268734,177.06873189477272,-15.191536712687366,-18.350051894772747,15.191536712687366,18.350051894772747,3.158515182085381,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00065,65,127.16725,126.89835990115016,126.35860083065164,0.2688900988498375,0.8086491693483566,0.2688900988498375,0.8086491693483566,0.5397590704985191,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00066,66,192.46097,195.26127922718663,195.78973647148493,-2.800309227186659,-3.3287664714849257,2.800309227186659,3.3287664714849257,0.5284572442982665,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00067,67,197.0053949999,189.4425400915843,192.43525483906495,7.5628549083157,4.570140160835024,7.5628549083157,4.570140160835024,-2.992714747480676,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00068,68,141.05757,139.88015443882145,141.51068421354145,1.1774155611785488,-0.4531142135414541,1.1774155611785488,0.4531142135414541,-0.7243013476370948,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00069,69,217.8064,209.4395676515906,212.245430165448,8.366832348409389,5.560969834551997,8.366832348409389,5.560969834551997,-2.8058625138573916,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00070,70,139.50626499999998,138.8827790611071,138.21019050644043,0.623485938892884,1.2960744935595585,0.623485938892884,1.2960744935595585,0.6725885546666746,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00071,71,218.0649999999,216.8000141682813,212.93201467925283,1.2649858316186453,5.132985320647151,1.2649858316186453,5.132985320647151,3.867999489028506,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00072,72,138.6717599999,142.1691801652457,140.68873905896197,-3.497420165345744,-2.016979059061981,3.497420165345744,2.016979059061981,-1.480441106283763,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00073,73,159.804935,164.73355591241005,161.64936316062645,-4.928620912410025,-1.8444281606264497,4.928620912410025,1.8444281606264497,-3.0841927517835757,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00074,74,149.77721,155.31964923988423,148.77682186383623,-5.542439239884232,1.000388136163764,5.542439239884232,1.000388136163764,-4.5420511037204685,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00075,75,135.46609,133.70707928092537,134.89070314475538,1.759010719074638,0.5753868552446306,1.759010719074638,0.5753868552446306,-1.1836238638300074,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00076,76,159.62537500000002,154.37968680029854,159.3159547472824,5.245688199701476,0.3094202527176151,5.245688199701476,0.3094202527176151,-4.936267946983861,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00077,77,148.44292,145.59350930547734,147.8562892744277,2.8494106945226463,0.5866307255722916,2.8494106945226463,0.5866307255722916,-2.2627799689503547,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00078,78,218.8874,216.92211404516857,208.6975415608686,1.9652859548314157,10.18985843913137,1.9652859548314157,10.18985843913137,8.224572484299955,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00079,79,131.92373999999998,131.3333671573588,132.4538219743217,0.5903728426411874,-0.5300819743217176,0.5903728426411874,0.5300819743217176,-0.06029086831946984,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00080,80,119.1025,121.36438754299638,119.7656534844669,-2.2618875429963907,-0.6631534844669034,2.2618875429963907,0.6631534844669034,-1.5987340585294874,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00081,81,139.88122,140.43658856216302,138.4315718681998,-0.5553685621630109,1.4496481318002168,0.5553685621630109,1.4496481318002168,0.8942795696372059,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00082,82,183.60647,186.69577808908787,185.73517259031175,-3.089308089087865,-2.128702590311775,3.089308089087865,2.128702590311775,-0.9606054987760899,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00083,83,167.11939999999998,167.99385480294896,164.44950814041292,-0.8744548029489749,2.669891859587068,0.8744548029489749,2.669891859587068,1.795437056638093,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00084,84,155.04631,149.98862816280854,150.54655236986596,5.057681837191467,4.499757630134042,5.057681837191467,4.499757630134042,-0.5579242070574253,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00085,85,169.61128,171.0980153494935,168.94456433256525,-1.486735349493472,0.6667156674347439,1.486735349493472,0.6667156674347439,-0.8200196820587282,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00086,86,161.4233999999,160.80410635809145,161.30212706835226,0.6192936418085537,0.1212729315477361,0.6192936418085537,0.1212729315477361,-0.4980207102608176,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00087,87,226.0174,220.8642130204239,222.67279978333383,5.153186979576077,3.3446002166661515,5.153186979576077,3.3446002166661515,-1.8085867629099255,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00088,88,143.44961500000002,140.53640679059333,143.88009052913986,2.9132082094066902,-0.4304755291398408,2.9132082094066902,0.4304755291398408,-2.4827326802668495,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00089,89,228.18175,233.11320100870716,224.7817767994293,-4.931451008707143,3.399973200570656,4.931451008707143,3.399973200570656,-1.5314778081364864,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00090,90,218.6967,216.8460071859812,218.35898158387008,1.8506928140187997,0.3377184161299169,1.8506928140187997,0.3377184161299169,-1.5129743978888828,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00091,91,143.340925,144.02404856592105,142.64887542884426,-0.6831235659210506,0.6920495711557351,0.6831235659210506,0.6920495711557351,0.008926005234684453,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00092,92,131.11235,130.67285643212537,130.61970237774412,0.4394935678746208,0.4926476222558733,0.4394935678746208,0.4926476222558733,0.05315405438125248,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00093,93,159.81514,161.71382460081745,158.2724259856086,-1.8986846008174325,1.542714014391407,1.8986846008174325,1.542714014391407,-0.3559705864260254,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00094,94,135.3150999999,136.3577084134431,133.75037724553374,-1.042608413543121,1.564722754366244,1.042608413543121,1.564722754366244,0.522114340823123,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00095,95,146.943905,151.79774034211184,153.60900177647588,-4.853835342111836,-6.6650967764758775,4.853835342111836,6.6650967764758775,1.8112614343640416,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00096,96,171.39184,169.87643562223772,173.00296750703606,1.5154043777622803,-1.6111275070360591,1.5154043777622803,1.6111275070360591,0.0957231292737788,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00097,97,248.8456,247.0534491915075,242.94978385564508,1.7921508084925222,5.895816144354939,1.7921508084925222,5.895816144354939,4.103665335862416,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00098,98,246.7974,247.94934668530288,241.5492112281869,-1.1519466853028746,5.248188771813119,1.1519466853028746,5.248188771813119,4.0962420865102445,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00099,99,135.28140499999998,134.3524717623279,137.08647984003002,0.9289332376720836,-1.805074840030045,0.9289332376720836,1.805074840030045,0.8761416023579613,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00100,100,212.2565,217.1759129464384,211.91712483611067,-4.919412946438342,0.3393751638893434,4.919412946438342,0.3393751638893434,-4.580037782548999,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00101,101,169.625425,235.62960875681424,240.33538814676655,-66.00418375681423,-70.70996314676657,66.00418375681423,70.70996314676657,4.70577938995234,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00102,102,234.6763,232.06552206671705,226.76431665433867,2.6107779332829466,7.911983345661326,2.6107779332829466,7.911983345661326,5.30120541237838,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00103,103,219.1649,222.85429444476372,225.7833441482965,-3.689394444763764,-6.618444148296476,3.689394444763764,6.618444148296476,2.9290497035327117,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00104,104,135.20257999999998,135.9001418349901,136.84784043014125,-0.6975618349901254,-1.6452604301412634,0.6975618349901254,1.6452604301412634,0.9476985951511381,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00105,105,154.72028999999998,158.4616620182844,160.48476794954766,-3.741372018284409,-5.764477949547683,3.741372018284409,5.764477949547683,2.0231059312632738,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00106,106,175.27590999999998,170.68977537088097,170.8160208929488,4.586134629119016,4.459889107051197,4.586134629119016,4.459889107051197,-0.12624552206781914,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00107,107,256.76705,246.32983363941872,248.4641880319108,10.43721636058126,8.30286196808919,10.43721636058126,8.30286196808919,-2.134354392492071,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00108,108,191.5584,189.7260439093149,190.3120368494992,1.8323560906850676,1.2463631505008266,1.8323560906850676,1.2463631505008266,-0.585992940184241,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00109,109,175.15818000000002,176.6779840223668,174.63806101784655,-1.5198040223667704,0.5201189821534626,1.5198040223667704,0.5201189821534626,-0.9996850402133077,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00110,110,183.61817,177.1058582030184,183.80755035076749,6.5123117969816064,-0.1893803507674931,6.5123117969816064,0.1893803507674931,-6.322931446214113,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00111,111,167.20978,153.66780447031522,163.78161585906724,13.541975529684777,3.4281641409327506,13.541975529684777,3.4281641409327506,-10.113811388752026,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00112,112,151.10872999999998,160.6830364548502,150.68375139575394,-9.574306454850216,0.4249786042460357,9.574306454850216,0.4249786042460357,-9.14932785060418,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00113,113,139.288005,136.86914071408847,136.33300087254463,2.418864285911525,2.955004127455368,2.418864285911525,2.955004127455368,0.536139841543843,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00114,114,142.81567,146.07567774276723,142.63754671392292,-3.260007742767243,0.1781232860770956,3.260007742767243,0.1781232860770956,-3.0818844566901475,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00115,115,215.1937,217.6702530309913,213.85741800932564,-2.476553030991312,1.3362819906743368,2.476553030991312,1.3362819906743368,-1.1402710403169753,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00116,116,143.29097,157.49673955001705,152.58573930128196,-14.205769550017038,-9.294769301281974,14.205769550017038,9.294769301281974,-4.911000248735064,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00117,117,163.45689,162.98402148169393,161.18052592284062,0.4728685183060577,2.2763640771593714,0.4728685183060577,2.2763640771593714,1.8034955588533137,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00118,118,155.22697499999998,181.36576522955784,182.56804819676844,-26.138790229557856,-27.341073196768463,26.138790229557856,27.341073196768463,1.202282967210607,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00119,119,211.69135,210.2887293614585,213.55886685602343,1.4026206385414923,-1.8675168560234567,1.4026206385414923,1.8675168560234567,0.4648962174819644,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00120,120,155.399235,139.46672943198638,151.48197619837865,15.932505568013624,3.917258801621358,15.932505568013624,3.917258801621358,-12.015246766392266,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00121,121,131.18576,130.91038033492077,128.78020223731505,0.2753796650792424,2.405557762684936,0.2753796650792424,2.405557762684936,2.1301780976056937,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00122,122,242.10655,230.99439574532312,233.7972287725137,11.11215425467688,8.309321227486294,11.11215425467688,8.309321227486294,-2.8028330271905872,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00123,123,218.61185,215.05883095799783,222.13284074660368,3.5530190420021768,-3.5209907466036725,3.5530190420021768,3.5209907466036725,-0.03202829539850427,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00124,124,188.76015,193.67730930471288,187.4969978472352,-4.917159304712868,1.2631521527648315,4.917159304712868,1.2631521527648315,-3.6540071519480364,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00125,125,199.27132,200.2463854351991,195.11137387826756,-0.9750654351990988,4.1599461217324745,0.9750654351990988,4.1599461217324745,3.1848806865333756,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00126,126,198.7218,192.5419352592583,196.937732450606,6.179864740741692,1.7840675493939957,6.179864740741692,1.7840675493939957,-4.395797191347697,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00127,127,139.47870999999998,156.72416676457917,154.6839286827925,-17.24545676457919,-15.20521868279252,17.24545676457919,15.20521868279252,-2.0402380817866685,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00128,128,159.3032399999,159.2436896294489,157.23796406225603,0.0595503704510917,2.0652759376439747,0.0595503704510917,2.0652759376439747,2.005725567192883,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00129,129,167.1710399999,169.18606624380718,164.98488253955733,-2.0150262439071867,2.186157460342656,2.0150262439071867,2.186157460342656,0.17113121643546947,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00130,130,163.26638,152.2597936735546,160.15156745403502,11.006586326445388,3.1148125459649805,11.006586326445388,3.1148125459649805,-7.891773780480408,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00131,131,124.967325,123.13021216551591,124.15889691052833,1.837112834484074,0.8084280894716755,1.837112834484074,0.8084280894716755,-1.0286847450123984,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00132,132,147.02188999999998,147.53789164236463,143.30047858972625,-0.5160016423646425,3.7214114102737312,0.5160016423646425,3.7214114102737312,3.2054097679090887,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00133,133,226.0442,189.07520728860945,215.13179322380847,36.96899271139054,10.912406776191515,36.96899271139054,10.912406776191515,-26.056585935199024,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00134,134,164.321395,158.86029532708113,160.490569807809,5.461099672918863,3.8308251921909857,5.461099672918863,3.8308251921909857,-1.630274480727877,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00135,135,219.447,219.17268169190163,218.93868535113967,0.2743183080983726,0.5083146488603347,0.2743183080983726,0.5083146488603347,0.23399634076196213,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00137,137,173.80563,177.71037312594615,175.72362070620784,-3.904743125946141,-1.9179907062078316,3.904743125946141,1.9179907062078316,-1.9867524197383093,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00138,138,185.77885,178.9449544219536,185.47980605767728,6.833895578046366,0.2990439423226974,6.833895578046366,0.2990439423226974,-6.534851635723669,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00139,139,227.0067,221.45433643230388,228.89057640258588,5.552363567696119,-1.883876402585884,5.552363567696119,1.883876402585884,-3.668487165110235,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00140,140,183.102185,188.68124205030344,186.19562921984476,-5.579057050303447,-3.0934442198447414,5.579057050303447,3.0934442198447414,-2.485612830458706,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00141,141,159.94629,156.47882951277873,165.65304709933696,3.467460487221274,-5.706757099336954,3.467460487221274,5.706757099336954,2.2392966121156803,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00142,142,130.51316999999997,135.1849019276044,132.55206380933214,-4.671731927604441,-2.0388938093321656,4.671731927604441,2.0388938093321656,-2.632838118272275,Matérn 3/2
within-kernel learned nugget minus no nugget,width,T0,matern32_no_nugget,matern32_learned_nugget,sim_00143,143,94.39849,95.94936893336694,95.95787121497706,-1.5508789333669455,-1.5593812149770656,1.5508789333669455,1.5593812149770656,0.008502281610120122,Matérn 3/2
