arm,c,subset,budget,metric,mean,median,n_outer_runs
REP_C025,0.25,B1_q20,40,keyhole_recall,0.7308492063492064,0.75,100
REP_C025,0.25,B1_q20,40,conduction_recall,0.9206383061383062,0.9166666666666666,100
REP_C025,0.25,B1_q20,40,false_negative,1.72,2.0,100
REP_C025,0.25,B1_q20,40,false_positive,0.82,1.0,100
REP_C025,0.25,B1_q20,60,accuracy,0.8558823529411765,0.8823529411764706,100
REP_C025,0.25,B1_q20,60,balanced_accuracy,0.8297176573426575,0.8349358974358974,100
REP_C025,0.25,B1_q20,60,keyhole_recall,0.7284999999999999,0.75,100
REP_C025,0.25,B1_q20,60,conduction_recall,0.9309353146853147,0.9615384615384616,100
REP_C025,0.25,B1_q20,60,false_negative,1.74,2.0,100
REP_C025,0.25,B1_q20,60,false_positive,0.71,0.5,100
REP_C025,0.25,B1_q20,80,accuracy,0.8594117647058822,0.8823529411764706,100
REP_C025,0.25,B1_q20,80,balanced_accuracy,0.8323906371406372,0.8333333333333333,100
REP_C025,0.25,B1_q20,80,keyhole_recall,0.7294166666666666,0.75,100
REP_C025,0.25,B1_q20,80,conduction_recall,0.9353646076146077,1.0,100
REP_C025,0.25,B1_q20,80,false_negative,1.73,2.0,100
REP_C025,0.25,B1_q20,80,false_positive,0.66,0.0,100
REP_C050,0.5,B1_q20,16,accuracy,0.7858823529411765,0.8235294117647058,100
REP_C050,0.5,B1_q20,16,balanced_accuracy,0.771914210789211,0.7857142857142857,100
REP_C050,0.5,B1_q20,16,keyhole_recall,0.7221190476190473,0.75,100
REP_C050,0.5,B1_q20,16,conduction_recall,0.821709373959374,0.9,100
REP_C050,0.5,B1_q20,16,false_negative,1.8,2.0,100
REP_C050,0.5,B1_q20,16,false_positive,1.84,1.0,100
REP_C050,0.5,B1_q20,24,accuracy,0.8152941176470587,0.8235294117647058,100
REP_C050,0.5,B1_q20,24,balanced_accuracy,0.7967958846708848,0.8125,100
REP_C050,0.5,B1_q20,24,keyhole_recall,0.7243134920634918,0.75,100
REP_C050,0.5,B1_q20,24,conduction_recall,0.8692782772782772,0.9,100
REP_C050,0.5,B1_q20,24,false_negative,1.79,2.0,100
REP_C050,0.5,B1_q20,24,false_positive,1.35,1.0,100
REP_C050,0.5,B1_q20,32,accuracy,0.8476470588235294,0.8235294117647058,100
REP_C050,0.5,B1_q20,32,balanced_accuracy,0.8262546342546342,0.8274801587301587,100
REP_C050,0.5,B1_q20,32,keyhole_recall,0.7370079365079364,0.75,100
REP_C050,0.5,B1_q20,32,conduction_recall,0.915501332001332,0.9166666666666666,100
REP_C050,0.5,B1_q20,32,false_negative,1.72,2.0,100
REP_C050,0.5,B1_q20,32,false_positive,0.87,1.0,100
REP_C050,0.5,B1_q20,40,accuracy,0.8494117647058823,0.8823529411764706,100
REP_C050,0.5,B1_q20,40,balanced_accuracy,0.825382104007104,0.8333333333333333,100
REP_C050,0.5,B1_q20,40,keyhole_recall,0.7325753968253969,0.75,100
REP_C050,0.5,B1_q20,40,conduction_recall,0.9181888111888112,0.9166666666666666,100
REP_C050,0.5,B1_q20,40,false_negative,1.72,2.0,100
REP_C050,0.5,B1_q20,40,false_positive,0.84,1.0,100
REP_C050,0.5,B1_q20,60,accuracy,0.8582352941176471,0.8823529411764706,100
REP_C050,0.5,B1_q20,60,balanced_accuracy,0.8313249805749807,0.8349358974358974,100
REP_C050,0.5,B1_q20,60,keyhole_recall,0.7283055555555555,0.75,100
REP_C050,0.5,B1_q20,60,conduction_recall,0.9343444055944056,1.0,100
REP_C050,0.5,B1_q20,60,false_negative,1.74,2.0,100
REP_C050,0.5,B1_q20,60,false_positive,0.67,0.0,100
REP_C050,0.5,B1_q20,80,accuracy,0.8576470588235291,0.8823529411764706,100
REP_C050,0.5,B1_q20,80,balanced_accuracy,0.8301604784104785,0.8333333333333333,100
REP_C050,0.5,B1_q20,80,keyhole_recall,0.7273174603174603,0.7638888888888888,100
REP_C050,0.5,B1_q20,80,conduction_recall,0.9330034965034966,1.0,100
REP_C050,0.5,B1_q20,80,false_negative,1.74,2.0,100
REP_C050,0.5,B1_q20,80,false_positive,0.68,0.0,100
REP_C100,1.0,B1_q20,16,accuracy,0.7858823529411765,0.8235294117647058,100
REP_C100,1.0,B1_q20,16,balanced_accuracy,0.771914210789211,0.7857142857142857,100
REP_C100,1.0,B1_q20,16,keyhole_recall,0.7221190476190473,0.75,100
REP_C100,1.0,B1_q20,16,conduction_recall,0.821709373959374,0.9,100
REP_C100,1.0,B1_q20,16,false_negative,1.8,2.0,100
REP_C100,1.0,B1_q20,16,false_positive,1.84,1.0,100
REP_C100,1.0,B1_q20,24,accuracy,0.8229411764705881,0.8235294117647058,100
REP_C100,1.0,B1_q20,24,balanced_accuracy,0.8020671689421691,0.8071428571428572,100
REP_C100,1.0,B1_q20,24,keyhole_recall,0.7220992063492062,0.7142857142857143,100
REP_C100,1.0,B1_q20,24,conduction_recall,0.8820351315351316,0.9,100
REP_C100,1.0,B1_q20,24,false_negative,1.78,2.0,100
REP_C100,1.0,B1_q20,24,false_positive,1.23,1.0,100
REP_C100,1.0,B1_q20,32,accuracy,0.838235294117647,0.8235294117647058,100
REP_C100,1.0,B1_q20,32,balanced_accuracy,0.8156608391608393,0.8166666666666667,100
REP_C100,1.0,B1_q20,32,keyhole_recall,0.7230277777777776,0.75,100
REP_C100,1.0,B1_q20,32,conduction_recall,0.9082939005439005,0.9090909090909091,100
REP_C100,1.0,B1_q20,32,false_negative,1.8,2.0,100
REP_C100,1.0,B1_q20,32,false_positive,0.95,1.0,100
REP_C100,1.0,B1_q20,40,accuracy,0.8505882352941175,0.8823529411764706,100
REP_C100,1.0,B1_q20,40,balanced_accuracy,0.8270380036630036,0.8285714285714285,100
REP_C100,1.0,B1_q20,40,keyhole_recall,0.7349007936507935,0.75,100
REP_C100,1.0,B1_q20,40,conduction_recall,0.9191752136752137,0.9166666666666666,100
REP_C100,1.0,B1_q20,40,false_negative,1.71,2.0,100
REP_C100,1.0,B1_q20,40,false_positive,0.83,1.0,100
REP_C100,1.0,B1_q20,60,accuracy,0.8570588235294118,0.8823529411764706,100
REP_C100,1.0,B1_q20,60,balanced_accuracy,0.8289777583527586,0.8333333333333333,100
REP_C100,1.0,B1_q20,60,keyhole_recall,0.7244444444444443,0.75,100
REP_C100,1.0,B1_q20,60,conduction_recall,0.9335110722610723,1.0,100
REP_C100,1.0,B1_q20,60,false_negative,1.75,2.0,100
REP_C100,1.0,B1_q20,60,false_positive,0.68,0.0,100
REP_C100,1.0,B1_q20,80,accuracy,0.8588235294117647,0.8823529411764706,100
REP_C100,1.0,B1_q20,80,balanced_accuracy,0.8317539127539127,0.8468406593406594,100
REP_C100,1.0,B1_q20,80,keyhole_recall,0.7291785714285713,0.7638888888888888,100
REP_C100,1.0,B1_q20,80,conduction_recall,0.934329254079254,1.0,100
REP_C100,1.0,B1_q20,80,false_negative,1.73,2.0,100
REP_C100,1.0,B1_q20,80,false_positive,0.67,0.0,100
REP_C200,2.0,B1_q20,16,accuracy,0.7858823529411765,0.8235294117647058,100
REP_C200,2.0,B1_q20,16,balanced_accuracy,0.771914210789211,0.7857142857142857,100
REP_C200,2.0,B1_q20,16,keyhole_recall,0.7221190476190473,0.75,100
REP_C200,2.0,B1_q20,16,conduction_recall,0.821709373959374,0.9,100
REP_C200,2.0,B1_q20,16,false_negative,1.8,2.0,100
REP_C200,2.0,B1_q20,16,false_positive,1.84,1.0,100
REP_C200,2.0,B1_q20,24,accuracy,0.8258823529411764,0.8235294117647058,100
REP_C200,2.0,B1_q20,24,balanced_accuracy,0.8076740065490067,0.8188131313131313,100
REP_C200,2.0,B1_q20,24,keyhole_recall,0.732015873015873,0.75,100
REP_C200,2.0,B1_q20,24,conduction_recall,0.8833321400821401,0.9,100
REP_C200,2.0,B1_q20,24,false_negative,1.74,2.0,100
REP_C200,2.0,B1_q20,24,false_positive,1.22,1.0,100
REP_C200,2.0,B1_q20,32,accuracy,0.8441176470588233,0.8235294117647058,100
REP_C200,2.0,B1_q20,32,balanced_accuracy,0.8231072677322677,0.8257575757575758,100
REP_C200,2.0,B1_q20,32,keyhole_recall,0.7389206349206349,0.7638888888888888,100
REP_C200,2.0,B1_q20,32,conduction_recall,0.9072939005439005,0.9090909090909091,100
REP_C200,2.0,B1_q20,32,false_negative,1.69,2.0,100
REP_C200,2.0,B1_q20,32,false_positive,0.96,1.0,100
REP_C200,2.0,B1_q20,40,accuracy,0.853529411764706,0.8823529411764706,100
REP_C200,2.0,B1_q20,40,balanced_accuracy,0.8297149517149517,0.8285714285714285,100
REP_C200,2.0,B1_q20,40,keyhole_recall,0.7376031746031744,0.75,100
REP_C200,2.0,B1_q20,40,conduction_recall,0.9218267288267288,0.9166666666666666,100
REP_C200,2.0,B1_q20,40,false_negative,1.69,2.0,100
REP_C200,2.0,B1_q20,40,false_positive,0.8,1.0,100
REP_C200,2.0,B1_q20,60,accuracy,0.8576470588235294,0.8823529411764706,100
REP_C200,2.0,B1_q20,60,balanced_accuracy,0.8299003774003775,0.8333333333333333,100
REP_C200,2.0,B1_q20,60,keyhole_recall,0.7262896825396825,0.75,100
REP_C200,2.0,B1_q20,60,conduction_recall,0.9335110722610723,1.0,100
REP_C200,2.0,B1_q20,60,false_negative,1.74,2.0,100
REP_C200,2.0,B1_q20,60,false_positive,0.68,0.0,100
REP_C200,2.0,B1_q20,80,accuracy,0.8594117647058823,0.8823529411764706,100
REP_C200,2.0,B1_q20,80,balanced_accuracy,0.8321705794205795,0.8571428571428572,100
REP_C200,2.0,B1_q20,80,keyhole_recall,0.7291785714285713,0.7638888888888888,100
REP_C200,2.0,B1_q20,80,conduction_recall,0.9351625874125874,1.0,100
REP_C200,2.0,B1_q20,80,false_negative,1.73,2.0,100
REP_C200,2.0,B1_q20,80,false_positive,0.66,0.0,100
REP_C400,4.0,B1_q20,16,accuracy,0.7858823529411765,0.8235294117647058,100
REP_C400,4.0,B1_q20,16,balanced_accuracy,0.771914210789211,0.7857142857142857,100
REP_C400,4.0,B1_q20,16,keyhole_recall,0.7221190476190473,0.75,100
REP_C400,4.0,B1_q20,16,conduction_recall,0.821709373959374,0.9,100
REP_C400,4.0,B1_q20,16,false_negative,1.8,2.0,100
REP_C400,4.0,B1_q20,16,false_positive,1.84,1.0,100
REP_C400,4.0,B1_q20,24,accuracy,0.8252941176470588,0.8235294117647058,100
REP_C400,4.0,B1_q20,24,balanced_accuracy,0.8080726356976358,0.8145833333333333,100
REP_C400,4.0,B1_q20,24,keyhole_recall,0.7352222222222221,0.75,100
REP_C400,4.0,B1_q20,24,conduction_recall,0.8809230491730492,0.9,100
REP_C400,4.0,B1_q20,24,false_negative,1.73,2.0,100
REP_C400,4.0,B1_q20,24,false_positive,1.24,1.0,100
REP_C400,4.0,B1_q20,32,accuracy,0.8452941176470588,0.8235294117647058,100
REP_C400,4.0,B1_q20,32,balanced_accuracy,0.8244961566211566,0.8257575757575758,100
REP_C400,4.0,B1_q20,32,keyhole_recall,0.7416984126984125,0.7638888888888888,100
REP_C400,4.0,B1_q20,32,conduction_recall,0.9072939005439005,0.9090909090909091,100
REP_C400,4.0,B1_q20,32,false_negative,1.67,2.0,100
REP_C400,4.0,B1_q20,32,false_positive,0.96,1.0,100
REP_C400,4.0,B1_q20,40,accuracy,0.8535294117647056,0.8823529411764706,100
REP_C400,4.0,B1_q20,40,balanced_accuracy,0.8321711205461206,0.8333333333333333,100
REP_C400,4.0,B1_q20,40,keyhole_recall,0.7455079365079363,0.75,100
REP_C400,4.0,B1_q20,40,conduction_recall,0.9188343045843045,0.9166666666666666,100
REP_C400,4.0,B1_q20,40,false_negative,1.66,2.0,100
REP_C400,4.0,B1_q20,40,false_positive,0.83,1.0,100
REP_C400,4.0,B1_q20,60,accuracy,0.8564705882352941,0.8823529411764706,100
REP_C400,4.0,B1_q20,60,balanced_accuracy,0.8286124986124987,0.8333333333333333,100
REP_C400,4.0,B1_q20,60,keyhole_recall,0.7246230158730158,0.75,100
REP_C400,4.0,B1_q20,60,conduction_recall,0.9326019813519814,0.9615384615384616,100
REP_C400,4.0,B1_q20,60,false_negative,1.75,2.0,100
REP_C400,4.0,B1_q20,60,false_positive,0.69,0.5,100
REP_C400,4.0,B1_q20,80,accuracy,0.8594117647058823,0.8823529411764706,100
REP_C400,4.0,B1_q20,80,balanced_accuracy,0.8321705794205795,0.8571428571428572,100
REP_C400,4.0,B1_q20,80,keyhole_recall,0.7291785714285713,0.7638888888888888,100
REP_C400,4.0,B1_q20,80,conduction_recall,0.9351625874125874,1.0,100
REP_C400,4.0,B1_q20,80,false_negative,1.73,2.0,100
REP_C400,4.0,B1_q20,80,false_positive,0.66,0.0,100
