arm,c,subset,budget,metric,mean,median,n_outer_runs
M3_MARGIN,0.0,B1_q20,16,accuracy,0.7858823529411765,0.8235294117647058,100
M3_MARGIN,0.0,B1_q20,16,balanced_accuracy,0.771914210789211,0.7857142857142857,100
M3_MARGIN,0.0,B1_q20,16,keyhole_recall,0.7221190476190473,0.75,100
M3_MARGIN,0.0,B1_q20,16,conduction_recall,0.821709373959374,0.9,100
M3_MARGIN,0.0,B1_q20,16,false_negative,1.8,2.0,100
M3_MARGIN,0.0,B1_q20,16,false_positive,1.84,1.0,100
M3_MARGIN,0.0,B1_q20,24,accuracy,0.8170588235294117,0.8235294117647058,100
M3_MARGIN,0.0,B1_q20,24,balanced_accuracy,0.7988360528360527,0.8125,100
M3_MARGIN,0.0,B1_q20,24,keyhole_recall,0.7287698412698412,0.75,100
M3_MARGIN,0.0,B1_q20,24,conduction_recall,0.8689022644022644,0.9,100
M3_MARGIN,0.0,B1_q20,24,false_negative,1.76,2.0,100
M3_MARGIN,0.0,B1_q20,24,false_positive,1.35,1.0,100
M3_MARGIN,0.0,B1_q20,32,accuracy,0.8341176470588233,0.8235294117647058,100
M3_MARGIN,0.0,B1_q20,32,balanced_accuracy,0.8132126762126761,0.821969696969697,100
M3_MARGIN,0.0,B1_q20,32,keyhole_recall,0.7294523809523809,0.75,100
M3_MARGIN,0.0,B1_q20,32,conduction_recall,0.8969729714729715,0.9090909090909091,100
M3_MARGIN,0.0,B1_q20,32,false_negative,1.75,2.0,100
M3_MARGIN,0.0,B1_q20,32,false_positive,1.07,1.0,100
M3_MARGIN,0.0,B1_q20,40,accuracy,0.8464705882352941,0.8823529411764706,100
M3_MARGIN,0.0,B1_q20,40,balanced_accuracy,0.8270682511932513,0.8333333333333333,100
M3_MARGIN,0.0,B1_q20,40,keyhole_recall,0.7487380952380953,0.75,100
M3_MARGIN,0.0,B1_q20,40,conduction_recall,0.905398407148407,0.9090909090909091,100
M3_MARGIN,0.0,B1_q20,40,false_negative,1.62,2.0,100
M3_MARGIN,0.0,B1_q20,40,false_positive,0.99,1.0,100
M3_MARGIN,0.0,B1_q20,60,accuracy,0.8564705882352942,0.8823529411764706,100
M3_MARGIN,0.0,B1_q20,60,balanced_accuracy,0.832872238872239,0.8333333333333333,100
M3_MARGIN,0.0,B1_q20,60,keyhole_recall,0.7407738095238094,0.75,100
M3_MARGIN,0.0,B1_q20,60,conduction_recall,0.9249706682206683,0.9166666666666666,100
M3_MARGIN,0.0,B1_q20,60,false_negative,1.66,2.0,100
M3_MARGIN,0.0,B1_q20,60,false_positive,0.78,1.0,100
M3_MARGIN,0.0,B1_q20,80,accuracy,0.8611764705882352,0.8823529411764706,100
M3_MARGIN,0.0,B1_q20,80,balanced_accuracy,0.8359479964479966,0.8333333333333333,100
M3_MARGIN,0.0,B1_q20,80,keyhole_recall,0.7382738095238095,0.7638888888888888,100
M3_MARGIN,0.0,B1_q20,80,conduction_recall,0.9336221833721835,0.9615384615384616,100
M3_MARGIN,0.0,B1_q20,80,false_negative,1.68,2.0,100
M3_MARGIN,0.0,B1_q20,80,false_positive,0.68,0.5,100
REP_C025,0.25,B1_q20,16,accuracy,0.7858823529411765,0.8235294117647058,100
REP_C025,0.25,B1_q20,16,balanced_accuracy,0.771914210789211,0.7857142857142857,100
REP_C025,0.25,B1_q20,16,keyhole_recall,0.7221190476190473,0.75,100
REP_C025,0.25,B1_q20,16,conduction_recall,0.821709373959374,0.9,100
REP_C025,0.25,B1_q20,16,false_negative,1.8,2.0,100
REP_C025,0.25,B1_q20,16,false_positive,1.84,1.0,100
REP_C025,0.25,B1_q20,24,accuracy,0.8188235294117646,0.8235294117647058,100
REP_C025,0.25,B1_q20,24,balanced_accuracy,0.8004670607170606,0.8125,100
REP_C025,0.25,B1_q20,24,keyhole_recall,0.7258333333333333,0.75,100
REP_C025,0.25,B1_q20,24,conduction_recall,0.875100788100788,0.9,100
REP_C025,0.25,B1_q20,24,false_negative,1.78,2.0,100
REP_C025,0.25,B1_q20,24,false_positive,1.3,1.0,100
REP_C025,0.25,B1_q20,32,accuracy,0.834705882352941,0.8235294117647058,100
REP_C025,0.25,B1_q20,32,balanced_accuracy,0.8109055527805529,0.8166666666666667,100
REP_C025,0.25,B1_q20,32,keyhole_recall,0.7210674603174603,0.7142857142857143,100
REP_C025,0.25,B1_q20,32,conduction_recall,0.9007436452436453,0.9090909090909091,100
REP_C025,0.25,B1_q20,32,false_negative,1.79,2.0,100
REP_C025,0.25,B1_q20,32,false_positive,1.02,1.0,100
REP_C025,0.25,B1_q20,40,accuracy,0.8505882352941175,0.8823529411764706,100
REP_C025,0.25,B1_q20,40,balanced_accuracy,0.8257437562437562,0.8333333333333333,100
