arm,c,budget,mean_selected_d_min,median_selected_d_min,mean_candidate_scale_s_B,mean_active_pairwise_spread,active_query_keyhole_fraction,revealed_keyhole_fraction,q20_like_fraction,q30_like_fraction,mean_B1_distance
M3_MARGIN,0.0,32,0.810724535665836,0.7778628146643422,1.1021362736587157,2.304301159764228,0.5,0.399375,0.83,0.94,0.7293274089686118
M3_MARGIN,0.0,33,0.7997959178387358,0.7944935691844335,1.0975213836995805,2.306196605635126,0.39,0.39909090909090916,0.79,0.93,0.7128777551198818
M3_MARGIN,0.0,34,0.7385045273119091,0.6705781910143644,1.0937599912749902,2.2955164855323145,0.52,0.40264705882352947,0.84,0.96,0.679678480099098
M3_MARGIN,0.0,35,0.7321372261149179,0.6818473580561013,1.0906789614159933,2.2907902937819458,0.53,0.40628571428571425,0.84,0.96,0.6796675916867065
M3_MARGIN,0.0,36,0.7439350605012609,0.7846684151865577,1.0876903800598172,2.2821654216760394,0.44,0.4072222222222222,0.84,0.95,0.7049356184295539
M3_MARGIN,0.0,37,0.7457507319300369,0.6810148661587775,1.084910537829915,2.2764680062673808,0.58,0.41189189189189185,0.89,0.98,0.656713391211467
M3_MARGIN,0.0,38,0.7477720153067507,0.7464478493971551,1.0826327140354162,2.2714086738399573,0.41,0.4118421052631578,0.84,0.9,0.7042206652763485
M3_MARGIN,0.0,39,0.6838267581209126,0.6335360279823485,1.080100878276515,2.2624243554960612,0.36,0.41051282051282056,0.84,0.9,0.7028446380397123
M3_MARGIN,0.0,40,0.7581747562865153,0.7272659728204258,1.077771572176895,2.2578710655738097,0.42,0.41075,0.84,0.93,0.7332789708523951
M3_MARGIN,0.0,41,0.7549372611166139,0.7707013125283705,1.0752399020470125,2.255237135062162,0.47,0.4121951219512195,0.76,0.9,0.7805388507078834
M3_MARGIN,0.0,42,0.7862452215022848,0.7695875541508235,1.073606013976748,2.255747924860489,0.32,0.41,0.83,0.9,0.749003417276234
M3_MARGIN,0.0,43,0.7216043530724652,0.6936249353626024,1.0704303844357919,2.2532896240276417,0.38,0.40930232558139534,0.82,0.92,0.7516408810245317
M3_MARGIN,0.0,44,0.7558370346525939,0.7681742645381776,1.0689700541151648,2.252688071060263,0.37,0.4084090909090909,0.77,0.88,0.788060860036527
M3_MARGIN,0.0,45,0.762449423941057,0.7903982750710513,1.0667622832454837,2.2509414461159762,0.36,0.40733333333333344,0.85,0.94,0.7479423929043588
M3_MARGIN,0.0,46,0.7233885862142455,0.7070732097226717,1.064376723573603,2.250737026921107,0.27,0.4043478260869564,0.8,0.88,0.7716885592715427
M3_MARGIN,0.0,47,0.7421581584977196,0.7605253145759788,1.0621937606977636,2.2521667575242876,0.32,0.40255319148936164,0.83,0.93,0.7536163816003665
M3_MARGIN,0.0,48,0.7878435342814377,0.8003631209425184,1.0607145126389532,2.2548996887775425,0.37,0.4018750000000001,0.76,0.85,0.8191616157134308
M3_MARGIN,0.0,49,0.7345455277896482,0.7426168585675689,1.0583475597588758,2.2552931846370705,0.35,0.4008163265306122,0.74,0.82,0.8507426134954228
M3_MARGIN,0.0,50,0.7300438383572468,0.7248793393901778,1.0565284099030985,2.2579763286128856,0.38,0.4004,0.74,0.83,0.8412903551897868
M3_MARGIN,0.0,51,0.6689329616157462,0.6829025085131166,1.055648224629093,2.2550238037072017,0.42,0.40078431372549017,0.81,0.88,0.790370154199632
M3_MARGIN,0.0,52,0.7046294553138724,0.6532243980997321,1.0538609687178093,2.256591743996479,0.4,0.4007692307692307,0.75,0.87,0.7672139778881593
M3_MARGIN,0.0,53,0.7300649656751869,0.6401205259276854,1.0517091928261508,2.256210178875504,0.4,0.4007547169811321,0.71,0.76,0.8604708936076513
M3_MARGIN,0.0,54,0.687362090866005,0.6630641173590369,1.0494268223131065,2.254381111008906,0.38,0.4003703703703703,0.73,0.82,0.8229633134590085
M3_MARGIN,0.0,55,0.6538574310774288,0.6219554989060048,1.048347856468839,2.2573095916982293,0.33,0.39909090909090916,0.71,0.78,0.8359537298674958
M3_MARGIN,0.0,56,0.6653023991111391,0.6433464410892045,1.0458056337219228,2.2622938261340373,0.36,0.39839285714285716,0.67,0.73,0.8626569338111562
M3_MARGIN,0.0,57,0.67519399080566,0.6825755123843891,1.0439759475787425,2.260679663701134,0.34,0.3973684210526315,0.67,0.73,0.8781341800308945
M3_MARGIN,0.0,58,0.7564006450720403,0.6909713256763048,1.0424416217921493,2.2672380021090315,0.34,0.3963793103448275,0.69,0.76,0.8576227011784314
M3_MARGIN,0.0,59,0.6593190488495487,0.6279357056574373,1.0383343292352074,2.2754816380547482,0.41,0.3966101694915253,0.6,0.73,0.878217682587694
M3_MARGIN,0.0,60,0.6748347239433136,0.6618873063228238,1.0350343392516597,2.2846766819691924,0.49,0.3981666666666667,0.63,0.78,0.8923419742621311
M3_MARGIN,0.0,61,0.7084737661140604,0.6928757795828637,1.0325062104191847,2.3011718873666402,0.42,0.3985245901639344,0.58,0.7,0.8824589534676001
M3_MARGIN,0.0,62,0.7030694947614871,0.7012360496077608,1.0291378295285825,2.308371224296281,0.42,0.39887096774193553,0.61,0.73,0.9077963349985645
M3_MARGIN,0.0,63,0.7155125242084095,0.7090289981870033,1.02523974788831,2.3203577122745327,0.5,0.40047619047619043,0.67,0.83,0.8009243672469175
M3_MARGIN,0.0,64,0.6700233444553741,0.6657467082784116,1.0239018246939107,2.330689439667549,0.46,0.40140625,0.63,0.75,0.8861052727150384
M3_MARGIN,0.0,65,0.6456769613353316,0.6567977372074056,1.0215676295061307,2.336835878901274,0.46,0.40230769230769226,0.59,0.75,0.904461496971108
M3_MARGIN,0.0,66,0.687858446085638,0.6892569527416805,1.018539895725888,2.3435821177176375,0.47,0.40333333333333327,0.57,0.74,0.9178674847133382
M3_MARGIN,0.0,67,0.65054661052469,0.6670548589168024,1.0143242812110957,2.3483255430128587,0.45,0.40402985074626857,0.58,0.72,0.8817964891351638
M3_MARGIN,0.0,68,0.689340630599698,0.7061498648767746,1.0108160940529771,2.354349813550975,0.42,0.4042647058823529,0.59,0.81,0.8919275714185201
M3_MARGIN,0.0,69,0.67894747601761,0.6928560484560069,1.0072776816614317,2.3596800059717915,0.42,0.40449275362318843,0.51,0.67,0.9487669172345964
M3_MARGIN,0.0,70,0.6398745770912707,0.6658882364881458,1.003930869545605,2.3677191532904542,0.54,0.40642857142857136,0.54,0.73,0.938378195111619
M3_MARGIN,0.0,71,0.6769320984256119,0.7035211651068265,1.0024713977915267,2.3739442514289832,0.39,0.40619718309859154,0.58,0.76,0.9368681161507731
M3_MARGIN,0.0,72,0.7215612781848564,0.7398525209719502,0.9997942345678251,2.3763142453696533,0.39,0.40597222222222223,0.47,0.67,0.978873512742807
M3_MARGIN,0.0,73,0.6743444833098422,0.6774397375337858,0.9966017966792982,2.380183541917084,0.4,0.4058904109589042,0.54,0.73,0.9394513983834993
M3_MARGIN,0.0,74,0.7014330655290962,0.7159067389711632,0.9940910214982998,2.3827398045022314,0.34,0.4050000000000001,0.43,0.65,0.997583797331439
M3_MARGIN,0.0,75,0.6938068830689466,0.6962053557616362,0.9913123967622117,2.384145287841232,0.34,0.4041333333333334,0.41,0.64,1.013928012253473
M3_MARGIN,0.0,76,0.6880978377663777,0.7085266063756382,0.989646920319949,2.3834237815852846,0.33,0.403157894736842,0.37,0.7,0.9992937571743176
M3_MARGIN,0.0,77,0.7048050542260218,0.7230515458978756,0.9871253757174453,2.382936008755458,0.34,0.4023376623376623,0.45,0.7,0.9835092065614721
M3_MARGIN,0.0,78,0.6157653400371733,0.6670294003616801,0.9848398078242785,2.383796089881111,0.45,0.40294871794871795,0.43,0.75,0.9537622394029046
M3_MARGIN,0.0,79,0.688657700105585,0.6815015817136763,0.9829329145933567,2.3844115009113542,0.35,0.40227848101265823,0.37,0.72,1.0137604598308847
M3_MARGIN,0.0,80,0.6419293238198632,0.6491423203306673,0.9810038850150381,2.3844133381783803,0.3,0.40099999999999986,0.56,0.73,0.9610440581622399
REP_C025,0.25,17,1.2886459857766601,1.311519835016763,1.2350951639117111,,0.48,0.33235294117647063,0.69,0.8,0.8190379803270338
REP_C025,0.25,18,1.302733765128018,1.3460279235920276,1.2174112761912248,2.392460962385378,0.45,0.338888888888889,0.64,0.87,0.8583318785035979
REP_C025,0.25,19,1.2222361403010469,1.210257020933655,1.2015541416904603,2.3818698377531256,0.51,0.34789473684210537,0.71,0.93,0.8014217981783516
REP_C025,0.25,20,1.125529336521738,1.13307856222649,1.1866356178255515,2.3718276283698394,0.55,0.35800000000000004,0.72,0.92,0.7421875924158605
REP_C025,0.25,21,1.088671078661013,1.0966506745284201,1.1750636108638706,2.355060817486435,0.49,0.3642857142857143,0.67,0.87,0.8165611254946112
REP_C025,0.25,22,1.147410563339787,1.1634670906537878,1.1634484600607302,2.353035437447011,0.42,0.3668181818181819,0.71,0.9,0.7928826774514235
REP_C025,0.25,23,1.1416229120392603,1.1439921065148861,1.1520134129214938,2.3651762336668223,0.53,0.37391304347826076,0.68,0.84,0.8517004418514881
REP_C025,0.25,24,1.0978726008287143,1.1039910470180152,1.1423672394562314,2.376114890568838,0.54,0.3808333333333333,0.73,0.87,0.8281078692042924
REP_C025,0.25,25,1.102064208441636,1.1054310951327553,1.1331596921867522,2.3758519969388905,0.48,0.38480000000000003,0.67,0.86,0.8738700992425538
REP_C025,0.25,26,1.0361986302305548,1.0328480396437576,1.1246625866062423,2.3687898673017056,0.49,0.38884615384615395,0.77,0.93,0.7820310588070707
REP_C025,0.25,27,0.9572238006335874,0.9115469092884788,1.1175856869685448,2.354897574863616,0.47,0.39185185185185184,0.71,0.93,0.8122490278589006
REP_C025,0.25,28,0.9699223674381227,0.9098345471271698,1.1117835290826834,2.3510851491538673,0.46,0.3942857142857143,0.68,0.87,0.8525998108730174
REP_C025,0.25,29,0.9671851685154743,0.934771305971702,1.1062446889050928,2.340212448413864,0.5,0.39793103448275874,0.8,0.96,0.7187796625155083
REP_C025,0.25,30,0.9080032389291814,0.8879181949124544,1.100744757245853,2.3282648832364314,0.38,0.3973333333333334,0.73,0.94,0.8100046441610523
REP_C025,0.25,31,0.8574530075519624,0.85964313599171,1.0952092433512848,2.3117599810099394,0.39,0.39709677419354833,0.75,0.91,0.7994364140027082
REP_C025,0.25,32,0.882092674849065,0.9027282659138749,1.0911732756586259,2.3001210947483357,0.44,0.3984375,0.77,0.92,0.7653874607231128
REP_C025,0.25,33,0.8305981703373749,0.8434034542897378,1.0872294769547195,2.282865189314663,0.48,0.40090909090909094,0.9,0.99,0.7149241657859252
REP_C025,0.25,34,0.7842835821392751,0.7063132795777873,1.084092053877261,2.2655094922378582,0.43,0.40176470588235297,0.78,0.92,0.7614551205229156
REP_C025,0.25,35,0.8073759168617539,0.7833162122156957,1.081505588412581,2.253492951053156,0.5,0.4045714285714286,0.8,0.97,0.7110182496079915
REP_C025,0.25,36,0.7865735592411781,0.7627776935261067,1.0790947060719729,2.2396927919162746,0.46,0.4061111111111111,0.84,0.92,0.7522236133230487
REP_C025,0.25,37,0.7699836997668363,0.7624108970174319,1.078005947532327,2.2246806525835026,0.52,0.4091891891891892,0.87,0.93,0.7179775598563125
REP_C025,0.25,38,0.8168746144577597,0.7929627947696519,1.0758912767932116,2.2277216489426723,0.4,0.4089473684210525,0.76,0.93,0.7520357478874121
REP_C025,0.25,39,0.7789753339026033,0.7917287803365153,1.0737940846238596,2.2211076601440234,0.46,0.4102564102564103,0.78,0.84,0.7986122539528945
REP_C025,0.25,40,0.7622735639394956,0.7852067124733806,1.0712127318316458,2.215412174616056,0.38,0.40950000000000003,0.8,0.9,0.7542898031467117
REP_C025,0.25,41,0.8032641117781287,0.8124340382982986,1.0697332310191945,2.2211340082022377,0.32,0.4073170731707318,0.77,0.85,0.8004801410085497
REP_C025,0.25,42,0.7602332383124442,0.6722193540770348,1.0670673969285849,2.223967211172495,0.32,0.4052380952380952,0.8,0.9,0.7714661729660797
REP_C025,0.25,43,0.7756865180965619,0.7860626601681582,1.0647760078088866,2.2243618672791667,0.42,0.40558139534883714,0.86,0.92,0.7596813550256042
REP_C025,0.25,44,0.7356133231483996,0.6763183971879373,1.061510773198029,2.22595317301527,0.3,0.4031818181818182,0.8,0.88,0.7828018107014025
REP_C025,0.25,45,0.8000541281612691,0.7994977245245871,1.0591461107479085,2.233612209801336,0.44,0.4040000000000001,0.71,0.86,0.8100159438985483
REP_C025,0.25,46,0.773543893118285,0.7370348689772669,1.0567150569863453,2.236052563651307,0.41,0.4041304347826087,0.76,0.84,0.8169938341266324
REP_C025,0.25,47,0.7418224444399383,0.7470261293032892,1.054809515593372,2.2354831029201403,0.5,0.4061702127659575,0.82,0.87,0.7681871103556286
REP_C025,0.25,48,0.7299911828942466,0.6593591984911941,1.053524911167594,2.2355650631464514,0.44,0.406875,0.76,0.87,0.7552500272436469
REP_C025,0.25,49,0.7696179689414834,0.6831163460279897,1.051184010655542,2.23714076168798,0.44,0.40755102040816316,0.72,0.79,0.8328136299562359
REP_C025,0.25,50,0.7677846905955896,0.7474848297953618,1.0478689792934492,2.2411020084992286,0.39,0.40720000000000006,0.66,0.77,0.8324119381367652
REP_C025,0.25,51,0.761935225414859,0.7279421565923081,1.0443834541267567,2.2479324328467425,0.46,0.40823529411764703,0.71,0.79,0.8346266667846602
REP_C025,0.25,52,0.7733655461886326,0.73948437830108,1.041656077009871,2.2545397266691665,0.4,0.40807692307692306,0.68,0.73,0.877008440999969
REP_C025,0.25,53,0.7427000884249902,0.6891870174791495,1.038538707749014,2.257450365886413,0.39,0.40773584905660387,0.64,0.72,0.8816550473849101
REP_C025,0.25,54,0.7173475947527117,0.6863637820012718,1.0353626316714193,2.2626470521419764,0.43,0.40814814814814804,0.6,0.75,0.8771678983055016
REP_C025,0.25,55,0.6906187670363422,0.676286853348733,1.0336402062975174,2.2655995599208434,0.36,0.4072727272727273,0.66,0.78,0.83220459325262
REP_C025,0.25,56,0.6828759871046128,0.6563057505989651,1.0307236372272184,2.2727830451027473,0.41,0.40732142857142867,0.7,0.77,0.8574154740312535
REP_C025,0.25,57,0.6391921517537702,0.6444064203173471,1.0285544951932772,2.275868687727615,0.41,0.4073684210526316,0.72,0.86,0.8095845929842171
REP_C025,0.25,58,0.6777068624518664,0.6815806072230894,1.0256971566263544,2.280743291121397,0.38,0.4068965517241379,0.67,0.81,0.8474803804760611
REP_C025,0.25,59,0.6600328711120445,0.6637098897765205,1.022176218506245,2.2890588025064242,0.49,0.4083050847457625,0.66,0.79,0.8199159522683266
REP_C025,0.25,60,0.7301528556654431,0.708916232718225,1.020272745085343,2.2957448960066427,0.33,0.407,0.62,0.74,0.899652231855324
REP_C025,0.25,61,0.6615785961514464,0.663819868151549,1.015506984992138,2.3025953711993683,0.41,0.4070491803278688,0.74,0.8,0.8049926202857485
REP_C025,0.25,62,0.679587313543947,0.7095791572585657,1.0135910812295013,2.3082563385550356,0.43,0.40741935483870967,0.56,0.68,0.9039751601515795
REP_C025,0.25,63,0.6842491767104377,0.6939028616495839,1.010837088674518,2.3127973744053225,0.39,0.40714285714285714,0.64,0.76,0.866598212308661
REP_C025,0.25,64,0.6347997334368228,0.662664697779578,1.007183907997235,2.318368850985257,0.36,0.40640625,0.7,0.84,0.7872283492406654
REP_C025,0.25,65,0.6626636012604792,0.68394936471243,1.0039539183592956,2.3236383847063165,0.42,0.4066153846153846,0.63,0.79,0.8354504706501058
REP_C025,0.25,66,0.6746216609323155,0.7146249637012939,1.0003076803237956,2.3274518063148206,0.4,0.40651515151515144,0.55,0.7,0.8836273633683805
REP_C025,0.25,67,0.6669987265067394,0.6735533953659363,0.9974613941375639,2.3295849523888985,0.33,0.40537313432835814,0.6,0.7,0.9079999433807225
REP_C025,0.25,68,0.6618038514094016,0.6744882177454561,0.9946324730024863,2.332815852059801,0.42,0.4055882352941177,0.59,0.75,0.8747121678870038
REP_C025,0.25,69,0.649782455805453,0.6802165446331333,0.9921016197167063,2.3352923465554607,0.36,0.40492753623188416,0.55,0.75,0.876707144810442
REP_C025,0.25,70,0.65058626041461,0.6678781118969681,0.9894919440561497,2.3378804523958236,0.4,0.4048571428571428,0.61,0.75,0.8878297769144363
REP_C025,0.25,71,0.6438086956452582,0.6758949350767759,0.9882405596483784,2.3408705574302093,0.36,0.40422535211267613,0.58,0.73,0.8812479960158952
REP_C025,0.25,72,0.6504874075210126,0.6857127335099353,0.9863378333930499,2.3455162493103026,0.38,0.4038888888888889,0.47,0.77,0.9085275894172059
REP_C025,0.25,73,0.6587109813241716,0.6773484545318156,0.9846111444263651,2.3490418053042874,0.37,0.4034246575342466,0.53,0.72,0.9176538725980897
REP_C025,0.25,74,0.6674586151432844,0.7098111042133197,0.9826697120444555,2.3507067434563296,0.28,0.40175675675675676,0.49,0.72,0.9311548942944143
REP_C025,0.25,75,0.6607122903163059,0.696739625485024,0.9799215242262014,2.3547762712442735,0.34,0.40093333333333336,0.44,0.72,0.9412779468439787
REP_C025,0.25,76,0.6652354994835629,0.69807027658231,0.9784352954026083,2.356489158108928,0.3,0.39960526315789474,0.42,0.73,0.9607106574982012
REP_C025,0.25,77,0.6342491258717777,0.6685745460319854,0.9763815467828497,2.3599505011251907,0.32,0.3985714285714285,0.37,0.75,0.9421097752643274
REP_C025,0.25,78,0.6414742325998398,0.6598957333041753,0.9751198810125337,2.3632213111705145,0.34,0.39782051282051284,0.35,0.55,1.04588082675804
REP_C025,0.25,79,0.6365509556878913,0.656256666556497,0.9732955921837554,2.3648142478705165,0.31,0.3967088607594937,0.56,0.71,0.9028675836953225
REP_C025,0.25,80,0.6247947429943215,0.6493791688768679,0.9712579652054307,2.366995343548777,0.31,0.395625,0.51,0.75,0.9387824401936692
REP_C050,0.5,17,1.4863398718688299,1.5566047370172846,1.2350951639117111,,0.49,0.33294117647058835,0.63,0.76,0.8478866350874462
REP_C050,0.5,18,1.436989505852166,1.4710527131181492,1.2151155196183354,2.4455253888343393,0.49,0.3416666666666668,0.72,0.87,0.8267773228006524
REP_C050,0.5,19,1.2974639147031053,1.3723533455096903,1.1983644393034145,2.377192798525647,0.47,0.34842105263157896,0.67,0.86,0.8419688271607869
REP_C050,0.5,20,1.2534818393994303,1.3054067872673774,1.1828898529483118,2.395997454521114,0.53,0.3575,0.65,0.87,0.7993718102317263
REP_C050,0.5,21,1.1980723384700662,1.2534136280038308,1.1679198349640953,2.3861847501851376,0.43,0.36095238095238097,0.65,0.83,0.8497165468190196
REP_C050,0.5,22,1.233766499224376,1.2433459988524347,1.1549125139634626,2.385414818734187,0.46,0.36545454545454553,0.69,0.86,0.8217637612519083
REP_C050,0.5,23,1.2192897027855865,1.2341004429502815,1.1433928063290877,2.380305189405193,0.5,0.3713043478260869,0.78,0.85,0.8316155890946324
REP_C050,0.5,24,1.1883573651506258,1.2296835159711723,1.132687929278719,2.385608053529069,0.44,0.3741666666666667,0.69,0.89,0.8533011133384789
REP_C050,0.5,25,1.1471409228613956,1.147237489807033,1.1221395982512157,2.381956582276584,0.58,0.38239999999999985,0.64,0.84,0.8812583394847134
REP_C050,0.5,26,1.1033359289155777,1.0987684119544896,1.11439531883762,2.365575940750555,0.49,0.38653846153846155,0.73,0.9,0.7920616338037881
REP_C050,0.5,27,1.099771112389941,1.1026626675154783,1.1073929870329817,2.357754378843244,0.41,0.3874074074074074,0.66,0.89,0.8445983037800933
REP_C050,0.5,28,1.0377878823134283,1.0354844014023645,1.1002445110690082,2.3593078234680234,0.47,0.3903571428571429,0.71,0.91,0.8193368618907263
REP_C050,0.5,29,0.9915059231412718,1.0083703792049892,1.0948456432777298,2.3528726310384327,0.37,0.38965517241379316,0.71,0.93,0.7875840546544682
REP_C050,0.5,30,0.9895887771802299,0.9954192039284423,1.088795306976082,2.351726038954626,0.47,0.3923333333333334,0.76,0.91,0.7723677179195007
REP_C050,0.5,31,0.9603461802928376,0.9208419844335886,1.0844526296596597,2.35461189166975,0.39,0.392258064516129,0.66,0.86,0.8399336823474054
REP_C050,0.5,32,0.9397114248716884,0.9111872405642337,1.0804166507127315,2.3566344415434015,0.4,0.3925,0.66,0.83,0.8605179141706288
REP_C050,0.5,33,0.8669386904579528,0.8654152531607839,1.0774987759601464,2.3420111141666045,0.47,0.3948484848484848,0.78,0.91,0.7590183741346253
REP_C050,0.5,34,0.8739578093424876,0.8586945337027416,1.0749638847401497,2.3313216476212015,0.44,0.3961764705882353,0.76,0.88,0.8119348889595364
REP_C050,0.5,35,0.8177941086413625,0.8026927344146062,1.0709190602155443,2.3105566020392616,0.47,0.3982857142857143,0.8,0.89,0.7746790062837686
REP_C050,0.5,36,0.8817565703084668,0.8811248855147846,1.0684103404915515,2.3032009020460102,0.43,0.39916666666666667,0.74,0.86,0.818352880708185
REP_C050,0.5,37,0.8124787821764922,0.7923198656777997,1.0652469486822866,2.294502569130357,0.36,0.39810810810810815,0.69,0.87,0.8161674358739429
REP_C050,0.5,38,0.8265169716188351,0.7889315499668488,1.062675329380847,2.28813351455303,0.45,0.3994736842105263,0.81,0.89,0.7865271998140144
REP_C050,0.5,39,0.804314112808364,0.7948023343711459,1.0608063805321069,2.281591585437642,0.48,0.4015384615384615,0.75,0.87,0.7885920948576829
REP_C050,0.5,40,0.8005717399514015,0.7970605399382519,1.0586283518745454,2.272937749294384,0.37,0.40075000000000005,0.78,0.92,0.7997284575105923
REP_C050,0.5,41,0.8406003069511863,0.8104829768201776,1.056898430112266,2.2782189388425294,0.39,0.40048780487804886,0.68,0.8,0.8729627919595495
REP_C050,0.5,42,0.7936595292560547,0.7894744302083241,1.0543076223867254,2.2807460745315584,0.33,0.3988095238095237,0.79,0.87,0.8233162840967181
REP_C050,0.5,43,0.7654199584881155,0.7887313786607777,1.0521712909393997,2.280689066540346,0.36,0.39790697674418607,0.78,0.9,0.7662005802506332
REP_C050,0.5,44,0.7934897730785225,0.8013413057024255,1.0506871931465118,2.2823054756424965,0.48,0.3997727272727273,0.72,0.89,0.8043564067679765
REP_C050,0.5,45,0.7882309200484368,0.7500224736101168,1.0488366000760156,2.283162562647174,0.4,0.3997777777777778,0.73,0.86,0.8216804606625839
REP_C050,0.5,46,0.7579648177311492,0.7612564306580016,1.0471287508359697,2.2821770812952487,0.39,0.3995652173913043,0.79,0.86,0.822026493172116
REP_C050,0.5,47,0.7462719498136032,0.7511302686136132,1.045107763608193,2.28134881302834,0.5,0.40170212765957447,0.74,0.81,0.8123568016959878
REP_C050,0.5,48,0.7813829955736753,0.7518602823644882,1.0423700239672138,2.283053186471041,0.4,0.4016666666666666,0.73,0.8,0.8236888915681029
REP_C050,0.5,49,0.7666118636867543,0.7506005071322319,1.0402149544687342,2.2838262158919695,0.41,0.4018367346938775,0.77,0.84,0.7941824227895979
REP_C050,0.5,50,0.7684288483812971,0.7219155774606854,1.037226198638952,2.282332184100965,0.45,0.4028,0.71,0.83,0.8261968813765742
REP_C050,0.5,51,0.7594840336846027,0.731280851430201,1.0354664439795913,2.279714079133239,0.42,0.40313725490196084,0.64,0.73,0.8652808818502313
REP_C050,0.5,52,0.7272589505591808,0.6482089043743573,1.0320581813257763,2.279277950730623,0.41,0.4032692307692308,0.72,0.82,0.7931783133147198
REP_C050,0.5,53,0.7896501046114319,0.7467714795308726,1.028811499127196,2.280973926993829,0.42,0.40358490566037747,0.65,0.76,0.8639685065076681
REP_C050,0.5,54,0.754373602119002,0.7479509346666355,1.0241103343174631,2.280187377566326,0.38,0.4031481481481481,0.65,0.74,0.8569701598540186
REP_C050,0.5,55,0.7577162869093155,0.6908953721692299,1.0198975604369358,2.2847434508368853,0.39,0.40290909090909094,0.62,0.77,0.8909492271922405
REP_C050,0.5,56,0.7629242320553192,0.7070923120071575,1.0172113446431228,2.287490198068299,0.36,0.40214285714285714,0.66,0.82,0.8499693858932896
REP_C050,0.5,57,0.7604802297288527,0.7077267770964342,1.0132278615483896,2.289942683396768,0.42,0.4024561403508771,0.61,0.79,0.9128705908694563
REP_C050,0.5,58,0.7334466575168095,0.7288030538292853,1.0096310156075576,2.2945679907694565,0.51,0.4043103448275862,0.63,0.79,0.8692683682649444
REP_C050,0.5,59,0.7490654768606564,0.6891373476784459,1.0065581900394533,2.298946723433035,0.39,0.4040677966101694,0.53,0.74,0.9272217794613147
REP_C050,0.5,60,0.7488797223508492,0.7310915798425099,1.0033033190140532,2.303976200025619,0.4,0.4040000000000001,0.64,0.75,0.9052406053940614
REP_C050,0.5,61,0.7340501108365105,0.7304781920224919,0.9987137130633934,2.304049657113085,0.37,0.40344262295081973,0.58,0.73,0.9068972898294654
REP_C050,0.5,62,0.7305598775013926,0.7463028509765632,0.9947998964554866,2.307062068065806,0.48,0.4046774193548387,0.56,0.68,0.9420538543054073
REP_C050,0.5,63,0.6963409603160199,0.6906790526486672,0.9922261954721344,2.308420670625218,0.34,0.4036507936507936,0.55,0.74,0.9171288106420482
REP_C050,0.5,64,0.7366186977987907,0.7400710683911645,0.9887580140253243,2.312169485425216,0.41,0.40375,0.51,0.74,0.9248210244435413
REP_C050,0.5,65,0.6971478145459818,0.6933528006808667,0.9848411880778081,2.313285344291832,0.39,0.4035384615384616,0.61,0.78,0.8751239523377251
