arm,c,budget,mean_selected_d_min,median_selected_d_min,mean_candidate_scale_s_B,mean_active_pairwise_spread,active_query_keyhole_fraction,revealed_keyhole_fraction,q20_like_fraction,q30_like_fraction,mean_B1_distance
REP_C050,0.5,66,0.7117485067960587,0.7458528070431648,0.9831537382569964,2.3133149439684786,0.27,0.40151515151515144,0.56,0.76,0.8784521035815374
REP_C050,0.5,67,0.6982013268697996,0.697799314266581,0.9799823874458133,2.3175051227182393,0.46,0.4023880597014925,0.57,0.77,0.891526373493057
REP_C050,0.5,68,0.7251688618346323,0.7316769847950266,0.9783928661326903,2.3199101546860037,0.31,0.40102941176470586,0.57,0.79,0.8781153321131484
REP_C050,0.5,69,0.6838549005798567,0.7084648827336417,0.9755537155649658,2.320624273084916,0.35,0.40028985507246384,0.6,0.82,0.8739991345904048
REP_C050,0.5,70,0.6747493328174108,0.673532495830022,0.9735306899448781,2.321819885918495,0.31,0.3990000000000001,0.5,0.75,0.902116735261839
REP_C050,0.5,71,0.7046550218838044,0.690756997630531,0.9710535548913797,2.322800305347184,0.38,0.3987323943661972,0.51,0.73,0.899137843770827
REP_C050,0.5,72,0.6751349403856365,0.67149947224567,0.9685831176468418,2.3239052142697623,0.31,0.3974999999999999,0.5,0.72,0.9097532294527384
REP_C050,0.5,73,0.6597251530488005,0.6884204612744138,0.9658938511213353,2.326073671944327,0.29,0.3960273972602741,0.57,0.69,0.894954442351201
REP_C050,0.5,74,0.7185928538124167,0.7354230569253437,0.9644976851052846,2.3275178772566667,0.25,0.3940540540540541,0.45,0.59,0.9520268226878834
REP_C050,0.5,75,0.66199991618908,0.7187273200675742,0.9615671650666217,2.3284969132289497,0.33,0.39320000000000005,0.48,0.72,0.9128787196138687
REP_C050,0.5,76,0.6413905807989869,0.6726779769706577,0.960189194258501,2.331796713300728,0.32,0.3922368421052631,0.6,0.78,0.8425832121877015
REP_C050,0.5,77,0.6632183597532763,0.6775182436642979,0.9575460170223917,2.3340471873712727,0.3,0.39103896103896096,0.42,0.61,0.9711883293696856
REP_C050,0.5,78,0.67170987231158,0.6830676690280288,0.9549102281533197,2.3352945090344615,0.22,0.38884615384615384,0.49,0.65,0.9292956234643325
REP_C050,0.5,79,0.6511322809613839,0.653158192478654,0.9520309406367866,2.3401826811870774,0.32,0.3879746835443038,0.61,0.72,0.8471308825582473
REP_C050,0.5,80,0.6768024633141141,0.7145835657033877,0.9459664472641639,2.3429738748880133,0.29,0.38675000000000004,0.51,0.65,0.9251944927705357
REP_C100,1.0,17,1.5798591054877924,1.6738328666306175,1.2350951639117111,,0.47,0.33176470588235296,0.51,0.68,0.9192407508704923
REP_C100,1.0,18,1.4937235924209629,1.5404249886437786,1.2147185721943285,2.5658757813681445,0.44,0.33777777777777784,0.63,0.84,0.8758069724868648
REP_C100,1.0,19,1.3964611997753575,1.4899503121520168,1.1971591290102679,2.5367423062191814,0.48,0.3452631578947368,0.65,0.86,0.840939612954931
REP_C100,1.0,20,1.2525389899859838,1.3852940222446093,1.1825226626912382,2.53449394126771,0.42,0.3489999999999999,0.65,0.82,0.8261228755138491
REP_C100,1.0,21,1.2225351713664756,1.3353215544725807,1.170174929673886,2.521073488978844,0.45,0.3538095238095238,0.66,0.9,0.800969825130019
REP_C100,1.0,22,1.265606765948385,1.294645668253252,1.1561242685982835,2.4878841480214913,0.47,0.3590909090909092,0.68,0.88,0.8345674565039854
REP_C100,1.0,23,1.269091601118615,1.269107238645229,1.143411664321603,2.4605252249132095,0.64,0.37130434782608696,0.72,0.81,0.8843285434529707
REP_C100,1.0,24,1.2412054697016524,1.2669244824026518,1.1316198065191307,2.4538966674792038,0.45,0.37458333333333327,0.65,0.77,0.9080177427201004
REP_C100,1.0,25,1.2472882480013963,1.2513746000155686,1.1210340950057645,2.4468235005791654,0.65,0.3856,0.59,0.78,0.9164518316882015
REP_C100,1.0,26,1.1914289039388237,1.2118027981404893,1.1118848075789738,2.444340371643255,0.55,0.3919230769230769,0.61,0.83,0.8914243404078357
REP_C100,1.0,27,1.1341031718588854,1.123289571050635,1.1044498511018244,2.430687234043807,0.47,0.39481481481481473,0.76,0.9,0.7830018541162274
REP_C100,1.0,28,1.1326668052264142,1.10638578349944,1.0960864936144408,2.4259009653447454,0.47,0.3975000000000001,0.63,0.82,0.8774313043742117
REP_C100,1.0,29,1.0387528304013542,1.0647949557440652,1.0895900390029183,2.4113437323663005,0.38,0.39689655172413796,0.78,0.91,0.7696316025702606
REP_C100,1.0,30,1.024132787266203,1.0386680290300665,1.0835931357456987,2.415298397716418,0.5,0.4003333333333334,0.66,0.85,0.8506906887386327
REP_C100,1.0,31,1.0382955071116045,1.0298303161334692,1.0778447800688078,2.414715018995633,0.36,0.3990322580645161,0.61,0.79,0.8999317515586712
REP_C100,1.0,32,0.9397289006641916,0.9087466803051438,1.0739825121781539,2.403061929049685,0.39,0.39875,0.69,0.86,0.8272277679047525
REP_C100,1.0,33,0.9337289876706046,0.9065668541917855,1.0707362764581163,2.3978885223395063,0.47,0.4009090909090909,0.74,0.9,0.8171165195395211
REP_C100,1.0,34,0.9075695392657614,0.8995858496480522,1.0672895432577574,2.3871626437765134,0.44,0.40205882352941175,0.64,0.79,0.9054685225303953
REP_C100,1.0,35,0.8712943695857608,0.8694047574246138,1.0643217190982133,2.37813642123802,0.4,0.402,0.72,0.89,0.8109346065484334
REP_C100,1.0,36,0.8807889079918335,0.8646052272455479,1.0616711242622627,2.3717597512461235,0.55,0.40611111111111114,0.71,0.88,0.796407560419134
REP_C100,1.0,37,0.852110192361127,0.8154649803692169,1.0593677683122524,2.3607631757842835,0.35,0.4045945945945947,0.78,0.89,0.8155094476488629
REP_C100,1.0,38,0.870873001836344,0.8259687098845752,1.0556371661535968,2.3484079442609107,0.41,0.40473684210526323,0.67,0.81,0.8789728708248596
REP_C100,1.0,39,0.8103398915250818,0.7888820716030811,1.0531749878349321,2.3364471455275937,0.49,0.406923076923077,0.8,0.92,0.7560416092894799
REP_C100,1.0,40,0.8425252498686312,0.8209896294709831,1.051369087188221,2.329992905467888,0.45,0.40800000000000003,0.71,0.88,0.8374236446660142
REP_C100,1.0,41,0.8591806657216836,0.8100414681195997,1.0499651689632663,2.3317904212296576,0.4,0.4078048780487806,0.67,0.82,0.8700344720088086
REP_C100,1.0,42,0.8108111425550554,0.7907646500872376,1.0468587847910333,2.3287007024166253,0.36,0.40666666666666673,0.75,0.86,0.8096589944640578
REP_C100,1.0,43,0.7841927366875016,0.7867340661993047,1.0444513927281414,2.323132867290181,0.38,0.40604651162790695,0.74,0.86,0.8295595334764622
REP_C100,1.0,44,0.7791297068517724,0.7921818068626282,1.0426277779093036,2.316765680154679,0.36,0.4050000000000001,0.76,0.88,0.8116564615874917
REP_C100,1.0,45,0.8042298374906324,0.7935881395782356,1.0411095365869107,2.315039593205139,0.42,0.40533333333333343,0.68,0.76,0.8826857019824679
REP_C100,1.0,46,0.7741946183079322,0.7820323497832808,1.0388193367332441,2.3129920744917465,0.39,0.405,0.76,0.84,0.8378951560011135
REP_C100,1.0,47,0.7901653894162586,0.7778477602998406,1.0362760688210302,2.3098203379037305,0.39,0.40468085106382984,0.72,0.87,0.8166887998873388
REP_C100,1.0,48,0.8339228325674894,0.8087528240310919,1.0333203783090468,2.310847172437909,0.51,0.406875,0.59,0.78,0.9193742966068866
REP_C100,1.0,49,0.7885548133424267,0.7800111298063568,1.0303561872912461,2.3086529204814257,0.38,0.4063265306122449,0.73,0.8,0.8129063804895725
REP_C100,1.0,50,0.7721588227218192,0.7459086047619581,1.0280000480421767,2.308249968331951,0.43,0.40680000000000016,0.7,0.77,0.8672251378744322
REP_C100,1.0,51,0.7565421235226184,0.744096086981364,1.0248880605108033,2.303046698790764,0.48,0.4082352941176471,0.68,0.82,0.8262869733289303
REP_C100,1.0,52,0.7861812945996709,0.748449378059847,1.022962894026526,2.305363193750438,0.39,0.40788461538461546,0.7,0.78,0.8588969859624653
REP_C100,1.0,53,0.7497990476739939,0.6974490064628136,1.019298872439819,2.3031658209345225,0.42,0.4081132075471699,0.68,0.76,0.8309193212405426
REP_C100,1.0,54,0.7671783340463123,0.7409118874936187,1.0145499380002356,2.3008481867390924,0.4,0.4079629629629629,0.7,0.83,0.8110082970392019
REP_C100,1.0,55,0.8102091633529569,0.7593134033506121,1.0103079914741173,2.305079591789248,0.34,0.4067272727272727,0.64,0.73,0.8623313743598001
REP_C100,1.0,56,0.7647499490187589,0.7395916566447198,1.006226418657184,2.307818345789418,0.35,0.40571428571428575,0.6,0.77,0.887435175066001
REP_C100,1.0,57,0.7620118814754576,0.7519280034214666,1.003177991474304,2.3081600292057325,0.32,0.40421052631578935,0.63,0.74,0.8967874363299946
REP_C100,1.0,58,0.760231168019032,0.7535153113504045,0.9976830994394703,2.3077904055827836,0.41,0.4043103448275861,0.6,0.82,0.8624800878950875
REP_C100,1.0,59,0.7982361879796399,0.7811601934186343,0.9946916487226481,2.3114989440815155,0.4,0.4042372881355931,0.49,0.66,0.9700686893769463
REP_C100,1.0,60,0.749921376725945,0.7455881718118773,0.9902372717944097,2.312650546121255,0.4,0.40416666666666673,0.54,0.7,0.9102786707667276
REP_C100,1.0,61,0.7621348449698161,0.7619282639760505,0.9878224481543413,2.312760926636034,0.4,0.40409836065573773,0.54,0.71,0.9469961150006364
REP_C100,1.0,62,0.7168367861549444,0.7191358746279544,0.984848780500252,2.3120296230947552,0.35,0.40322580645161293,0.6,0.76,0.8795048196197244
REP_C100,1.0,63,0.7609593574081264,0.7304583446652049,0.9799618323273814,2.3129254473284715,0.36,0.4025396825396827,0.6,0.83,0.8910300959460942
REP_C100,1.0,64,0.7559289661460936,0.7499020739601626,0.9777930416179167,2.316061165926035,0.46,0.4034375,0.61,0.72,0.9041220180741609
REP_C100,1.0,65,0.8016035835589251,0.7752714407504762,0.9745847337126089,2.320365628105745,0.37,0.40292307692307694,0.5,0.69,0.9588370455401762
REP_C100,1.0,66,0.696781175952835,0.6996691302268537,0.9697908070623974,2.3241573992788647,0.4,0.40287878787878784,0.62,0.8,0.8411801938345904
REP_C100,1.0,67,0.7216045936466934,0.7258153281066817,0.9670918032468744,2.324061395195549,0.29,0.4011940298507462,0.54,0.76,0.9086953372670048
REP_C100,1.0,68,0.727035658279439,0.7517264786466225,0.9636362250388616,2.3260259691808316,0.43,0.4016176470588235,0.61,0.76,0.903878814155129
REP_C100,1.0,69,0.7319035621823982,0.7514111342748355,0.9613782390695085,2.325956702670519,0.28,0.3998550724637681,0.61,0.74,0.9068213072818139
REP_C100,1.0,70,0.753455565051907,0.7496534860843898,0.9583047203301673,2.3266839392738548,0.32,0.3987142857142857,0.52,0.75,0.915341030491725
REP_C100,1.0,71,0.6906441817712755,0.7037232474478954,0.9547245203254268,2.327700043863549,0.29,0.3971830985915492,0.58,0.81,0.8586567020523062
REP_C100,1.0,72,0.7599833899303974,0.7733994660286483,0.9501415498461515,2.3300752941737164,0.33,0.39624999999999994,0.47,0.69,0.9512212258713321
REP_C100,1.0,73,0.7144517750818659,0.719665369949983,0.9468173259142998,2.330348646116294,0.35,0.39561643835616445,0.51,0.74,0.9007509090205416
REP_C100,1.0,74,0.6902936956122212,0.7146142516570364,0.9438413326590855,2.3319695588787996,0.26,0.3937837837837839,0.46,0.72,0.9259297086271929
REP_C100,1.0,75,0.6823691905836412,0.6672257519386036,0.941524252058585,2.3340005192765823,0.31,0.3926666666666665,0.53,0.7,0.9077078226053675
REP_C100,1.0,76,0.6785437817153118,0.6817943709214325,0.9396116752124315,2.3365192324682185,0.26,0.3909210526315789,0.48,0.69,0.9258427290494411
REP_C100,1.0,77,0.6859630974997931,0.7156292120454948,0.935426150292971,2.3406452046211346,0.33,0.3901298701298701,0.46,0.71,0.8983876127195778
REP_C100,1.0,78,0.707344198468128,0.7136993307188884,0.9320039969990387,2.3420597572332253,0.18,0.38743589743589746,0.45,0.62,0.9774963921604334
REP_C100,1.0,79,0.6982347554464454,0.7149503697155319,0.9277749120204412,2.343695406233617,0.24,0.3855696202531645,0.53,0.72,0.8860674833409604
REP_C100,1.0,80,0.7099198261175718,0.7461944058509113,0.9232677640436228,2.3451562986762124,0.27,0.384125,0.47,0.68,0.971103052495534
REP_C200,2.0,17,1.5997733460194947,1.6957893324449018,1.2350951639117111,,0.47,0.33176470588235296,0.49,0.67,0.9363890339427939
REP_C200,2.0,18,1.5184049358937832,1.5728590192520402,1.2138487401617672,2.5807566721270865,0.44,0.33777777777777784,0.67,0.85,0.8545383674335016
REP_C200,2.0,19,1.4050367303657652,1.5168563955885932,1.1956278602036654,2.5625852489326313,0.49,0.34578947368421054,0.63,0.85,0.8351959846660626
REP_C200,2.0,20,1.2574756242982543,1.379921191233232,1.180635953440272,2.546538497057781,0.5,0.35350000000000004,0.64,0.81,0.8383585287132267
REP_C200,2.0,21,1.2329788121644305,1.3483305810339417,1.1688126494795181,2.496151304592598,0.45,0.3580952380952382,0.61,0.87,0.8299849589478475
REP_C200,2.0,22,1.2609568391848203,1.3255046863784026,1.1546953653548748,2.47792933256964,0.42,0.360909090909091,0.67,0.83,0.8565346675242566
REP_C200,2.0,23,1.2987752246002933,1.285618911009868,1.1422431788591636,2.472096164719377,0.51,0.367391304347826,0.77,0.85,0.858434734047282
REP_C200,2.0,24,1.2475454132919535,1.2713297131090069,1.1307644147732254,2.452443255950561,0.54,0.37458333333333327,0.67,0.76,0.9035763130364052
REP_C200,2.0,25,1.2520867891633303,1.2499758754692452,1.1200767859292047,2.4417590075690527,0.65,0.38559999999999994,0.55,0.76,0.9389266448309699
REP_C200,2.0,26,1.2251919278144892,1.2470738599324291,1.1109683918723787,2.4495618771569045,0.51,0.39038461538461533,0.66,0.87,0.8664276032290136
REP_C200,2.0,27,1.199013326257849,1.2094267019917062,1.1013940788611947,2.4521607446803113,0.47,0.3933333333333333,0.61,0.84,0.8609054376096781
REP_C200,2.0,28,1.1491957361735914,1.1067155998463014,1.0940597163844499,2.4426260699560154,0.42,0.3942857142857143,0.62,0.79,0.9008504638153763
REP_C200,2.0,29,1.0505359838709194,1.0585966978915886,1.0866135981886982,2.4299669026197153,0.45,0.3962068965517242,0.76,0.86,0.7744664856501737
REP_C200,2.0,30,1.062171042946751,1.0457805063522814,1.08043146080737,2.432355681062012,0.44,0.39766666666666667,0.64,0.83,0.8890872227829569
REP_C200,2.0,31,1.0577865499058892,1.063738208978144,1.0746390912373531,2.4262625373808833,0.44,0.39903225806451614,0.64,0.83,0.8459109373158418
REP_C200,2.0,32,0.9720411053060981,0.927693833600906,1.0699160780324675,2.415379700984771,0.39,0.39875,0.7,0.84,0.8338225039107189
REP_C200,2.0,33,0.8996251184063694,0.9022286836781026,1.065931781396734,2.407382239963967,0.42,0.39939393939393947,0.73,0.88,0.8404134054147278
REP_C200,2.0,34,0.9369464030387578,0.8957646737755189,1.0630051092185562,2.397087951862981,0.49,0.4020588235294118,0.75,0.91,0.8314523605720686
REP_C200,2.0,35,0.90647088604926,0.8948359502129526,1.0602398377505389,2.3917727039422925,0.41,0.4022857142857143,0.62,0.79,0.8890223586699477
REP_C200,2.0,36,0.8682714392945795,0.887325148580297,1.0576967639592467,2.378941500609781,0.45,0.4036111111111111,0.7,0.88,0.8029546306871288
REP_C200,2.0,37,0.8683377405010309,0.8434831930690736,1.0544775729533533,2.372418791984937,0.38,0.4029729729729731,0.75,0.88,0.8291498064496122
REP_C200,2.0,38,0.8323901412642515,0.8422591522275016,1.0518105137971125,2.363868188613429,0.43,0.40368421052631587,0.71,0.85,0.8324172643183947
REP_C200,2.0,39,0.8973535839876964,0.8278734757180023,1.0491243519717195,2.3621082190565716,0.46,0.4051282051282052,0.68,0.8,0.8613344601821666
REP_C200,2.0,40,0.8248448935291813,0.7987504453695475,1.0466242277676576,2.3559588079900546,0.5,0.4075000000000001,0.72,0.88,0.8181842110648687
REP_C200,2.0,41,0.8219025200041146,0.7966253516350414,1.0449257905409761,2.3427329583984733,0.33,0.40560975609756106,0.73,0.85,0.8410157029730914
REP_C200,2.0,42,0.8542005217664831,0.8156724314780441,1.0427409363511928,2.340373953452078,0.44,0.40642857142857136,0.66,0.77,0.8631312441545073
REP_C200,2.0,43,0.8272767106573045,0.8055727382634363,1.0399392180784985,2.3320596868939494,0.46,0.40767441860465115,0.73,0.85,0.8254854359175811
REP_C200,2.0,44,0.7998597165270043,0.7905529553739254,1.0372532951101283,2.328641132659317,0.37,0.4068181818181818,0.7,0.86,0.8333962972227887
REP_C200,2.0,45,0.794267457432063,0.785193285013663,1.0354937669544617,2.323131872119479,0.35,0.40555555555555556,0.71,0.78,0.8919913893593097
REP_C200,2.0,46,0.827356794067111,0.7904202590322726,1.0344553098569096,2.3270223140441,0.4,0.40543478260869564,0.68,0.8,0.8693750201908992
REP_C200,2.0,47,0.7666508759132842,0.7625945691577343,1.0314232969817572,2.3222691970897866,0.49,0.4072340425531915,0.72,0.86,0.8155253809415014
REP_C200,2.0,48,0.8030931894232396,0.7935724348718292,1.0293545761399654,2.31864602956812,0.37,0.40645833333333337,0.68,0.86,0.8662138534679977
REP_C200,2.0,49,0.7856879355179411,0.7735483679208477,1.0267541855248172,2.318653151917801,0.41,0.40653061224489795,0.66,0.78,0.8716499462276752
REP_C200,2.0,50,0.7682436525669476,0.7445194006871373,1.0241376205356485,2.314208554442406,0.35,0.4054,0.71,0.79,0.8321930964107946
REP_C200,2.0,51,0.811693100769373,0.7714359570227218,1.0200271890436141,2.3148578898806003,0.46,0.4064705882352942,0.69,0.77,0.8660240549749225
REP_C200,2.0,52,0.8074453982268837,0.7692666303139657,1.0157245453328574,2.313519163484537,0.39,0.4061538461538462,0.64,0.82,0.829888677519222
REP_C200,2.0,53,0.7509091374864593,0.721540448232124,1.0121080941339227,2.3130236240023745,0.41,0.4062264150943397,0.65,0.76,0.8559135473500501
REP_C200,2.0,54,0.7794442370819155,0.7543004346208027,1.0092674467741864,2.3118085804486768,0.49,0.4077777777777779,0.72,0.85,0.8254459610661121
REP_C200,2.0,55,0.8056478219871811,0.7494392545135453,1.0054463109740157,2.312067008519541,0.37,0.40709090909090906,0.6,0.73,0.8888080612562408
REP_C200,2.0,56,0.7720729548962251,0.7483054190257893,1.0005231470186289,2.311648117937234,0.33,0.4057142857142857,0.6,0.75,0.883447204631504
REP_C200,2.0,57,0.7759736448434488,0.7627222430246762,0.9960456702865514,2.310970701224324,0.3,0.4038596491228069,0.63,0.77,0.8869471302074129
REP_C200,2.0,58,0.8043192656539927,0.7832910273805256,0.9916608613953248,2.3128973932762396,0.32,0.40241379310344827,0.52,0.68,0.937279365143562
REP_C200,2.0,59,0.7324954975820481,0.740005677559574,0.9864503031414946,2.3160734090383333,0.35,0.4015254237288135,0.61,0.76,0.874119286479277
REP_C200,2.0,60,0.7576256022620873,0.7520852349811136,0.9840381503449737,2.3168850601355166,0.39,0.4013333333333334,0.59,0.77,0.8938171292962325
REP_C200,2.0,61,0.8003215479421028,0.7623819218484299,0.980846225466676,2.317927177955954,0.43,0.4018032786885246,0.48,0.68,0.9739334874214393
REP_C200,2.0,62,0.780676883374432,0.7624861207154123,0.9772168248310669,2.319462161253823,0.33,0.4006451612903226,0.49,0.7,0.9598361943048488
REP_C200,2.0,63,0.7140333516430007,0.7126013197613718,0.9722759241773855,2.3207132646879027,0.45,0.40142857142857147,0.71,0.83,0.8231921753664292
REP_C200,2.0,64,0.7318566145431707,0.6869982891967268,0.9692576696662671,2.3227346856236224,0.39,0.40125,0.66,0.78,0.8832147587822025
REP_C200,2.0,65,0.7784144500676831,0.7824438409567412,0.9673559315566759,2.325275675571473,0.38,0.400923076923077,0.55,0.76,0.8967551581807994
REP_C200,2.0,66,0.7622418900268493,0.7679374669487429,0.9624882272981479,2.3275612099004737,0.33,0.3998484848484848,0.52,0.72,0.9180029224171067
REP_C200,2.0,67,0.7173180169945195,0.7285817624819588,0.9585071171753147,2.3276342779716916,0.33,0.3988059701492536,0.61,0.76,0.8786989531071521
REP_C200,2.0,68,0.7723192135776964,0.7599195998488741,0.9545911983794929,2.3305727546645145,0.39,0.3986764705882353,0.49,0.72,0.9455860796353357
REP_C200,2.0,69,0.7228988993594768,0.715773812535405,0.9509490272438619,2.332205984389343,0.37,0.39826086956521745,0.59,0.77,0.900870470298084
REP_C200,2.0,70,0.7394222970808748,0.7418540499553377,0.9477986100083686,2.333340690207674,0.32,0.39714285714285713,0.53,0.71,0.9220194305806951
REP_C200,2.0,71,0.748639633297372,0.7610624818576935,0.9449289322823798,2.33473879894903,0.3,0.39577464788732397,0.47,0.73,0.9355638259509118
REP_C200,2.0,72,0.7354025599519435,0.7404507996018201,0.9421184934064601,2.3373553949477617,0.28,0.39416666666666667,0.65,0.81,0.8687367185027266
REP_C200,2.0,73,0.693077001230361,0.72401951021336,0.9394098522629697,2.339339443763676,0.37,0.3938356164383562,0.55,0.72,0.8859393245809586
REP_C200,2.0,74,0.7434522447061895,0.7372656577556276,0.936848645341317,2.34190150533074,0.35,0.3932432432432433,0.48,0.69,0.9467589016261551
REP_C200,2.0,75,0.7184629499851712,0.7127146578806307,0.9330513070554425,2.3422127492959226,0.24,0.3911999999999999,0.48,0.69,0.9280343878251182
REP_C200,2.0,76,0.7083862211806146,0.7100386660798567,0.9294036506238981,2.3431783620763045,0.27,0.3896052631578947,0.5,0.7,0.9187974070396645
REP_C200,2.0,77,0.6984522808549777,0.6977534677334972,0.9259318943901178,2.3485315805499036,0.34,0.38896103896103895,0.43,0.68,0.9436168843912149
REP_C200,2.0,78,0.7287697659978777,0.7393582611375853,0.9229344687805653,2.351907477511547,0.18,0.3862820512820513,0.43,0.63,1.0019176062776827
REP_C200,2.0,79,0.6715328292894192,0.7001303183838872,0.9191158540992034,2.351610748654713,0.25,0.3845569620253164,0.51,0.77,0.8870418826946783
REP_C200,2.0,80,0.7059949354138485,0.7480514730832852,0.9164783220181615,2.3529332739944415,0.23,0.38262500000000005,0.56,0.71,0.9138547145447643
REP_C400,4.0,17,1.60136758301278,1.6957893324449018,1.2350951639117111,,0.48,0.3323529411764706,0.49,0.67,0.9362996201757524
REP_C400,4.0,18,1.528694165412279,1.5750798041722902,1.2135829703275014,2.5670719791193104,0.45,0.338888888888889,0.67,0.84,0.8572983994462247
REP_C400,4.0,19,1.4036792706807752,1.52050227422482,1.1952128741477788,2.549871605900208,0.47,0.34578947368421054,0.63,0.84,0.8436850030442211
REP_C400,4.0,20,1.2841065719324813,1.405823627229917,1.1803602325157687,2.544443982607114,0.48,0.3525,0.63,0.8,0.8474116294796259
REP_C400,4.0,21,1.2268841552950387,1.3380151402726352,1.1674916936553126,2.4977611535851705,0.46,0.35761904761904767,0.61,0.87,0.8324007039155649
REP_C400,4.0,22,1.2656429231444768,1.3542930467228727,1.1539856962540476,2.4721008255862715,0.44,0.3613636363636365,0.67,0.84,0.8539878659262324
REP_C400,4.0,23,1.3036703840388184,1.2959995935661337,1.1414819771412048,2.46568620791855,0.5,0.367391304347826,0.76,0.84,0.8637192231646599
REP_C400,4.0,24,1.2623916499353092,1.2872820076099236,1.1297442188374154,2.4516946283098533,0.51,0.3733333333333333,0.69,0.77,0.899872830716517
REP_C400,4.0,25,1.2480285474015262,1.2499758754692452,1.1187216623813245,2.4408265815214905,0.65,0.38439999999999996,0.55,0.75,0.9469176053965761
REP_C400,4.0,26,1.2210248702808861,1.2380413671769417,1.1098009494179257,2.4493921464772255,0.55,0.3907692307692308,0.64,0.87,0.8685472367640195
REP_C400,4.0,27,1.1910009459247248,1.2107173829824502,1.1006393994077839,2.4513141219164516,0.45,0.3929629629629629,0.61,0.84,0.8503028525609766
REP_C400,4.0,28,1.1825150193556724,1.1299711396692116,1.0931428458166308,2.4493088114373167,0.4,0.39321428571428574,0.59,0.74,0.925576722308564
REP_C400,4.0,29,1.0379787772281401,1.056111633044317,1.0852946631231086,2.431358930356051,0.46,0.3955172413793104,0.79,0.91,0.7567892062888287
REP_C400,4.0,30,1.0950930270427477,1.073103053171153,1.0797790394354987,2.4342963838529665,0.41,0.396,0.6,0.79,0.9279525136362681
REP_C400,4.0,31,1.0463468799190563,1.053663802402297,1.0736466690002624,2.430230820360058,0.47,0.39838709677419354,0.65,0.84,0.8313558482094315
REP_C400,4.0,32,0.968657506036482,0.9305283775443876,1.0689351377025336,2.4161747848236734,0.37,0.3975,0.68,0.84,0.8371039046918267
REP_C400,4.0,33,0.9155866180675781,0.9053140232711124,1.064691710357691,2.408885838496319,0.48,0.4,0.71,0.87,0.8368162300938674
REP_C400,4.0,34,0.9293269542834015,0.8947582285197293,1.0621450952309608,2.4024262424168223,0.43,0.40088235294117647,0.73,0.87,0.8751372509137922
REP_C400,4.0,35,0.9019594894665863,0.896209819878019,1.0594761696052781,2.3992747672654584,0.46,0.4025714285714286,0.7,0.87,0.8400881513775577
REP_C400,4.0,36,0.875435448368465,0.8839193182735492,1.0571505920231614,2.3882068860612686,0.48,0.4047222222222222,0.71,0.89,0.7960770158423094
REP_C400,4.0,37,0.8373311687144553,0.8160818982022177,1.0542881263985446,2.374660321031108,0.32,0.4024324324324325,0.77,0.89,0.8256021253952798
REP_C400,4.0,38,0.856506524099087,0.8473013827541547,1.052316051355573,2.366266333559981,0.45,0.40368421052631587,0.73,0.84,0.8373311630696445
REP_C400,4.0,39,0.8827202493464402,0.814559355810372,1.049562451788068,2.3624208866491823,0.48,0.40564102564102567,0.72,0.85,0.8191129778001863
REP_C400,4.0,40,0.8595824191070663,0.8349164990056674,1.0469903351434824,2.358942500189914,0.44,0.4065,0.68,0.83,0.8654544416968821
REP_C400,4.0,41,0.8230883344164371,0.7919154153321722,1.0446906752339986,2.345988702959997,0.38,0.40585365853658545,0.72,0.85,0.8399589076773392
REP_C400,4.0,42,0.8347824520276186,0.7957412837378786,1.0427487250932823,2.341748708168829,0.43,0.40642857142857136,0.65,0.76,0.8737491019393083
REP_C400,4.0,43,0.8366163296381518,0.8105700968536289,1.040094377003416,2.3362818668459173,0.39,0.40604651162790695,0.74,0.84,0.8210680546324783
REP_C400,4.0,44,0.8001265238585452,0.7821301917930211,1.0371345278459096,2.3307079291328177,0.42,0.40636363636363626,0.73,0.87,0.8269844604241555
REP_C400,4.0,45,0.7900391628203565,0.7897362348560466,1.0356633549788765,2.3266833116378622,0.37,0.40555555555555567,0.72,0.82,0.8592046268885898
REP_C400,4.0,46,0.8420270863457698,0.8126790602611235,1.0339082443322056,2.326771903897815,0.39,0.4052173913043478,0.64,0.77,0.8975196478853971
REP_C400,4.0,47,0.7638192576567117,0.7558641355598259,1.0305841671142495,2.323923263778612,0.42,0.40553191489361706,0.65,0.81,0.8402818295201537
REP_C400,4.0,48,0.791889344389307,0.7859226201744751,1.0279229420655722,2.319686305391374,0.39,0.4052083333333333,0.73,0.85,0.8450833791254847
REP_C400,4.0,49,0.7854255880255491,0.7540360988138395,1.025398442438471,2.317274702094879,0.44,0.4059183673469387,0.68,0.83,0.8504618598080436
REP_C400,4.0,50,0.7972541929689706,0.7479766384788242,1.02291875865083,2.3183172062091586,0.36,0.405,0.68,0.79,0.8420640642954015
REP_C400,4.0,51,0.7964044052234898,0.7739702033794219,1.0188046249609042,2.316358477439754,0.36,0.4041176470588235,0.69,0.76,0.8606987779282097
REP_C400,4.0,52,0.8192094575203561,0.7673046434061876,1.0147601400865065,2.3161677721771405,0.46,0.40519230769230774,0.61,0.81,0.8726960689574113
REP_C400,4.0,53,0.7502562610621405,0.737092105174858,1.0108361554424476,2.3172403249617046,0.42,0.40547169811320766,0.67,0.79,0.8345039217658966
REP_C400,4.0,54,0.7917724522774366,0.7528969441725877,1.0081015538664486,2.317883830222761,0.48,0.4068518518518519,0.66,0.79,0.8383424232578256
