budget,full81_probability_MAE,full81_maximum_probability_difference,full81_hard_disagreement_count,full81_hard_disagreement_fraction,B1_q20_probability_MAE,B1_q20_maximum_probability_difference,B1_q20_hard_disagreement_count,B1_q20_hard_disagreement_fraction,L100_B1_q20_accuracy,L1000_B1_q20_accuracy,delta_L1000_minus_L100_B1_q20_accuracy,L100_B1_q20_balanced_accuracy,L1000_B1_q20_balanced_accuracy,delta_L1000_minus_L100_B1_q20_balanced_accuracy,L100_B1_q20_keyhole_recall,L1000_B1_q20_keyhole_recall,delta_L1000_minus_L100_B1_q20_keyhole_recall,L100_B1_q20_conduction_recall,L1000_B1_q20_conduction_recall,delta_L1000_minus_L100_B1_q20_conduction_recall,L100_full81_accuracy,L1000_full81_accuracy,delta_L1000_minus_L100_full81_accuracy,L100_full81_balanced_accuracy,L1000_full81_balanced_accuracy,delta_L1000_minus_L100_full81_balanced_accuracy,L100_full81_keyhole_recall,L1000_full81_keyhole_recall,delta_L1000_minus_L100_full81_keyhole_recall,L100_full81_conduction_recall,L1000_full81_conduction_recall,delta_L1000_minus_L100_full81_conduction_recall,L100_median_l_P,L100_median_l_VX,L100_median_l_LS,L100_median_l_ST,L100_any_upper_bound_rate,L100_optimizer_converged_rate,L1000_median_l_P,L1000_median_l_VX,L1000_median_l_LS,L1000_median_l_ST,L1000_any_upper_bound_rate,L1000_optimizer_converged_rate
16,1.7976913068307616e-05,0.004426125631027844,0,0.0,3.2334802114900256e-05,0.004426125631027844,0,0.0,0.7858823529411765,0.7858823529411765,0.0,0.771914210789211,0.771914210789211,0.0,0.7221190476190473,0.7221190476190473,0.0,0.821709373959374,0.821709373959374,0.0,0.9438271604938272,0.9438271604938272,0.0,0.9081910900045227,0.9081910900045227,0.0,0.8526666666666665,0.8526666666666665,0.0,0.9637155133423789,0.9637155133423789,0.0,0.999936664671528,0.9994387584334479,0.9998687843872149,0.9997906049701171,0.25,0.95,0.999936664671528,0.9994387584334479,0.9998687843872149,0.9997906049701171,0.2,0.96
40,0.0009168995958347194,0.19658999908511987,7,0.0008641975308641976,0.0022881391337802146,0.17449336382749436,5,0.0029411764705882353,0.8494117647058823,0.85,0.0005882352941176672,0.8362605311355311,0.8362507908757909,-9.740259740209645e-06,0.7724404761904761,0.7706785714285713,-0.0017619047619047423,0.9000805860805862,0.9018230103230104,0.001742424242424212,0.9650617283950617,0.9651851851851851,0.00012345679012348842,0.9356442463009627,0.9354851069328681,-0.00015913936809452967,0.8898095238095238,0.8891904761904762,-0.0006190476190476302,0.9814789687924015,0.98177973767526,0.0003007688828584598,2.424867024801795,0.4218185944837105,15.713550028541356,100.00000000000004,0.83,0.98,2.574640146606874,0.4239589005441913,27.396548882437564,999.9999999999998,0.67,0.98
80,0.000650147189276389,0.21552114409303158,9,0.0011111111111111111,0.0019465700630307758,0.21552114409303158,7,0.00411764705882353,0.8576470588235293,0.8582352941176471,0.0005882352941177782,0.8320654206904208,0.8329543095793097,0.000888888888888939,0.7327460317460317,0.7355238095238095,0.002777777777777768,0.9313848096348096,0.9303848096348096,-0.0010000000000000009,0.9685185185185183,0.9683950617283951,-0.00012345679012326638,0.9321931575886799,0.9323511662466885,0.00015800865800852382,0.8755238095238097,0.8761428571428573,0.0006190476190476302,0.9888625056535504,0.9885594753505201,-0.00030303030303024947,1.5988186690920911,0.4970201434933612,60.729306165242335,94.43234099931348,0.66,0.87,1.6617067895171078,0.5083251526454945,51.47632802624281,121.13612416294455,0.45,0.86
