model,subset,budget,metric,mean,ci_lower,ci_upper
G0,B1_q20,16,accuracy,0.7317647058823529,0.7141176470588235,0.7505882352941177
G0,B1_q20,16,balanced_accuracy,0.6861943473193473,0.6599497686341437,0.7141839438339438
G0,B1_q20,16,keyhole_recall,0.4974920634920636,0.4304399801587303,0.5623216269841269
G0,B1_q20,16,conduction_recall,0.8748966311466312,0.8505753427128426,0.8997005966255968
G0,B1_q20,16,false_negative,3.28,2.87,3.69
G0,B1_q20,16,false_positive,1.2800000000000002,1.0300000000000002,1.53
G0,B1_q20,40,accuracy,0.8170588235294118,0.8058823529411766,0.8282352941176472
G0,B1_q20,40,balanced_accuracy,0.7971125124875125,0.7840196192696192,0.8089397144522142
G0,B1_q20,40,keyhole_recall,0.7110436507936508,0.6831144841269843,0.7373500992063493
G0,B1_q20,40,conduction_recall,0.8831813741813743,0.8673923645798645,0.8982445165945168
G0,B1_q20,40,false_negative,1.9100000000000001,1.7500000000000004,2.07
G0,B1_q20,40,false_positive,1.2000000000000002,1.05,1.3599999999999999
G0,B1_q20,80,accuracy,0.8329411764705883,0.8211764705882354,0.8441176470588235
G0,B1_q20,80,balanced_accuracy,0.8130964590964591,0.8011739697802198,0.8243397897241648
G0,B1_q20,80,keyhole_recall,0.7323809523809524,0.709955753968254,0.7542264880952381
G0,B1_q20,80,conduction_recall,0.8938119658119659,0.8813039481351983,0.9066847804972805
G0,B1_q20,80,false_negative,1.7400000000000002,1.6,1.89
G0,B1_q20,80,false_positive,1.1,0.9799999999999999,1.23
G3,B1_q20,16,accuracy,0.7235294117647059,0.7047058823529411,0.74
G3,B1_q20,16,balanced_accuracy,0.6849286546786547,0.6651282536907537,0.704697621128871
G3,B1_q20,16,keyhole_recall,0.5250714285714286,0.4726306547619047,0.5749240079365079
G3,B1_q20,16,conduction_recall,0.8447858807858808,0.7986970647408147,0.8823297050172052
G3,B1_q20,16,false_negative,3.13,2.84,3.4300000000000006
G3,B1_q20,16,false_positive,1.5699999999999998,1.2100000000000002,2.0
G3,B1_q20,40,accuracy,0.825294117647059,0.8129411764705884,0.8376470588235294
G3,B1_q20,40,balanced_accuracy,0.809377788877789,0.7954847454628704,0.8243246035214783
G3,B1_q20,40,keyhole_recall,0.7473214285714286,0.7190748015873016,0.774067757936508
G3,B1_q20,40,conduction_recall,0.8714341491841491,0.855166588966589,0.8874251116938615
G3,B1_q20,40,false_negative,1.6599999999999997,1.51,1.8199999999999996
G3,B1_q20,40,false_positive,1.31,1.15,1.49
G3,B1_q20,80,accuracy,0.8570588235294118,0.8458823529411765,0.8676470588235295
G3,B1_q20,80,balanced_accuracy,0.8382195304695303,0.8261600278194028,0.8506514433483182
G3,B1_q20,80,keyhole_recall,0.764373015873016,0.7448570436507936,0.7845762896825397
G3,B1_q20,80,conduction_recall,0.9120660450660452,0.8992386994949493,0.9235623348873349
G3,B1_q20,80,false_negative,1.5100000000000002,1.4,1.6199999999999999
G3,B1_q20,80,false_positive,0.9200000000000002,0.8100000000000002,1.05
H,B1_q20,16,accuracy,0.7864705882352943,0.7705882352941178,0.8023529411764707
H,B1_q20,16,balanced_accuracy,0.7713169885669886,0.7537783612221113,0.7886782873376624
H,B1_q20,16,keyhole_recall,0.7193690476190476,0.6696775793650794,0.7683888888888888
H,B1_q20,16,conduction_recall,0.8232649295149294,0.7905435397935399,0.857892109279609
H,B1_q20,16,false_negative,1.8,1.49,2.12
H,B1_q20,16,false_positive,1.83,1.4799999999999998,2.18
H,B1_q20,40,accuracy,0.8358823529411765,0.8288235294117647,0.8429411764705883
H,B1_q20,40,balanced_accuracy,0.8193412837162837,0.8122089455683206,0.8267808413808415
H,B1_q20,40,keyhole_recall,0.7457499999999999,0.7330435515873015,0.7590082341269841
H,B1_q20,40,conduction_recall,0.8929325674325673,0.8803056721056721,0.9042276369463869
H,B1_q20,40,false_negative,1.67,1.5899999999999999,1.75
H,B1_q20,40,false_positive,1.12,1.0100000000000002,1.23
H,B1_q20,80,accuracy,0.8341176470588236,0.8293970588235294,0.8394117647058824
H,B1_q20,80,balanced_accuracy,0.8104528665778666,0.8018543786075037,0.8187673416860917
H,B1_q20,80,keyhole_recall,0.7117579365079365,0.6943729166666666,0.7289845238095238
H,B1_q20,80,conduction_recall,0.9091477966477965,0.9032432872682873,0.9148070048007549
H,B1_q20,80,false_negative,1.8800000000000001,1.8,1.9499999999999997
H,B1_q20,80,false_positive,0.9400000000000001,0.89,0.99
M2,B1_q20,16,accuracy,0.7864705882352943,0.7700000000000001,0.8023676470588235
M2,B1_q20,16,balanced_accuracy,0.7713169885669886,0.7526585091991341,0.7888749625374627
M2,B1_q20,16,keyhole_recall,0.7193690476190476,0.6691808531746031,0.7691275793650794
M2,B1_q20,16,conduction_recall,0.8232649295149294,0.7893764464701964,0.8567359189421689
M2,B1_q20,16,false_negative,1.8,1.4700000000000002,2.12
M2,B1_q20,16,false_positive,1.83,1.47,2.1899999999999995
