benchmark,method,seed,budget,global_error,classifier_uncertainty_region_fraction_eps05,classifier_uncertainty_region_fraction_eps10,near_boundary_error_q10,near_boundary_test_size_q10,classifier_uncertainty_region_fraction_q10_eps05,classifier_uncertainty_region_fraction_q10_eps10,near_boundary_error_q20,near_boundary_test_size_q20,classifier_uncertainty_region_fraction_q20_eps05,classifier_uncertainty_region_fraction_q20_eps10,near_boundary_error_q30,near_boundary_test_size_q30,classifier_uncertainty_region_fraction_q30_eps05,classifier_uncertainty_region_fraction_q30_eps10
ackley,classifier_gated_diversity,4,77,0.1757,0.4261,0.803,0.469,1000,0.678,0.976,0.4225,2000,0.677,0.9755,0.382,3000,0.6663333333333333,0.9706666666666667
ackley,classifier_gated_diversity,4,78,0.1778,0.4237,0.7977,0.467,1000,0.668,0.975,0.4195,2000,0.671,0.974,0.381,3000,0.6596666666666666,0.969
ackley,classifier_gated_diversity,4,79,0.1761,0.4211,0.8018,0.471,1000,0.664,0.976,0.421,2000,0.6705,0.9755,0.37966666666666665,3000,0.659,0.9713333333333334
ackley,classifier_gated_diversity,4,80,0.1737,0.4212,0.7968,0.471,1000,0.681,0.977,0.424,2000,0.681,0.9765,0.379,3000,0.6666666666666666,0.9733333333333334
ackley,classifier_uncertainty_repulsion,0,12,0.404,0.6524,0.9332,0.49,1000,0.715,0.98,0.488,2000,0.7055,0.9695,0.47933333333333333,3000,0.712,0.9683333333333334
ackley,classifier_uncertainty_repulsion,0,13,0.3931,0.652,0.9356,0.484,1000,0.719,0.98,0.4835,2000,0.7115,0.97,0.47333333333333333,3000,0.7176666666666667,0.9686666666666667
ackley,classifier_uncertainty_repulsion,0,14,0.3803,0.6499,0.9362,0.479,1000,0.718,0.98,0.481,2000,0.7125,0.97,0.465,3000,0.7163333333333334,0.969
ackley,classifier_uncertainty_repulsion,0,15,0.3839,0.6026,0.9165,0.485,1000,0.706,0.979,0.485,2000,0.6965,0.9695,0.4706666666666667,3000,0.7,0.9683333333333334
ackley,classifier_uncertainty_repulsion,0,16,0.3845,0.6119,0.9229,0.476,1000,0.718,0.98,0.478,2000,0.704,0.972,0.4666666666666667,3000,0.7066666666666667,0.972
ackley,classifier_uncertainty_repulsion,0,17,0.3778,0.6117,0.9251,0.475,1000,0.701,0.98,0.48,2000,0.698,0.9735,0.466,3000,0.704,0.9743333333333334
ackley,classifier_uncertainty_repulsion,0,18,0.3795,0.5817,0.9095,0.485,1000,0.696,0.98,0.4885,2000,0.6855,0.9735,0.474,3000,0.6883333333333334,0.9743333333333334
ackley,classifier_uncertainty_repulsion,0,19,0.3649,0.5829,0.9124,0.482,1000,0.705,0.98,0.4815,2000,0.7015,0.9735,0.4613333333333333,3000,0.7003333333333334,0.974
ackley,classifier_uncertainty_repulsion,0,20,0.3559,0.5867,0.9165,0.485,1000,0.716,0.982,0.4805,2000,0.714,0.9755,0.4583333333333333,3000,0.711,0.9753333333333334
ackley,classifier_uncertainty_repulsion,0,21,0.3455,0.593,0.92,0.484,1000,0.725,0.983,0.479,2000,0.725,0.976,0.45466666666666666,3000,0.7213333333333334,0.9756666666666667
ackley,classifier_uncertainty_repulsion,0,22,0.3338,0.5981,0.9236,0.488,1000,0.731,0.983,0.4775,2000,0.735,0.976,0.45166666666666666,3000,0.73,0.9756666666666667
ackley,classifier_uncertainty_repulsion,0,23,0.3221,0.604,0.9276,0.484,1000,0.74,0.983,0.47,2000,0.743,0.976,0.44766666666666666,3000,0.737,0.9756666666666667
ackley,classifier_uncertainty_repulsion,0,24,0.318,0.6059,0.9298,0.479,1000,0.749,0.984,0.468,2000,0.7495,0.977,0.44466666666666665,3000,0.7443333333333333,0.9763333333333334
ackley,classifier_uncertainty_repulsion,0,25,0.3187,0.6036,0.9372,0.473,1000,0.735,0.985,0.4645,2000,0.7345,0.98,0.44433333333333336,3000,0.7266666666666667,0.979
ackley,classifier_uncertainty_repulsion,0,26,0.3074,0.6036,0.9385,0.474,1000,0.744,0.985,0.464,2000,0.741,0.98,0.438,3000,0.7293333333333333,0.979
ackley,classifier_uncertainty_repulsion,0,27,0.3072,0.5858,0.9235,0.469,1000,0.726,0.984,0.4625,2000,0.723,0.9785,0.43933333333333335,3000,0.7113333333333334,0.978
ackley,classifier_uncertainty_repulsion,0,28,0.3066,0.5775,0.9259,0.473,1000,0.727,0.986,0.4615,2000,0.7205,0.9815,0.438,3000,0.7063333333333334,0.9803333333333333
ackley,classifier_uncertainty_repulsion,0,29,0.2976,0.5749,0.9276,0.463,1000,0.712,0.985,0.4555,2000,0.7075,0.9805,0.431,3000,0.6933333333333334,0.9793333333333333
ackley,classifier_uncertainty_repulsion,0,30,0.2817,0.5764,0.9297,0.457,1000,0.723,0.985,0.4485,2000,0.7155,0.9805,0.4256666666666667,3000,0.6996666666666667,0.98
ackley,classifier_uncertainty_repulsion,0,31,0.2809,0.5638,0.9354,0.458,1000,0.699,0.987,0.452,2000,0.6965,0.9825,0.428,3000,0.68,0.9816666666666667
ackley,classifier_uncertainty_repulsion,0,32,0.2769,0.5538,0.9392,0.454,1000,0.695,0.987,0.452,2000,0.691,0.984,0.4266666666666667,3000,0.676,0.9826666666666667
ackley,classifier_uncertainty_repulsion,0,33,0.2761,0.5349,0.9222,0.452,1000,0.679,0.976,0.4525,2000,0.6735,0.974,0.4256666666666667,3000,0.6553333333333333,0.9733333333333334
ackley,classifier_uncertainty_repulsion,0,34,0.2667,0.5215,0.8997,0.46,1000,0.673,0.973,0.455,2000,0.672,0.97,0.4256666666666667,3000,0.6536666666666666,0.9696666666666667
ackley,classifier_uncertainty_repulsion,0,35,0.2646,0.5263,0.9044,0.462,1000,0.675,0.979,0.4545,2000,0.6735,0.975,0.42433333333333334,3000,0.6563333333333333,0.9736666666666667
ackley,classifier_uncertainty_repulsion,0,36,0.2665,0.5177,0.8903,0.472,1000,0.665,0.974,0.4645,2000,0.6665,0.972,0.43266666666666664,3000,0.6513333333333333,0.9703333333333334
ackley,classifier_uncertainty_repulsion,0,37,0.2683,0.51,0.8912,0.475,1000,0.652,0.972,0.465,2000,0.653,0.9715,0.433,3000,0.64,0.9706666666666667
ackley,classifier_uncertainty_repulsion,0,38,0.2625,0.5044,0.8952,0.465,1000,0.65,0.972,0.4575,2000,0.649,0.973,0.42833333333333334,3000,0.6363333333333333,0.9723333333333334
ackley,classifier_uncertainty_repulsion,0,39,0.265,0.4912,0.8992,0.469,1000,0.63,0.973,0.4545,2000,0.6305,0.973,0.4246666666666667,3000,0.6176666666666667,0.972
ackley,classifier_uncertainty_repulsion,0,40,0.2726,0.4854,0.8982,0.473,1000,0.604,0.976,0.4595,2000,0.603,0.974,0.427,3000,0.593,0.9713333333333334
ackley,classifier_uncertainty_repulsion,0,41,0.2567,0.486,0.8832,0.471,1000,0.638,0.976,0.4525,2000,0.6315,0.9735,0.41833333333333333,3000,0.616,0.9703333333333334
ackley,classifier_uncertainty_repulsion,0,42,0.2517,0.4722,0.8658,0.466,1000,0.637,0.975,0.4505,2000,0.621,0.972,0.41533333333333333,3000,0.6083333333333333,0.9673333333333334
ackley,classifier_uncertainty_repulsion,0,43,0.2602,0.4628,0.8703,0.465,1000,0.606,0.975,0.45,2000,0.59,0.972,0.41633333333333333,3000,0.5773333333333334,0.9676666666666667
ackley,classifier_uncertainty_repulsion,0,44,0.2628,0.4657,0.8771,0.463,1000,0.612,0.978,0.452,2000,0.5955,0.974,0.4176666666666667,3000,0.5813333333333334,0.9713333333333334
ackley,classifier_uncertainty_repulsion,0,45,0.2664,0.4607,0.8741,0.462,1000,0.594,0.972,0.456,2000,0.582,0.9675,0.42133333333333334,3000,0.5716666666666667,0.9613333333333334
ackley,classifier_uncertainty_repulsion,0,46,0.2444,0.4693,0.8616,0.466,1000,0.654,0.974,0.455,2000,0.637,0.972,0.4176666666666667,3000,0.62,0.9676666666666667
ackley,classifier_uncertainty_repulsion,0,47,0.2536,0.4584,0.8591,0.473,1000,0.612,0.973,0.4595,2000,0.599,0.9685,0.425,3000,0.5863333333333334,0.9643333333333334
ackley,classifier_uncertainty_repulsion,0,48,0.2535,0.4655,0.862,0.478,1000,0.617,0.969,0.463,2000,0.599,0.963,0.42766666666666664,3000,0.5933333333333334,0.9593333333333334
ackley,classifier_uncertainty_repulsion,0,49,0.2486,0.4707,0.8619,0.473,1000,0.633,0.959,0.4595,2000,0.6155,0.96,0.423,3000,0.6063333333333333,0.9566666666666667
ackley,classifier_uncertainty_repulsion,0,50,0.2381,0.4742,0.8643,0.474,1000,0.635,0.958,0.4565,2000,0.621,0.9615,0.421,3000,0.6146666666666667,0.9593333333333334
ackley,classifier_uncertainty_repulsion,0,51,0.2338,0.4758,0.866,0.474,1000,0.64,0.961,0.456,2000,0.628,0.9625,0.421,3000,0.6196666666666667,0.9603333333333334
ackley,classifier_uncertainty_repulsion,0,52,0.2222,0.4761,0.8661,0.479,1000,0.644,0.961,0.4535,2000,0.6325,0.9625,0.415,3000,0.6243333333333333,0.9603333333333334
ackley,classifier_uncertainty_repulsion,0,53,0.2269,0.4624,0.8573,0.476,1000,0.627,0.962,0.455,2000,0.617,0.9635,0.42,3000,0.6076666666666667,0.9613333333333334
ackley,classifier_uncertainty_repulsion,0,54,0.2221,0.4612,0.8603,0.471,1000,0.635,0.96,0.4455,2000,0.6195,0.9615,0.412,3000,0.6106666666666667,0.9593333333333334
ackley,classifier_uncertainty_repulsion,0,55,0.218,0.4587,0.8599,0.473,1000,0.639,0.962,0.4425,2000,0.6245,0.963,0.4096666666666667,3000,0.6156666666666667,0.9616666666666667
ackley,classifier_uncertainty_repulsion,0,56,0.2261,0.4593,0.8634,0.475,1000,0.624,0.953,0.4475,2000,0.6115,0.9525,0.416,3000,0.6076666666666667,0.9533333333333334
ackley,classifier_uncertainty_repulsion,0,57,0.2077,0.455,0.8486,0.463,1000,0.658,0.953,0.436,2000,0.64,0.9545,0.40066666666666667,3000,0.6336666666666667,0.9546666666666667
ackley,classifier_uncertainty_repulsion,0,58,0.1904,0.452,0.8431,0.461,1000,0.683,0.962,0.427,2000,0.668,0.9615,0.3883333333333333,3000,0.6593333333333333,0.961
ackley,classifier_uncertainty_repulsion,0,59,0.1995,0.4444,0.846,0.471,1000,0.657,0.962,0.43,2000,0.644,0.961,0.39566666666666667,3000,0.6346666666666667,0.959
ackley,classifier_uncertainty_repulsion,0,60,0.1814,0.45,0.8433,0.454,1000,0.703,0.961,0.4185,2000,0.688,0.963,0.38166666666666665,3000,0.6773333333333333,0.963
ackley,classifier_uncertainty_repulsion,0,61,0.1853,0.4509,0.8359,0.463,1000,0.695,0.962,0.427,2000,0.683,0.9635,0.38966666666666666,3000,0.6713333333333333,0.9636666666666667
ackley,classifier_uncertainty_repulsion,0,62,0.1863,0.4523,0.8383,0.467,1000,0.695,0.962,0.4305,2000,0.6855,0.962,0.391,3000,0.6723333333333333,0.9613333333333334
ackley,classifier_uncertainty_repulsion,0,63,0.1814,0.4447,0.8394,0.468,1000,0.687,0.961,0.4255,2000,0.683,0.962,0.38366666666666666,3000,0.671,0.9606666666666667
ackley,classifier_uncertainty_repulsion,0,64,0.1821,0.4423,0.8376,0.465,1000,0.677,0.955,0.422,2000,0.6745,0.9555,0.38233333333333336,3000,0.6636666666666666,0.9556666666666667
ackley,classifier_uncertainty_repulsion,0,65,0.1793,0.4359,0.8257,0.466,1000,0.677,0.955,0.422,2000,0.6755,0.9565,0.383,3000,0.6596666666666666,0.955
ackley,classifier_uncertainty_repulsion,0,66,0.1689,0.4323,0.821,0.463,1000,0.71,0.96,0.421,2000,0.6985,0.962,0.377,3000,0.6746666666666666,0.9593333333333334
ackley,classifier_uncertainty_repulsion,0,67,0.1736,0.4257,0.8165,0.467,1000,0.686,0.955,0.4255,2000,0.6785,0.96,0.38066666666666665,3000,0.6583333333333333,0.955
ackley,classifier_uncertainty_repulsion,0,68,0.1772,0.4232,0.8109,0.466,1000,0.671,0.947,0.4235,2000,0.664,0.9515,0.38166666666666665,3000,0.6483333333333333,0.948
ackley,classifier_uncertainty_repulsion,0,69,0.177,0.4238,0.8064,0.468,1000,0.682,0.95,0.425,2000,0.6735,0.955,0.38166666666666665,3000,0.6546666666666666,0.951
ackley,classifier_uncertainty_repulsion,0,70,0.1785,0.4198,0.7994,0.47,1000,0.669,0.952,0.425,2000,0.6625,0.956,0.38233333333333336,3000,0.6463333333333333,0.9503333333333334
ackley,classifier_uncertainty_repulsion,0,71,0.1859,0.4126,0.7971,0.471,1000,0.655,0.951,0.4295,2000,0.644,0.9525,0.38966666666666666,3000,0.627,0.9453333333333334
ackley,classifier_uncertainty_repulsion,0,72,0.1895,0.4082,0.7914,0.469,1000,0.632,0.945,0.433,2000,0.621,0.947,0.3933333333333333,3000,0.61,0.9416666666666667
ackley,classifier_uncertainty_repulsion,0,73,0.19,0.4042,0.7866,0.475,1000,0.624,0.935,0.4375,2000,0.612,0.9375,0.39566666666666667,3000,0.6013333333333334,0.9346666666666666
ackley,classifier_uncertainty_repulsion,0,74,0.1852,0.4042,0.79,0.472,1000,0.626,0.94,0.4335,2000,0.621,0.9425,0.3893333333333333,3000,0.6123333333333333,0.939
ackley,classifier_uncertainty_repulsion,0,75,0.1832,0.4031,0.7876,0.465,1000,0.622,0.942,0.428,2000,0.617,0.9445,0.3863333333333333,3000,0.6073333333333333,0.9403333333333334
ackley,classifier_uncertainty_repulsion,0,76,0.1819,0.4006,0.7818,0.464,1000,0.627,0.94,0.427,2000,0.6185,0.9425,0.38666666666666666,3000,0.611,0.9383333333333334
ackley,classifier_uncertainty_repulsion,0,77,0.1878,0.3995,0.7738,0.465,1000,0.61,0.941,0.4335,2000,0.605,0.9405,0.395,3000,0.599,0.934
ackley,classifier_uncertainty_repulsion,0,78,0.1914,0.3957,0.7737,0.467,1000,0.603,0.937,0.4345,2000,0.5955,0.9345,0.3953333333333333,3000,0.5896666666666667,0.9296666666666666
ackley,classifier_uncertainty_repulsion,0,79,0.1823,0.3972,0.7659,0.462,1000,0.621,0.938,0.429,2000,0.612,0.9385,0.38866666666666666,3000,0.605,0.934
ackley,classifier_uncertainty_repulsion,0,80,0.1864,0.3904,0.7643,0.466,1000,0.602,0.939,0.4325,2000,0.591,0.937,0.39266666666666666,3000,0.5866666666666667,0.9313333333333333
ackley,classifier_uncertainty_repulsion,1,12,0.4898,0.7204,0.9362,0.486,1000,0.662,0.896,0.493,2000,0.689,0.9115,0.49,3000,0.696,0.911
ackley,classifier_uncertainty_repulsion,1,13,0.4699,0.6966,0.9407,0.483,1000,0.649,0.904,0.4895,2000,0.675,0.917,0.48733333333333334,3000,0.6823333333333333,0.917
ackley,classifier_uncertainty_repulsion,1,14,0.4683,0.678,0.9393,0.494,1000,0.632,0.899,0.4875,2000,0.6555,0.9145,0.48133333333333334,3000,0.6633333333333333,0.9153333333333333
ackley,classifier_uncertainty_repulsion,1,15,0.4649,0.6523,0.937,0.495,1000,0.602,0.896,0.4895,2000,0.624,0.91,0.478,3000,0.6346666666666667,0.912
ackley,classifier_uncertainty_repulsion,1,16,0.4616,0.6384,0.9361,0.491,1000,0.584,0.895,0.4885,2000,0.609,0.909,0.478,3000,0.6173333333333333,0.9113333333333333
ackley,classifier_uncertainty_repulsion,1,17,0.4374,0.6408,0.9414,0.5,1000,0.598,0.9,0.4975,2000,0.6165,0.9125,0.47933333333333333,3000,0.621,0.9153333333333333
ackley,classifier_uncertainty_repulsion,1,18,0.4329,0.6315,0.9402,0.498,1000,0.597,0.898,0.494,2000,0.612,0.911,0.478,3000,0.6166666666666667,0.913
ackley,classifier_uncertainty_repulsion,1,19,0.4234,0.6141,0.9454,0.5,1000,0.581,0.904,0.4865,2000,0.5985,0.9185,0.475,3000,0.6053333333333333,0.92
ackley,classifier_uncertainty_repulsion,1,20,0.4152,0.6126,0.9424,0.502,1000,0.571,0.897,0.479,2000,0.5905,0.9145,0.4703333333333333,3000,0.5923333333333334,0.916
ackley,classifier_uncertainty_repulsion,1,21,0.4155,0.5976,0.9399,0.499,1000,0.565,0.895,0.4795,2000,0.575,0.9125,0.471,3000,0.5766666666666667,0.9123333333333333
ackley,classifier_uncertainty_repulsion,1,22,0.4068,0.5981,0.9398,0.503,1000,0.571,0.894,0.4765,2000,0.5795,0.912,0.468,3000,0.5803333333333334,0.912
ackley,classifier_uncertainty_repulsion,1,23,0.375,0.5889,0.9465,0.496,1000,0.576,0.908,0.469,2000,0.595,0.923,0.45466666666666666,3000,0.5983333333333334,0.9243333333333333
ackley,classifier_uncertainty_repulsion,1,24,0.3671,0.5926,0.947,0.493,1000,0.577,0.907,0.4655,2000,0.592,0.9225,0.45366666666666666,3000,0.5993333333333334,0.924
ackley,classifier_uncertainty_repulsion,1,25,0.3432,0.5957,0.9398,0.49,1000,0.608,0.919,0.4625,2000,0.622,0.9315,0.45266666666666666,3000,0.63,0.9326666666666666
ackley,classifier_uncertainty_repulsion,1,26,0.3341,0.6033,0.9426,0.491,1000,0.631,0.919,0.461,2000,0.6405,0.932,0.44866666666666666,3000,0.6476666666666666,0.933
ackley,classifier_uncertainty_repulsion,1,27,0.3353,0.5906,0.9367,0.486,1000,0.618,0.908,0.462,2000,0.63,0.92,0.44666666666666666,3000,0.6366666666666667,0.922
ackley,classifier_uncertainty_repulsion,1,28,0.3301,0.5777,0.9392,0.479,1000,0.606,0.907,0.457,2000,0.62,0.9195,0.442,3000,0.623,0.9216666666666666
ackley,classifier_uncertainty_repulsion,1,29,0.3366,0.5823,0.9386,0.487,1000,0.589,0.904,0.462,2000,0.604,0.9155,0.44633333333333336,3000,0.6096666666666667,0.917
ackley,classifier_uncertainty_repulsion,1,30,0.3407,0.566,0.9314,0.479,1000,0.565,0.898,0.4585,2000,0.578,0.905,0.44466666666666665,3000,0.586,0.9073333333333333
ackley,classifier_uncertainty_repulsion,1,31,0.3374,0.5568,0.9291,0.47,1000,0.547,0.898,0.4535,2000,0.5535,0.9045,0.439,3000,0.5636666666666666,0.9056666666666666
ackley,classifier_uncertainty_repulsion,1,32,0.324,0.5633,0.9325,0.471,1000,0.563,0.907,0.456,2000,0.5765,0.914,0.43733333333333335,3000,0.5836666666666667,0.916
ackley,classifier_uncertainty_repulsion,1,33,0.3281,0.5505,0.9298,0.476,1000,0.539,0.907,0.457,2000,0.5515,0.913,0.44033333333333335,3000,0.5573333333333333,0.9136666666666666
ackley,classifier_uncertainty_repulsion,1,34,0.3206,0.5504,0.9319,0.477,1000,0.549,0.907,0.453,2000,0.5575,0.913,0.434,3000,0.5606666666666666,0.9136666666666666
ackley,classifier_uncertainty_repulsion,1,35,0.3262,0.538,0.9232,0.479,1000,0.528,0.889,0.4525,2000,0.5325,0.8955,0.435,3000,0.5386666666666666,0.8976666666666666
ackley,classifier_uncertainty_repulsion,1,36,0.331,0.521,0.922,0.481,1000,0.507,0.889,0.4565,2000,0.51,0.895,0.43933333333333335,3000,0.5186666666666667,0.8973333333333333
ackley,classifier_uncertainty_repulsion,1,37,0.3303,0.5083,0.9213,0.485,1000,0.488,0.885,0.459,2000,0.49,0.893,0.44266666666666665,3000,0.49833333333333335,0.8953333333333333
ackley,classifier_uncertainty_repulsion,1,38,0.3277,0.5118,0.9196,0.488,1000,0.503,0.894,0.4625,2000,0.509,0.9,0.44733333333333336,3000,0.5156666666666667,0.9016666666666666
ackley,classifier_uncertainty_repulsion,1,39,0.3168,0.5197,0.9207,0.487,1000,0.539,0.898,0.4565,2000,0.5425,0.904,0.444,3000,0.546,0.907
ackley,classifier_uncertainty_repulsion,1,40,0.3158,0.5043,0.9188,0.486,1000,0.52,0.893,0.4555,2000,0.5255,0.901,0.44166666666666665,3000,0.5323333333333333,0.9033333333333333
ackley,classifier_uncertainty_repulsion,1,41,0.284,0.5179,0.9119,0.485,1000,0.568,0.918,0.453,2000,0.577,0.924,0.433,3000,0.5796666666666667,0.9263333333333333
ackley,classifier_uncertainty_repulsion,1,42,0.2773,0.5106,0.9064,0.482,1000,0.57,0.927,0.446,2000,0.574,0.9305,0.427,3000,0.5763333333333334,0.9313333333333333
ackley,classifier_uncertainty_repulsion,1,43,0.276,0.5025,0.9062,0.481,1000,0.56,0.926,0.4475,2000,0.5695,0.93,0.42766666666666664,3000,0.5713333333333334,0.931
ackley,classifier_uncertainty_repulsion,1,44,0.2555,0.5022,0.9014,0.472,1000,0.597,0.932,0.433,2000,0.6055,0.938,0.417,3000,0.6023333333333334,0.9393333333333334
ackley,classifier_uncertainty_repulsion,1,45,0.251,0.5053,0.8964,0.466,1000,0.615,0.94,0.43,2000,0.6165,0.942,0.41433333333333333,3000,0.6093333333333333,0.942
ackley,classifier_uncertainty_repulsion,1,46,0.2249,0.5178,0.8901,0.469,1000,0.667,0.959,0.428,2000,0.665,0.96,0.412,3000,0.6573333333333333,0.9576666666666667
ackley,classifier_uncertainty_repulsion,1,47,0.2148,0.5176,0.8836,0.465,1000,0.699,0.962,0.422,2000,0.6925,0.9625,0.4003333333333333,3000,0.6806666666666666,0.9613333333333334
ackley,classifier_uncertainty_repulsion,1,48,0.2119,0.511,0.8804,0.465,1000,0.706,0.974,0.419,2000,0.696,0.9735,0.3953333333333333,3000,0.6833333333333333,0.973
ackley,classifier_uncertainty_repulsion,1,49,0.2135,0.5021,0.8783,0.461,1000,0.682,0.972,0.4195,2000,0.6725,0.9695,0.393,3000,0.6623333333333333,0.9693333333333334
ackley,classifier_uncertainty_repulsion,1,50,0.2093,0.5047,0.8717,0.458,1000,0.698,0.966,0.416,2000,0.6875,0.97,0.392,3000,0.6776666666666666,0.9703333333333334
ackley,classifier_uncertainty_repulsion,1,51,0.2183,0.4884,0.8734,0.453,1000,0.66,0.965,0.4205,2000,0.6525,0.969,0.399,3000,0.6386666666666667,0.9683333333333334
ackley,classifier_uncertainty_repulsion,1,52,0.2164,0.4787,0.8708,0.449,1000,0.653,0.962,0.417,2000,0.646,0.964,0.396,3000,0.6336666666666667,0.9633333333333334
ackley,classifier_uncertainty_repulsion,1,53,0.2102,0.4739,0.8674,0.444,1000,0.656,0.953,0.412,2000,0.6505,0.958,0.3913333333333333,3000,0.635,0.959
ackley,classifier_uncertainty_repulsion,1,54,0.2064,0.4751,0.8618,0.444,1000,0.665,0.959,0.4045,2000,0.657,0.96,0.38666666666666666,3000,0.64,0.96
ackley,classifier_uncertainty_repulsion,1,55,0.2006,0.4713,0.8568,0.453,1000,0.68,0.961,0.4045,2000,0.675,0.964,0.38233333333333336,3000,0.6533333333333333,0.9636666666666667
ackley,classifier_uncertainty_repulsion,1,56,0.2025,0.4697,0.8491,0.446,1000,0.676,0.961,0.3995,2000,0.678,0.9635,0.381,3000,0.65,0.962
ackley,classifier_uncertainty_repulsion,1,57,0.1952,0.4707,0.8535,0.449,1000,0.685,0.968,0.398,2000,0.6905,0.9685,0.37733333333333335,3000,0.666,0.9673333333333334
ackley,classifier_uncertainty_repulsion,1,58,0.1764,0.4814,0.8457,0.446,1000,0.739,0.97,0.388,2000,0.7405,0.972,0.36533333333333334,3000,0.7093333333333334,0.9706666666666667
ackley,classifier_uncertainty_repulsion,1,59,0.1875,0.4617,0.8452,0.446,1000,0.699,0.966,0.397,2000,0.7025,0.9685,0.37266666666666665,3000,0.6746666666666666,0.966
ackley,classifier_uncertainty_repulsion,1,60,0.1926,0.4617,0.8337,0.455,1000,0.676,0.964,0.409,2000,0.6865,0.967,0.38166666666666665,3000,0.6626666666666666,0.9633333333333334
ackley,classifier_uncertainty_repulsion,1,61,0.1956,0.4516,0.8368,0.451,1000,0.662,0.965,0.409,2000,0.6735,0.9685,0.385,3000,0.649,0.964
ackley,classifier_uncertainty_repulsion,1,62,0.1935,0.447,0.8379,0.447,1000,0.668,0.966,0.4045,2000,0.6685,0.9685,0.38033333333333336,3000,0.6473333333333333,0.9643333333333334
ackley,classifier_uncertainty_repulsion,1,63,0.1906,0.4511,0.8351,0.445,1000,0.682,0.974,0.401,2000,0.6805,0.9745,0.379,3000,0.66,0.9696666666666667
ackley,classifier_uncertainty_repulsion,1,64,0.1949,0.4441,0.8267,0.45,1000,0.669,0.961,0.4065,2000,0.666,0.961,0.38166666666666665,3000,0.6466666666666666,0.9553333333333334
ackley,classifier_uncertainty_repulsion,1,65,0.1908,0.4328,0.8255,0.444,1000,0.674,0.957,0.403,2000,0.6645,0.9595,0.37666666666666665,3000,0.645,0.9533333333333334
ackley,classifier_uncertainty_repulsion,1,66,0.1849,0.4334,0.8308,0.442,1000,0.68,0.959,0.401,2000,0.6735,0.9625,0.37266666666666665,3000,0.6523333333333333,0.9596666666666667
ackley,classifier_uncertainty_repulsion,1,67,0.1839,0.4319,0.8243,0.445,1000,0.675,0.968,0.4015,2000,0.67,0.9685,0.37333333333333335,3000,0.6503333333333333,0.9646666666666667
ackley,classifier_uncertainty_repulsion,1,68,0.1817,0.4264,0.8253,0.442,1000,0.677,0.967,0.3985,2000,0.6705,0.9675,0.369,3000,0.6506666666666666,0.9636666666666667
ackley,classifier_uncertainty_repulsion,1,69,0.1819,0.422,0.8183,0.439,1000,0.667,0.966,0.4015,2000,0.6605,0.967,0.371,3000,0.6423333333333333,0.961
ackley,classifier_uncertainty_repulsion,1,70,0.1829,0.4168,0.817,0.446,1000,0.657,0.966,0.4075,2000,0.6555,0.9665,0.37233333333333335,3000,0.636,0.9613333333333334
ackley,classifier_uncertainty_repulsion,1,71,0.1911,0.4054,0.8094,0.447,1000,0.626,0.967,0.4095,2000,0.619,0.9645,0.38033333333333336,3000,0.5993333333333334,0.9556666666666667
ackley,classifier_uncertainty_repulsion,1,72,0.1904,0.4005,0.8034,0.445,1000,0.621,0.961,0.409,2000,0.611,0.9585,0.37966666666666665,3000,0.591,0.9483333333333334
ackley,classifier_uncertainty_repulsion,1,73,0.1888,0.3998,0.8012,0.45,1000,0.618,0.96,0.409,2000,0.608,0.9555,0.37933333333333336,3000,0.5856666666666667,0.9453333333333334
ackley,classifier_uncertainty_repulsion,1,74,0.1889,0.3987,0.7964,0.445,1000,0.611,0.959,0.4105,2000,0.6005,0.9545,0.379,3000,0.581,0.9426666666666667
ackley,classifier_uncertainty_repulsion,1,75,0.1779,0.4084,0.7938,0.441,1000,0.634,0.968,0.402,2000,0.63,0.963,0.37133333333333335,3000,0.6113333333333333,0.9513333333333334
ackley,classifier_uncertainty_repulsion,1,76,0.175,0.4136,0.79,0.446,1000,0.653,0.976,0.402,2000,0.6405,0.9695,0.37366666666666665,3000,0.6203333333333333,0.9553333333333334
ackley,classifier_uncertainty_repulsion,1,77,0.1752,0.3994,0.7906,0.441,1000,0.642,0.976,0.398,2000,0.628,0.97,0.37166666666666665,3000,0.6076666666666667,0.9553333333333334
ackley,classifier_uncertainty_repulsion,1,78,0.1686,0.41,0.7844,0.444,1000,0.658,0.976,0.3935,2000,0.6395,0.9715,0.366,3000,0.62,0.959
ackley,classifier_uncertainty_repulsion,1,79,0.1658,0.4015,0.7867,0.448,1000,0.649,0.978,0.395,2000,0.6365,0.974,0.365,3000,0.6173333333333333,0.9623333333333334
ackley,classifier_uncertainty_repulsion,1,80,0.1552,0.4065,0.7881,0.442,1000,0.683,0.981,0.383,2000,0.6685,0.981,0.35233333333333333,3000,0.6476666666666666,0.972
ackley,classifier_uncertainty_repulsion,2,12,0.4202,0.7433,0.9358,0.504,1000,0.746,0.944,0.4955,2000,0.7505,0.947,0.49166666666666664,3000,0.7496666666666667,0.943
ackley,classifier_uncertainty_repulsion,2,13,0.4268,0.7379,0.9361,0.507,1000,0.74,0.944,0.501,2000,0.744,0.947,0.49433333333333335,3000,0.7423333333333333,0.943
ackley,classifier_uncertainty_repulsion,2,14,0.4278,0.7324,0.9362,0.508,1000,0.737,0.944,0.5025,2000,0.7395,0.947,0.49033333333333334,3000,0.7383333333333333,0.943
