set,n,frac_KH,frac_exception,frac_late_kh,frac_transient_kh,frac_main_cfg,frac_new_data_partition,mean_logh,mean_abs_dist_thr,frac_in_band,mean_pool_density,mean_local_conflict,mean_m3_margin,mean_m3_p,mean_V
all_eligible,8987,0.3014354066985646,0.05107377322799599,0.11249582730610883,0.15900745521308557,0.9073105596973406,0.525314342939802,20.42483526056633,0.4946207491643241,0.4409702904194948,1.9459218871703572,0.3704016913319239,0.23115078815435666,0.34402964564097205,0.0023432539812408763
top5_oracle,905,0.41325966850828727,0.1414364640883978,0.16906077348066298,0.16022099447513813,0.9204419889502763,0.523756906077348,20.50745477031174,0.43555525181331156,0.5215469613259669,1.7812154696132596,0.3717127071823204,0.33230188206831274,0.37373784374491725,0.06571335716607085
top10_oracle,908,0.41519823788546256,0.1420704845814978,0.1696035242290749,0.15969162995594713,0.9196035242290749,0.5231277533039648,20.50841735640563,0.4345210880204085,0.5231277533039648,1.7808370044052864,0.37180616740088107,0.331914383966511,0.3750081153115415,0.06569059341798393
V>0,948,0.4029535864978903,0.13818565400843882,0.16350210970464135,0.1529535864978903,0.9166666666666666,0.5189873417721519,20.51184312565653,0.42196814746152944,0.5432489451476793,1.7742616033755274,0.37848101265822787,0.3261113919142902,0.3929412237958633,0.06589724497393894
margin_top1,177,0.7005649717514124,0.14124293785310735,0.3107344632768362,0.4519774011299435,0.9491525423728814,0.711864406779661,20.832260144095294,0.22983296485102683,0.9830508474576272,1.6327683615819208,0.480225988700565,0.32766471349198406,0.795588924519011,-0.0019940179461615144
