benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,acquisition_time_seconds,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_selected_p_plus,acquisition_selected_membership_uncertainty,acquisition_selected_straddle_score,acquisition_weighted_variance_reduction,acquisition_reference_set_size,acquisition_candidate_gate_size,acquisition_candidate_gate_fraction,acquisition_posterior_covariance_used,acquisition_p_star,acquisition_U_current,acquisition_U_plus,acquisition_U_minus,acquisition_expected_future_uncertainty,acquisition_expected_uncertainty_reduction,acquisition_shortlist_size,acquisition_fantasy_refit_time_seconds,acquisition_fantasy_refit_mode,acquisition_shortlist_source,acquisition_selected_uncertainty_score,acquisition_selected_repulsion
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,1,6,7,1324,28.715298508643308,0.2009304000002885,False,False,False,1319,0.028506419239941346,0.5004912611260364,0.24999975866250604,1.9688357462766997,0.028506419239941346,1494,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,2,7,8,908,11.918488611951368,0.21055669999987003,False,False,True,903,0.026831089542942683,0.47616177166755,0.24943173886996997,1.9064274949206819,0.026831089542942683,1493,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,3,8,9,944,24.053445627711262,0.2112462000004598,False,False,False,938,0.03181867042156934,0.4625138594690458,0.24859478926809356,1.8366940616922298,0.03181867042156934,1492,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,4,9,10,1175,14.168385236689058,0.21100230000047304,False,False,False,1168,0.028041740777649895,0.4610724637725417,0.24848464692325994,1.8627409890341349,0.028041740777649895,1491,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,5,10,11,795,79.9767936777662,0.2074250999994547,False,False,False,790,0.04137123806906404,0.5126867715871286,0.24983904582669603,1.9242778696669538,0.04137123806906404,1490,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,6,11,12,491,18.848371906025605,0.21250250000048254,False,False,False,488,0.05168252334295327,0.42330934595571834,0.24411854358226032,1.754609959794359,0.05168252334295327,1489,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,7,12,13,1109,50.22754129362457,0.21732569999949192,False,False,False,1100,0.07974563773246772,0.5141593575180857,0.24979951259467503,1.9159443439202215,0.07974563773246772,1488,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,8,13,14,204,23.070961668114265,0.21432000000095286,False,False,False,202,0.06452709729576732,0.35075460728179786,0.22772581275238962,1.413790277069562,0.06452709729576732,1487,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,9,14,15,484,151.508276663727,0.20981250000113505,False,False,False,480,0.07268316262269728,0.7452546373940803,0.1898501628366982,1.2249242580196147,0.07268316262269728,1486,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,10,15,16,967,2.833588911792308,0.21548380000058387,True,True,True,956,0.043645582875069394,0.3472144960837209,0.22665658979304867,1.0491517036849025,0.043645582875069394,1485,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,11,16,17,875,68.53310903194833,0.2144869000003382,False,False,False,866,0.03974348136740485,0.6914879819358406,0.21333235277413917,1.0377568887521411,0.03974348136740485,1484,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,12,17,18,532,111.67237403227153,0.20963469999878726,False,False,False,526,0.043194264285073974,0.6992785940386561,0.21028804195797648,1.245084825835334,0.043194264285073974,1483,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,13,18,19,162,1.3827973118236585,0.21667650000017602,True,True,True,161,0.035290536552441396,0.5163095592776729,0.24973399827616807,1.1217230767056214,0.035290536552441396,1482,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,14,19,20,980,50.20552689130254,0.21691979999923205,False,False,False,965,0.05008759944360237,0.7609998157169726,0.18187909619570633,1.0847258728561577,0.05008759944360237,1481,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,15,20,21,61,6.1325389908950925,0.22706980000111798,False,True,True,60,0.03446405536172592,0.6432246930247445,0.2294866873079677,1.2485635842552152,0.03446405536172592,1480,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,16,21,22,1350,153.57513728884246,0.20866550000027928,False,False,False,1330,0.03565505182534782,0.7635105521411361,0.18056218891027362,0.8598782648617429,0.03565505182534782,1479,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
branin,Thresholded Branin,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,17,22,23,273,0.8214646349381098,0.2136570999991818,True,True,True,267,0.03609788729079288,0.18996528956234687,0.15387847832384058,0.7409094349750747,0.03609788729079288,1478,1000,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
