benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,acquisition_time_seconds,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_selected_p_plus,acquisition_selected_membership_uncertainty,acquisition_selected_straddle_score,acquisition_weighted_variance_reduction,acquisition_reference_set_size,acquisition_candidate_gate_size,acquisition_candidate_gate_fraction,acquisition_posterior_covariance_used,acquisition_p_star,acquisition_U_current,acquisition_U_plus,acquisition_U_minus,acquisition_expected_future_uncertainty,acquisition_expected_uncertainty_reduction,acquisition_shortlist_size,acquisition_fantasy_refit_time_seconds,acquisition_fantasy_refit_mode,acquisition_shortlist_source
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,61,72,73,1391,1.5890461689312936,0.323381000000154,False,False,False,1362,0.009304650079518332,0.4586089905003068,0.2482867843325963,1.6856167703203266,0.009304650079518332,1500,1179,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,62,73,74,2433,1.7175370380328356,0.3098785999991378,False,False,False,2386,0.0090944928851956,0.47924955407642117,0.2495694189939726,1.5532773270068159,0.0090944928851956,1500,1179,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,63,74,75,2032,0.7484289441074168,0.32377939999969385,False,False,False,1992,0.009126076834093591,0.33792596067662206,0.22373200577740415,1.3028902050805102,0.009126076834093591,1500,1178,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,64,75,76,3732,0.8441594077882648,0.33927220000077796,False,False,False,3658,0.009349355193644307,0.40341193936317454,0.24067074654241694,1.6142483637895015,0.009349355193644307,1500,1178,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,65,76,77,2254,0.47287515578488737,0.3215478999991319,False,False,True,2208,0.008598637848542433,0.5720554053316182,0.2448080185624962,1.6007409604915075,0.008598637848542433,1500,1178,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,66,77,78,1457,0.18140468613166405,0.310944599999857,False,True,True,1427,0.008378705407105454,0.4696285579505839,0.24907757550783896,1.602370391037771,0.008378705407105454,1500,1177,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,67,78,79,2488,1.7195383480519109,0.31318459999965853,False,False,False,2435,0.0029041307991734284,0.499202687960083,0.24999936429351097,1.9578180085840202,0.0029041307991734284,1500,1177,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,68,79,80,2680,1.2420640115677397,0.3083824999994249,False,False,False,2620,0.008298855958828595,0.389322056043775,0.2377503927216227,1.6019567245911115,0.008298855958828595,1500,1177,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,1,12,13,1673,1.7071885811622423,0.28475580000122136,False,False,False,1669,31.14693541155208,null,null,null,null,1500,1197,null,null,0.43571145843796744,293.0774043063701,263.07897398892214,261.0436587033683,261.93046889481803,31.14693541155208,40,0.2746547999995528,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,2,13,14,891,0.8257398866623511,0.2886863000003359,False,False,False,887,22.36962581911962,null,null,null,null,1500,1197,null,null,0.4970289644215995,275.87716756071,260.4778712422271,246.61955931652932,253.5075417415904,22.36962581911962,40,0.2785414000009041,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,3,14,15,2280,1.1350914548660285,0.2846947000016371,False,False,False,2273,19.388379392479635,null,null,null,null,1500,1196,null,null,0.521019126050513,283.4628472489988,271.6859444574776,255.79496213453598,264.07446785651916,19.388379392479635,40,0.27446190000046045,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,4,15,16,3764,0.36744919233006534,0.29605439999977534,False,True,True,3749,15.623847767256052,null,null,null,null,1500,1196,null,null,0.45856876152453224,273.81363383584903,259.58970248862227,257.0041176155162,258.189786068593,15.623847767256052,40,0.28436859999965236,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,5,16,17,1763,0.3295343541979534,0.2924416999994719,False,True,True,1757,14.754789550184796,null,null,null,null,1500,1196,null,null,0.3883727548212495,269.11517358695176,260.3091071370557,250.58304743781807,254.36038403676696,14.754789550184796,40,0.2809934999986581,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score
