benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,acquisition_time_seconds,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_selected_p_plus,acquisition_selected_membership_uncertainty,acquisition_selected_straddle_score,acquisition_weighted_variance_reduction,acquisition_reference_set_size,acquisition_candidate_gate_size,acquisition_candidate_gate_fraction,acquisition_posterior_covariance_used,acquisition_p_star,acquisition_U_current,acquisition_U_plus,acquisition_U_minus,acquisition_expected_future_uncertainty,acquisition_expected_uncertainty_reduction,acquisition_shortlist_size,acquisition_fantasy_refit_time_seconds,acquisition_fantasy_refit_mode,acquisition_shortlist_source
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,1,12,13,1673,1.7071885811622423,0.26403080000090995,False,False,False,1669,0.09094529100717319,0.43571145843796744,0.24586698342382682,1.6605026618319667,0.09094529100717319,1500,1197,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,2,13,14,3402,1.0402006126650143,0.26845399999911024,False,False,False,3390,0.040808040879763814,0.46956947314117625,0.2490739830350944,1.4225134795818022,0.040808040879763814,1500,1197,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,3,14,15,667,0.8584684438175323,0.2717916999990848,False,False,False,664,0.04431365469187384,0.3859978363805818,0.2370035066900914,1.4475555432216303,0.04431365469187384,1500,1196,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,4,15,16,2320,0.5049055878997368,0.2680139000003692,False,False,True,2312,0.04348605551510794,0.32726427982335915,0.22016237097505723,1.337466194839107,0.04348605551510794,1500,1196,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,5,16,17,65,1.0470808382943844,0.2721086000001378,False,False,False,65,0.039363630751532555,0.4693186332438767,0.24905865373397626,1.446983603147876,0.039363630751532555,1500,1196,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,6,17,18,276,0.32212961583763366,0.2716755000001285,False,True,True,275,0.03488139659944692,0.3911967563766706,0.23816185417704244,1.5225362510689717,0.03488139659944692,1500,1195,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,7,18,19,736,0.410078400639728,0.2689568000005238,False,False,True,730,0.03449422264824062,0.43707575432666557,0.24604053930644185,1.5431557466389005,0.03449422264824062,1500,1195,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,8,19,20,1763,0.3295343541979534,0.2730873000000429,False,True,True,1754,0.03411472165449521,0.3951170025490033,0.2389995568456942,1.5171842530543491,0.03411472165449521,1500,1195,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,9,20,21,2604,0.5000135322725452,0.27271079999991343,False,False,True,2589,0.03562219382372496,0.5269192308701702,0.24927535500935846,1.6608946416106067,0.03562219382372496,1500,1194,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,10,21,22,3327,0.08386644080196781,0.26697930000045744,True,True,True,3308,0.026464480230312663,0.41623489291664356,0.24298340683531386,1.3639267420885144,0.026464480230312663,1500,1194,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,11,22,23,1345,0.12964406185289334,0.2740737000003719,True,True,True,1337,0.023853848751788163,0.4458234698069588,0.24706490357624253,1.4845539130896663,0.023853848751788163,1500,1194,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,12,23,24,2177,0.38057866156101383,0.2847115999993548,False,False,True,2165,0.020019987878324534,0.5349732767898513,0.24877686991058046,1.5966857989508063,0.020019987878324534,1500,1194,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,13,24,25,1226,3.0747584553067444,0.42348929999934626,False,False,False,1218,0.02013870363187817,0.46579812642758256,0.24883023184413638,1.530683063928873,0.02013870363187817,1500,1193,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,14,25,26,2226,0.12727164727678364,0.27698050000071817,True,True,True,2212,0.02004339316656702,0.3385964575253889,0.22394889647664643,1.3762681135818884,0.02004339316656702,1500,1193,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,15,26,27,249,0.09622662062049692,0.2730744999989838,True,True,True,248,0.01995284150734978,0.4391967102498402,0.24630295995555812,1.6830237665453036,0.01995284150734978,1500,1193,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,16,27,28,699,0.7501994299518504,0.27595339999970747,False,False,False,692,0.020343623833967466,0.5538362876807419,0.2471016541287564,1.5094216055747438,0.020343623833967466,1500,1192,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,17,28,29,2554,0.24971232872285398,0.2745822999986558,False,True,True,2533,0.021137618448974355,0.6083231787725969,0.2382660889406,1.4029497197452645,0.021137618448974355,1500,1192,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,18,29,30,1777,0.17913277175553155,0.26881219999995665,False,True,True,1763,0.021097268900048302,0.37571732445713946,0.23455381655990806,1.4336745482472826,0.021097268900048302,1500,1192,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,19,30,31,3482,1.364565639641059,0.2774681999999302,False,False,False,3453,0.025866038858276024,0.3956723114694809,0.239115733405879,1.6841786152430493,0.025866038858276024,1500,1191,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,20,31,32,1934,0.2946414007922318,0.2770719000000099,False,True,True,1918,0.01755832778553481,0.40410902995172115,0.2408049218632001,1.4110646721182754,0.01755832778553481,1500,1191,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,21,32,33,1592,1.009965524556808,0.27639060000001336,False,False,False,1580,0.017935738061290656,0.34670409291380666,0.22650036487062117,1.4316753046426685,0.017935738061290656,1500,1191,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,22,33,34,3864,0.6713657718813266,0.2839526999996451,False,False,False,3831,0.017040052219292157,0.4477448599625212,0.2472694003396635,1.6610845047988436,0.017040052219292157,1500,1191,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,23,34,35,3316,0.04439099639713362,0.28340100000059465,True,True,True,3287,0.017884713293954975,0.3740587809804108,0.23413880935185985,1.4598783928326302,0.017884713293954975,1500,1190,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,24,35,36,2250,1.1076300658628284,0.2801570999999967,False,False,False,2230,0.015223461409726488,0.5004153200600033,0.24999982750924776,1.6826683187088713,0.015223461409726488,1500,1190,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,25,36,37,3455,0.7757133493211938,0.2843952999992325,False,False,False,3422,0.017024076389679142,0.5456819837982825,0.24791315635625347,1.5313177815611356,0.017024076389679142,1500,1190,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,26,37,38,1302,0.4048122530959599,0.28347710000161896,False,False,True,1291,0.015950434705721703,0.4040481699909531,0.240793246317915,1.4728053088139363,0.015950434705721703,1500,1189,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,27,38,39,3474,0.5331431479116215,0.2849909000015032,False,False,True,3439,0.015728522754803045,0.36719651406706605,0.23236323412406099,1.2510832409935166,0.015728522754803045,1500,1189,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,28,39,40,1196,1.0615010248977992,0.286782500001209,False,False,False,1186,0.01619706692986199,0.48892323531449755,0.249877305284102,1.4679801067224603,0.01619706692986199,1500,1189,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,29,40,41,1028,0.12486464025469779,0.28048200000012,True,True,True,1018,0.014098710317539495,0.39119696430280115,0.23816189942307409,1.1830895139937434,0.014098710317539495,1500,1188,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,30,41,42,907,1.836757476121642,0.28560689999903843,False,False,False,897,0.012909214463918435,0.24224398195673136,0.18356183516247818,1.1459900339712088,0.012909214463918435,1500,1188,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,31,42,43,1364,0.30965618813976903,0.2879649000005884,False,True,True,1348,0.016399583541084277,0.3197720094374069,0.21751787141776985,1.2079498353404663,0.016399583541084277,1500,1188,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,32,43,44,2950,0.4824577753116177,0.28730700000051,False,False,True,2917,0.013516521902488495,0.33949188028656796,0.22423714350605856,1.412827679823648,0.013516521902488495,1500,1188,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,33,44,45,513,0.29272072662630144,0.2924702999989677,False,True,True,508,0.0121036320747895,0.2967708609983578,0.2086979170606512,1.223494887091009,0.0121036320747895,1500,1187,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,34,45,46,2702,0.10496897457539056,0.28347909999865806,True,True,True,2669,0.011522371204282624,0.5437282532686696,0.24808783986607108,1.5487055177617655,0.011522371204282624,1500,1187,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,35,46,47,1278,0.37389372525376885,0.2949235000014596,False,True,True,1263,0.011770918236248215,0.45144247510336866,0.24764216677591303,1.5306946432428805,0.011770918236248215,1500,1187,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,36,47,48,3371,1.9554447964604673,0.28863840000121854,False,False,False,3330,0.012021903275762436,0.46527095666316154,0.248793893548908,1.7170262482653804,0.012021903275762436,1500,1186,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,37,48,49,1366,0.6182530077235224,0.2898980999998457,False,False,False,1347,0.01225098052848306,0.6113029302320311,0.23761165772176362,1.3791365286869788,0.01225098052848306,1500,1186,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,38,49,50,3209,0.7757669915165053,0.2928959000000759,False,False,False,3169,0.01158659963037363,0.45864121270261665,0.24828945071328978,1.3096558626235075,0.01158659963037363,1500,1186,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,39,50,51,171,1.7376246051430897,0.28874270000051183,False,False,False,170,0.013669084430777228,0.6640009738093997,0.2231036805895686,1.0804830742065525,0.013669084430777228,1500,1185,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,40,51,52,326,0.3571483385028351,0.2929986999988614,False,True,True,321,0.013368376631034838,0.26047039321334853,0.19262556747263213,1.0536608743601503,0.013368376631034838,1500,1185,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,41,52,53,1067,1.9056998237128653,0.29487130000052275,False,False,False,1052,0.013012979998784462,0.48242438831052653,0.24969109787374083,1.825118346840667,0.013012979998784462,1500,1185,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,42,53,54,3406,0.5518128769138411,0.2979240000004211,False,False,True,3358,0.011858763198424951,0.27835218674530515,0.2008722468794119,1.1703972688346074,0.011858763198424951,1500,1185,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,43,54,55,2540,1.7626271942838603,0.30119379999996454,False,False,False,2505,0.011004834392581556,0.4858657672427199,0.24980022346436304,1.598429912607481,0.011004834392581556,1500,1184,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,44,55,56,2589,0.1597626052931993,0.2930032000003848,True,True,True,2551,0.012165257956911413,0.4481395148281027,0.24731049007773545,1.4440158961399805,0.012165257956911413,1500,1184,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,45,56,57,1174,0.06833311601025827,0.3066228999996383,True,True,True,1158,0.01112333435721479,0.25609848611334257,0.19051205152379663,0.9839615103294573,0.01112333435721479,1500,1184,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,46,57,58,3561,0.11238258447222371,0.3064070999989781,True,True,True,3506,0.011425322389526907,0.4957479901773336,0.24998192041246795,1.5747096224406796,0.011425322389526907,1500,1183,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,47,58,59,324,0.5612849363797192,0.30612899999869114,False,False,True,319,0.012030032599688462,0.4352812594176504,0.24581148461743454,1.4061846830007638,0.012030032599688462,1500,1183,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,48,59,60,1758,0.27931485552110047,0.33025520000046527,False,True,True,1731,0.010681622002983332,0.42669295421061204,0.2446260770376326,1.5523525881856204,0.010681622002983332,1500,1183,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,49,60,61,1143,2.01528015859998,0.2978631999994832,False,False,False,1126,0.010699445607775493,0.384313491853701,0.23661663183291629,1.6403091759062955,0.010699445607775493,1500,1182,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,50,61,62,2249,0.16708318265081878,0.31121510000048147,True,True,True,2214,0.01026547100646616,0.39948580958025204,0.23989689752426266,1.5614034569261692,0.01026547100646616,1500,1182,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,51,62,63,2562,1.3079914567648654,0.3004222999988997,False,False,False,2519,0.0089150124939358,0.5422490294238137,0.24821501951274572,1.7774529166238624,0.0089150124939358,1500,1182,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,52,63,64,2450,1.8050413330109532,0.30710350000117614,False,False,False,2410,0.011236624029322915,0.5053027889898142,0.2499718804289295,1.7785069620037224,0.011236624029322915,1500,1182,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,53,64,65,1514,0.8198907579627139,0.29446979999920586,False,False,False,1488,0.010925212690829935,0.39632165343822157,0.23925080045421576,1.3944209238093903,0.010925212690829935,1500,1181,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,54,65,66,635,1.7536759126654875,0.3030674000001454,False,False,False,625,0.009838870582048794,0.4676855626538257,0.2489557771390002,1.6742664433202619,0.009838870582048794,1500,1181,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,55,66,67,3211,1.8419822841816487,0.3047833000000537,False,False,False,3156,0.010190358141443166,0.3352924253962791,0.22287141486815973,1.2699436669333637,0.010190358141443166,1500,1181,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,56,67,68,762,0.5845089298816291,0.30562620000091556,False,False,False,747,0.011213294483293773,0.3829063192855622,0.23628906993674528,1.353987103009809,0.011213294483293773,1500,1180,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,57,68,69,295,0.6637836410669014,0.3059147000003577,False,False,False,291,0.0092097528844788,0.39699494098019833,0.2393899578163272,1.4705485456663432,0.0092097528844788,1500,1180,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,58,69,70,2214,3.081218559176671,0.31143410000004224,False,False,False,2176,0.002960266189316082,0.4989034607422826,0.24999879760165625,1.9568839081493683,0.002960266189316082,1500,1180,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,59,70,71,1857,2.451618967242469,0.3210714000015287,False,False,False,1821,0.008628675688740433,0.452575905277446,0.2477509552397462,1.6337281846563667,0.008628675688740433,1500,1179,0.3,True,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,60,71,72,1979,2.290548506598734,0.31939930000044114,False,False,False,1941,0.00890162089149988,0.34256426611782165,0.22521398969697992,1.3453854441296778,0.00890162089149988,1500,1179,0.3,True,null,null,null,null,null,null,null,null,null,null
