arm,run_id,repeat,A16_32,A16_40,A16_48,A16_80
M3@T_XSUR,w85__r12_f02,12,0.8602941176470589,0.8676470588235293,0.8676470588235293,0.8483455882352942
M3@T_XSUR,w85__r12_f03,12,0.8713235294117647,0.8737745098039215,0.8731617647058824,0.8777573529411766
M3@T_XSUR,w85__r12_f04,12,0.8823529411764706,0.8737745098039215,0.8658088235294118,0.8621323529411764
M3@T_XSUR,w85__r12_f05,12,0.5882352941176471,0.613970588235294,0.6654411764705881,0.7587316176470588
M3@T_XSUR,w85__r13_f01,13,0.7647058823529411,0.7806372549019608,0.791360294117647,0.8046874999999998
M3@T_XSUR,w85__r13_f02,13,0.900735294117647,0.9142156862745097,0.920955882352941,0.9310661764705883
M3@T_XSUR,w85__r13_f03,13,0.838235294117647,0.8333333333333334,0.8308823529411764,0.8442095588235293
M3@T_XSUR,w85__r13_f04,13,0.7536764705882353,0.7634803921568626,0.760110294117647,0.762408088235294
M3@T_XSUR,w85__r13_f05,13,0.8602941176470588,0.8529411764705882,0.8455882352941175,0.856158088235294
M3@T_XSUR,w85__r14_f01,14,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7284007352941178
M3@T_XSUR,w85__r14_f02,14,0.9136029411764705,0.9031862745098037,0.8979779411764706,0.8979779411764708
M3@T_XSUR,w85__r14_f03,14,0.7058823529411765,0.7316176470588237,0.739889705882353,0.7720588235294117
M3@T_XSUR,w85__r14_f04,14,0.8658088235294117,0.8713235294117646,0.8915441176470587,0.9136029411764707
M3@T_XSUR,w85__r14_f05,14,0.7904411764705882,0.7818627450980392,0.7849264705882353,0.8060661764705881
M3@T_XSUR,w85__r15_f01,15,0.8290441176470588,0.8272058823529411,0.828125,0.8501838235294119
M3@T_XSUR,w85__r15_f02,15,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.65625
M3@T_XSUR,w85__r15_f03,15,0.8308823529411764,0.8284313725490197,0.8272058823529411,0.8432904411764706
M3@T_XSUR,w85__r15_f04,15,0.7150735294117647,0.7120098039215687,0.7040441176470589,0.6989889705882355
M3@T_XSUR,w85__r15_f05,15,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764708
M3@T_XSUR,w85__r16_f01,16,0.7647058823529411,0.7781862745098037,0.7895220588235292,0.8124999999999998
M3@T_XSUR,w85__r16_f02,16,0.8694852941176471,0.872549019607843,0.8612132352941176,0.8676470588235294
M3@T_XSUR,w85__r16_f03,16,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7449448529411765
M3@T_XSUR,w85__r16_f04,16,0.8235294117647058,0.8210784313725491,0.8216911764705882,0.8322610294117646
M3@T_XSUR,w85__r16_f05,16,0.8216911764705882,0.8223039215686274,0.822610294117647,0.8189338235294117
M3@T_XSUR,w85__r17_f01,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8745404411764707
M3@T_XSUR,w85__r17_f02,17,0.7702205882352942,0.77328431372549,0.7738970588235294,0.7945772058823528
M3@T_XSUR,w85__r17_f03,17,0.6158088235294118,0.6482843137254902,0.6911764705882353,0.7329963235294117
M3@T_XSUR,w85__r17_f04,17,0.8308823529411764,0.8529411764705882,0.8648897058823528,0.892922794117647
M3@T_XSUR,w85__r17_f05,17,0.8823529411764706,0.8688725490196078,0.8575367647058822,0.8405330882352939
M3@T_XSUR,w85__r18_f01,18,0.7279411764705883,0.7193627450980392,0.7159926470588236,0.7693014705882353
M3@T_XSUR,w85__r18_f02,18,0.8621323529411765,0.8517156862745097,0.8419117647058822,0.8327205882352939
M3@T_XSUR,w85__r18_f03,18,0.8235294117647058,0.8333333333333334,0.8308823529411764,0.8262867647058822
M3@T_XSUR,w85__r18_f04,18,0.832720588235294,0.8480392156862745,0.8547794117647058,0.8731617647058824
M3@T_XSUR,w85__r18_f05,18,0.7996323529411764,0.8002450980392156,0.8051470588235294,0.8134191176470587
M3@T_XSUR,w85__r19_f01,19,0.8235294117647058,0.823529411764706,0.8235294117647058,0.8235294117647057
M3@T_XSUR,w85__r19_f02,19,0.8860294117647058,0.8823529411764706,0.8805147058823529,0.8832720588235295
M3@T_XSUR,w85__r19_f03,19,0.9209558823529411,0.9276960784313725,0.9292279411764705,0.9191176470588236
M3@T_XSUR,w85__r19_f04,19,0.8805147058823529,0.8676470588235293,0.8621323529411764,0.8722426470588236
M3@T_XSUR,w85__r19_f05,19,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.6171875
M3@T_XSUR,w85__r20_f01,20,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7987132352941175
M3@T_XSUR,w85__r20_f02,20,0.8841911764705882,0.8835784313725489,0.8869485294117647,0.9062500000000001
M3@T_XSUR,w85__r20_f03,20,0.8970588235294117,0.9019607843137254,0.8988970588235293,0.9048713235294119
M3@T_XSUR,w85__r20_f04,20,0.8180147058823529,0.8002450980392156,0.791360294117647,0.778033088235294
M3@T_XSUR,w85__r20_f05,20,0.7886029411764706,0.7892156862745097,0.7931985294117646,0.739889705882353
T@T_XSUR,w85__r01_f01,1,0.8051470588235294,0.8492647058823528,0.863970588235294,0.8731617647058824
T@T_XSUR,w85__r01_f02,1,0.5606617647058824,0.5502450980392156,0.5450367647058822,0.6254595588235293
T@T_XSUR,w85__r01_f03,1,0.8547794117647058,0.875,0.8915441176470587,0.9329044117647058
T@T_XSUR,w85__r01_f04,1,0.8198529411764706,0.7990196078431372,0.7950367647058824,0.8391544117647058
T@T_XSUR,w85__r01_f05,1,0.5330882352941178,0.5318627450980392,0.53125,0.5303308823529411
T@T_XSUR,w85__r02_f01,2,0.8161764705882353,0.8125,0.8253676470588236,0.8713235294117647
T@T_XSUR,w85__r02_f02,2,0.7591911764705881,0.8174019607843137,0.848345588235294,0.8947610294117647
T@T_XSUR,w85__r02_f03,2,0.7022058823529412,0.7169117647058824,0.7297794117647061,0.8060661764705883
T@T_XSUR,w85__r02_f04,2,0.7683823529411764,0.7745098039215685,0.7858455882352939,0.799172794117647
T@T_XSUR,w85__r02_f05,2,0.7886029411764706,0.8002450980392157,0.7922794117647058,0.7536764705882353
T@T_XSUR,w85__r03_f01,3,0.7738970588235293,0.7708333333333334,0.7693014705882353,0.7775735294117646
T@T_XSUR,w85__r03_f02,3,0.8363970588235294,0.8259803921568628,0.8455882352941175,0.875
T@T_XSUR,w85__r03_f03,3,0.7169117647058825,0.7132352941176471,0.7113970588235294,0.708639705882353
T@T_XSUR,w85__r03_f04,3,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6645220588235294
T@T_XSUR,w85__r03_f05,3,0.7095588235294117,0.7524509803921569,0.7895220588235293,0.8690257352941178
T@T_XSUR,w85__r04_f01,4,0.7169117647058825,0.7132352941176471,0.7113970588235294,0.6548713235294119
T@T_XSUR,w85__r04_f02,4,0.7683823529411764,0.7683823529411763,0.7738970588235293,0.8377757352941175
T@T_XSUR,w85__r04_f03,4,0.8051470588235294,0.8492647058823529,0.869485294117647,0.8910845588235293
T@T_XSUR,w85__r04_f04,4,0.7408088235294118,0.7916666666666666,0.8235294117647058,0.8814338235294119
T@T_XSUR,w85__r04_f05,4,0.6985294117647058,0.7561274509803922,0.785845588235294,0.8340992647058825
T@T_XSUR,w85__r05_f01,5,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9411764705882353
T@T_XSUR,w85__r05_f02,5,0.7334558823529411,0.767156862745098,0.7867647058823528,0.8552389705882353
T@T_XSUR,w85__r05_f03,5,0.8125,0.8161764705882352,0.8180147058823529,0.8207720588235292
T@T_XSUR,w85__r05_f04,5,0.6893382352941176,0.7095588235294118,0.7132352941176472,0.7541360294117647
T@T_XSUR,w85__r05_f05,5,0.770220588235294,0.7830882352941174,0.7867647058823528,0.8019301470588234
T@T_XSUR,w85__r06_f01,6,0.900735294117647,0.8909313725490197,0.8832720588235294,0.8322610294117646
T@T_XSUR,w85__r06_f02,6,0.8235294117647058,0.823529411764706,0.8235294117647058,0.8235294117647057
T@T_XSUR,w85__r06_f03,6,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7284007352941176
T@T_XSUR,w85__r06_f04,6,0.5882352941176471,0.5857843137254902,0.6295955882352942,0.7104779411764706
T@T_XSUR,w85__r06_f05,6,0.8180147058823529,0.8370098039215685,0.8465073529411764,0.8786764705882353
T@T_XSUR,w85__r07_f01,7,0.8823529411764706,0.8933823529411763,0.8979779411764706,0.9329044117647058
T@T_XSUR,w85__r07_f02,7,0.7591911764705882,0.7414215686274511,0.7325367647058825,0.75
T@T_XSUR,w85__r07_f03,7,0.8088235294117647,0.8112745098039215,0.8198529411764706,0.814797794117647
T@T_XSUR,w85__r07_f04,7,0.7665441176470589,0.7794117647058822,0.7950367647058822,0.8961397058823529
T@T_XSUR,w85__r07_f05,7,0.775735294117647,0.7916666666666666,0.7996323529411764,0.7945772058823528
T@T_XSUR,w85__r08_f01,8,0.6470588235294118,0.6580882352941176,0.6700367647058825,0.6879595588235294
T@T_XSUR,w85__r08_f02,8,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5886948529411764
T@T_XSUR,w85__r08_f03,8,0.9154411764705881,0.9019607843137254,0.8933823529411764,0.8635110294117646
T@T_XSUR,w85__r08_f04,8,0.7922794117647058,0.8039215686274511,0.8207720588235294,0.8575367647058822
T@T_XSUR,w85__r08_f05,8,0.8455882352941175,0.8529411764705882,0.8713235294117647,0.8910845588235294
T@T_XSUR,w85__r09_f01,9,0.9044117647058822,0.9166666666666665,0.9329044117647057,0.9664522058823528
T@T_XSUR,w85__r09_f02,9,0.7941176470588235,0.7904411764705882,0.7895220588235293,0.8023897058823528
T@T_XSUR,w85__r09_f03,9,0.7058823529411765,0.7242647058823529,0.7490808823529411,0.8056066176470589
T@T_XSUR,w85__r09_f04,9,0.7518382352941175,0.7316176470588237,0.7380514705882353,0.785845588235294
T@T_XSUR,w85__r09_f05,9,0.7647058823529412,0.7855392156862745,0.7987132352941176,0.8331801470588235
T@T_XSUR,w85__r10_f01,10,0.8235294117647058,0.8345588235294117,0.8446691176470588,0.8736213235294117
T@T_XSUR,w85__r10_f02,10,0.6819852941176471,0.7034313725490197,0.7325367647058825,0.7780330882352939
T@T_XSUR,w85__r10_f03,10,0.8198529411764706,0.8210784313725491,0.8216911764705882,0.822610294117647
T@T_XSUR,w85__r10_f04,10,0.9044117647058822,0.9166666666666666,0.9117647058823528,0.8920036764705882
T@T_XSUR,w85__r10_f05,10,0.75,0.7549019607843137,0.7435661764705883,0.7169117647058824
T@T_XSUR,w85__r11_f01,11,0.8878676470588235,0.872549019607843,0.8602941176470588,0.8722426470588235
T@T_XSUR,w85__r11_f02,11,0.84375,0.8651960784313725,0.8713235294117646,0.8653492647058822
T@T_XSUR,w85__r11_f03,11,0.7941176470588235,0.8051470588235293,0.8161764705882353,0.878216911764706
T@T_XSUR,w85__r11_f04,11,0.7794117647058824,0.8051470588235294,0.8216911764705883,0.8460477941176472
T@T_XSUR,w85__r11_f05,11,0.7352941176470589,0.7438725490196078,0.7536764705882353,0.7752757352941175
T@T_XSUR,w85__r12_f01,12,0.5275735294117647,0.5343137254901961,0.5477941176470589,0.6567095588235295
T@T_XSUR,w85__r12_f02,12,0.7647058823529411,0.7634803921568626,0.7647058823529411,0.7817095588235293
T@T_XSUR,w85__r12_f03,12,0.8823529411764706,0.8799019607843137,0.8805147058823529,0.8814338235294119
T@T_XSUR,w85__r12_f04,12,0.7720588235294117,0.7806372549019608,0.7968749999999999,0.8290441176470588
T@T_XSUR,w85__r12_f05,12,0.5863970588235294,0.6348039215686274,0.7113970588235294,0.8262867647058824
T@T_XSUR,w85__r13_f01,13,0.7408088235294118,0.7426470588235294,0.7628676470588235,0.8051470588235292
T@T_XSUR,w85__r13_f02,13,0.8547794117647058,0.8443627450980392,0.8391544117647058,0.864889705882353
T@T_XSUR,w85__r13_f03,13,0.9136029411764706,0.9080882352941176,0.8988970588235293,0.8929227941176472
T@T_XSUR,w85__r13_f04,13,0.5863970588235294,0.6397058823529412,0.6819852941176472,0.7532169117647058
T@T_XSUR,w85__r13_f05,13,0.8639705882352942,0.8431372549019608,0.8492647058823529,0.8625919117647058
T@T_XSUR,w85__r14_f01,14,0.6341911764705882,0.6519607843137255,0.6654411764705883,0.6838235294117647
T@T_XSUR,w85__r14_f02,14,0.9246323529411764,0.9301470588235293,0.9329044117647057,0.9310661764705882
T@T_XSUR,w85__r14_f03,14,0.7095588235294119,0.732843137254902,0.7509191176470589,0.8134191176470589
T@T_XSUR,w85__r14_f04,14,0.8529411764705882,0.8737745098039215,0.8952205882352942,0.9333639705882353
T@T_XSUR,w85__r14_f05,14,0.7113970588235294,0.7671568627450981,0.7977941176470589,0.8322610294117647
T@T_XSUR,w85__r15_f01,15,0.7977941176470589,0.8063725490196078,0.8170955882352942,0.8497242647058825
T@T_XSUR,w85__r15_f02,15,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6576286764705882
T@T_XSUR,w85__r15_f03,15,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8051470588235293
T@T_XSUR,w85__r15_f04,15,0.6029411764705883,0.6372549019607844,0.6544117647058825,0.6801470588235294
T@T_XSUR,w85__r15_f05,15,0.8455882352941176,0.8504901960784313,0.8584558823529411,0.8984375
T@T_XSUR,w85__r16_f01,16,0.6691176470588236,0.6887254901960785,0.7141544117647058,0.7568933823529411
T@T_XSUR,w85__r16_f02,16,0.770220588235294,0.7781862745098039,0.7977941176470589,0.8511029411764706
T@T_XSUR,w85__r16_f03,16,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6888786764705882
T@T_XSUR,w85__r16_f04,16,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.6208639705882353
T@T_XSUR,w85__r16_f05,16,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7136948529411765
T@T_XSUR,w85__r17_f01,17,0.8216911764705882,0.8161764705882352,0.8180147058823529,0.8290441176470588
T@T_XSUR,w85__r17_f02,17,0.7224264705882353,0.7365196078431372,0.7490808823529411,0.7568933823529411
T@T_XSUR,w85__r17_f03,17,0.6599264705882353,0.6740196078431374,0.6691176470588236,0.6902573529411764
T@T_XSUR,w85__r17_f04,17,0.8033088235294117,0.8100490196078431,0.8134191176470589,0.8290441176470588
T@T_XSUR,w85__r17_f05,17,0.7794117647058824,0.7953431372549019,0.8143382352941176,0.8690257352941178
T@T_XSUR,w85__r18_f01,18,0.6488970588235294,0.6482843137254902,0.6525735294117647,0.7072610294117646
T@T_XSUR,w85__r18_f02,18,0.7775735294117646,0.7928921568627448,0.8005514705882352,0.8120404411764705
T@T_XSUR,w85__r18_f03,18,0.7058823529411765,0.6924019607843137,0.6801470588235294,0.7385110294117647
T@T_XSUR,w85__r18_f04,18,0.71875,0.7830882352941176,0.8161764705882352,0.854779411764706
T@T_XSUR,w85__r18_f05,18,0.7996323529411764,0.8112745098039215,0.8161764705882353,0.8198529411764705
T@T_XSUR,w85__r19_f01,19,0.7518382352941176,0.7561274509803922,0.7582720588235294,0.7651654411764706
T@T_XSUR,w85__r19_f02,19,0.8511029411764706,0.8419117647058822,0.8354779411764706,0.8230698529411764
T@T_XSUR,w85__r19_f03,19,0.801470588235294,0.8382352941176471,0.8621323529411764,0.8887867647058824
T@T_XSUR,w85__r19_f04,19,0.6488970588235294,0.6274509803921569,0.640625,0.6760110294117647
T@T_XSUR,w85__r19_f05,19,0.6544117647058824,0.6556372549019608,0.6709558823529412,0.7178308823529411
T@T_XSUR,w85__r20_f01,20,0.7389705882352942,0.7475490196078431,0.7509191176470589,0.7697610294117647
T@T_XSUR,w85__r20_f02,20,0.8915441176470588,0.9129901960784313,0.9338235294117647,0.9568014705882353
T@T_XSUR,w85__r20_f03,20,0.4540441176470588,0.5330882352941176,0.5854779411764706,0.771139705882353
T@T_XSUR,w85__r20_f04,20,0.7113970588235294,0.7095588235294118,0.708639705882353,0.7072610294117647
T@T_XSUR,w85__r20_f05,20,0.7371323529411765,0.7230392156862746,0.7233455882352942,0.7054227941176472
M3@T_MARGIN,w85__r01_f01,1,0.8658088235294117,0.8676470588235293,0.8667279411764706,0.8745404411764707
M3@T_MARGIN,w85__r01_f02,1,0.7591911764705882,0.7634803921568626,0.770220588235294,0.7734374999999999
M3@T_MARGIN,w85__r01_f03,1,0.8933823529411764,0.8897058823529411,0.9016544117647058,0.9223345588235294
M3@T_MARGIN,w85__r01_f04,1,0.7830882352941176,0.7965686274509803,0.8152573529411764,0.8318014705882353
M3@T_MARGIN,w85__r01_f05,1,0.6727941176470589,0.7181372549019608,0.7472426470588236,0.78125
M3@T_MARGIN,w85__r02_f01,2,0.8602941176470589,0.8651960784313725,0.8676470588235294,0.9002757352941178
M3@T_MARGIN,w85__r02_f02,2,0.8216911764705882,0.8247549019607844,0.828125,0.8469669117647058
M3@T_MARGIN,w85__r02_f03,2,0.7224264705882353,0.7683823529411765,0.7950367647058824,0.8377757352941178
M3@T_MARGIN,w85__r02_f04,2,0.7647058823529411,0.7647058823529411,0.7784926470588234,0.8010110294117645
M3@T_MARGIN,w85__r02_f05,2,0.7169117647058825,0.7144607843137255,0.7233455882352942,0.7187500000000001
M3@T_MARGIN,w85__r03_f01,3,0.7812499999999999,0.7892156862745097,0.7987132352941175,0.8120404411764703
M3@T_MARGIN,w85__r03_f02,3,0.869485294117647,0.8664215686274509,0.8704044117647058,0.8763786764705883
M3@T_MARGIN,w85__r03_f03,3,0.7830882352941176,0.8039215686274509,0.8308823529411764,0.8653492647058824
M3@T_MARGIN,w85__r03_f04,3,0.7886029411764706,0.7965686274509803,0.7931985294117647,0.8083639705882352
M3@T_MARGIN,w85__r03_f05,3,0.8216911764705882,0.8370098039215685,0.853860294117647,0.875
M3@T_MARGIN,w85__r04_f01,4,0.5625,0.5698529411764707,0.5863970588235294,0.607077205882353
M3@T_MARGIN,w85__r04_f02,4,0.8492647058823528,0.8676470588235293,0.8759191176470588,0.8791360294117647
M3@T_MARGIN,w85__r04_f03,4,0.926470588235294,0.9301470588235293,0.9329044117647058,0.9287683823529412
M3@T_MARGIN,w85__r04_f04,4,0.8198529411764706,0.8002450980392157,0.8060661764705883,0.8290441176470588
M3@T_MARGIN,w85__r04_f05,4,0.900735294117647,0.892156862745098,0.8915441176470588,0.8975183823529413
M3@T_MARGIN,w85__r05_f01,5,0.9154411764705881,0.9105392156862745,0.9117647058823528,0.9264705882352942
M3@T_MARGIN,w85__r05_f02,5,0.8235294117647058,0.810049019607843,0.8033088235294118,0.8285845588235294
M3@T_MARGIN,w85__r05_f03,5,0.7205882352941178,0.7634803921568628,0.7876838235294118,0.8340992647058825
M3@T_MARGIN,w85__r05_f04,5,0.8235294117647058,0.8296568627450981,0.8244485294117647,0.7876838235294117
M3@T_MARGIN,w85__r05_f05,5,0.7922794117647058,0.7965686274509803,0.7886029411764706,0.7766544117647058
M3@T_MARGIN,w85__r06_f01,6,0.9136029411764705,0.8835784313725489,0.8749999999999999,0.8534007352941174
M3@T_MARGIN,w85__r06_f02,6,0.8915441176470588,0.8921568627450979,0.8998161764705881,0.9163602941176471
M3@T_MARGIN,w85__r06_f03,6,0.7647058823529411,0.784313725490196,0.7941176470588235,0.8097426470588234
M3@T_MARGIN,w85__r06_f04,6,0.7518382352941175,0.767156862745098,0.7748161764705882,0.7918198529411764
M3@T_MARGIN,w85__r06_f05,6,0.832720588235294,0.8480392156862745,0.8556985294117647,0.8690257352941176
M3@T_MARGIN,w85__r07_f01,7,0.8878676470588235,0.8835784313725489,0.8832720588235294,0.8782169117647058
M3@T_MARGIN,w85__r07_f02,7,0.8180147058823529,0.8161764705882352,0.8097426470588235,0.7886029411764705
M3@T_MARGIN,w85__r07_f03,7,0.8768382352941176,0.8786764705882352,0.8612132352941176,0.8138786764705882
M3@T_MARGIN,w85__r07_f04,7,0.8069852941176471,0.8308823529411763,0.8547794117647058,0.9002757352941176
M3@T_MARGIN,w85__r07_f05,7,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7610294117647058
M3@T_MARGIN,w85__r08_f01,8,0.7334558823529411,0.75,0.7683823529411764,0.7670036764705881
M3@T_MARGIN,w85__r08_f02,8,0.7977941176470589,0.8063725490196078,0.8106617647058822,0.8170955882352939
M3@T_MARGIN,w85__r08_f03,8,0.8731617647058824,0.8762254901960783,0.8713235294117647,0.9025735294117647
M3@T_MARGIN,w85__r08_f04,8,0.8713235294117647,0.8443627450980392,0.8244485294117647,0.8106617647058822
M3@T_MARGIN,w85__r08_f05,8,0.7775735294117646,0.7977941176470588,0.8161764705882353,0.849264705882353
M3@T_MARGIN,w85__r09_f01,9,0.9338235294117645,0.9362745098039215,0.9402573529411763,0.9673713235294117
M3@T_MARGIN,w85__r09_f02,9,0.8125,0.7965686274509803,0.7886029411764706,0.7766544117647058
M3@T_MARGIN,w85__r09_f03,9,0.8290441176470588,0.8419117647058822,0.8465073529411764,0.8644301470588236
M3@T_MARGIN,w85__r09_f04,9,0.8106617647058824,0.8370098039215685,0.8529411764705882,0.8635110294117645
M3@T_MARGIN,w85__r09_f05,9,0.7242647058823528,0.7573529411764706,0.7794117647058824,0.8285845588235294
M3@T_MARGIN,w85__r10_f01,10,0.8731617647058824,0.8664215686274509,0.8501838235294117,0.8630514705882353
M3@T_MARGIN,w85__r10_f02,10,0.7977941176470589,0.8063725490196078,0.8051470588235294,0.8143382352941175
M3@T_MARGIN,w85__r10_f03,10,0.8125,0.8161764705882354,0.8244485294117647,0.8451286764705883
