state,repeat,rho,top1_V,margin_top1_V,best_V,enrich_top5,auroc_top5,enrich_top10,auroc_top10,enrich_top20,auroc_top20
w85__r01_f01|16,1,-0.10394654837820534,0.0,0.0,0.0588235294117647,1.2071005917159765,0.34917891097666376,1.2071005917159765,0.34917891097666376,1.2071005917159765,0.34917891097666376
w85__r01_f01|24,1,0.3841609762368389,0.0,0.0,0.0,,,,,,
w85__r01_f01|32,1,-0.10529720708398903,0.0,0.0,0.0,,,,,,
w85__r01_f01|40,1,0.13056005773015,0.0588235294117647,0.0,0.0588235294117647,0.9945855893377759,0.5874829931972789,0.9945855893377759,0.5874829931972789,0.9945855893377759,0.5874829931972789
w85__r02_f02|16,2,0.2733678093874968,0.0588235294117647,-0.0588235294117647,0.176470588235294,0.0,0.5740740740740741,0.0,0.5740740740740741,0.96875,0.6114130434782609
w85__r02_f02|24,2,-0.035836865605893185,0.0,0.0,0.0588235294117647,2.04,0.4652173913043478,2.04,0.4652173913043478,2.04,0.4652173913043478
w85__r02_f02|32,2,-0.03371622820933827,0.0,0.0,0.0588235294117647,0.0,0.45751633986928103,0.0,0.45751633986928103,0.0,0.45751633986928103
w85__r02_f02|40,2,0.082902460191533,0.0,0.0,0.1176470588235294,0.0,0.5934959349593496,0.0,0.5934959349593496,0.0,0.5934959349593496
w85__r03_f03|16,3,-0.5900973724986832,0.0,0.0588235294117646,0.1176470588235293,0.0,0.06720000000000001,0.0,0.06720000000000001,0.0,0.06720000000000001
w85__r03_f03|24,3,-0.10386608370143462,0.0,0.1176470588235294,0.1176470588235294,0.5758261656858307,0.42888459058671824,0.5758261656858307,0.42888459058671824,0.5758261656858307,0.42888459058671824
w85__r03_f03|32,3,0.02993463128719082,0.0,-0.0588235294117647,0.1176470588235294,1.15702479338843,0.5532879818594104,1.15702479338843,0.5532879818594104,1.15702479338843,0.5532879818594104
w85__r03_f03|40,3,-0.07013098674613823,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0
w85__r04_f04|16,4,-0.4704129427489302,0.0588235294117647,0.0,0.0588235294117647,0.6234883095941951,0.23002980625931446,0.6234883095941951,0.23002980625931446,0.6234883095941951,0.23002980625931446
w85__r04_f04|24,4,-0.2562122138794436,0.0,0.0,0.0,,,,,,
w85__r04_f04|32,4,0.08560306135647679,0.0588235294117647,0.0,0.0588235294117647,1.6406249999999998,0.5763530927835051,1.6406249999999998,0.5763530927835051,1.6406249999999998,0.5763530927835051
w85__r04_f04|40,4,-0.24419135163941427,0.0588235294117647,0.0,0.0588235294117647,0.9854943867906331,0.3142126415783705,0.9854943867906331,0.3142126415783705,0.9854943867906331,0.3142126415783705
w85__r05_f05|16,5,-0.17179994697156623,0.0,0.0,0.0588235294117647,0.0,0.368421052631579,0.0,0.368421052631579,0.0,0.368421052631579
w85__r05_f05|32,5,0.2205528284238576,0.0,0.0,0.0588235294117647,0.0,0.9318181818181819,0.0,0.9318181818181819,0.0,0.9318181818181819
w85__r06_f01|16,6,0.19854629663970685,0.0588235294117647,0.0,0.0588235294117647,2.32,0.8150943396226416,2.32,0.8150943396226416,2.32,0.8150943396226416
w85__r06_f01|24,6,0.3028055843991699,0.0588235294117647,0.0,0.0588235294117647,2.7777777777777777,0.7689393939393939,2.7777777777777777,0.7689393939393939,2.7777777777777777,0.7689393939393939
w85__r06_f01|32,6,0.15245034181453182,0.0,0.0,0.0588235294117647,1.8000000000000003,0.64,1.8000000000000003,0.64,1.8000000000000003,0.64
w85__r06_f01|40,6,-0.03221161852410819,0.0,0.0,0.0588235294117647,0.0,0.4390243902439024,0.0,0.4390243902439024,0.0,0.4390243902439024
w85__r07_f02|16,7,-0.45046097949325664,0.1176470588235293,0.0,0.1176470588235293,1.0255102040816326,0.2183288409703504,1.0255102040816326,0.2183288409703504,1.0255102040816326,0.2183288409703504
w85__r07_f02|24,7,0.566981903318898,0.1176470588235293,0.0,0.1176470588235293,3.3333333333333335,0.8444444444444444,3.3333333333333335,0.8444444444444444,2.5562130177514795,0.8874296435272045
w85__r07_f02|32,7,-0.04815434123430767,0.0,0.0,0.0588235294117647,0.0,0.44202898550724634,0.0,0.44202898550724634,0.0,0.44202898550724634
w85__r07_f02|40,7,-0.10298573010888745,0.0,0.0,0.0588235294117647,0.0,0.3833333333333333,0.0,0.3833333333333333,0.0,0.3833333333333333
w85__r08_f03|16,8,0.03634313957114205,0.1176470588235294,-0.176470588235294,0.1176470588235294,0.9917355371900828,0.4545454545454546,0.9917355371900828,0.4545454545454546,0.9917355371900828,0.4545454545454546
w85__r08_f03|24,8,0.3206417232416924,0.0588235294117647,0.0,0.1176470588235294,4.244897959183674,0.780952380952381,4.244897959183674,0.780952380952381,4.244897959183674,0.780952380952381
w85__r08_f03|32,8,0.02217234946596447,0.0,0.0,0.0588235294117647,0.0,0.5378787878787878,0.0,0.5378787878787878,0.0,0.5378787878787878
w85__r08_f03|40,8,0.14461528916036745,0.0,0.0,0.0588235294117647,0.0,0.803921568627451,0.0,0.803921568627451,0.0,0.803921568627451
w85__r09_f04|16,9,-0.26888132177671065,0.0,0.0,0.0,,,,,,
w85__r09_f04|24,9,0.15411301641245267,0.0,0.0,0.0588235294117647,0.0,0.8269230769230769,0.0,0.8269230769230769,0.0,0.8269230769230769
w85__r09_f04|32,9,-0.06804721594606669,0.0,0.0588235294117647,0.0588235294117647,0.78125,0.4464285714285714,0.78125,0.4464285714285714,0.78125,0.4464285714285714
