case_id,case_name,simulation_id,selection_rule,selection_evidence,any_keyhole,keyhole_fraction,G1_max_depth_um,G3_persistent_depth_um,R1_max_aspect_ratio,R3_persistent_aspect_ratio,phase1_unstable
C1,Typical conduction-only,sim_00157,No Keyhole label; R3 closest to the conduction-only median.,"R3=0.3428, group median=0.3428.",False,0.0,31.42675,30.913105,0.35151901689224047,0.34281655763404184,False
C2,Typical keyhole-containing,sim_00137,Keyhole-containing; closest joint robust distance to median R3 and keyhole fraction.,"R3=0.8101, keyhole fraction=0.2402.",True,0.24019607843137256,151.4799,140.5314,0.8656423343155338,0.810147757460947,False
C3,Mixed Conduction-to-Keyhole transition,sim_00222,"Both labels, exact alignment, and maximum balanced labelled-frame support around first Keyhole.",Balanced transition support=92 frames.,True,0.05963302752293578,155.835,149.85005,1.0304713259988412,0.9907914966340123,True
C4,Maximum-versus-persistence disagreement,sim_00036,Largest combined percentile rank of global R1 and R1-minus-R3 spike gap.,"R1=1.0135, R3=0.4323, gap=0.5813.",True,0.06666666666666667,182.7274,78.00963999999999,1.0135473508196164,0.4322778508524462,True
C5,Persistent deep-melt,sim_00214,Largest combined rank of high R3 and small relative R1-to-R3 gap.,"R3=0.4925, relative gap=0.0036.",False,0.0,86.74041,86.56102,0.4942593653183117,0.49250025037375555,False
C6,Phase 1 unstable-window,sim_00038,Independent Phase 1 unstable ID; R3 closest to the remaining unstable-group median.,"R3=0.4486, unstable median=0.4486.",True,0.17543859649122806,160.271,78.44185999999999,0.9180981769961243,0.4486459973582811,True
