benchmark_population,formulation,model,metric,run_count,mean,std,median,minimum,maximum
primary_common,binary,logistic,balanced_accuracy,20,0.9090269432060476,0.05930596635826472,0.9173773987206822,0.7857142857142857,1.0
primary_common,binary,logistic,sensitivity,20,0.8278571428571428,0.11718619937019414,0.8571428571428571,0.5714285714285714,1.0
primary_common,binary,logistic,specificity,20,0.9901967435549525,0.011236484720653214,0.9925373134328358,0.9696969696969697,1.0
primary_common,binary,logistic,precision,20,0.9514835164835166,0.056949676054582926,0.9666666666666667,0.8333333333333334,1.0
primary_common,binary,logistic,f1,20,0.8806663024908902,0.07750772168227839,0.8888888888888888,0.7272727272727273,1.0
primary_common,binary,logistic,roc_auc,20,0.9909909327819777,0.008150233018552876,0.9924242424242424,0.9712153518123667,1.0
primary_common,binary,logistic,average_precision,20,0.9621522910169634,0.03483898762528895,0.9703693339684052,0.8871505687295161,1.0
primary_common,binary,logistic,brier_score,20,0.030003951009550705,0.012320791939206158,0.02694137163997795,0.009244058674376788,0.05664384815024195
primary_common,binary,logistic,global_error,20,0.03888888888888888,0.023449949414613896,0.037037037037037035,0.0,0.08641975308641975
primary_common,binary,logistic,q10_error,20,0.28888888888888886,0.16282113268112144,0.2777777777777778,0.0,0.6666666666666666
primary_common,binary,logistic,q20_error,20,0.1764705882352941,0.1079603453508526,0.17647058823529413,0.0,0.4117647058823529
primary_common,binary,logistic,q30_error,20,0.12400000000000003,0.07556105931106662,0.12,0.0,0.28
primary_common,binary,matern32_gpc,balanced_accuracy,20,0.9192118950701043,0.05281338352202605,0.9295454545454546,0.7857142857142857,0.9925373134328358
primary_common,binary,matern32_gpc,sensitivity,20,0.8550000000000001,0.10714397103291771,0.8666666666666667,0.5714285714285714,1.0
primary_common,binary,matern32_gpc,specificity,20,0.983423790140208,0.013749830074584787,0.9848484848484849,0.9545454545454546,1.0
primary_common,binary,matern32_gpc,precision,20,0.9239079670329671,0.06333038015350102,0.930952380952381,0.7857142857142857,1.0
primary_common,binary,matern32_gpc,f1,20,0.8831847897910189,0.06636027213920087,0.896551724137931,0.7272727272727273,0.967741935483871
primary_common,binary,matern32_gpc,roc_auc,20,0.9920290323275397,0.006617411493306433,0.993939393939394,0.9808080808080809,1.0
primary_common,binary,matern32_gpc,average_precision,20,0.9683077834034656,0.026290305437268225,0.9741049881491058,0.91292527762342,1.0
primary_common,binary,matern32_gpc,brier_score,20,0.02797286280207621,0.010713084957501005,0.026338097304553998,0.00920278078713257,0.053698394314917394
primary_common,binary,matern32_gpc,global_error,20,0.03950617283950617,0.020266239053533905,0.037037037037037035,0.012345679012345678,0.08641975308641975
primary_common,binary,matern32_gpc,q10_error,20,0.3111111111111111,0.13774381773508573,0.3333333333333333,0.1111111111111111,0.6666666666666666
primary_common,binary,matern32_gpc,q20_error,20,0.1764705882352941,0.08951598944149201,0.17647058823529413,0.058823529411764705,0.4117647058823529
primary_common,binary,matern32_gpc,q30_error,20,0.12600000000000003,0.06394076205857716,0.12,0.04,0.28
primary_common,binary,matern52_gpc,balanced_accuracy,20,0.919087193900627,0.05412774698618696,0.9257575757575758,0.7857142857142857,1.0
primary_common,binary,matern52_gpc,sensitivity,20,0.8547619047619047,0.10976327749102188,0.8666666666666667,0.5714285714285714,1.0
primary_common,binary,matern52_gpc,specificity,20,0.9834124830393487,0.013748493985708562,0.9848484848484849,0.9545454545454546,1.0
primary_common,binary,matern52_gpc,precision,20,0.9239551012712777,0.06196779756609999,0.9285714285714286,0.8,1.0
primary_common,binary,matern52_gpc,f1,20,0.8829998425697813,0.06757620853339033,0.896551724137931,0.7272727272727273,1.0
primary_common,binary,matern52_gpc,roc_auc,20,0.9923460618983008,0.006372174157206659,0.993939393939394,0.9797979797979799,1.0
primary_common,binary,matern52_gpc,average_precision,20,0.9690579829588118,0.02626883506403334,0.9741049881491058,0.9074707321688746,1.0
primary_common,binary,matern52_gpc,brier_score,20,0.02797710156322043,0.011635291033219064,0.02650549257946374,0.0077220279366865445,0.05649491417457898
primary_common,binary,matern52_gpc,global_error,20,0.03950617283950617,0.020658272260100627,0.037037037037037035,0.0,0.07407407407407407
primary_common,binary,matern52_gpc,q10_error,20,0.3,0.14008258958140965,0.3333333333333333,0.0,0.5555555555555556
primary_common,binary,matern52_gpc,q20_error,20,0.17352941176470588,0.09047719462003753,0.17647058823529413,0.0,0.35294117647058826
primary_common,binary,matern52_gpc,q30_error,20,0.12600000000000003,0.06524447950028536,0.12,0.0,0.24
primary_common,binary,prevalence,balanced_accuracy,20,0.5,0.0,0.5,0.5,0.5
primary_common,binary,prevalence,sensitivity,20,0.0,0.0,0.0,0.0,0.0
primary_common,binary,prevalence,specificity,20,1.0,0.0,1.0,1.0,1.0
primary_common,binary,prevalence,precision,20,0.0,0.0,0.0,0.0,0.0
primary_common,binary,prevalence,f1,20,0.0,0.0,0.0,0.0,0.0
primary_common,binary,prevalence,roc_auc,20,0.5,0.0,0.5,0.5,0.5
primary_common,binary,prevalence,average_precision,20,0.18024691358024686,0.006205243085802896,0.18518518518518517,0.1728395061728395,0.18518518518518517
primary_common,binary,prevalence,brier_score,20,0.14777853985672915,0.003959672864165892,0.15092973632068282,0.14305174516079866,0.15092973632068285
primary_common,binary,prevalence,global_error,20,0.18024691358024686,0.006205243085802896,0.18518518518518517,0.1728395061728395,0.18518518518518517
primary_common,binary,prevalence,q10_error,20,0.4444444444444445,0.12997725597013374,0.4444444444444444,0.2222222222222222,0.6666666666666666
primary_common,binary,prevalence,q20_error,20,0.39117647058823524,0.08593492601814011,0.35294117647058826,0.23529411764705882,0.5294117647058824
primary_common,binary,prevalence,q30_error,20,0.32800000000000007,0.051257862041374995,0.32,0.24,0.4
primary_common,binary,rbf_gpc,balanced_accuracy,20,0.9240490728177295,0.05372104628982303,0.9271645021645022,0.7857142857142857,1.0
primary_common,binary,rbf_gpc,sensitivity,20,0.8616666666666667,0.10768839117114805,0.8666666666666667,0.5714285714285714,1.0
primary_common,binary,rbf_gpc,specificity,20,0.9864314789687925,0.014584799133282488,0.9848484848484849,0.9545454545454546,1.0
primary_common,binary,rbf_gpc,precision,20,0.9381217679379444,0.06517947962314914,0.9333333333333333,0.8125,1.0
primary_common,binary,rbf_gpc,f1,20,0.8935089552590944,0.06988130615776754,0.896551724137931,0.7272727272727273,1.0
primary_common,binary,rbf_gpc,roc_auc,20,0.991981327130581,0.00676093888696468,0.9934343434343436,0.9786780383795309,1.0
primary_common,binary,rbf_gpc,average_precision,20,0.9678856690930164,0.02725187094823473,0.9706571859513036,0.9074707321688746,1.0
primary_common,binary,rbf_gpc,brier_score,20,0.02771796739923373,0.012011930417155627,0.026482595079374574,0.007064944033022742,0.05704536114252272
primary_common,binary,rbf_gpc,global_error,20,0.03580246913580246,0.021532878994379778,0.037037037037037035,0.0,0.07407407407407407
primary_common,binary,rbf_gpc,q10_error,20,0.2777777777777778,0.15505349220541348,0.2222222222222222,0.0,0.5555555555555556
primary_common,binary,rbf_gpc,q20_error,20,0.1588235294117647,0.09172659365731278,0.14705882352941177,0.0,0.29411764705882354
primary_common,binary,rbf_gpc,q30_error,20,0.11400000000000002,0.06777672322063318,0.12,0.0,0.24
primary_common,max_depth,linear_ridge,balanced_accuracy,20,0.9099529947664277,0.031201784602812116,0.9173450927182271,0.8424242424242425,0.9552238805970149
primary_common,max_depth,linear_ridge,sensitivity,20,0.9728571428571428,0.0458336995070488,1.0,0.8666666666666667,1.0
primary_common,max_depth,linear_ridge,specificity,20,0.8470488466757123,0.04147849893076902,0.8484848484848485,0.7727272727272727,0.9253731343283582
primary_common,max_depth,linear_ridge,precision,20,0.5900344498496672,0.06641206832413261,0.5916666666666667,0.4827586206896552,0.7222222222222222
primary_common,max_depth,linear_ridge,f1,20,0.7324490292138219,0.05521110610673455,0.733974358974359,0.65,0.8235294117647058
primary_common,max_depth,linear_ridge,roc_auc,20,0.9819620512157826,0.013064135670400332,0.9828853567659538,0.9525252525252526,0.9989339019189765
primary_common,max_depth,linear_ridge,average_precision,20,0.9368579818486168,0.04202896511287242,0.9374937033865606,0.8570631220631221,0.9952380952380953
primary_common,max_depth,linear_ridge,global_error,20,0.13024691358024693,0.035027804837311376,0.12962962962962962,0.07407407407407407,0.18518518518518517
primary_common,max_depth,linear_ridge,q10_error,20,0.3888888888888889,0.13727128180474274,0.3333333333333333,0.1111111111111111,0.6666666666666666
primary_common,max_depth,linear_ridge,q20_error,20,0.32352941176470584,0.10188534162169866,0.29411764705882354,0.17647058823529413,0.5294117647058824
primary_common,max_depth,linear_ridge,q30_error,20,0.2800000000000001,0.07786628214276603,0.24,0.16,0.4
primary_common,max_depth,linear_ridge,mae,20,28.477426325114322,2.0297135931311368,28.229041545436843,23.799533732403187,32.36195193496056
primary_common,max_depth,linear_ridge,rmse,20,38.35506623786753,2.770446108750287,38.58329272813733,33.52135504587107,44.042840832571294
primary_common,max_depth,linear_ridge,relative_mae,20,0.3085328408779876,0.021935180413581435,0.3072265953244405,0.2792613643863093,0.3480075507762206
primary_common,max_depth,linear_ridge,relative_rmse,20,0.4155733766772144,0.030120629653997855,0.415856984800292,0.3673441906036562,0.4775663025383884
primary_common,max_depth,linear_ridge,r2,20,0.7598565051131861,0.03932309842607125,0.7566135848623687,0.6751181522419816,0.822869777866751
primary_common,max_depth,matern32_gpr,balanced_accuracy,20,0.9489513471603026,0.021430225818494755,0.9504377463332687,0.9106060606060606,0.9776119402985075
primary_common,max_depth,matern32_gpr,sensitivity,20,0.9521428571428571,0.04518794212374231,0.9333333333333333,0.8571428571428571,1.0
primary_common,max_depth,matern32_gpr,specificity,20,0.9457598371777476,0.025077602048804236,0.946969696969697,0.8939393939393939,0.9850746268656716
primary_common,max_depth,matern32_gpr,precision,20,0.8018976480605737,0.07295711320803529,0.8009868421052632,0.6666666666666666,0.9285714285714286
primary_common,max_depth,matern32_gpr,f1,20,0.8678018206220702,0.04107819977191265,0.8823529411764706,0.7777777777777778,0.9285714285714286
