response,response_label,unit,primary_definition,alternative_definition,primary_available_count,alternative_available_count,paired_available_count,missing_primary_ids,missing_alternative_ids,primary_min,primary_q05,primary_q25,primary_median,primary_mean,primary_std,primary_q75,primary_q95,primary_max,primary_vs_alternative_spearman,median_absolute_shift,q95_absolute_shift,median_relative_shift,large_shift_simulation_ids,large_shift_values
kinetic_energy,T0 melt-pool kinetic energy,nJ,median over final 20% of melt-present observations before the laser reaches 90% of the positive-X domain (validated T0),median over the Phase 3.5 adaptive active-interior interval,241,240,240,[],"[""sim_00101""]",0.3389589,0.51822175,0.9966778000000001,1.529661,1.6479555170124482,0.7734011127610801,2.347466,2.9079835,3.5028799999999998,0.9784258407264013,0.20590449999999982,0.585887025,0.1280924313779461,"[""sim_00097"",""sim_00098"",""sim_00139"",""sim_00043"",""sim_00124"",""sim_00123"",""sim_00135"",""sim_00226"",""sim_00119"",""sim_00071""]","[{""absolute_shift"":1.2013820000000002,""alternative"":1.5035560000000001,""primary"":2.7049380000000003,""simulation_id"":""sim_00097""},{""absolute_shift"":1.012438,""alternative"":1.578976,""primary"":2.591414,""simulation_id"":""sim_00098""},{""absolute_shift"":0.817545,""alternative"":2.443731,""primary"":3.261276,""simulation_id"":""sim_00139""},{""absolute_shift"":0.7996308499999999,""alternative"":0.86012115,""primary"":1.659752,""simulation_id"":""sim_00043""},{""absolute_shift"":0.7904119999999994,""alternative"":2.3156440000000003,""primary"":3.1060559999999997,""simulation_id"":""sim_00124""},{""absolute_shift"":0.725492,""alternative"":2.267398,""primary"":2.99289,""simulation_id"":""sim_00123""},{""absolute_shift"":0.6596199999999999,""alternative"":2.410769,""primary"":3.070389,""simulation_id"":""sim_00135""},{""absolute_shift"":0.6573629999999997,""alternative"":2.215444,""primary"":2.872807,""simulation_id"":""sim_00226""},{""absolute_shift"":0.6540674999999996,""alternative"":2.1415275,""primary"":2.7955949999999996,""simulation_id"":""sim_00119""},{""absolute_shift"":0.619821,""alternative"":1.369196,""primary"":1.989017,""simulation_id"":""sim_00071""}]"
total_height,T0 total vertical melt-pool height,um,median over final 20% of melt-present observations before the laser reaches 90% of the positive-X domain (validated T0),median over the Phase 3.5 adaptive active-interior interval,241,240,240,[],"[""sim_00101""]",41.27405,50.10976,67.83247999999999,80.106185,79.74267834024481,18.298190150294953,91.66143000000001,111.09399,142.5117799999,0.9524974391916525,5.776570560935252,17.07893258377852,0.0728976715309459,"[""sim_00029"",""sim_00095"",""sim_00038"",""sim_00105"",""sim_00002"",""sim_00061"",""sim_00068"",""sim_00058"",""sim_00230"",""sim_00222""]","[{""absolute_shift"":56.186483125906506,""alternative"":83.49893687409349,""primary"":139.68542,""simulation_id"":""sim_00029""},{""absolute_shift"":55.76016262436033,""alternative"":148.63844262436032,""primary"":92.87827999999999,""simulation_id"":""sim_00095""},{""absolute_shift"":55.36049066444798,""alternative"":87.15128933545202,""primary"":142.5117799999,""simulation_id"":""sim_00038""},{""absolute_shift"":47.695198566279274,""alternative"":149.21696856617928,""primary"":101.5217699999,""simulation_id"":""sim_00105""},{""absolute_shift"":44.29017064153187,""alternative"":47.76539935846813,""primary"":92.05557,""simulation_id"":""sim_00002""},{""absolute_shift"":43.909092523401384,""alternative"":74.77027247659862,""primary"":118.679365,""simulation_id"":""sim_00061""},{""absolute_shift"":39.44983456716797,""alternative"":67.31848043273203,""primary"":106.7683149999,""simulation_id"":""sim_00068""},{""absolute_shift"":39.01096868584976,""alternative"":80.20408131415024,""primary"":119.21505,""simulation_id"":""sim_00058""},{""absolute_shift"":20.472501654022793,""alternative"":135.9758316539228,""primary"":115.5033299999,""simulation_id"":""sim_00230""},{""absolute_shift"":19.546777033181186,""alternative"":128.1558070331812,""primary"":108.60903,""simulation_id"":""sim_00222""}]"
