simulation_id,source_relative_path,raw_source_relative_path,position_bounds_order,formula,internal_unit,reported_unit,valid_melt_row_count,invalid_rule,T0_observation_count,adaptive_observation_count,nonfinite_height_count,negative_height_count,minimum_height_m,median_height_m,maximum_height_m,T0_total_height_m_recomputed,Phase1_delta_z_T0_m,T0_reproduction_absolute_error_m,identity_verified,penetration_depth_not_substituted,usable_for_primary_target,pinned_revision
sim_00100,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00100.parquet,final_data_processed/sim_00100/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,94543,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,18911,81088,0,0,0.0,9.463415335630998e-05,0.00011481754336273298,0.00011288945097476244,0.00011288945,9.747624392765844e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00101,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00101.parquet,final_data_processed/sim_00101/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,25621,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,5124,0,0,0,0.0,4.172109765931964e-05,0.00011137018736917526,6.204009696375579e-05,6.2040095e-05,1.9637557910085618e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00102,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00102.parquet,final_data_processed/sim_00102/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,91012,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,18203,75032,0,0,0.0,9.305478670285083e-05,0.00010634354839567095,0.00010415622091386467,0.0001041562199999,9.139646775947058e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00103,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00103.parquet,final_data_processed/sim_00103/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,98019,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19607,86504,0,0,0.0,9.716152271721512e-05,0.00010875640145968646,0.00010642268898664042,0.00010642269,1.013359575831145e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00104,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00104.parquet,final_data_processed/sim_00104/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,102091,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12527,64051,0,0,0.0,7.806265784893185e-05,9.289391891798005e-05,8.62841698108241e-05,8.628417e-05,1.8917590475890644e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00105,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00105.parquet,final_data_processed/sim_00105/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,98033,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19553,87466,0,0,0.0,0.00014091092452872545,0.00021442376601044089,0.0001015217712847516,0.0001015217699999,1.2848515925246301e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00106,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00106.parquet,final_data_processed/sim_00106/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,104588,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12983,66369,0,0,0.0,7.544835534645244e-05,9.062317985808477e-05,8.864630945026875e-05,8.864631e-05,5.49731253899309e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00107,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00107.parquet,final_data_processed/sim_00107/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,86918,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,17384,67816,0,0,0.0,8.757943578530103e-05,0.0001464156957808882,9.656809197622351e-05,9.656809e-05,1.9762235196809502e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00108,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00108.parquet,final_data_processed/sim_00108/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,94140,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,18830,80775,0,0,0.0,9.716938438941725e-05,0.00011061463737860322,0.00010678914259187877,0.0001067891399999,2.5919787692042784e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00109,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00109.parquet,final_data_processed/sim_00109/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,105496,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12010,61390,0,0,0.0,7.340295269386843e-05,8.704853098606691e-05,8.585897376178764e-05,8.5858975e-05,1.238212359250604e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00110,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00110.parquet,final_data_processed/sim_00110/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,103388,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,14639,74838,0,0,0.0,8.227696889662184e-05,9.547850640956312e-05,9.412826329935342e-05,9.412826e-05,3.2993534255587945e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00111,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00111.parquet,final_data_processed/sim_00111/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,103887,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13726,70174,0,0,0.0,8.12024372862652e-05,9.309368761023507e-05,9.143369243247434e-05,9.1433695e-05,2.567525659853513e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00112,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00112.parquet,final_data_processed/sim_00112/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,99085,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11133,56915,0,0,0.0,6.72399764880538e-05,8.281983173219487e-05,8.172947127604857e-05,8.172947e-05,1.27604857561546e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00113,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00113.parquet,final_data_processed/sim_00113/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97481,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11624,59429,0,0,0.0,7.417734013870358e-05,8.410867303609848e-05,8.284782234113663e-05,8.2847825e-05,2.658863363855235e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00114,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00114.parquet,final_data_processed/sim_00114/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,90250,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10313,52719,0,0,0.0,6.66262349113822e-05,7.992221799213439e-05,7.916711911093444e-05,7.916712e-05,8.890655681277615e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00115,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00115.parquet,final_data_processed/sim_00115/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,95539,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19110,82602,0,0,0.0,0.00010360596206737682,0.00011684669152600691,0.00011423245450714603,0.000114232455,4.92853967273138e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00116,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00116.parquet,final_data_processed/sim_00116/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,56576,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11320,49101,0,0,0.0,8.424764018855058e-05,9.208006667904556e-05,9.040928489412181e-05,9.0409285e-05,1.0587818328241377e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00117,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00117.parquet,final_data_processed/sim_00117/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,99899,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10843,55427,0,0,0.0,6.864619354018942e-05,8.15974417491816e-05,8.0924502981361e-05,8.09245e-05,2.98136100767947e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00118,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00118.parquet,final_data_processed/sim_00118/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,55105,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11026,46576,0,0,0.0,8.82692911545746e-05,9.556124859955162e-05,9.293444600189105e-05,9.2934445e-05,1.0018910478809193e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00119,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00119.parquet,final_data_processed/sim_00119/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,98693,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19742,87646,0,0,0.0,0.00010034470324171707,0.00011173183884238824,0.0001064643329300452,0.0001064643349999,2.0698547991684565e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00120,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00120.parquet,final_data_processed/sim_00120/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,104687,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11840,60524,0,0,0.0,7.307735359063372e-05,8.953732321970165e-05,8.586452895542607e-05,8.586453e-05,1.0445739325598558e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00121,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00121.parquet,final_data_processed/sim_00121/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,88998,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10781,55115,0,0,0.0,7.419289613608271e-05,8.324474765686318e-05,8.085568697424605e-05,8.085569e-05,3.0257539502349592e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00122,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00122.parquet,final_data_processed/sim_00122/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,88106,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,17622,70042,0,0,0.0,9.248811329598539e-05,0.00010383051994722337,0.00010156346979783848,0.00010156347,2.0216151615150973e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00123,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00123.parquet,final_data_processed/sim_00123/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,99092,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19822,88201,0,0,0.0,9.782644337974489e-05,0.00011199343134649098,0.00010686443783924915,0.00010686444,2.1607508534152164e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00124,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00124.parquet,final_data_processed/sim_00124/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97392,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19481,85939,0,0,0.0,0.0001031710889947135,0.0001955133193405345,0.00011542208085302263,0.00011542208,8.530226357087237e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00125,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00125.parquet,final_data_processed/sim_00125/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,92098,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,18421,77401,0,0,0.0,0.00010030446355813183,0.00011204442853340879,0.00010813373955897987,0.00010813374,4.410201316553536e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00126,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00126.parquet,final_data_processed/sim_00126/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97582,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19520,86081,0,0,0.0,0.00010719841520767659,0.00012114977289456874,0.00011344243830535561,0.00011344244,1.6946443976827846e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00127,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00127.parquet,final_data_processed/sim_00127/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,58625,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11661,52348,0,0,0.0,8.017475192900747e-05,8.612770034233108e-05,8.258046000264585e-05,8.258046e-05,2.645846324152157e-15,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00128,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00128.parquet,final_data_processed/sim_00128/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,105052,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12371,63244,0,0,0.0,7.681223723920994e-05,9.16313729248941e-05,9.02419415069744e-05,9.024194e-05,1.506974395531352e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00129,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00129.parquet,final_data_processed/sim_00129/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,102789,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,14919,76278,0,0,0.0,9.051254892256111e-05,0.00010108864807989448,9.802913700696081e-05,9.802914e-05,2.9930391932248e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00130,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00130.parquet,final_data_processed/sim_00130/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,104692,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,12828,65580,0,0,0.0,8.039364547585137e-05,9.506187780061737e-05,9.166142990579829e-05,9.166143e-05,9.420171890803242e-14,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00131,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00131.parquet,final_data_processed/sim_00131/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,89120,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10840,55428,0,0,0.0,7.654119326616637e-05,8.958388934843242e-05,8.299588080262765e-05,8.299588e-05,8.026276583465719e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00132,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00132.parquet,final_data_processed/sim_00132/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,100522,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11640,59507,0,0,0.0,7.897160685388371e-05,9.10686285351403e-05,8.706492371857166e-05,8.7064925e-05,1.2814283325852244e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00133,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00133.parquet,final_data_processed/sim_00133/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,81642,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,16329,59958,0,0,0.0,9.610017150407657e-05,0.00014258133887778968,9.72231719060801e-05,9.722317e-05,1.9060800979025724e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00134,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00134.parquet,final_data_processed/sim_00134/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,102869,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,14802,75682,0,0,0.0,9.24638079595752e-05,0.00010436467709951103,9.883859092951752e-05,9.883859e-05,9.295175171014289e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00135,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00135.parquet,final_data_processed/sim_00135/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97629,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19529,85781,0,0,0.0,0.00010548675345489755,0.0001162607513833791,0.0001142384935519658,0.00011423849,3.5519657961419204e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00137,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00137.parquet,final_data_processed/sim_00137/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,99442,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,18785,89356,0,0,0.0,0.00011330331471981481,0.00023705475905444473,0.0001050109785865061,0.00010501098,1.413493901460984e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00138,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00138.parquet,final_data_processed/sim_00138/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,103349,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,14899,76165,0,0,0.0,9.122460323851556e-05,0.00012195648741908371,9.96141170617193e-05,9.961412e-05,2.9382806951416818e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00139,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00139.parquet,final_data_processed/sim_00139/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,99038,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,19811,87927,0,0,0.0,0.00010253506115986966,0.00011613772221608087,0.00011109399201814085,0.00011109399,2.0181408492058947e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00140,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00140.parquet,final_data_processed/sim_00140/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,103635,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,14502,74137,0,0,0.0,8.954296936281025e-05,0.00010116767225554213,9.898589632939547e-05,9.8985895e-05,1.3293954695750565e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00141,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00141.parquet,final_data_processed/sim_00141/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,97616,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,10526,53800,0,0,0.0,6.790622137486935e-05,8.734288712730631e-05,8.61081680341158e-05,8.6108165e-05,3.034115805280145e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00142,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00142.parquet,final_data_processed/sim_00142/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,58528,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,11473,52328,0,0,0.0,8.335631355294026e-05,8.836211054585874e-05,8.424942643614486e-05,8.424943e-05,3.5638551436128693e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00143,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00143.parquet,final_data_processed/sim_00143/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,68528,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13713,59835,0,0,0.0,4.048073969897814e-05,4.328900104155764e-05,4.198419992462732e-05,4.19842e-05,7.53726779340741e-14,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00144,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00144.parquet,final_data_processed/sim_00144/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,68535,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13714,54573,0,0,0.0,4.598747909767553e-05,5.154286918696016e-05,5.010976019548252e-05,5.010976e-05,1.9548251906087444e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00145,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00145.parquet,final_data_processed/sim_00145/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,68546,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13716,46733,0,0,0.0,4.571566569211427e-05,5.634723129332997e-05,5.47325598745374e-05,5.473256e-05,1.254626014624699e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00146,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00146.parquet,final_data_processed/sim_00146/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,68571,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13721,43855,0,0,0.0,4.83291587443091e-05,5.918011083849706e-05,5.408392826211639e-05,5.408393e-05,1.7378836136014778e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00147,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00147.parquet,final_data_processed/sim_00147/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,68591,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13642,62322,0,0,0.0,4.010093834949657e-05,4.254094892530702e-05,4.1274050090578385e-05,4.127405e-05,9.057838301022164e-14,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00148,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00148.parquet,final_data_processed/sim_00148/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,68607,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13729,59994,0,0,0.0,4.942973828292452e-05,5.406215859693475e-05,5.24675015185494e-05,5.2467500000000005e-05,1.5185493921349158e-12,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00149,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00149.parquet,final_data_processed/sim_00149/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,68622,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13732,58386,0,0,0.0,5.2765095460927114e-05,5.815362965222448e-05,5.6491420764359646e-05,5.649142e-05,7.643596449139964e-13,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
sim_00150,outputs/week6_03_5_regime_target_design/regime_geometry_time_series.parquet/part-sim_00150.parquet,final_data_processed/sim_00150/monitor/position-bounds_melt.dat,"[""x_min"",""x_max"",""y_min"",""y_max"",""z_min"",""z_max""]",total_height(t) = z_max(t) - z_min(t),m,um,68623,Phase 1 sentinel/non-finite/max<min rows excluded before this partition,13732,58928,0,0,0.0,5.306132879923098e-05,5.8107678341912106e-05,5.666977995133493e-05,5.666978e-05,4.8665071809578936e-14,True,True,True,0e859b748fdbc8454f66e58e101e333ac0479d42
