response,response_label,response_unit,varying_feature,varying_feature_unit,profile,grid_index,feature_value,predicted_mean,predictive_std,interval_lower_95,interval_upper_95,nearest_training_distance_standardized,support_distance_threshold,within_observed_support,reference_P,reference_VX,reference_LS,reference_ST,model_configuration,training_population,training_sample_size,interpretive_fit_not_model_selection
width,T0 melt-pool width,um,P,W,median_reference,34,119.23575985007801,143.55864430299363,6.563213597860983,130.6947456511861,156.42254295480114,0.5988656527527453,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,35,121.19726496039499,144.3663763006404,6.563606588279267,131.50170738761304,157.23104521366778,0.6309146459938503,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,36,123.158770070712,145.16211805694803,6.56390380252502,132.29686660399898,158.02736950989708,0.6401369223053727,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,37,125.120275181029,145.94585682119984,6.564084227023071,133.08025173623463,158.81146190616505,0.6279715254073724,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,38,127.081780291346,146.71759659767295,6.564134970557614,133.85189205538003,159.58330113996587,0.6177896324941545,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,39,129.043285401663,147.47735826231082,6.564050062882369,134.61182013906136,160.34289638556027,0.6096906257955714,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,40,131.00479051198,148.2251795126258,6.563829210625185,135.36007425980043,161.09028476545117,0.6037583326295891,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,41,132.966295622297,148.96111462830783,6.563476551064983,136.09670058822047,161.82552866839518,0.6000570182301513,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,42,134.927800732614,149.68523403787395,6.5629994441852295,136.8217551272709,162.548712948477,0.5986280664200366,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,43,136.889305842931,150.39762368584272,6.5624073410576615,137.5353052973697,163.25994207431575,0.5994877267761669,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,44,138.850810953248,151.09838421136283,6.561710761792391,138.23743111824973,163.95933730447592,0.6026262051020128,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,45,140.812316063565,151.7876299588781,6.560920410185474,138.92822595491458,164.64703396284165,0.6080082133219774,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,46,142.773821173882,152.46548784636587,6.5600464443077735,139.60779681552265,165.3231788772091,0.6155749083005625,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,47,144.735326284199,153.13209612625238,6.559097914711656,140.27626421341753,165.98792803908722,0.6244445951412645,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,48,146.696831394516,153.78760307489352,6.558082374212713,140.93376162143662,166.64144452835043,0.6187765726185356,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,49,148.658336504833,154.43216564975924,6.557005656647367,141.5804345627304,167.28389673678808,0.6152891004339981,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,50,150.61984161515,155.06594815020955,6.555871815874303,142.21643939109592,167.91545690932318,0.6140193346101963,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,51,152.581346725467,155.68912091572406,6.554683210813909,142.8419418225288,168.5363000089193,0.6149810121526929,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,52,154.542851835784,156.3018590962119,6.553440717304986,143.45711529029413,169.14660290212967,0.6181637187772231,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,53,156.504356946101,156.9043415286901,6.552144043067023,144.06213920427874,169.74654385310149,0.6235334449631021,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,54,158.465862056418,157.49674974920364,6.550792118192547,144.65719719754625,170.33630230086104,0.6310343624823886,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,55,160.427367166735,158.07926717536375,6.549383531087072,145.2424754544331,170.9160588962944,0.6322338858383619,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,56,162.388872277052,158.6520784869484,6.5479169792729675,145.81816120757338,171.4859957663234,0.5991368569213753,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,57,164.350377387369,159.21536922594737,6.546391705145658,146.38444148386188,172.04629696803286,0.5665272245107971,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,58,166.311882497686,159.7693256332297,6.544807890417449,146.9415021680115,172.5971490984479,0.5344942046207072,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,59,168.273387608003,160.31413472397853,6.543166986543981,147.48952743035233,173.13874201760473,0.5031479397804098,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,60,170.23489271832,160.8499845961562,6.541471963823843,148.02869954706145,173.67126964525093,0.4726250942431558,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,61,172.196397828637,161.37706495483852,6.539727465767588,148.55919912193406,174.19493078774298,0.4430958654539282,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,62,174.157902938954,161.895567823579,6.537939858449786,149.0812057010174,174.7099299461406,0.4147725257623897,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,63,176.119408049271,162.40568841610843,6.53611716541968,149.59489877188585,175.216478060331,0.38791930364857063,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,64,178.080913159588,162.90762612793648,6.534268877257921,150.10045912851095,175.71479312736201,0.3628627289072331,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,65,180.042418269905,163.40158562342518,6.532405622274537,150.5980706037671,176.20510064308326,0.34000024968777476,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,66,182.003923380222,163.88777798334908,6.530538683603733,151.08792216348576,176.6876338032124,0.3198027758110098,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,67,183.965428490539,164.36642188859673,6.528679355410026,151.57021035199307,177.1626334252004,0.30280405696760027,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,68,185.92693360085602,164.8377447942518,6.526838156622091,152.0451420072725,177.6303475812311,0.2895679786968531,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,69,187.888438711173,165.30198402105265,6.5250239773231025,152.51293702549935,178.09103101660594,0.28062745326866645,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,70,189.84994382149,165.7593876244248,6.523243318719391,152.9738307197348,178.5449445291148,0.27639963212795104,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,71,191.811448931807,166.21021484470864,6.521499871423719,153.42807509671815,178.99235459269914,0.27710030967829785,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,72,193.772954042124,166.65473592371572,6.519794691433078,153.8759383285069,179.43353351892455,0.28269284122185223,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,73,195.73445915244102,167.0932311546859,6.518127125773418,154.31770198817,179.8687603212018,0.29289714782375553,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,74,197.695964262758,167.5259891795209,6.5164964403496315,154.75365615643562,180.2983222026062,0.30725408345444516,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,75,199.657469373075,167.95330469538447,6.514903923514844,155.18409300529538,180.72251638547357,0.32521414524356773,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,76,201.618974483392,168.37547577479327,6.513355174680473,155.60929963241955,181.141651917167,0.3462170484024586,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,77,203.58047959370901,168.79280099532158,6.511862334672005,156.02955081936446,181.5560511712787,0.36974462107439676,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,78,205.54198470402602,169.20557650469644,6.510446107254004,156.4451021344786,181.9660508749143,0.3953463809032794,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,79,207.503489814343,169.61409311755756,6.509137500331247,156.8561836169083,182.3720026182068,0.42264556408901893,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,80,209.46499492466,170.018633521122,6.507979260752494,157.26299417004714,182.7742728721969,0.451334267107941,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,81,211.426500034977,170.4194696702288,6.507026994695653,157.66569676062534,183.17324257983228,0.4811640098329595,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,82,213.38800514529402,170.8168604724295,6.5063499683425166,158.06441453447817,183.56930641038085,0.5119353708449292,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,83,215.349510255611,171.21104985853006,6.506031581889014,158.45922795802758,183.96287175903254,0.507328118386594,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,84,217.311015365928,171.6022653443408,6.506169508305097,158.8501731080628,184.3543575806188,0.4929031585609993,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,85,219.272520476245,171.99071716467105,6.506875491142172,159.2372412020324,184.7441931273097,0.4809033828162058,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,86,221.234025586562,172.3765980294502,6.508274802307654,159.6203794169272,185.13281664197322,0.4715139863881702,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,87,223.19553069687902,172.7600835123095,6.510505371307158,159.9994929845475,185.52067404007153,0.46489316082965754,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,88,225.157035807196,173.14133303042487,6.513716610843326,160.37444847317195,185.9082175876778,0.46116016575984625,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,89,227.118540917513,173.52049132768937,6.5180679768991965,160.74507809296693,186.2959045624118,0.4603852537300046,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,90,229.08004602783,173.8976903399835,6.523727313365907,161.11118480578634,186.6841958741807,0.462583290977274,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,91,231.041551138147,174.27305129591127,6.530869040717347,161.47254797610526,187.07355461571728,0.4677123648158372,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,92,233.00305624846402,174.64668690604597,6.53967225494686,161.82892928635013,187.4644445257418,0.4756776715201305,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,93,234.964561358781,175.01870348753354,6.550318808409434,162.18007862305106,187.85732835201603,0.4691009080269822,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,94,236.926066469098,175.38920288239194,6.562991447392132,162.52573964550336,188.25266611928052,0.4651742391465957,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,95,238.887571579415,175.75828403998423,6.57787208067623,162.86565476185882,188.65091331810964,0.46417811181745977,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,96,240.84907668973202,176.12604415637668,6.5951402451521055,163.19956927587856,189.0525190368748,0.46613131420895004,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,97,242.81058180004902,176.49257931452027,6.61497181741071,163.52723455239527,189.45792407664527,0.4709971555676706,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,98,244.772086910366,176.85798461468315,6.637537995257694,163.84841014397807,189.86755908538822,0.47868682339337765,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,99,246.733592020683,177.22235385931688,6.663004544608129,164.16286495188496,190.2818427667488,0.4890671376191431,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,100,248.695097131,177.58577889722716,6.691531282219142,164.47037758407765,190.70118021037666,0.5019712055272233,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,VX,m/s,median_reference,0,0.201002332148,217.64744008116253,6.808849447237277,204.30209516457745,230.9927849977476,0.44356197136259745,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,VX,m/s,median_reference,1,0.20897552235935002,216.49274251753553,6.785239135837638,203.19367381129376,229.7918112237773,0.4345630208767324,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,VX,m/s,median_reference,2,0.2169487125707,215.33197887529053,6.763785820054643,202.07495866798342,228.58899908259764,0.42795385862783775,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,VX,m/s,median_reference,3,0.22492190278205001,214.16503376604933,6.744369723293022,200.94606910839502,227.38399842370364,0.4238462934153202,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,VX,m/s,median_reference,4,0.2328950929934,212.99181794218742,6.726869013948871,199.80715467484762,226.17648120952722,0.4223133257379674,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
