response,response_label,response_unit,varying_feature,varying_feature_unit,profile,grid_index,feature_value,predicted_mean,predictive_std,interval_lower_95,interval_upper_95,nearest_training_distance_standardized,support_distance_threshold,within_observed_support,reference_P,reference_VX,reference_LS,reference_ST,model_configuration,training_population,training_sample_size,interpretive_fit_not_model_selection
width,T0 melt-pool width,um,P,W,median_reference,0,52.5445860993,110.16670695523652,7.214572251442863,96.02614534240851,124.30726856806453,0.6539673443321219,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,1,54.506091209617,111.25604239784923,7.1532111542762085,97.23574853546786,125.2763362602306,0.6291624024455436,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,2,56.467596319933996,112.34278473654248,7.095528235164946,98.43554939561919,126.25002007746578,0.6056073032256307,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,3,58.429101430250995,113.42659658982583,7.041458600670631,99.6253377325114,127.22785544714027,0.5834534417246386,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,4,60.390606540568,114.50713056358916,6.990932457788633,100.80490294632344,128.20935818085488,0.562866296265254,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,5,62.352111650885,115.58402947969607,6.943874875237608,101.97403472423036,129.19402423516178,0.5440237606514403,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,6,64.313616761202,116.65692667305028,6.9002055121833745,103.13252386917087,130.1813294769297,0.5271129601008114,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,7,66.27512187151899,117.72544637247412,6.859838326544849,104.28016325244621,131.17072949250203,0.5123252181281696,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,8,68.236626981836,118.7892041860334,6.822681282806733,105.41674887173221,132.1616595003346,0.4998489986234302,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,9,70.198132092153,119.84780772426197,6.78863608835964,106.54208099107707,133.15353445744685,0.48986094924023926,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,10,72.15963720247,120.9008574052267,6.757597993506704,107.65596533795356,134.14574947249983,0.4825156097238549,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,11,74.121142312787,121.94794750030411,6.729455693258693,108.75821434151707,135.13768065909116,0.4573387140022354,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,12,76.08264742310399,122.98866748893695,6.704091362760514,109.84864841792634,136.12868655994757,0.4306816629209308,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,13,78.044152533421,124.02260380202938,6.681380844307574,110.92709734718653,137.11811025687223,0.4056569068786956,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,14,80.005657643738,125.04934203704335,6.6611939805403555,111.99340183518424,138.10528223890245,0.3825848837727073,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,15,81.967162754055,126.06846971779777,6.643395062654665,113.04741539499463,139.0895240406009,0.3618393239482051,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,16,83.928667864372,127.07957965762054,6.627843342702667,114.08900670592331,140.07015260931777,0.34384158458532177,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,17,85.890172974689,128.08227391965642,6.614393556515713,115.11806254888562,141.0464852904272,0.32904286969318863,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,18,87.851678085006,129.07616827041346,6.602896429272326,116.1344912690397,142.01784527178722,0.3178902653002215,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,19,89.813183195323,130.06089683609304,6.5931991901536495,117.13822642339188,142.9835672487942,0.31077655529382286,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,20,91.77468830564,131.03611647204363,6.585146191806665,118.12922993610258,143.9430030079847,0.3079817360475726,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,21,93.73619341595699,132.0015102041442,6.578579778359087,119.1074938385604,144.89552656972802,0.30962278344526206,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,22,95.697698526274,132.95678916251708,6.573341530429054,120.07303976287614,145.84053856215803,0.3156305153004687,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,23,97.659203636591,133.90169274825266,6.56927392348313,121.02591585822572,146.7774696382796,0.32576342983861767,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,24,99.62070874690801,134.83598723023917,6.5662223065396015,121.96619150942155,147.7057829510568,0.33965252556477976,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,25,101.582213857225,135.75946334027452,6.564037010803143,122.89395079910037,148.62497588144868,0.3568594960145793,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,26,103.54371896754199,136.67193353554063,6.562575376898696,123.80928579681918,149.53458127426208,0.37693022900791395,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,27,105.505224077859,137.57322946765868,6.561703535119523,124.71229053882442,150.43416839649294,0.39943326232935367,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,28,107.466729188176,138.46319997050387,6.561297844693189,125.60305619490522,151.32334374610252,0.42398148596503005,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,29,109.42823429849301,139.34170965961442,6.561245960481145,126.48166757707138,152.20175174215746,0.4502404976210963,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,30,111.38973940881,140.2086381121077,6.561447535551382,127.348200942427,153.06907528178843,0.47792839089763495,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,31,113.351244519127,141.06387951879356,6.561814586279027,128.20272292968667,153.92503610790044,0.5068110336455249,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,32,115.312749629444,141.9073426915427,6.56227155269918,129.04529044825233,154.7693949348331,0.5366955717113953,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
width,T0 melt-pool width,um,P,W,median_reference,33,117.274254739761,142.7389513089009,6.5627550866029125,129.8759513391592,155.60195127864262,0.5674237265354085,1.047475935897693,True,153.721476211,0.621036488786,64.5833025222,349.969995372,matern32_learned_nugget,all_241,241,True
