dataset,kernel_key,kernel_label,simulations,MAE,median_absolute_error,RMSE,R2,target_sample_std,normalized_RMSE,mean_negative_log_predictive_density,empirical_95_interval_coverage,coverage_error_from_0_95,mean_95_interval_width,total_runtime_seconds,median_runtime_per_fold_seconds,optimization_warning_count,folds_with_optimization_warning,optimization_failures
clean,isotropic_rbf,Isotropic RBF,91,4402.159372535633,3100.8615339527205,6141.66780728808,0.5142473232057674,8860.906678237818,0.6931195678171258,10.815987362507302,0.9120879120879121,0.03791208791208789,24118.141996185233,5.789930199680384,0.060645699966698885,0,0,0
clean,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,91,2035.491107400366,1291.3528746079573,3255.0217048832455,0.8635572904531014,8860.906678237818,0.3673463476234891,9.960433463013628,0.8571428571428571,0.09285714285714286,8736.316655727256,15.995555899920873,0.17175010003848,49,49,0
clean,matern_3_2,Matérn 3/2,91,1735.765252920139,1092.0866804630132,2537.0069285244813,0.917113106307696,8860.906678237818,0.2863145974390309,9.815631092222404,0.9010989010989011,0.04890109890109884,13861.925154431472,3.8854035995318554,0.04116619995329529,0,0,0
clean,matern_5_2,Matérn 5/2,91,2545.315390908036,1538.0631890830246,3724.580752799553,0.8213523338701914,8860.906678237818,0.42033855992943,10.139571631876535,0.9010989010989011,0.04890109890109884,18027.181347064066,4.446545999671798,0.04710759996669367,0,0,0
