candidate_id,candidate_name,unit,n,keyhole_positive_n,keyhole_negative_n,keyhole_prevalence,physical_direction,raw_roc_auc_higher_value_positive,raw_roc_auc_ci_low,raw_roc_auc_ci_high,direction_adjusted_roc_auc,direction_adjusted_roc_auc_ci_low,direction_adjusted_roc_auc_ci_high,raw_average_precision_higher_value_positive,raw_average_precision_ci_low,raw_average_precision_ci_high,direction_adjusted_average_precision,direction_adjusted_average_precision_ci_low,direction_adjusted_average_precision_ci_high,bootstrap_resamples,bootstrap_unit,class_imbalance_baseline_average_precision
G3,G3 persistent depth,um,164,63,101,0.38414634146341464,higher_is_more_keyhole_like,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,1.0,300,simulation,0.38414634146341464
max_depth,Maximum penetration depth,um,164,63,101,0.38414634146341464,higher_is_more_keyhole_like,0.9998428414269999,0.9991316988841741,1.0,0.9998428414269999,0.9991316988841741,1.0,0.999751984126984,0.9986880358203887,1.0,0.999751984126984,0.9986880358203887,1.0,300,simulation,0.38414634146341464
R3,R3 persistent aspect ratio,dimensionless,164,63,101,0.38414634146341464,higher_is_more_keyhole_like,0.9985855728429985,0.9960631777463461,1.0,0.9985855728429985,0.9960631777463461,1.0,0.9977350794651101,0.993835430595485,1.0,0.9977350794651101,0.993835430595485,1.0,300,simulation,0.38414634146341464
R0,R0 T0 aspect ratio,dimensionless,164,63,101,0.38414634146341464,higher_is_more_keyhole_like,0.9608675153229609,0.9263437057991513,0.9844413012729845,0.9608675153229609,0.9263437057991513,0.9844413012729845,0.9576401388305318,0.92313916571378,0.9821670812699753,0.9576401388305318,0.92313916571378,0.9821670812699753,300,simulation,0.38414634146341464
T0_depth,T0 penetration depth,um,164,63,101,0.38414634146341464,higher_is_more_keyhole_like,0.9577243438629577,0.9307677196291058,0.9812981298129813,0.9577243438629577,0.9307677196291058,0.9812981298129813,0.9434314745521312,0.9103927904346141,0.9749686918100803,0.9434314745521312,0.9103927904346141,0.9749686918100803,300,simulation,0.38414634146341464
T0_total_height,T0 total height,um,164,63,101,0.38414634146341464,higher_is_more_keyhole_like,0.9066478076379066,0.8504518308973754,0.9444208706584944,0.9066478076379066,0.8504518308973754,0.9444208706584944,0.8938487876930341,0.8308621848823936,0.9355474482936718,0.8938487876930341,0.8308621848823936,0.9355474482936718,300,simulation,0.38414634146341464
T0_kinetic_energy,T0 kinetic energy,nJ,164,63,101,0.38414634146341464,higher_is_more_keyhole_like,0.8995756718528995,0.8535124941065535,0.9447194719471947,0.8995756718528995,0.8535124941065535,0.9447194719471947,0.8517749076735998,0.7883423896360434,0.9161432183032834,0.8517749076735998,0.7883423896360434,0.9161432183032834,300,simulation,0.38414634146341464
T0_width,T0 width,um,164,63,101,0.38414634146341464,lower_is_more_keyhole_like,0.4576457645764576,0.3738527424170988,0.5672010058148671,0.5423542354235423,0.4327989941851328,0.6261472575829011,0.3918432692298857,0.33380832926548715,0.49826759177737245,0.41373758518763215,0.35537530772268394,0.5034908192430997,300,simulation,0.38414634146341464
