experiment_name,has_keyhole,has_conduction,labelled_frame_count,relevant_physical_frame_count,keyhole_frame_count,keyhole_fraction_of_relevant_physical_frames,keyhole_segment_count,maximum_keyhole_segment_frames,keyhole_transient_by_sequence,keyhole_persistent_to_last_physical_frame,repeated_keyhole_episodes,keyhole_timing_relative_to_T0,keyhole_persistence_group,collapsed_physical_sequence,frames_csv_sha256,label_sequence_sha256,keyhole_negative_contains_conduction,keyhole_negative_without_conduction
P-204p165012598_VX-0p624752635414_LS-8p54709329997e-05_ST-334p626206985_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p72164906486e-06_H-4ecd858c02,False,True,271,214,0,0.0,0,0,False,False,False,,Keyhole-negative,Forming Phase -> Conduction,ae366f76ffdde43e33231810fa24d3bae97d1502fd3847c4a0fb64d85d289578,07d2b8edb85d70551d24ddee6389daa54c4c205ef45b162e902347524bad1c9f,True,False
P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,False,True,290,212,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,ea5249b7c9632a8998b765d0fe251d196409f94784511b53965278590fb99bca,be9a05a42a87f4779e3f7f1c7feca39ba7941cf04e4c92642f8cca5990b257e1,True,False
P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,True,True,113,77,14,0.1818181818181818,1,14,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,55aaf21d2ad0a8a64e44426019dc1718cd2e94f7a2f1f4b6a73e256f465e543f,aa24805a71d0b0f4569cd066c0d68962d986c4fca8acad2f6a199d33e6ff5cec,False,False
P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,False,True,376,214,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,641b76b8dcb059e937a63ac90aedf58ee1e94f870cbedd6e64f0365c414a42c6,ec163e94de686cb12b75776cc3af08fdae33930043cf93a25100ed63e76df69d,True,False
P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,False,True,400,219,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,a1587470c674b3a2fa147965cdbb5177ea697f34d433f78f516a14ec3bbccefc,2cf815bfc2a06ea5a263bdb6572870ab05835850279c2d24fa7c517f8819e1f1,True,False
P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,False,True,340,211,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,7888182afed5fa0c9965979bcdf43d9d9a76c3a1fda427edd310d40a6cdd5c38,8e8753c516039c2a2a01c554398dda2e54fa61a8f240d9f726a9342370474e0a,True,False
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,False,True,372,211,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,e4275cd1314d5827347dcc3644efed71404f7dbfe497356b29e717833358dea9,6772a8eccfc2e9fbaf6315e742047f7f10a6df4f3b43f35cddc28b18417d92b9,True,False
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,False,True,137,103,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,fc059795a08d9a528cc412ea4cdd50547c3e9802ada9c0bca4e0c386d445bfef,327ca6ed1a9fef94026e6aa064a1f1451a86203666f5545ac2948688564a9acf,True,False
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,False,True,193,160,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,bcd3f1d7f6be3089bf0a3b36d49f7429820b9f81fe2ee8f17366a04035e94e56,9eb49244e6ccbd832e5f3f89dbd325bafef1744c94216314b47fa6151e8223ca,True,False
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,True,True,154,116,7,0.0603448275862069,1,7,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Conduction,e565e6f965749f6a25ddd13c6d6b77f8fb09e42b5183604340eb69b526208953,5e88cc2c47639ab386ca35e7b74d959a41f66472afff6b0702052dd64253cdac,False,False
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,False,True,185,153,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,edab497f8beccb17630b40ffe0d9193d9a09bb73e31197d87644c7e706f4caa6,9ecf53c74c3f6b2a2916a42d08e8d7ef7a6510b1b0c4b5ef62b375b411b7497e,True,False
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,False,True,275,214,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,b707d9e8fed5efb968abd462cf33acaf58fe4b0460c7d80540401b04abd5b169,dfe612d71b5e29feec304cd6eb3a9f198ca2851e63633ec8f99e660d548605ac,True,False
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,False,True,321,214,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,ad90eb232e6ef252c5dcaa1f9870fd851d6ad9a7d933d1a3d8d2d6d75dd0d600,684bb43627e674387e905276873854a534d3aa8478a6a7d50d8036d95bc0ef21,True,False
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,False,True,356,214,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,90d322ca76b32a266bdc3693148f609bc1fda15221890943c2d9605a21057fcb,1af95d55cb94f52a2a52a0210f5babf7d7e68693281c42ee027d33a93831ca83,True,False
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,True,False,213,177,143,0.807909604519774,1,143,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,95e0becfbd39854d95d572cb5cd209d0aba356b158314eea7e0b931b31d3541d,ac1a36bd155221d11c3a14ae733639fce34c560051d863fe41e40fb3185914a2,False,False
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,False,True,101,69,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,c938a893ae97ee84a7a1e9ef191aab459bf96004f57b731360fce0c95adedb1d,ae3d12f17b9ba6d868fd6d85267e38651eecebd5033545b3e78bc91559084734,True,False
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,False,True,364,207,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,99395c70725bf8c244f76d3f0b7b205b5f21e0f2ae573d4195fe35d3b303b211,8b2e8ec6ddfaf08a97410800a71f73b70108fd906376a70600034960c549e43e,True,False
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,False,True,136,101,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,51edafaa0abbe13c9628a019c995761a702d8b28f3e6f9f5d9acce5eb4faadd8,d85f7e080d8973d12c3884b2fe1df52a3ce93319a6c0b40bc3c186b78af4209c,True,False
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,False,True,408,211,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,2d42713f91fa52340286d5f45156d36f222db631efebb31d2c6c56d350ec0ace,54eff0939dd8437f6b7b5c2390e641d064e469e282bf79517f79eed6a4b21a11,True,False
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,False,True,240,206,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,b24f75eb3822029d620120a0e800676a8340d8c47a299624e9c6a0630e125aa7,6d3492f2eb6dfa3bc3ba98f1f83878afd7e368867ca9047a2f9897452160badb,True,False
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,False,True,266,210,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,80e32cefb699f8481d44a6f00a9d60562bc3230b59fdb5f214dc92eec613dc5f,da01f11e9bccf267aa5cf8a2d41277c77c99a00791778bdc8d3d24e75cd82b94,True,False
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,False,True,298,212,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,f8fd876d26074cd277e4047f2a6feee9c5fff031a615418d8179f1c4fb560a33,e1e8e71114b5ca9788b948bb9973ae1b468f49bc296880a5559562887fe0654f,True,False
P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,False,True,268,212,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,87968f7fcafeb4f113128c02dc2a57cbc0fa04bb8d7264c5b000a9f3c6899f6b,bb00cc7fc613df77e5fc19150145866bc238fabe41440bab0d2807a179b6f514,True,False
P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,False,True,168,139,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,f35faa6e0631da69dcf2f70aab3f84870f58e695d4dfe342ab106d7c456e4025,deeb090a0d19e16e3b6f0babb4b12cbf5f8c6c8c13249daec28345c400819888,True,False
P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,False,True,321,211,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,ccfb2de410b136abe7d8dd1fc14a6aa200d106d377407ab2b53d1b1200f34910,e7a33064411b6e3e7f189e88d254ef377dcb9e389b9dbb8dd0c6b8ac874c8859,True,False
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,True,True,278,215,4,0.0186046511627906,2,3,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction,f3852b55b2e88ef02bffd03dc926b668c1709e03cbdb82086d538f6950d96557,2798c61f7d140f0c3e935928d6e012f1d63895bb8d275fb529e927cc62e779ce,False,False
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,False,True,416,224,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,0745055eb824bed4ec4d146db6b41c085d749521675e6d5a10179c145cbaefb3,73a9bf2607e0e0598c813aa44740e452a0fd79588e0e07cec23bfd2dc6669bb7,True,False
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,False,True,252,214,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,c9c55fe96f3beddbfeaaaf6d018f12f240dca7ce2061421b13c35717a74784a9,d962666c17fba18b84606f6b54c2fadfe732ff28f1c779f54ecbfb9fa6420de1,True,False
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,False,True,306,216,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,874258942093b3436d3e4f64a7828c7d4a445d1ff6493c7bdee7a555287d3144,4b5a716b8b585dd58028ec481583d02f1328a8ae809961c6ac631222f1c06367,True,False
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,False,True,253,214,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,c3fada2cd196b048f3821d8870f9069a1a33f20011fab4daaf174bfa22b4680a,5f8535e0975154587d0cbb4e04a589e4477a5821b6e8dcb264fbaff8c970effc,True,False
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,False,True,387,221,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,7d36f69e0d1e7a239d57c5a793403845b52109821f41328bf8035e0408f0a2a7,dac9f91f3f2d1501ab399590a388d858b0d56f8311cbd713c07a9a54a936fa83,True,False
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,False,True,265,220,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,dca93009e5950c0a703dd7a6e9199bd8040cc9dbaaa42e9187acfd3e7f363c5c,54343c13d56865276d22529296fbc875358cb134b4fa7a2f528f8fb2afb87eb0,True,False
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,False,True,297,223,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,ad62e9602f641406d0f2e7b92fce02ed07b2b8aa669a593106a5018d247d01e0,ec4682be748e7ea2c92b4a77b66130a0dde827a8c040e726eac0ad885f8c60b1,True,False
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,False,True,411,215,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,62b045684fbb07439a9b46ad0e520fa7e2b2a76ec2b3871700cb8335ed6143a5,6d382d53c698ec1b47b140b19aa7bc2e9f6261c677bc93221ee6842e108396f6,True,False
P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,False,True,165,130,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,48372c4a79a15378d5f662d53a1843170b41316f30d7377e88a2417a6857f2b6,4491e4575a731574624318b98ad584b78017ddc66c1f4327ace27df8b9970849,True,False
P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,False,True,179,150,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,caf65071f9bf01c493ee4f2055cd67325e9871a762fa3538ad000f1519654720,c1952d295b3b390cf7770e6ac3cbfe102471fcab746ca66d66a1403c7a9d38b0,True,False
P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,False,True,220,186,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,1af4c7a22bdb8a0d5724ec5088256a24afde98d95c983c8ba22720e3db55d576,49970d6981cdc1e081bcc8287c0ae3266b40be65e7f5c9b7e3a9507d76ccd4a3,True,False
P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,True,False,172,139,109,0.7841726618705036,1,109,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,3611208d631df8b33bd51a87e9f119e42853e1278e90f183edfee4e607cf64f7,c0a5257ffc863fcfd757db89f3b5bffebf0028f47812d782a034c12a896ba5eb,False,False
P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,False,True,129,96,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,903222ac236c162bf4333d405afbc506d705b7583a21ca8183ca336fea1ceca1,70f6bc3bd107e52a92f1690c57a7f066239081590c65cd609e019ee47817afd8,True,False
P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,False,True,212,178,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,c92911c59445230bed339f0b0a2c4f2fc9769e84e9ecacaae6b9f782250958f5,4328a57af9c4a77a7b691896bb1a2b6cc06b03fe2f1839b0606f1872b3b1c133,True,False
P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,False,True,322,218,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,ae6e9d34682b3d086e196f81a4724f9cca7fb4c3f3e597a176d6c62f56f68768,c7a69293c51f93e405a9f412d2807d7ff062e0933060d089d1e63ec7576d9cf1,True,False
P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,True,False,220,185,154,0.8324324324324325,1,154,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,1726b48d55400b46d07b23baca25d7d2133c51a78c3cb98559ea343ea7b946ff,b18a39b7fbf6644859a1c7fbefcd2d5105ab55edc4b12b9a41ac668772beea5e,False,False
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,False,True,409,214,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,f91ee9c9fc36cc03ee1ce2d4edb92ea1e9d560689b247082e2680cdce990c2d0,db9fb5ac695fdb3d570d75905956e5e4f9f90ed0977d650664861857cb1f5cfe,True,False
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,False,True,306,219,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,25e62c9fb9be4cf78f6d92afdc60c8d73262f557a38802d3d760c5f003a89752,f686b3c621fb0ad11e93587bc575ee9a7c394c1c439015f6ec30801ac87a5e2e,True,False
P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,True,False,146,110,84,0.7636363636363637,1,84,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,b9aa314bfa6be669ce27c8818b2cf615acb4eeabfe2ea52871a0af2ce9f11596,4eb465a48be08c26b3d8a504b6cd6fe0563d0b4658136682af0e26b838c07415,False,False
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,False,True,416,221,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,28f05911d2f807157c9e243bb9c84cd3c82c69cf49ebc68eda93600d39fb3043,4b59e03dc961e67e663ebd0cc579be16c781cbba77707ed3a1d7fa383c8d6b76,True,False
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,True,False,236,200,165,0.825,1,165,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,e0e9fc4c0b068961e9b6a6980098b507acd52ba658b4cca52c4bfa059d68cc99,7ace5d307970b51d0ec4c5ac88956af4bd84694ea061af6d1ccce85df4616e0e,False,False
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,False,True,159,126,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,ca82dc3aacf60b5a7b59031bb9fd3de2a7534237a316466cd34774764e36806e,d91a758adca43217d6a2cd2534a9f4517e5c631febf44960b724fc02542b9b9c,True,False
P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,False,True,243,208,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,1ced80ac42a48313e6938d2995290e303e007a2839e90357b8a5e274554aa6c4,80e15d99c782b6a8438c238f90cb5a7c7b175bcf552fc31050171884b047285c,True,False
P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,False,True,413,219,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,d2dc69c3a3b7dde62426a51ab890ba01131ecbeae03d8edc6bdd560016dd1590,e86b6d5849c0d83f8b988784a79fd95192f981d654262f5ba044c2ca0f1592bc,True,False
P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,True,False,183,151,114,0.7549668874172185,1,114,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,15d4ef68da05ad3f6aa0b5a5e9494d19207b3173e572aa68aab688dc553c54d9,5b2400a536bd37b8de8fad43487b0bdba82fcb450f62eebb27b36c4360244b12,False,False
P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,False,True,428,224,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,7d9e38514dfd105adb09d490d733270ca055840d89b3f2eccd69558410925a19,eb9578551682cd16e6e6009120a6df2e6d0a3ada1f05efaeaa33fb86533436a0,True,False
P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,False,True,336,213,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,46b1a5c42c89da836801e629b4048953d60c2f660f60afa304e01053740a5c46,60f52d93e75f584a8dca045cdb3da5f624dd0e38270b3e03b503d857c800e5b5,True,False
P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,False,True,114,84,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,ebf76384f594a3e333841ebd6aa90ef242258e401b4d12c820d1b636e69787a1,996e54dc4910f31e6aac6f92e1ee2efc7e9255d3c27eb06be929a1ef7c115c51,True,False
P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,False,True,345,216,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,939f78e2c486d2ea62651bc20837b7164d816c724990fa3177975ebe199a787c,cb8991f7953c06462c12bc668219846b83a3a9c4e57d6d15b50b084839a85bd4,True,False
