seq,model,to_n,mean_delta_q20,lo,hi,frac_runs_decrease
RANDOM,M3,20,0.003921568627450961,-0.009332930300844386,0.017176067555746306,0.25
RANDOM,M3,24,0.00686274509803923,-0.005691468868201905,0.019416959064280367,0.2
RANDOM,M3,28,0.006862745098039208,-0.0032956794604298454,0.01702116965650826,0.2
RANDOM,M3,32,-0.005882352941176455,-0.013817438324464117,0.002052732442111207,0.35
RANDOM,M3,36,0.0009803921568627416,-0.004917619337703558,0.006878403651429041,0.1
RANDOM,M3,40,0.003921568627450983,-0.0005741152849277655,0.008417252539829731,0.05
RANDOM,M3,44,-0.0019607843137254945,-0.00746685012880903,0.003545281501358041,0.25
RANDOM,M3,48,0.001960784313725489,-0.00880144469146302,0.012723013318913998,0.25
RANDOM,M3,52,-0.002941176470588247,-0.007146503700426434,0.0012641507592499406,0.2
RANDOM,M3,56,-0.0009803921568627416,-0.008603195105257797,0.006642410791532313,0.15
RANDOM,M3,60,0.002941176470588219,-0.002823529411764713,0.008705882352941152,0.1
RANDOM,M3,64,0.002941176470588247,-0.005995993344855739,0.011878346286032234,0.2
RANDOM,M3,68,-0.002941176470588225,-0.009925365092758345,0.004043012151581895,0.25
RANDOM,M3,72,-0.0058823529411764774,-0.012178780089968182,0.0004140742076152266,0.25
RANDOM,M3,76,0.000980392156862736,-0.00421701211739073,0.006177796431116203,0.1
RANDOM,M3,80,0.0029411764705882413,-0.0002070371038076185,0.006089390044984102,0.0
RANDOM,M3,84,-0.0009803921568627416,-0.006878403651429044,0.004917619337703561,0.15
RANDOM,M3,88,0.0019607843137254945,-0.003545281501358041,0.00746685012880903,0.1
RANDOM,M3,92,0.001960784313725489,-0.0035452815013580423,0.00746685012880902,0.1
RANDOM,M3,96,0.0029411764705882136,-0.004043012151581921,0.009925365092758348,0.1
RANDOM,M3,100,0.0009803921568627473,-0.0034058913257703593,0.005366675639495853,0.1
RANDOM,M3,104,0.003921568627450978,0.0003948640126564618,0.007448273242245494,0.0
RANDOM,M3,108,-0.003921568627450983,-0.009211625549642756,0.0013684882947407892,0.2
RANDOM,M3,112,-0.000980392156862736,-0.009097081949510269,0.007136297635784796,0.2
RANDOM,M3,116,0.0019607843137254997,-0.0027871870804620676,0.006708755707913067,0.1
RANDOM,M3,120,-0.0029411764705882526,-0.011878346286032232,0.005995993344855727,0.25
RANDOM,M3,160,0.0009803921568627583,-0.009627238284952084,0.011588022598677602,0.35
RANDOM,M3,200,0.003921568627450983,-0.0037647058823529434,0.011607843137254908,0.1
RANDOM,M3,260,0.006862745098039191,-0.008478166619008295,0.022203656815086677,0.2
RANDOM,M3,324,-0.0009803921568627082,-0.011588022598677566,0.009627238284952148,0.2
