dataset,kernel,optimizer,optimizer_label,training_simulations,optimized_kernel_expression,log_marginal_likelihood,signal_variance,lengthscale,fit_runtime_seconds,optimizer_selected_run_success,optimizer_run_count,optimizer_runs_json,warning_count,warning_messages,fit_failed,fit_failure_message,fallback_fit_used,parameter_bound_hit_count,parameter_bound_hit_parameters
broad,Matern_2.5,lbfgsb,L-BFGS-B,238,"1.01**2 * Matern(length_scale=0.554, nu=2.5)",-283.72078314328286,1.0129634713161566,0.5544728881895888,0.3552981999819167,True,2,"[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [0.012879388419852136, -0.5897377812581895], ""objective"": 283.7207831433036, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 10, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.07582020002882928, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [0.012880164711294939, -0.5897373675447133], ""objective"": 283.72078314328286, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 17, ""function_evaluations"": 38, ""gradient_evaluations"": 38, ""runtime_seconds"": 0.275009399978444, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
broad,Matern_2.5,slsqp,SLSQP,238,"1.01**2 * Matern(length_scale=0.554, nu=2.5)",-283.720783143275,1.0129635779121946,0.5544727900571254,0.08662909996928647,True,2,"[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [0.012880269943157028, -0.5897375445280685], ""objective"": 283.720783143275, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 10, ""function_evaluations"": 14, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.07747209997614846, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-5.715374768429403, 1.1571584954261906], ""objective"": 7830936.1708928915, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 5, ""function_evaluations"": 1, ""gradient_evaluations"": 1, ""runtime_seconds"": 0.0060066000442020595, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
broad,Matern_2.5,powell,Powell,238,"1.01**2 * Matern(length_scale=0.554, nu=2.5)",-283.72078314327496,1.0129635814286466,0.5544727804524738,1.2479140000068583,True,2,"[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [0.012880273414606661, -0.5897375618502018], ""objective"": 283.72078314327496, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 299, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.5117959000053816, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [0.012880271318329112, -0.589737543903334], ""objective"": 283.72078314327496, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 10, ""function_evaluations"": 471, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.7327087000012398, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,
broad,Matern_2.5,none,No optimization,238,"1**2 * Matern(length_scale=1, nu=2.5)",-454.1605713047335,1.0,1.0,0.0030546000343747437,True,0,[],0,,False,,False,0,
