optimizer,dataset,optimizer_label,simulations,MAE,median_absolute_error,RMSE,R2,target_sample_std,normalized_RMSE,mean_negative_log_predictive_density,empirical_95_interval_coverage,coverage_error_from_0_95,mean_95_interval_width,total_runtime_seconds,median_runtime_per_fold_seconds,convergence_success_count,convergence_unsuccessful_count,convergence_not_applicable_count,warning_count,failure_count,fallback_fit_count,folds_with_parameter_bound_hit,unsuccessful_optimizer_runs_all_starts
lbfgsb,broad,L-BFGS-B,238,11616.870210569332,7414.184025909464,16256.261408947119,0.40597624000464116,21136.499887857826,0.7691084850943447,11.040432561744035,0.9285714285714286,0.021428571428571352,58070.27094533598,76.65366980014369,0.3174595500167925,238,0,0,0,0,0,0,0
slsqp,broad,SLSQP,238,11616.868777286296,7414.185001354252,16256.260690981906,0.40597629247530154,21136.499887857826,0.769108451126317,11.040432884074393,0.9285714285714286,0.021428571428571352,58070.29178340857,31.046725400083233,0.1554069500125479,238,0,0,0,0,0,0,0
powell,broad,Powell,238,11616.870203982746,7414.184184894013,16256.261360977234,0.4059762435103982,21136.499887857826,0.7691084828248164,11.040432583454379,0.9285714285714286,0.021428571428571352,58070.27087605102,184.1070375002455,0.7515524500340689,238,0,0,0,0,0,0,0
none,broad,No optimization,238,11746.00146389821,7780.454204852222,16871.408713822766,0.36016917287797867,21136.499887857826,0.7982120409403638,11.414176837345867,0.8109243697478992,0.1390756302521008,38435.22674679063,0.9742262998479418,0.004052400006912649,0,0,238,0,0,0,0,0
