optimizer,dataset,optimizer_label,simulations,MAE,median_absolute_error,RMSE,R2,target_sample_std,normalized_RMSE,mean_negative_log_predictive_density,empirical_95_interval_coverage,coverage_error_from_0_95,mean_95_interval_width,total_runtime_seconds,median_runtime_per_fold_seconds,convergence_success_count,convergence_unsuccessful_count,convergence_not_applicable_count,warning_count,failure_count,fallback_fit_count,folds_with_parameter_bound_hit,unsuccessful_optimizer_runs_all_starts
lbfgsb,clean,L-BFGS-B,91,1735.7652310381472,1092.0866804629077,2537.006918212659,0.9171131069814938,8860.906678237818,0.28631459627528744,9.815630551738332,0.9010989010989011,0.04890109890109884,13861.925251328,3.3901389995589852,0.036432099994271994,91,0,0,0,0,0,0,0
slsqp,clean,SLSQP,91,1735.7650949392419,1092.0867594616793,2537.006767465603,0.9171131168316481,8860.906678237818,0.286314579262688,9.81563035347953,0.9010989010989011,0.04890109890109884,13861.924576011092,4.181167900096625,0.04510419996222481,91,0,0,0,0,0,0,0
powell,clean,Powell,91,1735.7651256050667,1092.0865573746487,2537.0067336989473,0.9171131190380378,8860.906678237818,0.286314575451943,9.81563024659475,0.9010989010989011,0.04890109890109884,13861.925627368755,18.8638387999963,0.20501410000724718,91,0,0,0,0,0,0,0
none,clean,No optimization,91,1899.2147999621652,1317.167767538751,2770.3781275487327,0.9011627491411687,8860.906678237818,0.3126517667038202,9.59830970702152,0.945054945054945,0.0049450549450549275,17879.668770368473,0.16856399993412197,0.0016881999908946455,0,0,91,0,0,0,0,0
