dataset,fold_index,name,optimizer,optimizer_label,training_simulations,fit_runtime_seconds,predict_runtime_seconds,fold_runtime_seconds,optimizer_convergence_applicable,optimizer_selected_run_success,optimizer_selected_start_index,optimizer_run_count,optimizer_unsuccessful_run_count,optimizer_fallback_run_count,optimizer_start_thetas_json,optimizer_objectives_json,optimizer_runs_json,warning_count,warning_messages,fit_failed,fit_failure_message,fallback_fit_used,parameter_bound_hit_count,parameter_bound_hit_parameters,optimized_kernel_expression,log_marginal_likelihood_train_fold,signal_variance,lengthscale
clean,34,P-121p661876009_VX-0p281641526906_LS-7p16631028882e-05_ST-330p429005364_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p71285841829e-05_H-25d163a2a5,powell,Powell,90,0.1936060000443831,0.0002668999950401485,0.19387290003942326,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.97800264307007, 61.97800264307043]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2481422883431771, 0.13401790348704565], ""objective"": 61.97800264307007, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 150, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.06516160001046956, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.2481423350319555, 0.13401789638395328], ""objective"": 61.97800264307043, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 301, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.12650050001684576, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.883**2 * Matern(length_scale=1.14, nu=1.5)",-61.97800264307007,0.7802489150538219,1.1434132905464311
clean,34,P-121p661876009_VX-0p281641526906_LS-7p16631028882e-05_ST-330p429005364_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p71285841829e-05_H-25d163a2a5,none,No optimization,90,0.0013269000337459147,0.00022679998073726892,0.0015537000144831836,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-66.29766024860236,1.0,1.0
clean,35,P-126p512169142_VX-0p57236868357_LS-7p44940442576e-05_ST-386p738254947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p42834477408e-06_H-d7a336064e,lbfgsb,L-BFGS-B,90,0.03533889999380335,0.00031430000672116876,0.03565320000052452,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.404934788232836, 127.70446727019207]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.26284487822268543, 0.13604054414408892], ""objective"": 61.404934788232836, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 7, ""function_evaluations"": 10, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.012552300002425909, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.0183467358752693e-06, -4.417697839708322], ""objective"": 127.70446727019207, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.0207319000037387, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.877**2 * Matern(length_scale=1.15, nu=1.5)",-61.404934788232836,0.7688611551700738,1.1457283452283002
clean,35,P-126p512169142_VX-0p57236868357_LS-7p44940442576e-05_ST-386p738254947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p42834477408e-06_H-d7a336064e,slsqp,SLSQP,90,0.05152320000343025,0.00027269998099654913,0.051795899984426796,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.40493478823481, 61.404934788247]","[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.26284511046087744, 0.13604031030504193], ""objective"": 61.40493478823481, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 8, ""function_evaluations"": 12, ""gradient_evaluations"": 8, ""runtime_seconds"": 0.013040299993008375, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.2628435727643561, 0.1360411095737474], ""objective"": 61.404934788247, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 25, ""function_evaluations"": 31, ""gradient_evaluations"": 25, ""runtime_seconds"": 0.03592009999556467, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.877**2 * Matern(length_scale=1.15, nu=1.5)",-61.40493478823481,0.7688609766111699,1.1457280773123073
clean,35,P-126p512169142_VX-0p57236868357_LS-7p44940442576e-05_ST-386p738254947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p42834477408e-06_H-d7a336064e,powell,Powell,90,0.1981608999776654,0.0002749999985098839,0.19843589997617528,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.40493478823155, 61.40493478823169]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.26284469664857035, 0.1360406073149411], ""objective"": 61.40493478823155, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 157, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.06856670003617182, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.26284462162164696, 0.13604056729840447], ""objective"": 61.40493478823169, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 304, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.1277267000405118, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.877**2 * Matern(length_scale=1.15, nu=1.5)",-61.40493478823155,0.7688612947753704,1.1457284176049385
clean,35,P-126p512169142_VX-0p57236868357_LS-7p44940442576e-05_ST-386p738254947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p42834477408e-06_H-d7a336064e,none,No optimization,90,0.001401500019710511,0.00024040002608671784,0.0016419000457972288,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-66.02000944265546,1.0,1.0
clean,36,P-128p682231034_VX-0p601925389683_LS-8p082715257e-05_ST-394p322355105_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p01448266795e-06_H-b41981edcb,lbfgsb,L-BFGS-B,90,0.03332260000752285,0.0002763999509625137,0.033598999958485365,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.332923823308214, 127.70446726630448]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.260229378491735, 0.1377071939964075], ""objective"": 61.332923823308214, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 7, ""function_evaluations"": 10, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.011858600017149001, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.0188427980863695e-06, -4.417470486170031], ""objective"": 127.70446726630448, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.019629299989901483, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.878**2 * Matern(length_scale=1.15, nu=1.5)",-61.332923823308214,0.7708747434364579,1.1476394653473243
clean,36,P-128p682231034_VX-0p601925389683_LS-8p082715257e-05_ST-394p322355105_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p01448266795e-06_H-b41981edcb,slsqp,SLSQP,90,0.04883389995666221,0.0002864000271074474,0.049120299983769655,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.3329238233065, 61.33292382331007]","[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2602297456157735, 0.13770714922042948], ""objective"": 61.3329238233065, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 8, ""function_evaluations"": 12, ""gradient_evaluations"": 8, ""runtime_seconds"": 0.013973299995996058, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.2602292610694969, 0.13770748924312218], ""objective"": 61.33292382331007, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 24, ""function_evaluations"": 28, ""gradient_evaluations"": 24, ""runtime_seconds"": 0.03289259999291971, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.878**2 * Matern(length_scale=1.15, nu=1.5)",-61.3329238233065,0.7708744604298609,1.147639413960646
clean,36,P-128p682231034_VX-0p601925389683_LS-8p082715257e-05_ST-394p322355105_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p01448266795e-06_H-b41981edcb,powell,Powell,90,0.2088023999822326,0.00039250002009794116,0.20919490000233054,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.33292382330522, 61.33292382330686]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.26022976505303014, 0.13770715038808123], ""objective"": 61.33292382330522, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 167, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.07038019999163225, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.26022950651210836, 0.13770722678499916], ""objective"": 61.33292382330686, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 314, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.13654789997963235, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.878**2 * Matern(length_scale=1.15, nu=1.5)",-61.33292382330522,0.7708744454461762,1.1476394153006892
clean,36,P-128p682231034_VX-0p601925389683_LS-8p082715257e-05_ST-394p322355105_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p01448266795e-06_H-b41981edcb,none,No optimization,90,0.0016092000296339393,0.00025829998776316643,0.0018675000173971057,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-65.96289618161244,1.0,1.0
clean,37,P-129p569646497_VX-0p287154347682_LS-6p5197985882e-05_ST-393p701994752_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67997477383e-05_H-b41981edcb,lbfgsb,L-BFGS-B,90,0.037226300046313554,0.00046309997560456395,0.03768940002191812,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[62.31040356747436, 127.70446735077164]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.23998207686463613, 0.1388646059557862], ""objective"": 62.31040356747436, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 7, ""function_evaluations"": 10, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.011794899997767061, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.0111671683905113e-06, -4.4171109864680815], ""objective"": 127.70446735077164, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.023706100007984787, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.887**2 * Matern(length_scale=1.15, nu=1.5)",-62.31040356747436,0.7866419600305368,1.148968525976538
clean,37,P-129p569646497_VX-0p287154347682_LS-6p5197985882e-05_ST-393p701994752_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67997477383e-05_H-b41981edcb,slsqp,SLSQP,90,0.049597600009292364,0.0003331000334583223,0.049930700042750686,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[62.310403567476335, 62.310403567509354]","[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.23998169142290882, 0.13886477407453948], ""objective"": 62.310403567476335, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 9, ""function_evaluations"": 13, ""gradient_evaluations"": 9, ""runtime_seconds"": 0.014383699977770448, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.23998238866439361, 0.13886512045053284], ""objective"": 62.310403567509354, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 22, ""function_evaluations"": 26, ""gradient_evaluations"": 22, ""runtime_seconds"": 0.03331960004288703, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.887**2 * Matern(length_scale=1.15, nu=1.5)",-62.310403567476335,0.786642263235231,1.1489687191397104
clean,37,P-129p569646497_VX-0p287154347682_LS-6p5197985882e-05_ST-393p701994752_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67997477383e-05_H-b41981edcb,powell,Powell,90,0.20402510004350916,0.00027689995476976037,0.20430199999827892,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[62.31040356747473, 62.31040356747298]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.23998208877018343, 0.13886471071687123], ""objective"": 62.31040356747473, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 146, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.06410570000298321, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.23998219233622728, 0.13886454612717036], ""objective"": 62.31040356747298, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 315, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.13817729998845607, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.887**2 * Matern(length_scale=1.15, nu=1.5)",-62.31040356747298,0.7866418691957432,1.1489684572353436
clean,37,P-129p569646497_VX-0p287154347682_LS-6p5197985882e-05_ST-393p701994752_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67997477383e-05_H-b41981edcb,none,No optimization,90,0.0013420999748632312,0.000229199999012053,0.0015712999738752842,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-66.64951282473382,1.0,1.0
clean,38,P-131p049819122_VX-0p780196421599_LS-5p30845028915e-05_ST-389p742843455_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18321293134e-06_H-b41981edcb,lbfgsb,L-BFGS-B,90,0.03648760000942275,0.0002707999665290117,0.03675839997595176,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.20060464726873, 127.70446730077158]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2576274146749536, 0.13977187392385085], ""objective"": 61.20060464726873, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 7, ""function_evaluations"": 10, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.01104980002855882, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.016464296025939e-06, -4.4175401990603795], ""objective"": 127.70446730077158, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.02344059996539727, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.879**2 * Matern(length_scale=1.15, nu=1.5)",-61.20060464726873,0.7728831433850398,1.1500114213377117
clean,38,P-131p049819122_VX-0p780196421599_LS-5p30845028915e-05_ST-389p742843455_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18321293134e-06_H-b41981edcb,slsqp,SLSQP,90,0.04465449997223914,0.0003174000303260982,0.044971900002565235,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.200604647274396, 61.20060464727254]","[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2576276759341559, 0.13977205647213153], ""objective"": 61.200604647274396, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 8, ""function_evaluations"": 12, ""gradient_evaluations"": 8, ""runtime_seconds"": 0.01601479999953881, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.2576277063303274, 0.13977202504854774], ""objective"": 61.20060464727254, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 21, ""function_evaluations"": 25, ""gradient_evaluations"": 21, ""runtime_seconds"": 0.026380299997981638, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.879**2 * Matern(length_scale=1.15, nu=1.5)",-61.20060464727254,0.7728829179695507,1.1500115951328522
clean,38,P-131p049819122_VX-0p780196421599_LS-5p30845028915e-05_ST-389p742843455_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18321293134e-06_H-b41981edcb,powell,Powell,90,0.20222179999109358,0.00033730000723153353,0.2025590999983251,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.200604647267035, 61.20060464726658]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.25762757713658246, 0.13977192538646638], ""objective"": 61.200604647267035, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 146, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.06543910002801567, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.25762736474486886, 0.1397718970671035], ""objective"": 61.20060464726658, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 310, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.13457669998751953, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.879**2 * Matern(length_scale=1.15, nu=1.5)",-61.20060464726658,0.7728831819751616,1.1500114479527168
clean,38,P-131p049819122_VX-0p780196421599_LS-5p30845028915e-05_ST-389p742843455_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18321293134e-06_H-b41981edcb,none,No optimization,90,0.001275799993891269,0.00026429997524246573,0.0015400999691337347,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-65.85832146391819,1.0,1.0
clean,39,P-132p12166853_VX-0p788188085218_LS-6p42596953306e-05_ST-382p443068729_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1205195733e-06_H-b41981edcb,lbfgsb,L-BFGS-B,90,0.038100400008261204,0.00039599998854100704,0.03849639999680221,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.11917234700921, 127.70446730342442]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2587008113937272, 0.13937042249505344], ""objective"": 61.11917234700921, ""success"": true, ""message"": ""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"", ""iterations"": 7, ""function_evaluations"": 10, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.013389600033406168, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.0162629992797939e-06, -4.417504369072505], ""objective"": 127.70446730342442, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.02240909996908158, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.879**2 * Matern(length_scale=1.15, nu=1.5)",-61.11917234700921,0.772053978246117,1.1495498402668716
clean,39,P-132p12166853_VX-0p788188085218_LS-6p42596953306e-05_ST-382p443068729_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1205195733e-06_H-b41981edcb,slsqp,SLSQP,90,0.04429109999909997,0.0005548000335693359,0.044845900032669306,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.11917234726854, 61.11917234724251]","[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2586963704378011, 0.1393711713157905], ""objective"": 61.11917234726854, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 7, ""function_evaluations"": 11, ""gradient_evaluations"": 7, ""runtime_seconds"": 0.014629000041168183, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.2587008372661683, 0.13937200645156742], ""objective"": 61.11917234724251, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 22, ""function_evaluations"": 25, ""gradient_evaluations"": 22, ""runtime_seconds"": 0.027250299986917526, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.879**2 * Matern(length_scale=1.15, nu=1.5)",-61.11917234724251,0.772053958271196,1.1495516611052714
clean,39,P-132p12166853_VX-0p788188085218_LS-6p42596953306e-05_ST-382p443068729_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1205195733e-06_H-b41981edcb,powell,Powell,90,0.20453700004145503,0.00031269999453797936,0.204849700035993,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.119172347008636, 61.11917234700725]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2587008064469935, 0.13937051461115224], ""objective"": 61.119172347008636, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 146, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.06514719995902851, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.2587005832524091, 0.13937047156244534], ""objective"": 61.11917234700725, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 316, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.13721210003132, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.879**2 * Matern(length_scale=1.15, nu=1.5)",-61.11917234700725,0.7720541543835493,1.1495498966722855
clean,39,P-132p12166853_VX-0p788188085218_LS-6p42596953306e-05_ST-382p443068729_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1205195733e-06_H-b41981edcb,none,No optimization,90,0.0017727999947965145,0.0004744000034406781,0.0022471999982371926,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-65.78178147031906,1.0,1.0
clean,40,P-134p93654729_VX-0p343298656719_LS-5p9412954069e-05_ST-389p435734624_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p40522559835e-05_H-b41981edcb,lbfgsb,L-BFGS-B,90,0.03502020001178607,0.0002798999776132405,0.035300099989399314,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.475465465824364, 127.70446732339224]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2480379411879098, 0.14379946979811412], ""objective"": 61.475465465824364, ""success"": true, ""message"": ""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"", ""iterations"": 7, ""function_evaluations"": 10, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.01225139998132363, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.0152338957184602e-06, -4.4167494723264555], ""objective"": 127.70446732339224, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.02091869997093454, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.883**2 * Matern(length_scale=1.15, nu=1.5)",-61.475465465824364,0.7803303360564592,1.1546525426002332
