dataset,optimizer,optimizer_label,folds,signal_variance_min,signal_variance_q25,signal_variance_median,signal_variance_q75,signal_variance_max,signal_variance_coefficient_of_variation,lengthscale_min,lengthscale_q25,lengthscale_median,lengthscale_q75,lengthscale_max,lengthscale_coefficient_of_variation,folds_with_parameter_bound_hit
broad,lbfgsb,L-BFGS-B,238,1.0051916028151597,1.017768116848424,1.0197274199718067,1.0222550452347785,1.0455309015525887,0.004632002300861031,0.6101924058675663,0.6208158159325574,0.6219414005636625,0.62415414580464,0.6705958975123429,0.01029306613628559,0
broad,none,No optimization,238,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
broad,powell,Powell,238,1.0051916033563155,1.017768125552672,1.0197274359441888,1.022255072981834,1.0455309070172991,0.0046320078277538815,0.6101924112687861,0.6208158235139278,0.6219414017644106,0.6241541580673733,0.6705957629566445,0.01029307333982854,0
broad,slsqp,SLSQP,238,1.005191874926461,1.017769326678867,1.0197283291245713,1.022255904715018,1.04553156212576,0.0046318184534834906,0.6101924045599183,0.6208153465214494,0.6219409360916771,0.6241546741897437,0.6705959216211499,0.01029308917577896,0
clean,lbfgsb,L-BFGS-B,91,0.759406171884953,0.7722201107198329,0.7749807346908795,0.7790722558587927,0.8546698579467351,0.01713649566197629,1.1183578714428113,1.150016132463818,1.155070442854798,1.1616640112277714,1.467767217856913,0.03795896101000945,0
clean,none,No optimization,91,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
clean,powell,Powell,91,0.7594062362774949,0.7722200838956974,0.7749808910806066,0.779072162514699,0.854669965751402,0.01713641030985666,1.1183579678980144,1.1500161571627425,1.1550704098676494,1.1616640237611526,1.4677670716333588,0.03795883440550533,0
clean,slsqp,SLSQP,91,0.7594055533330539,0.7722200332181413,0.7749811511082805,0.7790725278747912,0.8546701316437391,0.01713649986385297,1.118357963758967,1.1500162395735027,1.155070687293041,1.1616639636845938,1.4677673079389821,0.037958836807717236,0
