method,median_spearman,q05_spearman,top1_agreement,mean_top10_jaccard,decision
M3_STRADDLE,0.9991108155836348,0.47101139280471704,0.6633333333333333,0.8442817800248141,RANKING_DISTINCT_FROM_MARGIN
M3_EMI,0.9872161723261278,0.3613676198993147,0.66,0.7475827870100316,RANKING_DISTINCT_FROM_MARGIN
M3_SMOCU_APPROX,-0.08841946994856263,-0.9014321494580702,0.3516666666666667,0.3314727339224243,RANKING_DISTINCT_FROM_MARGIN
M3_SUR_APPROX,0.6883683353138621,-0.7707231236130028,0.285,0.43748149325161706,RANKING_DISTINCT_FROM_MARGIN
M3_TMES_GSUR,0.9884364163668637,0.3613676198993147,0.5033333333333333,0.6992028009829867,RANKING_DISTINCT_FROM_MARGIN
PA_TVR_CANDIDATE,0.9772379664817858,0.14731333191688958,0.22166666666666668,0.4844804772397652,RANKING_DISTINCT_FROM_MARGIN
