experiment_name,P,VX,LS,ST,outside_week6_P_range,outside_week6_VX_range,outside_week6_LS_range,outside_week6_ST_range,outside_any_week6_axis_range,inside_week6_4d_convex_hull,convex_hull_assessment,nearest_week6_scaled_euclidean_distance,has_keyhole
P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,277.972333632,0.331196372511,4.5620211888e-05,324.411035281,True,False,False,False,True,False,computed,0.38637842030429737,True
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,279.19481345,0.961152667742,7.84955743249e-05,372.579911887,True,False,False,False,True,False,computed,0.3414814843261037,False
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,282.804328276,0.543976889672,5.22197252327e-05,303.777238342,True,False,False,False,True,False,computed,0.3079978831460342,True
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,287.102038097,0.362628106341,6.67475186474e-05,334.763632341,True,False,False,False,True,False,computed,0.35719537204950275,False
P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,292.980726174,0.558994342483,6.4603431573e-05,342.453415035,True,False,False,False,True,False,computed,0.33687329728738075,False
P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,293.577290228,0.952339824621,7.01980103413e-05,347.682708595,True,False,False,False,True,False,computed,0.3488830472293885,False
P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,293.648784497,0.426690912013,5.33940457289e-05,351.677261216,True,False,False,False,True,False,computed,0.3158298401471506,True
P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,307.26373251,0.980958450675,7.64412572662e-05,372.845922747,True,False,False,False,True,False,computed,0.43921269797031454,False
P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,307.533441342,0.76958695679,6.29715413405e-05,358.843506265,True,False,False,False,True,False,computed,0.3799772708823019,False
P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,308.624203673,0.258745269308,8.46230110859e-05,352.536460601,True,False,False,False,True,False,computed,0.47446460142522157,False
P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,310.791038761,0.793031296086,6.97064070297e-05,311.244290057,True,False,False,False,True,False,computed,0.4144096912872158,False
P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,311.847977036,0.831533579891,6.59632228328e-05,369.023839283,True,False,False,False,True,False,computed,0.40867995981998445,False
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,319.96920879,0.866402209965,6.35942162539e-05,320.061265262,True,False,False,False,True,False,computed,0.4784446541150821,False
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,323.763442528,0.850556183123,6.97450047543e-05,350.102665969,True,False,False,False,True,False,computed,0.45388978290423115,False
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,324.489523844,0.639524903021,7.4699050731e-05,392.096101418,True,False,False,False,True,False,computed,0.47300532711810633,False
P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,326.931045044,0.255856443683,6.48737236991e-05,399.817710522,True,False,False,True,True,False,computed,0.4949843470387085,True
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,328.176471421,0.746856862244,5.78341655667e-05,308.284457774,True,False,False,False,True,False,computed,0.4664992795696431,False
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,335.17845091,0.53366627312,7.35439468085e-05,327.916348879,True,False,False,False,True,False,computed,0.5300106439528437,False
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,336.384535968,0.857000372961,5.14827567032e-05,367.720955238,True,False,False,False,True,False,computed,0.5256693693538409,False
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,339.704237738,0.701398887747,5.24684299583e-05,300.218383071,True,False,False,False,True,False,computed,0.49745254141303114,True
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,340.203296502,0.374609743194,5.54750053524e-05,307.813155606,True,False,False,False,True,False,computed,0.6253721621157201,True
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,341.923576441,0.300981342968,7.54559898543e-05,360.882535069,True,False,False,False,True,False,computed,0.5839622103267241,True
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,342.674555398,0.462731136977,5.8783513777e-05,328.309527448,True,False,False,False,True,False,computed,0.5871719069723493,True
P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,347.783460623,0.850325890926,5.3362114496e-05,354.131736173,True,False,False,False,True,False,computed,0.5528930336759929,False
P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,348.497115387,0.94790268949,7.31988762132e-05,305.038657876,True,False,False,False,True,False,computed,0.6101986922679666,False
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,352.513614722,0.929202686833,7.33895545023e-05,314.010655484,True,False,False,False,True,False,computed,0.6063655469845565,False
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,353.971838789,0.831374608218,4.0859447809e-05,397.346534493,True,False,True,False,True,False,computed,0.6797321088539284,True
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,354.619445985,0.364015239092,5.30095356481e-05,318.142674345,True,False,False,False,True,False,computed,0.7009647891721429,True
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,355.313197397,0.977425276438,4.00293473664e-05,317.253821106,True,False,True,False,True,False,computed,0.6230607904070681,True
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,358.08766286,0.398145183006,4.39068251559e-05,301.093308231,True,False,True,False,True,False,computed,0.7139309230523042,True
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,360.567405001,0.20359066256,4.0817768449e-05,337.353350673,True,False,True,False,True,False,computed,0.7867974746817175,True
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,363.673556898,0.448546579177,4.04529881073e-05,391.93586396,True,False,True,False,True,False,computed,0.6668773394494331,True
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,364.483174853,0.95103094401,4.26115279421e-05,393.929813999,True,False,True,False,True,False,computed,0.6961651301757793,False
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,367.938083726,0.695829187084,4.35800266683e-05,364.389584597,True,False,True,False,True,False,computed,0.7251874852237004,True
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,369.066732517,0.471239257303,5.48020687799e-05,388.757421411,True,False,False,False,True,False,computed,0.6921774670905765,True
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,370.938359136,0.662619902131,4.40125404953e-05,395.513826563,True,False,True,False,True,False,computed,0.773140009507056,True
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,372.630059968,0.727703112845,4.39975555357e-05,362.949632289,True,False,True,False,True,False,computed,0.7412401879682554,True
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,373.935133861,0.314504521571,4.29297292387e-05,349.298273812,True,False,True,False,True,False,computed,0.7953979797796991,True
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,374.135097027,0.852003077267,4.24872306812e-05,324.485874926,True,False,True,False,True,False,computed,0.67115788522857,True
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,375.190327887,0.471971299611,7.58652830639e-05,330.289975384,True,False,False,False,True,False,computed,0.715312057890016,True
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,377.008330657,0.791215989527,4.31405408456e-05,371.11107289,True,False,True,False,True,False,computed,0.7429679301669037,True
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,377.125910628,0.77115452106,4.31707402483e-05,313.190582012,True,False,True,False,True,False,computed,0.6820962606196765,True
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,378.283018896,0.735158781064,4.42419225112e-05,367.022862863,True,False,True,False,True,False,computed,0.7681153409645985,True
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,378.699667122,0.273966982762,4.19552514454e-05,349.537322979,True,False,True,False,True,False,computed,0.8354782728362452,True
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,378.895448518,0.547210222693,4.25171421559e-05,392.752580943,True,False,True,False,True,False,computed,0.7584323277991113,True
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,379.421209359,0.229921993373,5.57538994548e-05,334.989783011,True,False,False,False,True,False,computed,0.7939427885813495,True
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,383.924442814,0.598551929363,4.34843261877e-05,301.171019532,True,False,True,False,True,False,computed,0.7351079567064968,True
P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,385.522203,0.931994182449,4.05647861864e-05,365.262393292,True,False,True,False,True,False,computed,0.7748824607173939,True
P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,385.792960663,0.466570238049,4.25767555058e-05,363.826454642,True,False,True,False,True,False,computed,0.7980966282551586,True
P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,387.363679816,0.298546823055,4.09005526538e-05,395.436254411,True,False,True,False,True,False,computed,0.773539036723666,True
P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,389.770210211,0.908238681403,4.3221586392e-05,323.581279452,True,False,True,False,True,False,computed,0.743965527437117,True
P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,391.91054261,0.798138981731,4.10405950637e-05,398.591592241,True,False,True,False,True,False,computed,0.8650687317641031,True
P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,394.301389958,0.965504599187,4.1845661123e-05,386.588977515,True,False,True,False,True,False,computed,0.82605836488586,True
P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,399.256835613,0.656366203199,4.10009761764e-05,341.515144691,True,False,True,False,True,False,computed,0.8514737217363081,True
P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,400.342090514,0.84724542505,4.08786684736e-05,395.5494372,True,False,True,False,True,False,computed,0.8863567976482982,True
P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,404.674556304,0.544519129004,4.43635630435e-05,368.185027338,True,False,True,False,True,False,computed,0.8699716257896027,True
P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,406.350963493,0.484226878203,4.36170368492e-05,370.554621114,True,False,True,False,True,False,computed,0.8893457174666104,True
P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,408.574656479,0.243547442248,8.65536608509e-05,318.028622224,True,False,False,False,True,False,computed,0.9132631594091344,True
P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,409.380479822,0.571506017722,4.19025576691e-05,383.379922389,True,False,True,False,True,False,computed,0.9261904109523995,True
P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,413.007329362,0.214914258115,4.25156575745e-05,342.625619244,True,False,True,False,True,False,computed,1.0055544106545666,True
P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,413.458184039,0.35207482727,4.49853708666e-05,303.358380963,True,False,True,False,True,False,computed,0.9756254526274936,True
P-420p548248194_VX-0p890019823061_LS-4p2728397196e-05_ST-342p58191385_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p42023950256e-06_H-39de960155,420.548248194,0.890019823061,4.2728397196e-05,342.58191385,True,False,True,False,True,False,computed,0.8978493596465543,True
P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,422.617573631,0.52186874631,4.33544604908e-05,334.849986924,True,False,True,False,True,False,computed,0.9682434279382204,True
P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,423.354289604,0.98992750487,4.35270321082e-05,379.923005206,True,False,True,False,True,False,computed,0.9597183852060147,True
P-426p513929333_VX-0p671876042338_LS-4p21074124626e-05_ST-335p829973615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p18007533983e-06_H-ff013f97fe,426.513929333,0.671876042338,4.21074124626e-05,335.829973615,True,False,True,False,True,False,computed,0.9635610727401249,True
P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,429.223744451,0.993777087019,4.49939505126e-05,337.477091824,True,False,True,False,True,False,computed,0.9387780134982509,True
P-433p517899565_VX-0p4209966739_LS-4p21798941345e-05_ST-396p810205947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1458809302e-05_H-204261a8b1,433.517899565,0.4209966739,4.21798941345e-05,396.810205947,True,False,True,False,True,False,computed,0.9981958775931804,True
P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,435.358668153,0.616312825798,4.12302442682e-05,330.720611029,True,False,True,False,True,False,computed,1.005177264756125,True
P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,438.134561959,0.25154969533,4.05773405909e-05,340.985774893,True,False,True,False,True,False,computed,1.1317683463336083,True
P-440p884222701_VX-0p405879510898_LS-4p4918885946e-05_ST-386p365641032_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18855977537e-05_H-410a3c6302,440.884222701,0.405879510898,4.4918885946e-05,386.365641032,True,False,True,False,True,False,computed,1.034507198905103,True
P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,441.843471056,0.982124766198,4.09875344609e-05,327.495507906,True,False,True,False,True,False,computed,1.0157030321975153,False
P-445p244311553_VX-0p680564934933_LS-4p06442633709e-05_ST-341p721757622_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0884060512e-06_H-c87ffcf9e3,445.244311553,0.680564934933,4.06442633709e-05,341.721757622,True,False,True,False,True,False,computed,1.0615864604412037,True
P-446p579563616_VX-0p74347743801_LS-4p27116473193e-05_ST-393p115972114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p48859044859e-06_H-4a563c0a8f,446.579563616,0.74347743801,4.27116473193e-05,393.115972114,True,False,True,False,True,False,computed,1.1218498091397526,True
P-446p862811862_VX-0p39827443832_LS-4p33402817419e-05_ST-361p067570798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21125539047e-05_H-4b0ba6b8ba,446.862811862,0.39827443832,4.33402817419e-05,361.067570798,True,False,True,False,True,False,computed,1.0938652324246116,True
P-447p413798058_VX-0p91078629156_LS-5p3177056457e-05_ST-328p907838563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p29665482201e-06_H-1553ff852f,447.413798058,0.91078629156,5.3177056457e-05,328.907838563,True,False,False,False,True,False,computed,1.016291731060296,True
P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,449.184068185,0.980953819102,4.30284180995e-05,381.816740361,True,False,True,False,True,False,computed,1.0921691557162692,True
P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,449.762375807,0.721910835583,4.02949716673e-05,312.266645761,True,False,True,False,True,False,computed,1.0545900496428566,True
