experiment_name,folder_name_valid,P,VX,LS,ST,XI,XF,XL,TE,DT,material,folder_hash,partition,P_unit,VX_unit,LS_unit,ST_unit,parameter_values_match_folder_and_partition,parameter_units_match_week6,label_frame_count,frames_csv_row_count,frames_csv_schema_valid,frames_csv_frame_index_valid,frames_csv_timestep_matches_partition_ledger,frames_csv_label_matches_final_label,parameters_path,parameters_sha256,frames_csv_path,frames_csv_sha256
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,True,352.513614722,0.929202686833,7.33895545023e-05,314.010655484,0.0002,0.0014,0.0012,0.0021,5.19167741481e-06,TI64,1553ff852f,new-data,W,m/s,m,K,True,True,404,404,True,True,True,True,P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f/parameters.json,93b92ddffc60cbb5df4bf0d0a8f14f765d087785bc677749eadba29697ce8cd3,P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f/frames.csv,24214e9d428153803723d5f11469f6f0e32fbf7b5e14b32bb91d7305f5ca9047
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,True,353.971838789,0.831374608218,4.0859447809e-05,397.346534493,0.0002,0.0014,0.0012,0.0021,5.80258352291e-06,TI64,eac21b41c2,new-data,W,m/s,m,K,True,True,359,359,True,True,True,True,P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2/parameters.json,120361003a506c3a5e689d1666a4f002c24a9de39767c16920d189ff729b2183,P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2/frames.csv,2ddf07475779c5a5b48c73abf8d1fb2a59071679f018c3cf49b768e85560dd32
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,True,354.619445985,0.364015239092,5.30095356481e-05,318.142674345,0.0002,0.0014,0.0012,0.0021,1.32525237544e-05,TI64,1553ff852f,new-data,W,m/s,m,K,True,True,159,159,True,True,True,True,P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f/parameters.json,2f5ec1b3222cde693c8b157d378e3b63bb32bce8859e10107eb48d28e220c7c7,P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f/frames.csv,c03187243fa64034c2ea986bad8fd43ad4857e172e6531a948ad2711cfeb9e31
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,True,355.313197397,0.977425276438,4.00293473664e-05,317.253821106,0.0002,0.0014,0.0012,0.0021,4.9355390323e-06,TI64,4dbd940f3b,new-data,W,m/s,m,K,True,True,420,420,True,True,True,True,P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b/parameters.json,9ab3df6de429d9a2db9e9427a28b9e687bfb3ab0ea9c8831a7ed60ce240c5b4c,P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b/frames.csv,ddd36601b7eadf2849192bcdca53dec6177ef45e35329cf48025460ea0553b71
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,True,358.08766286,0.398145183006,4.39068251559e-05,301.093308231,0.0002,0.0014,0.0012,0.0021,1.21164861687e-05,TI64,3d091b92d3,new-data,W,m/s,m,K,True,True,173,173,True,True,True,True,P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3/parameters.json,5ff956a8cf04aa3a1ab97dc1238d7507a3ff833ffbcc19c2d44520c1c52e1526,P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3/frames.csv,c935b348f7e064b9d5e40a313e2eaf1a6d01af5937b9f7fd5eb9237ce57fe7fd
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,True,360.567405001,0.20359066256,4.0817768449e-05,337.353350673,0.0002,0.0014,0.0012,0.0021,2.36951957538e-05,TI64,a3855470b8,new-data,W,m/s,m,K,True,True,90,90,True,True,True,True,P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8/parameters.json,cb0064e84796814726d0fe85a35d9df471632f8237895aaeab61319449a40bb3,P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8/frames.csv,378681f723be39ffd32313a101eb4a23091dfdc44bdb78b6bab2ba6dc1695632
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,True,363.673556898,0.448546579177,4.04529881073e-05,391.93586396,0.0002,0.0014,0.0012,0.0021,1.07550047798e-05,TI64,f55fc58583,new-data,W,m/s,m,K,True,True,194,194,True,True,True,True,P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583/parameters.json,3d3e812c1adff6ae044e54e6c43c79c3058d9e2b0c07e4644862e1ae4daa049f,P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583/frames.csv,fcce43c471a92d857a88122b2e135647159189d3fb3bc2296832fd8c5451f531
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,True,364.483174853,0.95103094401,4.26115279421e-05,393.929813999,0.0002,0.0014,0.0012,0.0021,5.07251697056e-06,TI64,1ef68d8f61,new-data,W,m/s,m,K,True,True,410,410,True,True,True,True,P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61/parameters.json,55cab2fbb1d8bba5195c4bd81d0853f68bcd1a175b806e8c4d392f80b1269e18,P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61/frames.csv,b52d6959883c3f47b6c31f7793bb0e3c2a45fab7a8f634975b73e64474bd4dca
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,True,367.938083726,0.695829187084,4.35800266683e-05,364.389584597,0.0002,0.0014,0.0012,0.0021,6.93290924348e-06,TI64,c87ffcf9e3,new-data,W,m/s,m,K,True,True,302,302,True,True,True,True,P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3/parameters.json,36b3eb782f81089129cdb8ab19bee212f3380647aabc838dd399338fec1dc448,P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3/frames.csv,7a0ee06248f3f355f6223326d5c1040197f2506eea5880389101788e70216e76
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,True,369.066732517,0.471239257303,5.48020687799e-05,388.757421411,0.0002,0.0014,0.0012,0.0021,1.02370940626e-05,TI64,1553ff852f,new-data,W,m/s,m,K,True,True,207,207,True,True,True,True,P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f/parameters.json,52dad769af5cf1c1daca583818b1fdc904e2fefe178db86f55c4ba83729ab43c,P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f/frames.csv,50efab6e8d8dd01884306b59b8ceab240d060f817550495ccd0bdd0336e22ae5
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,True,370.938359136,0.662619902131,4.40125404953e-05,395.513826563,0.0002,0.0014,0.0012,0.0021,7.28037384253e-06,TI64,3273b99318,new-data,W,m/s,m,K,True,True,287,287,True,True,True,True,P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318/parameters.json,ea7eb2a0418a21938e0308867931083906db168aec8e360b75d5adb55426dc2b,P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318/frames.csv,11b448d03095b09e353c79e40b535348aa2610759ed12b0a937328e206e230c5
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,True,372.630059968,0.727703112845,4.39975555357e-05,362.949632289,0.0002,0.0014,0.0012,0.0021,6.62924277478e-06,TI64,54d2aec398,new-data,W,m/s,m,K,True,True,317,317,True,True,True,True,P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398/parameters.json,e76cec52126d005e17e0b022408a6e90c1a9aef5fafb5fc8991d11a3654562db,P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398/frames.csv,4d9c02e653a067f9586887680d35326fb059161963cfffbbf2c8fe1b4e27ac8e
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,True,373.935133861,0.314504521571,4.29297292387e-05,349.298273812,0.0002,0.0014,0.0012,0.0021,1.53387956997e-05,TI64,c87ffcf9e3,new-data,W,m/s,m,K,True,True,138,138,True,True,True,True,P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3/parameters.json,754cee84786fa73e33b46f461d44270dd2140f5bb240cd9c3ba83dedc607b3df,P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3/frames.csv,0c05fdb5b5941d4361b72c318a41b063dee8e6d42373ea17ee3d6880d529f4dc
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,True,374.135097027,0.852003077267,4.24872306812e-05,324.485874926,0.0002,0.0014,0.0012,0.0021,5.66209293338e-06,TI64,c87ffcf9e3,new-data,W,m/s,m,K,True,True,368,368,True,True,True,True,P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3/parameters.json,d1dd37681dd78d4556f69d301e4acdd8d777547e6393774157e9d9302689344f,P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3/frames.csv,63d1fbf3a32c17d1ed397f6439182bd1d98b5c7ef94784ac36baecc76f5c71af
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,True,375.190327887,0.471971299611,7.58652830639e-05,330.289975384,0.0002,0.0014,0.0012,0.0021,1.02212160082e-05,TI64,1553ff852f,new-data,W,m/s,m,K,True,True,205,205,True,True,True,True,P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f/parameters.json,5e6da175fafa186d6b3d6f375644cd67de54162fc523458cbbd98891fb7298d6,P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f/frames.csv,0720433743afe90db9dd387e5ac4517f705edcc722fd9f2df63edac11de75c0e
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,True,377.008330657,0.791215989527,4.31405408456e-05,371.11107289,0.0002,0.0014,0.0012,0.0021,6.09709695819e-06,TI64,3d091b92d3,new-data,W,m/s,m,K,True,True,340,340,True,True,True,True,P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3/parameters.json,0c3224287af46dcf7a4765e1817176005ab1cda5e5a12fe8f9c27ff1ecd05325,P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3/frames.csv,4231dbde55809613f1a3871802075af1dff3a88dc1bc4e67418de4d6b578be5d
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,True,377.125910628,0.77115452106,4.31707402483e-05,313.190582012,0.0002,0.0014,0.0012,0.0021,6.25571201526e-06,TI64,8b3ff695c9,new-data,W,m/s,m,K,True,True,336,336,True,True,True,True,P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9/parameters.json,0c3895437156cecd6c1e2f252c3f114bee93f532c7892fe360f753f9f8ea3b9b,P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9/frames.csv,276f19a06c3aa5071617304f586f998ee6079138b6eebaa9b397f96efe576e98
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,True,378.283018896,0.735158781064,4.42419225112e-05,367.022862863,0.0002,0.0014,0.0012,0.0021,6.56201180925e-06,TI64,36d24309a8,new-data,W,m/s,m,K,True,True,321,321,True,True,True,True,P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8/parameters.json,b862eb2f17a53769111ede8fde881d57ecc79bb779b8b85ea83b0e2329bc333c,P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8/frames.csv,0477f1ce764c22d48de4c6ecc40bc28e8e84f4c9df1f2634e73da82e5302e669
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,True,378.699667122,0.273966982762,4.19552514454e-05,349.537322979,0.0002,0.0014,0.0012,0.0021,1.76084014007e-05,TI64,c87ffcf9e3,new-data,W,m/s,m,K,True,True,121,121,True,True,True,True,P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3/parameters.json,5da415bd1f2c6286542f0a53c52aee124f3cf9c1cf022afad3d09dbc66148d46,P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3/frames.csv,fcf7d89efd985c35c9cea3b1e04535eb1069e6b3308022a441ca56d85e236809
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,True,378.895448518,0.547210222693,4.25171421559e-05,392.752580943,0.0002,0.0014,0.0012,0.0021,8.81584517788e-06,TI64,dc75daed1b,new-data,W,m/s,m,K,True,True,238,238,True,True,True,True,P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b/parameters.json,e9fb756d6e597132c18773a85cb6015a230841881fe26e885245a77f6150e834,P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b/frames.csv,df236bd4f42cc3e8308c62a71f9609c6ce31b31db15748720d89cfbb7e15918e
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,True,379.421209359,0.229921993373,5.57538994548e-05,334.989783011,0.0002,0.0014,0.0012,0.0021,2.09815534923e-05,TI64,1553ff852f,new-data,W,m/s,m,K,True,True,102,102,True,True,True,True,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f/parameters.json,dbb73d2e706bec9dcbecddc72b4f64b77626ded5c1dabc91a384d0b7f827b6bb,P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f/frames.csv,48a32ddb59a19471720da658621fb6fc2c3caeeae225e4fd11cfbe8a8e18b3cb
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,True,383.924442814,0.598551929363,4.34843261877e-05,301.171019532,0.0002,0.0014,0.0012,0.0021,8.05965258211e-06,TI64,82800d7335,new-data,W,m/s,m,K,True,True,261,261,True,True,True,True,P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335/parameters.json,fe08d94b7d2b244a796b9fd2258b4112ce0125ec75107a8f533aac76880b0581,P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335/frames.csv,e694fed42757abed15f206249290a609b8aa8a89eed076762101e8a38f6b835f
P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,True,385.522203,0.931994182449,4.05647861864e-05,365.262393292,0.0002,0.0014,0.0012,0.0021,5.17612737704e-06,TI64,3a5de7627d,new-data,W,m/s,m,K,True,True,397,397,True,True,True,True,P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d/parameters.json,edb07a20f2d63a8bf526fec8bf4b431634b02ab3c8009926bceac3acc6793141,P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d/frames.csv,85768848bf4b55e36257366b6f415b3080e65922ebaffd1abeb92bab801a99e4
P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,True,385.792960663,0.466570238049,4.25767555058e-05,363.826454642,0.0002,0.0014,0.0012,0.0021,1.03395377793e-05,TI64,3d091b92d3,new-data,W,m/s,m,K,True,True,203,203,True,True,True,True,P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3/parameters.json,8f99c764672dbd39d5fc42fb8e604d493609717bca4a41f2e063b5a0f7ff10b9,P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3/frames.csv,e33599d6797f9bf3789310ab623d79100d332a00dcb67a9ecf8dcc88b6659422
P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,True,387.363679816,0.298546823055,4.09005526538e-05,395.436254411,0.0002,0.0014,0.0012,0.0021,1.61586733821e-05,TI64,c87ffcf9e3,new-data,W,m/s,m,K,True,True,131,131,True,True,True,True,P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3/parameters.json,24f250363fe58701cf24fabd16f89cb0e0eddb065031be987dc19f6f478c677f,P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3/frames.csv,96cd2d84a0cdad669025767f4d693c1c632d2d1848843e1123d06b14dd5cd4fc
P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,True,389.770210211,0.908238681403,4.3221586392e-05,323.581279452,0.0002,0.0014,0.0012,0.0021,5.31151194261e-06,TI64,8b3ff695c9,new-data,W,m/s,m,K,True,True,393,393,True,True,True,True,P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9/parameters.json,444195587241ac0fde0e830b17bade1ffd26ebc82410b578e85b27e29dcb1693,P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9/frames.csv,0ad166eb9f980cf80db7a1684bbae20bde6b55b5ce052148ef45421c265cae7b
P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,True,391.91054261,0.798138981731,4.10405950637e-05,398.591592241,0.0002,0.0014,0.0012,0.0021,6.04421123819e-06,TI64,eac21b41c2,new-data,W,m/s,m,K,True,True,346,346,True,True,True,True,P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2/parameters.json,a5057630cd406b778b5b66dd545a597db66ff91aec3f3831f56950ac831af513,P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2/frames.csv,461691d728fae0dd95a05c271f54343cc3457bae9086ac5f191570758a89c63f
