severity,issue_type,partition,experiment_name,relative_path,detail
FAIL,missing_expected_file,old-data-local,P-55p2363598851_VX-0p252312006514_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p41059847866e-06_H-fb250c7cf9,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-67p3007401579_VX-0p639039009111_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p92592931724e-06_H-306f9d252b,monitor/time.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-67p3007401579_VX-0p639039009111_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p92592931724e-06_H-306f9d252b,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-77p2146242418_VX-0p855104240805_LS-5p17451748821e-05_ST-369p375740917_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p64155850575e-06_H-f404b6f8f4,monitor/time.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-77p2146242418_VX-0p855104240805_LS-5p17451748821e-05_ST-369p375740917_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p64155850575e-06_H-f404b6f8f4,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-85p9171141482_VX-0p437191097118_LS-7p49853263212e-05_ST-320p146293033_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p10343523343e-05_H-d4c4d1b9c0,monitor/time.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-85p9171141482_VX-0p437191097118_LS-7p49853263212e-05_ST-320p146293033_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p10343523343e-05_H-d4c4d1b9c0,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-90p076179662_VX-0p77719101666_LS-5p40074605054e-05_ST-384p823624425_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p20712347364e-06_H-765e346b33,monitor/time.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-90p076179662_VX-0p77719101666_LS-5p40074605054e-05_ST-384p823624425_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p20712347364e-06_H-765e346b33,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-91p2790923782_VX-0p717805590808_LS-4p80270969425e-05_ST-305p576577078_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72065063966e-06_H-a55a682ac9,monitor/time.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-91p2790923782_VX-0p717805590808_LS-4p80270969425e-05_ST-305p576577078_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72065063966e-06_H-a55a682ac9,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-95p3163706926_VX-0p805137875644_LS-4p85393429372e-05_ST-366p295455669_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p99167018339e-06_H-270d04032e,monitor/time.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-95p3163706926_VX-0p805137875644_LS-4p85393429372e-05_ST-366p295455669_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p99167018339e-06_H-270d04032e,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-99p5435087092_VX-0p559592851831_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p34132747676e-06_H-306f9d252b,monitor/time.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-99p5435087092_VX-0p559592851831_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p34132747676e-06_H-306f9d252b,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-99p7580068976_VX-0p617169232141_LS-5p71058654975e-05_ST-337p763092798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p81652803119e-06_H-765e346b33,monitor/time.dat,Required for Phase 1/2
FAIL,missing_expected_file,old-data-local,P-99p7580068976_VX-0p617169232141_LS-5p71058654975e-05_ST-337p763092798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p81652803119e-06_H-765e346b33,monitor/kinetic-energy_melt.dat,Required for Phase 1/2
