partition,label,frame_count,total_frames,frame_percent,experiment_count,total_experiments,experiment_percent,label_discovered_from_data
new-data,Conduction,17183,45156,38.052529010541235,133,165,80.60606060606061,True
new-data,Forming Phase,7670,45156,16.98556116573656,165,165,100.0,True
new-data,Initial Emptiness,5507,45156,12.195500044290903,165,165,100.0,True
new-data,Keyhole,5851,45156,12.957303569846754,63,165,38.18181818181818,True
new-data,Scanning Stopped,6724,45156,14.890601470457968,100,165,60.60606060606061,True
new-data,Screenshot Bug,734,45156,1.6254761272034723,19,165,11.515151515151516,True
new-data,Solidifying Stopped,1487,45156,3.293028611923111,35,165,21.21212121212121,True
new-data,Unsure,0,45156,0.0,0,165,0.0,True
old-data-local,Conduction,26734,49304,54.22278111309427,178,179,99.44134078212291,True
old-data-local,Forming Phase,7218,49304,14.63978581859484,179,179,100.0,True
old-data-local,Initial Emptiness,5093,49304,10.329790686354048,179,179,100.0,True
old-data-local,Keyhole,596,49304,1.2088268700308291,8,179,4.4692737430167595,True
old-data-local,Scanning Stopped,7146,49304,14.493753042349505,86,179,48.04469273743017,True
old-data-local,Screenshot Bug,0,49304,0.0,0,179,0.0,True
old-data-local,Solidifying Stopped,2515,49304,5.10100600356969,51,179,28.491620111731844,True
old-data-local,Unsure,2,49304,0.004056466006814863,1,179,0.5586592178770949,True
old-data-remote-clean,Conduction,8163,16344,49.94493392070485,62,63,98.41269841269842,True
old-data-remote-clean,Forming Phase,2145,16344,13.124082232011748,63,63,100.0,True
old-data-remote-clean,Initial Emptiness,2107,16344,12.891581008321097,63,63,100.0,True
old-data-remote-clean,Keyhole,253,16344,1.5479686735193343,2,63,3.1746031746031744,True
old-data-remote-clean,Scanning Stopped,2584,16344,15.810083210964269,37,63,58.73015873015873,True
old-data-remote-clean,Screenshot Bug,39,16344,0.23861967694566813,1,63,1.5873015873015872,True
old-data-remote-clean,Solidifying Stopped,1053,16344,6.442731277533039,18,63,28.571428571428573,True
old-data-remote-clean,Unsure,0,16344,0.0,0,63,0.0,True
combined,Conduction,52080,110804,47.00191328832894,373,407,91.64619164619165,True
combined,Forming Phase,17033,110804,15.37218872964875,407,407,100.0,True
combined,Initial Emptiness,12707,110804,11.467997545214974,407,407,100.0,True
combined,Keyhole,6700,110804,6.046713115049998,73,407,17.936117936117935,True
combined,Scanning Stopped,16454,110804,14.849644417169054,223,407,54.79115479115479,True
combined,Screenshot Bug,773,110804,0.6976282444677088,20,407,4.914004914004914,True
combined,Solidifying Stopped,5055,110804,4.562109671131006,104,407,25.552825552825553,True
combined,Unsure,2,110804,0.0018049889895671637,1,407,0.2457002457002457,True
