path,item_type,size_bytes,blob_id,lfs_sha256,xet_hash,last_commit_oid,last_commit_date,classification
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,folder,,,,,a29f704376c4681b7c77929c283776c0fb1fab9d,2026-08-05T22:44:12+00:00,experiment folder
P-148p299467422_VX-0p674162518859_LS-5p7557139752e-05_ST-331p520012414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15572353559e-06_H-e73b90164d,folder,,,,,f1e3be069edc9b943a7145a0d217e6d64da25632,2026-08-05T19:49:17+00:00,experiment folder
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,folder,,,,,d004f4c77038d3d2407ef50c22dd6ae095b8f871,2026-08-05T22:44:50+00:00,experiment folder
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,folder,,,,,150597da376a3aad0a51a75f5975f2736f6bfb94,2026-08-05T22:45:41+00:00,experiment folder
P-149p381043177_VX-0p292260061908_LS-7p79529508561e-05_ST-384p444199936_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p65062601148e-05_H-6464f5e6a2,folder,,,,,4499d627f30d5fec8f997752f104fbb7c35a8cb6,2026-08-05T18:16:46+00:00,experiment folder
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,folder,,,,,aef4ff444d85c187463dd4461bd9870bfb35c171,2026-08-05T22:46:23+00:00,experiment folder
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,folder,,,,,14943037c1429c28fac696748b293365037c5d2a,2026-08-05T22:47:04+00:00,experiment folder
P-150p071418192_VX-0p423845414489_LS-8p67749479825e-05_ST-322p128190627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1381792602e-05_H-2afbe2208b,folder,,,,,97aaca86d354c21e2c67180d2f6734f4879b888c,2026-08-05T19:49:54+00:00,experiment folder
P-150p755371566_VX-0p566215971452_LS-6p88880703989e-05_ST-365p237346809_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p51993028498e-06_H-3a501d5f99,folder,,,,,78986aad6d7f6d38df7ffebd65037c0e9620e084,2026-08-05T18:16:58+00:00,experiment folder
P-150p924001842_VX-0p859014749555_LS-8p54585725094e-05_ST-302p841995718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p6158763345e-06_H-9bd689b964,folder,,,,,d724a2a8f26b6df31bf979f621727ecb12ed116f,2026-08-05T22:48:00+00:00,experiment folder
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,folder,,,,,85e98fee4e5eb48bb7e8d153e8c3c209deaef707,2026-08-05T22:48:33+00:00,experiment folder
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,folder,,,,,8fd9f68db4cc13e1c73d07a252b4fec93e8d7d2d,2026-08-05T22:49:16+00:00,experiment folder
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,folder,,,,,5fa8124dbc2a34563945cc7ddd2d262086667732,2026-08-05T22:49:48+00:00,experiment folder
P-155p08939981_VX-0p967429278716_LS-6p89242148544e-05_ST-322p599938314_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p98653566638e-06_H-765072ed36,folder,,,,,a01aac76a8b669bb10b73cc55fdf3e264c5f3cda,2026-08-05T18:17:17+00:00,experiment folder
P-155p252053768_VX-0p916931554055_LS-7p35634948929e-05_ST-366p816583574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p26115671522e-06_H-1d842653b1,folder,,,,,4a7f36c22d7a05357a4f1cf84eb2b91d6a07b565,2026-08-05T19:50:40+00:00,experiment folder
P-155p56408626_VX-0p882684317254_LS-6p13538276829e-05_ST-315p150952839_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46528414374e-06_H-cda596b3bb,folder,,,,,79eeff34bf8ebecb654166ce54d460eb80e4e802,2026-08-05T22:50:30+00:00,experiment folder
P-155p610380822_VX-0p863747905944_LS-4p82199969556e-05_ST-303p817651114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p58510251639e-06_H-44aa3a8888,folder,,,,,fe90d0aa01b1292d67bc939893e7891aace994eb,2026-08-05T19:51:29+00:00,experiment folder
P-156p536166657_VX-0p9922713524_LS-8p48527663575e-05_ST-399p457924021_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p86169492987e-06_H-17f36d0008,folder,,,,,e664bd04e3f2589807f226a2e746226b13e20ddc,2026-08-05T18:17:38+00:00,experiment folder
P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,folder,,,,,854f2bea8fa3a1b82b6c723e8824b7a8d085225d,2026-08-05T19:52:16+00:00,experiment folder
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,folder,,,,,765a34fb9b3ce4edc9d7f0858d55ce421ccb7cf8,2026-08-05T22:50:54+00:00,experiment folder
P-158p77294915_VX-0p755822601012_LS-5p98686493415e-05_ST-315p3922311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p38260961839e-06_H-0d7d85a8f4,folder,,,,,8298f1ff8a3b532dcd098d9ed3044f32314af209,2026-08-05T22:51:43+00:00,experiment folder
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,folder,,,,,fba5b3468e27446cb9cc571b68956892c07aacba,2026-08-05T23:24:21+00:00,experiment folder
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,folder,,,,,1f3e19687e2908d94300ed0030a2b68a5d37d994,2026-08-05T23:25:28+00:00,experiment folder
P-160p605564338_VX-0p585171267024_LS-4p89218084001e-05_ST-323p833105745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p24394647322e-06_H-0602c4a780,folder,,,,,d8f4ec80f1602119961e1268528063740799a8da,2026-08-05T19:52:59+00:00,experiment folder
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,folder,,,,,0b7289bd0d44b5ab8ad0ab18b877827700e9608a,2026-08-05T23:26:11+00:00,experiment folder
P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,folder,,,,,31b0ea3c3b0cc8463fea1627cd8c6c2b9e21a1d0,2026-08-05T19:53:46+00:00,experiment folder
P-162p201106716_VX-0p908426857038_LS-8p56302518524e-05_ST-395p218711567_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31041169208e-06_H-b41981edcb,folder,,,,,6f495208c572223371e5516c199d3ef75b2355e6,2026-08-05T18:18:00+00:00,experiment folder
P-163p117472792_VX-0p458171151631_LS-7p76324682791e-05_ST-309p146066051_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p05290797682e-05_H-45d75eceb5,folder,,,,,a2eb7c1e98537760abc4db5153d45538f577a2dd,2026-08-05T23:26:53+00:00,experiment folder
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,folder,,,,,f3454a2f341c5767c45f4c2557dd1fd152b90754,2026-08-05T23:27:22+00:00,experiment folder
P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,folder,,,,,5a96e519240934524f2be9af2413dad249f6fb4a,2026-08-05T19:54:33+00:00,experiment folder
P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,folder,,,,,83ddbfc6a5a1fb7d4e5a3e92a4bafe75b2ecc806,2026-08-05T19:55:14+00:00,experiment folder
P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,folder,,,,,71182d9ce02783f7a357be417ae59b3e2c73c367,2026-08-05T19:56:00+00:00,experiment folder
P-165p961555057_VX-0p261983014715_LS-5p47380727674e-05_ST-307p441799119_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p84138678161e-05_H-b41981edcb,folder,,,,,0265877994cd6cbdfc1b027925b04ecc51380daa,2026-08-05T18:18:15+00:00,experiment folder
P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,folder,,,,,669520f0fd01495e1d63ca040c49b924ce1824bc,2026-08-05T19:56:39+00:00,experiment folder
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,folder,,,,,bf9b407087932722a738756ccafe1157be7d8e99,2026-08-05T23:28:20+00:00,experiment folder
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,folder,,,,,df697177cc94852c939ae9a710d9a36f38fb1c6f,2026-08-05T23:28:52+00:00,experiment folder
P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,folder,,,,,65fa842ab81589a66e6eba686501b7e824b72cd3,2026-08-05T19:57:17+00:00,experiment folder
P-167p36850481_VX-0p484912828283_LS-7p82623244153e-05_ST-326p173250025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p94842850435e-06_H-31e40e99ef,folder,,,,,429fcf609fe6b2ea2bfdacc5b7258a9d8e64b8f8,2026-08-05T23:29:34+00:00,experiment folder
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,folder,,,,,efc8228991726b957d8cf4815a97cb0419627469,2026-08-05T23:30:10+00:00,experiment folder
P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,folder,,,,,dfeab83ba96afade2ae238df6c60974fc9e4d7c6,2026-08-05T19:58:00+00:00,experiment folder
P-171p239447318_VX-0p969583751496_LS-7p40725617215e-05_ST-384p912438459_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p97545528746e-06_H-7931c20f4a,folder,,,,,402c6ddb894e4fdc34ca6910ab9f01d873d18eac,2026-08-05T23:30:49+00:00,experiment folder
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,folder,,,,,6cca90320debd00067d7f4a5bbf386fc3e1e059f,2026-08-05T23:31:13+00:00,experiment folder
P-171p793878697_VX-0p802872637148_LS-7p56304072004e-05_ST-389p149112673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p00857518342e-06_H-b41981edcb,folder,,,,,7d6f3fa48e5a00612dabeebf0d258f085b356a67,2026-08-05T18:18:30+00:00,experiment folder
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,folder,,,,,7af421ea71bac7d746e65e80313f1600e958b94b,2026-08-05T23:31:49+00:00,experiment folder
P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,folder,,,,,0fbc1c4512643c364b8b6e887dc443754e0572e3,2026-08-05T19:58:34+00:00,experiment folder
P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,folder,,,,,9fd872ce78f8d2a12617aff6fedc3f7029c8950a,2026-08-05T19:59:20+00:00,experiment folder
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,folder,,,,,48ccfc2ae5bfd725311646246a10125d812cf747,2026-08-05T23:32:34+00:00,experiment folder
P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,folder,,,,,04ab066a50966ed5489fd653bdbe190a47e3ab45,2026-08-05T20:00:06+00:00,experiment folder
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,folder,,,,,8d2a9c5eb329bf27c90cdd8938b4fb3ceebffb58,2026-08-05T23:33:34+00:00,experiment folder
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,folder,,,,,5f78c34bd64696153e2fd6697a43dede653834dc,2026-08-05T23:34:34+00:00,experiment folder
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,folder,,,,,1fd6e26b2b146b40c6ace0ea74bb4d372cd84bfa,2026-08-05T23:35:38+00:00,experiment folder
P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,folder,,,,,85382c4239073468aab8fca67f1bc9135917c6bf,2026-08-05T20:00:52+00:00,experiment folder
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,folder,,,,,eef03d3ff8c28ddb782458a35b900f09597f79d5,2026-08-05T23:36:36+00:00,experiment folder
P-178p179131994_VX-0p674364285322_LS-6p39772031663e-05_ST-392p701744041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15358257846e-06_H-b41981edcb,folder,,,,,5720f7f97f9e7a3c13120a60d9e36d466114ae53,2026-08-05T18:18:50+00:00,experiment folder
P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,folder,,,,,179f97f3960e1e626d2fe5b49720c907c1a3ea70,2026-08-05T23:37:32+00:00,experiment folder
P-180p4231768_VX-0p853402947533_LS-8p92029044014e-05_ST-332p421625378_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p65280518067e-06_H-0b12abf205,folder,,,,,f0202c91f3bad5231cea657812f67a42686e5526,2026-08-05T18:19:09+00:00,experiment folder
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,folder,,,,,a09be43df90d7d0b0d0c19410aa6cfd5a91035a2,2026-08-05T23:38:21+00:00,experiment folder
P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,folder,,,,,bd30aeb32db8e5134768bc63dc94119a233e4cc2,2026-08-05T23:39:32+00:00,experiment folder
P-181p628478787_VX-0p952936233186_LS-6p91719476824e-05_ST-399p362560559_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06237504149e-06_H-2ecbc85805,folder,,,,,5e825a65752ab697f06086370d74e4b71b7a1b30,2026-08-05T18:19:31+00:00,experiment folder
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,folder,,,,,be1e3fe8b336b37bce4eb556742bdf8c259ee104,2026-08-05T23:40:13+00:00,experiment folder
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,folder,,,,,585e342ccbe67d9419f1a3f9fa446af1b26f2eef,2026-08-05T23:41:16+00:00,experiment folder
P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,folder,,,,,788370446d565530b334eb85df23f5141d30b49b,2026-08-05T23:42:09+00:00,experiment folder
P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,folder,,,,,b3c65a70d0ba5be48c00cc73e6436829f57572c1,2026-08-05T20:01:36+00:00,experiment folder
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,folder,,,,,3c96ba66c050f46952623e14cd5f8debaa007b1f,2026-08-05T23:42:48+00:00,experiment folder
P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,folder,,,,,d65abe73a8724df51e99e583aa1ef4ebf73534e2,2026-08-05T23:43:26+00:00,experiment folder
P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,folder,,,,,da28192f89ef3e1083f429e70f2943fcb38b648e,2026-08-05T20:02:26+00:00,experiment folder
P-188p623199531_VX-0p253450423389_LS-5p98563054886e-05_ST-373p9812389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p90337839587e-05_H-b41981edcb,folder,,,,,742950dac03c0a490f9d567c4be0a9ac90041e95,2026-08-05T18:19:51+00:00,experiment folder
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,folder,,,,,552488a32e9c59af0df801acc38d9037413eb2ff,2026-08-05T23:43:56+00:00,experiment folder
P-189p966894809_VX-0p644468304217_LS-6p74843907822e-05_ST-388p1301819_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p48542724514e-06_H-851e5d4577,folder,,,,,dc9fb99867f7ba69e85b9dc9db039cdf2ef8aa48,2026-08-05T18:20:04+00:00,experiment folder
P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,folder,,,,,2250902227ba5ef253f6b3199cb7975c22b87bf6,2026-08-05T23:44:48+00:00,experiment folder
P-191p425479448_VX-0p407642571095_LS-6p68635438353e-05_ST-376p486404344_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18341923663e-05_H-9a0fcdd2aa,folder,,,,,67813bf5cdaf80867fc69c91d7cd8c726c084f05,2026-08-05T18:20:20+00:00,experiment folder
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,folder,,,,,2cc7b8e7937a27ee0b62e914ef18330e89ff788f,2026-08-05T23:45:29+00:00,experiment folder
P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,folder,,,,,44029c85ac549f63e9874b1b5675cf5ca7f67714,2026-08-05T23:46:22+00:00,experiment folder
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,folder,,,,,f791fc84a04f16142a4278a8c5f0ac7909d8767a,2026-08-05T23:47:06+00:00,experiment folder
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,folder,,,,,b882a0e33b6502b7f0e38a2b77ed6d9d03e6629a,2026-08-05T23:48:28+00:00,experiment folder
P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,folder,,,,,08bc11757651aa8eb5957e2550a2e739c0e1053c,2026-08-05T23:49:45+00:00,experiment folder
P-194p299416559_VX-0p806548050335_LS-7p3474496565e-05_ST-381p946978961_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p98119430208e-06_H-b41981edcb,folder,,,,,6c1c83256a8e2856dbdfadaed5230163d0ae81fa,2026-08-05T18:20:36+00:00,experiment folder
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,folder,,,,,a1fcf9867cedc2969f421b4da90494d2dff50218,2026-08-05T23:50:51+00:00,experiment folder
P-196p499083559_VX-0p373706074139_LS-6p49065899682e-05_ST-353p001345311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p290886324e-05_H-b789300819,folder,,,,,f95d809e366d46d98693ca55d0f4c41e1ac1bd2f,2026-08-05T18:20:56+00:00,experiment folder
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,folder,,,,,50e65d6d53157f55c3c81c25b1f94e07515bb5a5,2026-08-05T23:52:11+00:00,experiment folder
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,folder,,,,,c6eddb6da2c3d475160105d7b5be32281b9f033b,2026-08-05T23:53:25+00:00,experiment folder
P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,folder,,,,,c71d656dbf6f23e398ae867e64560cde0dbcfeea,2026-08-05T20:03:13+00:00,experiment folder
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,folder,,,,,53ee58b5023b1a54fa1ff76903e3a50cd918ef10,2026-08-05T23:55:22+00:00,experiment folder
P-199p092557979_VX-0p316505824784_LS-5p93128195415e-05_ST-330p512210532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p52418067071e-05_H-8bf1b39107,folder,,,,,0e723607d20bad19ecb55f39da26a53f85f77030,2026-08-05T18:21:09+00:00,experiment folder
P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,folder,,,,,c8332db2b4d9e6f7d510ce8a657488bec5954aed,2026-08-05T20:03:53+00:00,experiment folder
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,folder,,,,,63b6eb368d520ae907c298f5678dc56488a4318f,2026-08-05T23:56:29+00:00,experiment folder
P-202p623346674_VX-0p47308497906_LS-5p69403778977e-05_ST-355p073751689_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01971544575e-05_H-b41981edcb,folder,,,,,8aefc3908a07e23ba024c6d60698a199a71e2281,2026-08-05T18:21:22+00:00,experiment folder
P-202p894942483_VX-0p693798608043_LS-7p43333938026e-05_ST-353p442501329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95320017522e-06_H-4852b0403a,folder,,,,,5fb0879513576a8d3cc17c7ffc9dce2b3755b71c,2026-08-05T23:58:48+00:00,experiment folder
