extension,file_count,total_size_bytes,total_size_GiB
.png,332412,1167930008.0,1.0877195820212364
.dat,12021,22069129232.0,20.553478255867958
.gif,1221,764584308.0,0.712074626237154
.csv,410,41010545.0,0.03819404635578394
.json,407,120566.0,0.00011228583753108978
[none],1,2646.0,2.464279532432556e-06
