feature,unit,week6_min,week6_max,sph_v2_new_data_min,sph_v2_new_data_max,minimum_shift,maximum_shift,range_expansion_below_week6,range_expansion_above_week6,overlap_min,overlap_max,overlap_width,week6_range_width,new_range_width
P,W,52.5445860993,248.695097131,102.928146519,449.762375807,50.3835604197,201.067278676,0.0,201.067278676,102.928146519,248.695097131,145.76695061200002,196.1505110317,346.834229288
VX,m/s,0.201002332148,0.998321353283,0.20359066256,0.993777087019,0.0025883304119999895,-0.004544266263999952,0.0,0.0,0.20359066256,0.993777087019,0.790186424459,0.797319021135,0.790186424459
LS,m,4.5e-05,8.97039861056e-05,4.00293473664e-05,8.87652204691e-05,-4.970652633600003e-06,-9.387656364999973e-07,4.970652633600003e-06,0.0,4.5e-05,8.87652204691e-05,4.37652204691e-05,4.4703986105599997e-05,4.87358731027e-05
ST,K,300.0,399.457924021,300.218383071,399.817710522,0.2183830710000052,0.3597865010000305,0.0,0.3597865010000305,300.218383071,399.457924021,99.23954094999999,99.457924021,99.59932745100002
