simulation_id,numeric_simulation_id,relative_path,present_in_primary_hfapi_enumeration,present_in_http_enumeration,recursive_enumeration_method,recursive_pages_consumed,recursive_page_count_interpretation,pagination_complete,recursive_item_count,file_count,nested_folder_count
sim_00220,220,final_data_processed/sim_00220,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1190,1185,5
sim_00221,221,final_data_processed/sim_00221,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1322,1317,5
sim_00222,222,final_data_processed/sim_00222,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,791,786,5
sim_00223,223,final_data_processed/sim_00223,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,365,360,5
sim_00224,224,final_data_processed/sim_00224,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,788,783,5
sim_00225,225,final_data_processed/sim_00225,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,554,549,5
sim_00226,226,final_data_processed/sim_00226,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,581,576,5
sim_00227,227,final_data_processed/sim_00227,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1178,1173,5
sim_00228,228,final_data_processed/sim_00228,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,866,861,5
sim_00229,229,final_data_processed/sim_00229,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,809,804,5
sim_00230,230,final_data_processed/sim_00230,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,521,516,5
sim_00231,231,final_data_processed/sim_00231,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1316,1311,5
sim_00232,232,final_data_processed/sim_00232,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,986,981,5
sim_00233,233,final_data_processed/sim_00233,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1226,1221,5
sim_00234,234,final_data_processed/sim_00234,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,923,918,5
sim_00235,235,final_data_processed/sim_00235,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1028,1023,5
sim_00236,236,final_data_processed/sim_00236,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,566,561,5
sim_00237,237,final_data_processed/sim_00237,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,671,666,5
sim_00238,238,final_data_processed/sim_00238,True,True,explicit_http_limit_1000_all_next_pages,1,exact explicit HTTP page count,True,599,594,5
sim_00239,239,final_data_processed/sim_00239,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1217,1212,5
sim_00240,240,final_data_processed/sim_00240,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1031,1026,5
sim_00241,241,final_data_processed/sim_00241,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1088,1083,5
sim_00242,242,final_data_processed/sim_00242,True,True,explicit_http_limit_1000_all_next_pages,2,exact explicit HTTP page count,True,1217,1212,5
