population,arm,budget,metric,mean,ci_lower,ci_upper,maximum_repeat
main_364,P2_MONO_BISECTION_M3,40,inferred_N,264.2,260.59875,267.7,278.0
main_364,P2_MONO_BISECTION_M3,40,wrong_inferred_N,1.25,0.8,1.7,3.0
main_364,P2_MONO_BISECTION_M3,40,wrong_inference_rate_among_inferred,0.004706714181291257,0.0030916821246652925,0.006250610436679776,0.011194029850746268
main_364,P2_MONO_BISECTION_M3,40,wrong_inference_rate_population,0.0034340659340659336,0.002197802197802198,0.004670329670329669,0.008241758241758242
main_364,P2_MONO_BISECTION_M3,40,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
main_364,P2_MONO_BISECTION_M3,40,wrong_inferred_C_as_KH_N,0.35,0.15,0.55,1.0
main_364,P2_MONO_BISECTION_M3,40,conflicted_N,0.0,0.0,0.0,0.0
main_364,P2_MONO_BISECTION_M3,40,structural_coverage,0.8357142857142857,0.8256868131868134,0.8451923076923077,0.8736263736263736
main_364,P2_MONO_BISECTION_M3,40,correct_structural_resolution,0.8322802197802197,0.8222527472527472,0.8414835164835164,0.8681318681318682
main_364,P2_MONO_BISECTION_M3,60,inferred_N,278.95,277.25,280.55,284.0
main_364,P2_MONO_BISECTION_M3,60,wrong_inferred_N,1.85,1.45,2.25,3.0
main_364,P2_MONO_BISECTION_M3,60,wrong_inference_rate_among_inferred,0.006600570719636402,0.005209359244275947,0.007998945226773968,0.010676156583629894
main_364,P2_MONO_BISECTION_M3,60,wrong_inference_rate_population,0.005082417582417583,0.003983516483516484,0.006181318681318682,0.008241758241758242
main_364,P2_MONO_BISECTION_M3,60,wrong_inferred_KH_as_C_N,1.4,0.95,1.85,3.0
main_364,P2_MONO_BISECTION_M3,60,wrong_inferred_C_as_KH_N,0.45,0.25,0.65,1.0
main_364,P2_MONO_BISECTION_M3,60,conflicted_N,0.0,0.0,0.0,0.0
main_364,P2_MONO_BISECTION_M3,60,structural_coverage,0.9311813186813186,0.9265109890109888,0.9355769230769232,0.945054945054945
main_364,P2_MONO_BISECTION_M3,60,correct_structural_resolution,0.9260989010989011,0.9221153846153847,0.9298076923076921,0.9368131868131868
main_364,P2_MONO_BISECTION_M3,80,inferred_N,279.85,278.4,281.2,284.0
main_364,P2_MONO_BISECTION_M3,80,wrong_inferred_N,2.45,2.25,2.65,3.0
main_364,P2_MONO_BISECTION_M3,80,wrong_inference_rate_among_inferred,0.008744710224947053,0.008036938504624164,0.009459072345973527,0.01079136690647482
main_364,P2_MONO_BISECTION_M3,80,wrong_inference_rate_population,0.006730769230769232,0.00618131868131868,0.00728021978021978,0.008241758241758242
main_364,P2_MONO_BISECTION_M3,80,wrong_inferred_KH_as_C_N,1.5,1.0,2.0,3.0
main_364,P2_MONO_BISECTION_M3,80,wrong_inferred_C_as_KH_N,0.95,0.65,1.3,2.0
main_364,P2_MONO_BISECTION_M3,80,conflicted_N,0.0,0.0,0.0,0.0
main_364,P2_MONO_BISECTION_M3,80,structural_coverage,0.9885989010989011,0.9846153846153847,0.9923076923076923,1.0
main_364,P2_MONO_BISECTION_M3,80,correct_structural_resolution,0.9818681318681317,0.9781593406593405,0.9853021978021979,0.9917582417582418
main_364,P2_MONO_BISECTION_M3,120,inferred_N,279.85,278.4,281.2,284.0
main_364,P2_MONO_BISECTION_M3,120,wrong_inferred_N,2.45,2.25,2.65,3.0
main_364,P2_MONO_BISECTION_M3,120,wrong_inference_rate_among_inferred,0.008744710224947053,0.008034559961525484,0.009456647722853491,0.01079136690647482
main_364,P2_MONO_BISECTION_M3,120,wrong_inference_rate_population,0.006730769230769232,0.00618131868131868,0.00728021978021978,0.008241758241758242
main_364,P2_MONO_BISECTION_M3,120,wrong_inferred_KH_as_C_N,1.5,1.0,2.0,3.0
main_364,P2_MONO_BISECTION_M3,120,wrong_inferred_C_as_KH_N,0.95,0.65,1.3,2.0
main_364,P2_MONO_BISECTION_M3,120,conflicted_N,0.0,0.0,0.0,0.0
main_364,P2_MONO_BISECTION_M3,120,structural_coverage,1.0,1.0,1.0,1.0
main_364,P2_MONO_BISECTION_M3,120,correct_structural_resolution,0.9932692307692307,0.9927197802197801,0.9938186813186818,0.9945054945054945
main_364,P3_MONO_EXPECTED_GAIN_M3,16,inferred_N,135.2,121.7,148.3,198.0
main_364,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inferred_N,0.9,0.5,1.3,2.0
main_364,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inference_rate_among_inferred,0.006252148709599807,0.0031288673393350956,0.009583476683147402,0.022727272727272728
main_364,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inference_rate_population,0.002472527472527473,0.0013736263736263735,0.0035714285714285713,0.005494505494505495
main_364,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
main_364,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inferred_C_as_KH_N,0.0,0.0,0.0,0.0
main_364,P3_MONO_EXPECTED_GAIN_M3,16,conflicted_N,0.0,0.0,0.0,0.0
main_364,P3_MONO_EXPECTED_GAIN_M3,16,structural_coverage,0.41538461538461535,0.37815934065934065,0.45233859890109895,0.5879120879120879
main_364,P3_MONO_EXPECTED_GAIN_M3,16,correct_structural_resolution,0.4129120879120879,0.3762362637362638,0.44835164835164837,0.5824175824175825
main_364,P3_MONO_EXPECTED_GAIN_M3,24,inferred_N,216.45,206.74875,225.55124999999998,251.0
main_364,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inferred_N,1.05,0.6,1.5,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inference_rate_among_inferred,0.004693563644245055,0.0027351381715759447,0.006689054628458691,0.012295081967213115
main_364,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inference_rate_population,0.0028846153846153848,0.0016483516483516484,0.004120879120879121,0.008241758241758242
main_364,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inferred_KH_as_C_N,1.0,0.55,1.45,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inferred_C_as_KH_N,0.05,0.0,0.15,1.0
main_364,P3_MONO_EXPECTED_GAIN_M3,24,conflicted_N,0.0,0.0,0.0,0.0
main_364,P3_MONO_EXPECTED_GAIN_M3,24,structural_coverage,0.6605769230769231,0.6336538461538461,0.6864045329670332,0.7554945054945055
main_364,P3_MONO_EXPECTED_GAIN_M3,24,correct_structural_resolution,0.6576923076923077,0.6315934065934066,0.6824175824175824,0.7554945054945055
main_364,P3_MONO_EXPECTED_GAIN_M3,40,inferred_N,278.9,276.65,280.95,285.0
main_364,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inferred_N,1.9,1.5,2.3,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inference_rate_among_inferred,0.006782154302120136,0.005355392878535989,0.008210853568896575,0.01079136690647482
main_364,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inference_rate_population,0.00521978021978022,0.004120879120879122,0.00631868131868132,0.008241758241758242
main_364,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inferred_KH_as_C_N,1.85,1.4,2.3,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inferred_C_as_KH_N,0.05,0.0,0.15,1.0
main_364,P3_MONO_EXPECTED_GAIN_M3,40,conflicted_N,0.0,0.0,0.0,0.0
main_364,P3_MONO_EXPECTED_GAIN_M3,40,structural_coverage,0.8760989010989011,0.8697802197802197,0.8815934065934066,0.8928571428571429
main_364,P3_MONO_EXPECTED_GAIN_M3,40,correct_structural_resolution,0.870879120879121,0.8651098901098901,0.8758241758241759,0.8873626373626373
main_364,P3_MONO_EXPECTED_GAIN_M3,60,inferred_N,284.9,283.8,285.95,288.0
main_364,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inferred_N,2.45,2.25,2.65,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inference_rate_among_inferred,0.008601448759898784,0.007882233423229655,0.009327328918004167,0.010714285714285714
main_364,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inference_rate_population,0.006730769230769232,0.00618131868131868,0.007283653846153798,0.008241758241758242
main_364,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inferred_KH_as_C_N,1.85,1.4,2.3,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inferred_C_as_KH_N,0.6,0.35,0.85,2.0
main_364,P3_MONO_EXPECTED_GAIN_M3,60,conflicted_N,0.0,0.0,0.0,0.0
main_364,P3_MONO_EXPECTED_GAIN_M3,60,structural_coverage,0.9475274725274726,0.9445054945054945,0.9504120879120878,0.9560439560439561
main_364,P3_MONO_EXPECTED_GAIN_M3,60,correct_structural_resolution,0.9407967032967033,0.9376373626373626,0.9438186813186812,0.9505494505494505
main_364,P3_MONO_EXPECTED_GAIN_M3,80,inferred_N,285.1,284.15,286.05,288.0
main_364,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inferred_N,2.45,2.25,2.65,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inference_rate_among_inferred,0.008595147749776384,0.007871203082899682,0.009321862953627356,0.010676156583629894
main_364,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inference_rate_population,0.006730769230769232,0.00618131868131868,0.00728021978021978,0.008241758241758242
main_364,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inferred_KH_as_C_N,1.85,1.4,2.3,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inferred_C_as_KH_N,0.6,0.35,0.85,2.0
main_364,P3_MONO_EXPECTED_GAIN_M3,80,conflicted_N,0.0,0.0,0.0,0.0
main_364,P3_MONO_EXPECTED_GAIN_M3,80,structural_coverage,0.9989010989010989,0.9978021978021978,0.9997252747252748,1.0
main_364,P3_MONO_EXPECTED_GAIN_M3,80,correct_structural_resolution,0.9921703296703296,0.9909340659340657,0.993269230769231,0.9945054945054945
main_364,P3_MONO_EXPECTED_GAIN_M3,120,inferred_N,285.1,284.15,286.05,288.0
main_364,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inferred_N,2.45,2.25,2.65,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inference_rate_among_inferred,0.008595147749776384,0.007877181958765798,0.009332689908249548,0.010676156583629894
main_364,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inference_rate_population,0.006730769230769232,0.00618131868131868,0.00728021978021978,0.008241758241758242
main_364,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inferred_KH_as_C_N,1.85,1.4,2.3,3.0
main_364,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inferred_C_as_KH_N,0.6,0.35,0.85,2.0
main_364,P3_MONO_EXPECTED_GAIN_M3,120,conflicted_N,0.0,0.0,0.0,0.0
main_364,P3_MONO_EXPECTED_GAIN_M3,120,structural_coverage,1.0,1.0,1.0,1.0
main_364,P3_MONO_EXPECTED_GAIN_M3,120,correct_structural_resolution,0.9932692307692307,0.9927197802197801,0.9938186813186818,0.9945054945054945
