population,repeat,arm,correct_resolution_threshold,error_cap,reached,first_true_query_budget,wrong_inference_rate_at_hit
main_364,7,P1_M3_MARGIN_MONO,0.8,0.01,False,,
main_364,7,P1_M3_MARGIN_MONO,0.9,0.01,False,,
main_364,7,P1_M3_MARGIN_MONO,0.95,0.01,False,,
main_364,7,P2_MONO_BISECTION_M3,0.8,0.01,True,38.0,0.007751937984496124
main_364,7,P2_MONO_BISECTION_M3,0.9,0.01,True,56.0,0.007272727272727273
main_364,7,P2_MONO_BISECTION_M3,0.95,0.01,False,,
main_364,7,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,False,,
main_364,7,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,False,,
main_364,7,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,False,,
main_364,8,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,8,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,8,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,8,P1_M3_MARGIN_MONO,0.8,0.01,True,34.0,0.0038022813688212928
main_364,8,P1_M3_MARGIN_MONO,0.9,0.01,True,52.0,0.0036101083032490976
main_364,8,P1_M3_MARGIN_MONO,0.95,0.01,True,65.0,0.007067137809187279
main_364,8,P2_MONO_BISECTION_M3,0.8,0.01,True,39.0,0.0
main_364,8,P2_MONO_BISECTION_M3,0.9,0.01,True,57.0,0.0
main_364,8,P2_MONO_BISECTION_M3,0.95,0.01,True,72.0,0.007246376811594203
main_364,8,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,33.0,0.003787878787878788
main_364,8,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,True,46.0,0.0035335689045936395
main_364,8,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,True,64.0,0.007042253521126761
main_364,9,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,9,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,9,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,9,P1_M3_MARGIN_MONO,0.8,0.01,False,,
main_364,9,P1_M3_MARGIN_MONO,0.9,0.01,False,,
main_364,9,P1_M3_MARGIN_MONO,0.95,0.01,False,,
main_364,9,P2_MONO_BISECTION_M3,0.8,0.01,True,39.0,0.007782101167315175
main_364,9,P2_MONO_BISECTION_M3,0.9,0.01,True,55.0,0.007272727272727273
main_364,9,P2_MONO_BISECTION_M3,0.95,0.01,False,,
main_364,9,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,False,,
main_364,9,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,False,,
main_364,9,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,False,,
main_364,10,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,10,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,10,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,10,P1_M3_MARGIN_MONO,0.8,0.01,False,,
main_364,10,P1_M3_MARGIN_MONO,0.9,0.01,False,,
main_364,10,P1_M3_MARGIN_MONO,0.95,0.01,False,,
main_364,10,P2_MONO_BISECTION_M3,0.8,0.01,True,34.0,0.0
main_364,10,P2_MONO_BISECTION_M3,0.9,0.01,True,52.0,0.0
main_364,10,P2_MONO_BISECTION_M3,0.95,0.01,True,68.0,0.007142857142857143
main_364,10,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,34.0,0.0038314176245210726
main_364,10,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,True,48.0,0.0035587188612099642
main_364,10,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,True,65.0,0.007067137809187279
main_364,11,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,11,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,11,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,11,P1_M3_MARGIN_MONO,0.8,0.01,True,33.0,0.0076045627376425855
main_364,11,P1_M3_MARGIN_MONO,0.9,0.01,False,,
main_364,11,P1_M3_MARGIN_MONO,0.95,0.01,False,,
main_364,11,P2_MONO_BISECTION_M3,0.8,0.01,True,33.0,0.0
main_364,11,P2_MONO_BISECTION_M3,0.9,0.01,True,52.0,0.0
main_364,11,P2_MONO_BISECTION_M3,0.95,0.01,True,69.0,0.007168458781362007
main_364,11,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,31.0,0.003816793893129771
main_364,11,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,True,47.0,0.0035460992907801418
main_364,11,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,True,64.0,0.007042253521126761
main_364,12,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,12,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,12,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,12,P1_M3_MARGIN_MONO,0.8,0.01,False,,
main_364,12,P1_M3_MARGIN_MONO,0.9,0.01,False,,
main_364,12,P1_M3_MARGIN_MONO,0.95,0.01,False,,
main_364,12,P2_MONO_BISECTION_M3,0.8,0.01,False,,
main_364,12,P2_MONO_BISECTION_M3,0.9,0.01,False,,
main_364,12,P2_MONO_BISECTION_M3,0.95,0.01,False,,
main_364,12,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,False,,
main_364,12,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,False,,
main_364,12,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,False,,
main_364,13,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,13,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,13,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,13,P1_M3_MARGIN_MONO,0.8,0.01,True,36.0,0.003875968992248062
main_364,13,P1_M3_MARGIN_MONO,0.9,0.01,True,48.0,0.0035587188612099642
main_364,13,P1_M3_MARGIN_MONO,0.95,0.01,True,62.0,0.006993006993006993
main_364,13,P2_MONO_BISECTION_M3,0.8,0.01,True,34.0,0.0038314176245210726
main_364,13,P2_MONO_BISECTION_M3,0.9,0.01,True,52.0,0.0035842293906810036
main_364,13,P2_MONO_BISECTION_M3,0.95,0.01,True,66.0,0.0070921985815602835
main_364,13,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,31.0,0.0038022813688212928
main_364,13,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,True,44.0,0.0035087719298245615
main_364,13,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,True,60.0,0.006944444444444444
main_364,14,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,14,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,14,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,14,P1_M3_MARGIN_MONO,0.8,0.01,True,32.0,0.003787878787878788
main_364,14,P1_M3_MARGIN_MONO,0.9,0.01,True,50.0,0.0035842293906810036
main_364,14,P1_M3_MARGIN_MONO,0.95,0.01,True,63.0,0.007017543859649123
main_364,14,P2_MONO_BISECTION_M3,0.8,0.01,True,32.0,0.0
main_364,14,P2_MONO_BISECTION_M3,0.9,0.01,True,49.0,0.0
main_364,14,P2_MONO_BISECTION_M3,0.95,0.01,True,66.0,0.0070921985815602835
main_364,14,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,32.0,0.0038314176245210726
main_364,14,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,True,45.0,0.0035211267605633804
main_364,14,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,True,62.0,0.006993006993006993
main_364,15,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,15,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,15,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,15,P1_M3_MARGIN_MONO,0.8,0.01,False,,
main_364,15,P1_M3_MARGIN_MONO,0.9,0.01,False,,
main_364,15,P1_M3_MARGIN_MONO,0.95,0.01,False,,
main_364,15,P2_MONO_BISECTION_M3,0.8,0.01,True,33.0,0.007662835249042145
main_364,15,P2_MONO_BISECTION_M3,0.9,0.01,True,52.0,0.007194244604316547
main_364,15,P2_MONO_BISECTION_M3,0.95,0.01,False,,
main_364,15,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,32.0,0.007575757575757576
main_364,15,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,False,,
main_364,15,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,False,,
main_364,16,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,16,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,16,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,16,P1_M3_MARGIN_MONO,0.8,0.01,True,36.0,0.0038314176245210726
main_364,16,P1_M3_MARGIN_MONO,0.9,0.01,True,50.0,0.0035842293906810036
main_364,16,P1_M3_MARGIN_MONO,0.95,0.01,True,63.0,0.007017543859649123
main_364,16,P2_MONO_BISECTION_M3,0.8,0.01,True,41.0,0.003968253968253968
main_364,16,P2_MONO_BISECTION_M3,0.9,0.01,True,58.0,0.0036900369003690036
main_364,16,P2_MONO_BISECTION_M3,0.95,0.01,True,74.0,0.0072992700729927005
main_364,16,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,37.0,0.0038910505836575876
main_364,16,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,True,51.0,0.0035842293906810036
main_364,16,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,True,66.0,0.0070921985815602835
main_364,17,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,17,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,17,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,17,P1_M3_MARGIN_MONO,0.8,0.01,False,,
main_364,17,P1_M3_MARGIN_MONO,0.9,0.01,False,,
main_364,17,P1_M3_MARGIN_MONO,0.95,0.01,False,,
main_364,17,P2_MONO_BISECTION_M3,0.8,0.01,True,39.0,0.0078125
main_364,17,P2_MONO_BISECTION_M3,0.9,0.01,True,54.0,0.007246376811594203
main_364,17,P2_MONO_BISECTION_M3,0.95,0.01,False,,
main_364,17,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,31.0,0.0076045627376425855
main_364,17,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,False,,
main_364,17,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,False,,
main_364,18,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,18,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,18,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,18,P1_M3_MARGIN_MONO,0.8,0.01,True,33.0,0.0038022813688212928
main_364,18,P1_M3_MARGIN_MONO,0.9,0.01,True,51.0,0.0035971223021582736
main_364,18,P1_M3_MARGIN_MONO,0.95,0.01,True,64.0,0.007042253521126761
main_364,18,P2_MONO_BISECTION_M3,0.8,0.01,True,37.0,0.0038910505836575876
main_364,18,P2_MONO_BISECTION_M3,0.9,0.01,True,54.0,0.0036231884057971015
main_364,18,P2_MONO_BISECTION_M3,0.95,0.01,True,69.0,0.007168458781362007
main_364,18,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,34.0,0.003745318352059925
main_364,18,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,True,45.0,0.0035087719298245615
main_364,18,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,True,61.0,0.006968641114982578
main_364,19,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,19,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,19,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,19,P1_M3_MARGIN_MONO,0.8,0.01,True,34.0,0.007692307692307693
main_364,19,P1_M3_MARGIN_MONO,0.9,0.01,False,,
main_364,19,P1_M3_MARGIN_MONO,0.95,0.01,False,,
main_364,19,P2_MONO_BISECTION_M3,0.8,0.01,True,32.0,0.007575757575757576
main_364,19,P2_MONO_BISECTION_M3,0.9,0.01,True,51.0,0.007142857142857143
main_364,19,P2_MONO_BISECTION_M3,0.95,0.01,False,,
main_364,19,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,31.0,0.007575757575757576
main_364,19,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,False,,
main_364,19,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,False,,
main_364,20,P0_M3_MARGIN_STANDARD,0.8,0.01,False,,
main_364,20,P0_M3_MARGIN_STANDARD,0.9,0.01,False,,
main_364,20,P0_M3_MARGIN_STANDARD,0.95,0.01,False,,
main_364,20,P1_M3_MARGIN_MONO,0.8,0.01,True,30.0,0.003787878787878788
main_364,20,P1_M3_MARGIN_MONO,0.9,0.01,True,51.0,0.0035842293906810036
main_364,20,P1_M3_MARGIN_MONO,0.95,0.01,True,64.0,0.007042253521126761
main_364,20,P2_MONO_BISECTION_M3,0.8,0.01,True,35.0,0.0
main_364,20,P2_MONO_BISECTION_M3,0.9,0.01,True,53.0,0.0
main_364,20,P2_MONO_BISECTION_M3,0.95,0.01,True,68.0,0.007142857142857143
main_364,20,P3_MONO_EXPECTED_GAIN_M3,0.8,0.01,True,31.0,0.003816793893129771
main_364,20,P3_MONO_EXPECTED_GAIN_M3,0.9,0.01,True,47.0,0.0035460992907801418
main_364,20,P3_MONO_EXPECTED_GAIN_M3,0.95,0.01,True,63.0,0.007017543859649123
