population,repeat,arm,subset,metric,AULC_16_120
full_405,14,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9738063932595179
full_405,14,P2_MONO_BISECTION_M3,q20,accuracy,0.9484134615384616
full_405,14,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9439734536964101
full_405,14,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9298124999999998
full_405,14,P2_MONO_BISECTION_M3,q30,accuracy,0.9614999999999999
full_405,14,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9567938700899756
full_405,14,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9445505414724161
full_405,14,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.943045814479638
full_405,14,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9448798479165063
full_405,14,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9590981379731377
full_405,14,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9565423076923076
full_405,14,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.959330555241703
full_405,14,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9683430024836273
full_405,15,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9671804298642535
full_405,15,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9622528368399763
full_405,15,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9440994162087912
full_405,15,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9762557692307693
full_405,15,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9698497017917433
full_405,15,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9525161487817738
full_405,15,P1_M3_MARGIN_MONO,q20,accuracy,0.9373727375565613
full_405,15,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.92089342801963
full_405,15,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8615673458485956
full_405,15,P1_M3_MARGIN_MONO,q30,accuracy,0.9559865384615382
full_405,15,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9375767796244714
full_405,15,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8880851093351094
full_405,15,P2_MONO_BISECTION_M3,q20,accuracy,0.9291826923076923
full_405,15,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9129796525589797
full_405,15,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8526090697496949
full_405,15,P2_MONO_BISECTION_M3,q30,accuracy,0.9495750000000002
full_405,15,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9301170972841164
full_405,15,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8771925244893995
full_405,15,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9403930995475114
full_405,15,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9245717741126397
full_405,15,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8670659340659337
full_405,15,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.957232692307692
full_405,15,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.939861233450758
full_405,15,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8929398934398936
full_405,16,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9553421945701358
full_405,16,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.952293244682668
full_405,16,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9424854815323566
full_405,16,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9689750000000003
full_405,16,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9643431210001281
full_405,16,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9521381587162837
full_405,16,P1_M3_MARGIN_MONO,q20,accuracy,0.9497426470588236
full_405,16,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9436648305620658
full_405,16,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9227849130036627
full_405,16,P1_M3_MARGIN_MONO,q30,accuracy,0.9651673076923076
full_405,16,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9575394737798303
full_405,16,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.937046696359196
full_405,16,P2_MONO_BISECTION_M3,q20,accuracy,0.9344202488687784
full_405,16,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9329131675616048
full_405,16,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9330378128815625
full_405,16,P2_MONO_BISECTION_M3,q30,accuracy,0.9483826923076923
full_405,16,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9473150231769729
full_405,16,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9458314879564877
full_405,16,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9526102941176471
full_405,16,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9470328862510349
full_405,16,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9283820589133085
full_405,16,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9672326923076923
full_405,16,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9603479205038149
full_405,16,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9419811681374178
full_405,17,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9671804298642535
full_405,17,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9622528368399763
full_405,17,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9440994162087912
full_405,17,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9762557692307693
full_405,17,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9698497017917433
full_405,17,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9525161487817738
full_405,17,P1_M3_MARGIN_MONO,q20,accuracy,0.9373727375565613
full_405,17,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.92089342801963
full_405,17,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8615673458485956
full_405,17,P1_M3_MARGIN_MONO,q30,accuracy,0.9559865384615382
full_405,17,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9375767796244714
full_405,17,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8880851093351094
full_405,17,P2_MONO_BISECTION_M3,q20,accuracy,0.9291826923076923
full_405,17,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9129796525589797
full_405,17,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8526090697496949
full_405,17,P2_MONO_BISECTION_M3,q30,accuracy,0.9495750000000002
full_405,17,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9301170972841164
full_405,17,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8771925244893995
full_405,17,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9403930995475114
full_405,17,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9245717741126397
full_405,17,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8670659340659337
full_405,17,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.957232692307692
full_405,17,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.939861233450758
full_405,17,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8929398934398936
full_405,18,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9706447963800906
full_405,18,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9656198018728067
full_405,18,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9470765605921856
full_405,18,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9794519230769231
full_405,18,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9733131152801627
full_405,18,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9565831304112554
full_405,18,P1_M3_MARGIN_MONO,q20,accuracy,0.9404977375565611
full_405,18,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9216854627744053
full_405,18,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8526586156898655
full_405,18,P1_M3_MARGIN_MONO,q30,accuracy,0.9589519230769228
full_405,18,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9384042520899046
full_405,18,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8827540202852704
full_405,18,P2_MONO_BISECTION_M3,q20,accuracy,0.9309389140271492
full_405,18,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.914520657627629
full_405,18,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8535841155372406
full_405,18,P2_MONO_BISECTION_M3,q30,accuracy,0.9507980769230772
full_405,18,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.930894844945324
full_405,18,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8769150901182153
full_405,18,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9407466063348416
full_405,18,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9234385371572873
full_405,18,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8602585088522586
full_405,18,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9573057692307689
full_405,18,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9386352036885908
full_405,18,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8882286498223999
full_405,19,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9392024886877828
full_405,19,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9460939548565752
full_405,19,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9796729624542124
full_405,19,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9528365384615387
full_405,19,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9603698651685737
full_405,19,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9832107163669664
full_405,19,P1_M3_MARGIN_MONO,q20,accuracy,0.9361821266968327
full_405,19,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9446191462116946
full_405,19,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9863350503663002
full_405,19,P1_M3_MARGIN_MONO,q30,accuracy,0.950925
full_405,19,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9603280888148666
full_405,19,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9886690184815184
full_405,19,P2_MONO_BISECTION_M3,q20,accuracy,0.9350452488687784
full_405,19,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9381626623910281
full_405,19,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.955931433150183
full_405,19,P2_MONO_BISECTION_M3,q30,accuracy,0.9506173076923077
full_405,19,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9531520511960841
full_405,19,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9618611631424131
full_405,19,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9345475113122171
full_405,19,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9434181375515514
full_405,19,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9866633470695969
full_405,19,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9496557692307692
full_405,19,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9596186970387885
full_405,19,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9891118950493951
full_405,20,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9625989819004523
full_405,20,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9563683437956274
full_405,20,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9313186431623932
full_405,20,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9731134615384615
full_405,20,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9647897295032298
full_405,20,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9415526660839161
full_405,20,P1_M3_MARGIN_MONO,q20,accuracy,0.9321860859728507
full_405,20,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9180349260781957
full_405,20,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8672755265567766
full_405,20,P1_M3_MARGIN_MONO,q30,accuracy,0.9524557692307695
full_405,20,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9359150957576244
full_405,20,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8914414127539128
full_405,20,P2_MONO_BISECTION_M3,q20,accuracy,0.9325989819004524
full_405,20,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9099410814879566
full_405,20,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8222274305555552
full_405,20,P2_MONO_BISECTION_M3,q30,accuracy,0.9522749999999996
full_405,20,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9258353247347662
full_405,20,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8531000544594296
full_405,20,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9304722850678734
full_405,20,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9115899263663689
full_405,20,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8401064369658116
full_405,20,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.951409615384615
full_405,20,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9301292705988105
full_405,20,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8719779612748363
main_364,1,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9583376753808033
main_364,1,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9592586796883673
main_364,1,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9673487293956045
main_364,1,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9689940734239542
main_364,1,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9700630882126925
main_364,1,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.974197431041181
main_364,1,P1_M3_MARGIN_MONO,q20,accuracy,0.9508174507783885
main_364,1,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.948158006923632
main_364,1,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9422255799755799
main_364,1,P1_M3_MARGIN_MONO,q30,accuracy,0.964080202293178
main_364,1,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9618512430705763
main_364,1,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9559892884892884
main_364,1,P2_MONO_BISECTION_M3,q20,accuracy,0.9514685707863026
main_364,1,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9536058715589966
main_364,1,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9709966231684982
main_364,1,P2_MONO_BISECTION_M3,q30,accuracy,0.9632424823710328
main_364,1,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9661024600144543
main_364,1,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9763462370962371
main_364,1,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9517427668367646
main_364,1,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9486083014208015
main_364,1,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9402602258852257
main_364,1,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9650207601216004
main_364,1,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9622641308913402
main_364,1,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9546418407980908
main_364,2,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9599870093377589
main_364,2,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9589112120518372
main_364,2,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9567008737789988
main_364,2,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9724434887421409
main_364,2,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9703749370072017
main_364,2,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9645710626179376
main_364,2,P1_M3_MARGIN_MONO,q20,accuracy,0.9519517530569922
main_364,2,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9472909460331336
main_364,2,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.930971459096459
main_364,2,P1_M3_MARGIN_MONO,q30,accuracy,0.9671792467127174
main_364,2,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9617664374652496
main_364,2,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9458334634115884
main_364,2,P2_MONO_BISECTION_M3,q20,accuracy,0.9432526277337859
main_364,2,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9388550936910314
main_364,2,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9256545711233211
main_364,2,P2_MONO_BISECTION_M3,q30,accuracy,0.9577696155139198
main_364,2,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9534002683386874
main_364,2,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.941110478063603
main_364,2,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.95327171787724
main_364,2,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9485902058011434
main_364,2,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9320547542735043
main_364,2,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9680688755145028
main_364,2,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9626865241933468
main_364,2,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9467501543595293
main_364,3,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9658498468914194
main_364,3,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9584498635045511
main_364,3,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9232445245726496
main_364,3,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9747708238974508
main_364,3,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9645763509170254
main_364,3,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9331843885281385
main_364,3,P1_M3_MARGIN_MONO,q20,accuracy,0.9319729426163955
main_364,3,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9129955296439672
main_364,3,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8294085966117216
main_364,3,P1_M3_MARGIN_MONO,q30,accuracy,0.9517084159964273
main_364,3,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9296106392429218
main_364,3,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8619745809745807
main_364,3,P2_MONO_BISECTION_M3,q20,accuracy,0.9261091450263538
main_364,3,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9044983063811192
main_364,3,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8092359394078146
main_364,3,P2_MONO_BISECTION_M3,q30,accuracy,0.9471182876488976
main_364,3,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9215753066652744
main_364,3,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8432922077922076
main_364,3,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.936730843298858
main_364,3,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9194542428058056
main_364,3,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8451961805555558
main_364,3,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9552116589086447
main_364,3,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9355718663681405
main_364,3,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.875544927294927
main_364,4,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9701864806573517
main_364,4,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9651996883325007
main_364,4,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9419992368742368
main_364,4,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9786140326945175
main_364,4,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9718656387820167
main_364,4,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9512318445443445
main_364,4,P1_M3_MARGIN_MONO,q20,accuracy,0.9339856740403262
main_364,4,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9174401206432459
main_364,4,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8464801014957266
main_364,4,P1_M3_MARGIN_MONO,q30,accuracy,0.9543186874814734
main_364,4,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9357354235111764
main_364,4,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8789714140026638
main_364,4,P2_MONO_BISECTION_M3,q20,accuracy,0.9344324298321401
main_364,4,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9192704864579864
main_364,4,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8553823260073258
main_364,4,P2_MONO_BISECTION_M3,q30,accuracy,0.953997088842698
main_364,4,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9364335096091848
main_364,4,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8829328726828726
main_364,4,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9370606985397708
main_364,4,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9216374372155625
main_364,4,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8578561698717949
main_364,4,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9564184705097533
main_364,4,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9398302390306246
main_364,4,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8892232559107557
main_364,5,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9755366740631164
main_364,5,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9715024723540349
main_364,5,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9543303762210014
main_364,5,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9824947674262714
main_364,5,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9774067669266694
main_364,5,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9621003839910091
main_364,5,P1_M3_MARGIN_MONO,q20,accuracy,0.9400267010280443
main_364,5,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9246577112123989
main_364,5,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8606002556471307
main_364,5,P1_M3_MARGIN_MONO,q30,accuracy,0.9587296000612184
main_364,5,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9420024113722504
main_364,5,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8911611149267397
main_364,5,P2_MONO_BISECTION_M3,q20,accuracy,0.9288690803799332
main_364,5,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9147826366341991
main_364,5,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8549210164835161
main_364,5,P2_MONO_BISECTION_M3,q30,accuracy,0.9490603409093288
main_364,5,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9313569275197526
main_364,5,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8778859144327893
main_364,5,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9403989403083718
main_364,5,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.924360999243812
main_364,5,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8566433340964592
main_364,5,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9578219301662773
main_364,5,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.940277869527092
main_364,5,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8867317214035961
main_364,6,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9546020021174151
main_364,6,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9576554677960929
main_364,6,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9774954021672773
main_364,6,P0_M3_MARGIN_STANDARD,q30,accuracy,0.965166590159221
main_364,6,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9691765250170583
main_364,6,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9825093743062492
main_364,6,P1_M3_MARGIN_MONO,q20,accuracy,0.9506485726872113
main_364,6,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9497889705780332
main_364,6,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9534465811965812
main_364,6,P1_M3_MARGIN_MONO,q30,accuracy,0.963814402579924
main_364,6,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9638739606276546
main_364,6,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9650916739510489
main_364,6,P2_MONO_BISECTION_M3,q20,accuracy,0.934108076218653
main_364,6,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9375353093087467
main_364,6,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9598206845238094
main_364,6,P2_MONO_BISECTION_M3,q30,accuracy,0.9478781714721681
main_364,6,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9519046439259427
main_364,6,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9659873997530247
main_364,6,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9359310484363866
main_364,6,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9362311724733601
main_364,6,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9466015338827839
main_364,6,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9515690271482428
main_364,6,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9533683684045496
main_364,6,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9600514433483183
main_364,7,P0_M3_MARGIN_STANDARD,q20,accuracy,0.973361627343245
main_364,7,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.971711244484682
main_364,7,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9667791704822956
main_364,7,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9806826056059216
main_364,7,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9787215882329712
main_364,7,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9731704684204684
main_364,7,P1_M3_MARGIN_MONO,q20,accuracy,0.9373010173744054
main_364,7,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9241555267649021
main_364,7,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8716677350427352
main_364,7,P1_M3_MARGIN_MONO,q30,accuracy,0.9564774458652998
main_364,7,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9427293703813786
main_364,7,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9011860327172824
main_364,7,P2_MONO_BISECTION_M3,q20,accuracy,0.9289918571718628
main_364,7,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9093759296259297
main_364,7,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8248239468864469
main_364,7,P2_MONO_BISECTION_M3,q30,accuracy,0.9501959288435153
main_364,7,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9277667771401865
main_364,7,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8592523136585635
main_364,7,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9356049177067276
main_364,7,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9188615013458766
main_364,7,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8471325167887668
main_364,7,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9555571567436664
