population,repeat,arm,true_query_count_B120,queried_KH_fraction,queried_log_h_mean,queried_log_h_median,selected_margin_uncertainty_mean,selected_G_KH_mean,selected_G_C_mean,selected_expected_gain_mean,newly_inferred_targets_per_true_query,targets_later_conflicted_N,retrospectively_wrong_inferred_targets_N,wrong_targets_known_violation_points_N
main_364,9,P3_MONO_EXPECTED_GAIN_M3,78,0.3974358974358974,20.553859498376976,20.576652720870282,0.5919441313011665,0.967741935483871,8.870967741935484,4.620186938906098,3.6794871794871793,0,3,3
main_364,10,P0_M3_MARGIN_STANDARD,120,0.38333333333333336,20.548097872760845,20.510982545482406,0.2020166266452906,0.0,0.0,0.0,0.0,0,0,0
main_364,10,P1_M3_MARGIN_MONO,80,0.3875,20.554620590215297,20.576420369890972,0.4416335188631577,1.15625,6.890625,2.5633019480409063,3.5875,0,3,3
main_364,10,P2_MONO_BISECTION_M3,84,0.35714285714285715,20.53564706664617,20.5360222727717,0.3358798784929804,1.8823529411764706,2.8676470588235294,2.2711877483779594,3.369047619047619,0,2,2
main_364,10,P3_MONO_EXPECTED_GAIN_M3,81,0.4074074074074074,20.558586948874385,20.57645210322566,0.3858054606740962,1.3846153846153846,5.615384615384615,2.9383988156624508,3.5308641975308643,0,2,2
main_364,11,P0_M3_MARGIN_STANDARD,120,0.38333333333333336,20.553641299122965,20.51243289128118,0.21672015801551495,0.0,0.0,0.0,0.0,0,0,0
main_364,11,P1_M3_MARGIN_MONO,80,0.4,20.55466320730672,20.576652720870282,0.4828241417767635,1.234375,5.5625,2.5968629184144745,3.6375,0,3,3
main_364,11,P2_MONO_BISECTION_M3,85,0.36470588235294116,20.529956247818532,20.53936548395727,0.3408776930518955,1.855072463768116,2.927536231884058,2.244196146840486,3.364705882352941,0,2,2
main_364,11,P3_MONO_EXPECTED_GAIN_M3,80,0.4,20.55169325268815,20.576420369890972,0.2944747034939974,1.59375,5.390625,3.203294684171951,3.6375,0,2,2
main_364,12,P0_M3_MARGIN_STANDARD,120,0.39166666666666666,20.57581880806386,20.52307714279304,0.44498935561659686,0.0,0.0,0.0,0.0,0,0,0
main_364,12,P1_M3_MARGIN_MONO,74,0.3918918918918919,20.585325210456514,20.576652720870282,0.6046462625342891,0.896551724137931,5.379310344827586,2.9573092754541688,3.945945945945946,0,3,3
main_364,12,P2_MONO_BISECTION_M3,80,0.3375,20.53789065248612,20.506155560188894,0.45883604431488434,1.6875,2.546875,2.086674223317987,3.575,0,3,3
main_364,12,P3_MONO_EXPECTED_GAIN_M3,76,0.39473684210526316,20.587856587958438,20.576652720870282,0.5879467408653886,1.1166666666666667,7.533333333333333,4.048422501385529,3.8157894736842106,0,3,3
main_364,13,P0_M3_MARGIN_STANDARD,120,0.36666666666666664,20.54197996387167,20.50574754710889,0.3450883819633714,0.0,0.0,0.0,0.0,0,0,0
main_364,13,P1_M3_MARGIN_MONO,77,0.37662337662337664,20.557283696374537,20.563671438320007,0.495975741397729,1.9672131147540983,4.409836065573771,3.0217434703694512,3.7662337662337664,0,2,2
main_364,13,P2_MONO_BISECTION_M3,82,0.34146341463414637,20.510727337116588,20.490538594086757,0.367059083276479,1.8484848484848484,2.6818181818181817,2.086522199060823,3.475609756097561,0,2,2
main_364,13,P3_MONO_EXPECTED_GAIN_M3,76,0.3815789473684211,20.558298526243174,20.570030037438144,0.4870293866376435,1.8,4.083333333333333,2.8519600160428453,3.8289473684210527,0,2,2
main_364,14,P0_M3_MARGIN_STANDARD,120,0.375,20.54684850745748,20.510982545482406,0.2218300089460725,0.0,0.0,0.0,0.0,0,0,0
main_364,14,P1_M3_MARGIN_MONO,78,0.3974358974358974,20.559358974232136,20.576420369890972,0.27613607530680057,2.0483870967741935,4.838709677419355,2.5877625790446506,3.717948717948718,0,2,2
main_364,14,P2_MONO_BISECTION_M3,82,0.35365853658536583,20.531455793777802,20.52307714279304,0.3353671568754104,1.893939393939394,2.6515151515151514,2.134642357328537,3.4878048780487805,0,2,2
main_364,14,P3_MONO_EXPECTED_GAIN_M3,78,0.41025641025641024,20.56327198789726,20.576652720870282,0.38260317202733524,1.8387096774193548,5.419354838709677,2.8842599329064043,3.717948717948718,0,2,2
main_364,15,P0_M3_MARGIN_STANDARD,120,0.38333333333333336,20.54255568907736,20.51243289128118,0.4607756202465686,0.0,0.0,0.0,0.0,0,0,0
main_364,15,P1_M3_MARGIN_MONO,79,0.3924050632911392,20.53361844333165,20.57645210322566,0.6067357447862034,1.0952380952380953,5.428571428571429,3.054284758296319,3.670886075949367,0,3,3
main_364,15,P2_MONO_BISECTION_M3,82,0.34146341463414637,20.508198097470068,20.52307714279304,0.44896221073404163,1.4696969696969697,2.621212121212121,1.9914678508779353,3.5,0,3,3
main_364,15,P3_MONO_EXPECTED_GAIN_M3,81,0.4074074074074074,20.544555277250335,20.576853338514905,0.5885082262326734,0.9384615384615385,5.415384615384616,2.9817219766722096,3.5555555555555554,0,3,3
