population,repeat,arm,true_query_count_B120,queried_KH_fraction,queried_log_h_mean,queried_log_h_median,selected_margin_uncertainty_mean,selected_G_KH_mean,selected_G_C_mean,selected_expected_gain_mean,newly_inferred_targets_per_true_query,targets_later_conflicted_N,retrospectively_wrong_inferred_targets_N,wrong_targets_known_violation_points_N
main_364,16,P0_M3_MARGIN_STANDARD,120,0.36666666666666664,20.53588882321099,20.50574754710889,0.30515201635154476,0.0,0.0,0.0,0.0,0,0,0
main_364,16,P1_M3_MARGIN_MONO,78,0.3717948717948718,20.53888373613738,20.56170274544874,0.42988209836108693,2.032258064516129,5.209677419354839,3.2894018945268857,3.7051282051282053,0,2,2
main_364,16,P2_MONO_BISECTION_M3,90,0.3111111111111111,20.474441839765,20.46814391447235,0.2988528881514813,2.4594594594594597,3.2972972972972974,2.7290003610125964,3.077777777777778,0,2,2
main_364,16,P3_MONO_EXPECTED_GAIN_M3,82,0.34146341463414637,20.514651371866464,20.510982545482406,0.4927386287977351,2.893939393939394,4.803030303030303,3.913771075985516,3.475609756097561,0,2,2
main_364,17,P0_M3_MARGIN_STANDARD,120,0.38333333333333336,20.559682613400973,20.51243289128118,0.46278526176360263,0.0,0.0,0.0,0.0,0,0,0
main_364,17,P1_M3_MARGIN_MONO,80,0.4125,20.577802895650102,20.582884956239354,0.6134533555134027,0.890625,7.421875,3.9402894179451917,3.575,0,3,3
main_364,17,P2_MONO_BISECTION_M3,83,0.3253012048192771,20.519625430066274,20.51139055856241,0.4391909725195801,2.074626865671642,3.0597014925373136,2.487009703417832,3.4096385542168677,0,3,3
main_364,17,P3_MONO_EXPECTED_GAIN_M3,77,0.38961038961038963,20.561778267918687,20.57645210322566,0.5818924158461293,1.0,7.295081967213115,4.026555808641643,3.7532467532467533,0,3,3
main_364,18,P0_M3_MARGIN_STANDARD,120,0.39166666666666666,20.571275044428127,20.51243289128118,0.21627160356118427,0.0,0.0,0.0,0.0,0,0,0
main_364,18,P1_M3_MARGIN_MONO,79,0.3924050632911392,20.5556982633152,20.576388636556285,0.28003042506909276,2.111111111111111,6.841269841269841,3.483546662777649,3.632911392405063,0,2,2
main_364,18,P2_MONO_BISECTION_M3,85,0.32941176470588235,20.493889441404807,20.47734590867905,0.3464290434309385,2.217391304347826,2.898550724637681,2.3427775634499537,3.3058823529411763,0,2,2
main_364,18,P3_MONO_EXPECTED_GAIN_M3,77,0.4025974025974026,20.556231872947027,20.57645210322566,0.3831423849523833,1.7377049180327868,6.655737704918033,3.00215405587436,3.7532467532467533,0,2,2
main_364,19,P0_M3_MARGIN_STANDARD,120,0.39166666666666666,20.563808766849615,20.52307714279304,0.4694856326119571,0.0,0.0,0.0,0.0,0,0,0
main_364,19,P1_M3_MARGIN_MONO,82,0.4146341463414634,20.564790719045295,20.576420369890972,0.611988422987567,0.8787878787878788,4.575757575757576,2.53067582719708,3.4634146341463414,0,3,3
main_364,19,P2_MONO_BISECTION_M3,80,0.35,20.534865529677138,20.5360222727717,0.48188474356774685,1.1875,2.28125,1.621568568595951,3.575,0,3,3
main_364,19,P3_MONO_EXPECTED_GAIN_M3,83,0.43373493975903615,20.585516523698708,20.596021279635526,0.5778333519666553,0.9402985074626866,5.029850746268656,2.760190286767606,3.4096385542168677,0,3,3
main_364,20,P0_M3_MARGIN_STANDARD,120,0.375,20.537696639320227,20.510982545482406,0.28320571998466615,0.0,0.0,0.0,0.0,0,0,0
main_364,20,P1_M3_MARGIN_MONO,79,0.379746835443038,20.529690331088418,20.563671438320007,0.3853245960593912,1.6507936507936507,3.9365079365079363,2.42812482138173,3.6455696202531644,0,2,2
main_364,20,P2_MONO_BISECTION_M3,84,0.35714285714285715,20.51116037909251,20.52307714279304,0.30939029515559696,1.838235294117647,2.8529411764705883,2.187131082434068,3.369047619047619,0,2,2
main_364,20,P3_MONO_EXPECTED_GAIN_M3,79,0.379746835443038,20.529690331088414,20.563671438320007,0.3523319079172789,1.6349206349206349,3.7777777777777777,2.9988849497112797,3.6455696202531644,0,2,2
